k,n,selector,label,draw,g,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_margin,OOS_fails,v1_OOS_CAGR,v1_OOS_Sharpe,v1_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,d_vs_v1,d_vs_spy,f4a,f4b,pass4a,pass4b
40,20,S2,S2 IS-reachability (17 adm),42,0.75,1.2114583090024023,0.12300033887217277,1.0677059070844952,-0.1962556139210887,0.029857803852283513,-,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.4914553692806719,0.1856819834872636,-,-,True,True
40,20,S3,S3 price the gross,42,0.7,1.2111599081357893,0.11477449847208643,1.0678830135953736,-0.18390391197576383,0.06122236054461887,-,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.49163247579155034,0.18585908999814205,-,-,True,True
80,5,S0,S0 do-nothing (full B136),-1,0.75,0.9808729595969661,0.16050924299153935,0.8138426077132945,-0.23360448342667006,-0.2319015169601072,"H1,OOS,DD",0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.23759206990947124,-0.06818131588393705,DD,"H2,OOS,DD",False,False
80,5,S1,S1 IS-Sharpe argmax,19,0.75,1.2728885145118296,0.13864252268438815,0.7603925810876668,-0.21476789167084398,-0.18560147929626866,"H1,H2,OOS,DD",0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.18414204328384354,-0.12163134250956475,DD,"H2,OOS,DD",False,False
80,5,S2,S2 IS-reachability (18 adm),19,0.75,1.2728885145118296,0.13864252268438815,0.7603925810876668,-0.21476789167084398,-0.18560147929626866,"H1,H2,OOS,DD",0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.18414204328384354,-0.12163134250956475,DD,"H2,OOS,DD",False,False
80,5,S3,S3 price the gross,19,0.4,1.2717266217730503,0.07592280421158115,0.7524770863127815,-0.11828349010592809,-0.2980062768544684,"H1,H2,OOS,CAGR",0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.17622654850895825,-0.12954683728445004,-,"H2,OOS,CAGR",True,False
80,20,S0,S0 do-nothing (full B136),-1,0.75,1.043837850225855,0.12486792010130943,0.8919165372280256,-0.2005204833110832,-0.06744893057436152,H1,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.31566599942420226,0.009892613630793967,-,H2,True,False
80,20,S1,S1 IS-Sharpe argmax,43,0.75,1.1892489889533437,0.13873977378635338,1.0249380906074936,-0.2058672694794491,-0.01765509244505491,DD,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.44868755280367034,0.14291416701026205,-,DD,True,False
80,20,S2,S2 IS-reachability (26 adm),43,0.75,1.1892489889533437,0.13873977378635338,1.0249380906074936,-0.2058672694794491,-0.01765509244505491,DD,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.44868755280367034,0.14291416701026205,-,DD,True,False
80,20,S3,S3 price the gross,43,0.6,1.1885494544465989,0.11104766457370063,1.024663941255824,-0.1666750300201595,0.02676349102523214,-,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.44841340345200076,0.14264001765859247,-,-,True,True
