panel,N,H_lo,H_hi,S_lo,S_hi,step,paired_SE,step_over_SE,decisive
U56,5,5,10,0.9827487886351808,1.0624874517726315,0.0797386631374507,0.06875630455103636,1.1597287500851994,False
U56,5,10,21,1.0624874517726315,0.9148924224333441,-0.14759502933928736,0.10450752120111555,-1.412290978132126,False
U56,5,21,42,0.9148924224333441,1.0462686677563349,0.13137624532299075,0.10532630370729043,1.247326078090569,False
U56,5,42,63,1.0462686677563349,1.0091205567319346,-0.0371481110244003,0.12181038175865833,-0.30496670717280466,False
U56,5,63,90,1.0091205567319346,0.9574079120512624,-0.05171264468067216,0.1224819966786988,-0.42220608810229865,False
U56,5,90,126,0.9574079120512624,0.9893393325945896,0.031931420543327205,0.1438603661464856,0.22196120723628,False
U56,5,126,189,0.9893393325945896,0.9377976874305463,-0.05154164516404336,0.17508831626869661,-0.2943751260075273,False
U56,20,5,10,1.0878800989072726,1.0940917178290157,0.006211618921743156,0.03738188457640454,0.16616655345578624,False
U56,20,10,21,1.0940917178290157,1.1162539775946898,0.022162259765674097,0.04458560185511173,0.497072122917484,False
U56,20,21,42,1.1162539775946898,1.0689247675638487,-0.04732921003084112,0.04594955258552167,-1.0300254815920484,False
U56,20,42,63,1.0689247675638487,1.1025379116549574,0.033613144091108715,0.05367991413670431,0.6261773073166171,False
U56,20,63,90,1.1025379116549574,1.12272303806346,0.020185126408502674,0.0500541112674415,0.4032661033706619,False
U56,20,90,126,1.12272303806346,1.1424328977344387,0.019709859670978602,0.061989631453580246,0.3179541353740416,False
U56,20,126,189,1.1424328977344387,1.1216386362976694,-0.020794261436769323,0.06337474075866004,-0.3281159210726685,False
B135,5,5,10,0.8813215981155746,0.8768720181144541,-0.004449580001120501,0.07108013792856335,-0.06259948462103997,False
B135,5,10,21,0.8768720181144541,1.0007683436608064,0.12389632554635222,0.08569732312080956,1.4457432395139416,False
B135,5,21,42,1.0007683436608064,1.074199332579074,0.0734309889182676,0.11458001619898156,0.640870819836036,False
B135,5,42,63,1.074199332579074,1.1081097724295967,0.03391043985052278,0.11883060722411457,0.2853678916793522,False
B135,5,63,90,1.1081097724295967,0.957213240520114,-0.1508965319094827,0.13819578505295704,-1.0919040103260653,False
B135,5,90,126,0.957213240520114,0.9777127981825937,0.020499557662479684,0.14913502908025006,0.13745635608820517,False
B135,5,126,189,0.9777127981825937,1.061465344287899,0.08375254610530525,0.14800022131656004,0.5658947355637096,False
B135,20,5,10,0.9647254996428617,0.9759811700376406,0.011255670394778927,0.04716064320345686,0.23866660058516528,False
B135,20,10,21,0.9759811700376406,1.0849487209169302,0.10896755087928955,0.041078600943452837,2.6526597395390836,True
B135,20,21,42,1.0849487209169302,1.042610928657494,-0.042337792259436124,0.04803532753017971,-0.8813886453222594,False
B135,20,42,63,1.042610928657494,1.0824587656405376,0.039847836983043505,0.06570050675257172,0.606507300363916,False
B135,20,63,90,1.0824587656405376,0.9910456602007205,-0.09141310543981707,0.07014793694417974,-1.3031474541091508,False
B135,20,90,126,0.9910456602007205,1.0635515852799864,0.0725059250792659,0.08844437575605794,0.8197912468651196,False
B135,20,126,189,1.0635515852799864,1.044271857203748,-0.019279728076238456,0.09058245261822974,-0.212841753772059,False
SMALL663,5,5,10,0.3038800949894817,0.3540038675880303,0.05012377259854861,0.09633870670975608,0.5202869574485646,False
SMALL663,5,10,21,0.3540038675880303,0.2493657974673466,-0.10463807012068371,0.14555313646270218,-0.7188994525548894,False
SMALL663,5,21,42,0.2493657974673466,0.49710377248320065,0.24773797501585404,0.1927270574234005,1.2854343252468206,False
SMALL663,5,42,63,0.49710377248320065,0.3645222542059742,-0.13258151827722642,0.17550879235626018,-0.7554124012665021,False
SMALL663,5,63,90,0.3645222542059742,0.3549492459024846,-0.009573008303489616,0.23018661004822227,-0.04158803286378885,False
SMALL663,5,90,126,0.3549492459024846,0.2732741266264673,-0.08167511927601734,0.23154798556301479,-0.35273517529173154,False
SMALL663,5,126,189,0.2732741266264673,0.5629436534829821,0.28966952685651487,0.2179259851905014,1.3292105877291245,False
SMALL663,20,5,10,0.5736917149154098,0.6238090738480946,0.050117358932684763,0.08141252396173743,0.6155976561571671,False
SMALL663,20,10,21,0.6238090738480946,0.5289987817747006,-0.09481029207339398,0.1023215078342913,-0.9265920145248283,False
SMALL663,20,21,42,0.5289987817747006,0.5506113595658382,0.021612577791137566,0.10328262188907267,0.2092566725731445,False
SMALL663,20,42,63,0.5506113595658382,0.5744430223254358,0.023831662759597583,0.12108094666559654,0.19682421896994481,False
SMALL663,20,63,90,0.5744430223254358,0.5121151115664255,-0.06232791075901023,0.11353036714886451,-0.5489977027669077,False
SMALL663,20,90,126,0.5121151115664255,0.5072986475097554,-0.004816464056670133,0.13054965662101464,-0.036893732096533335,False
SMALL663,20,126,189,0.5072986475097554,0.6415167206882173,0.1342180731784619,0.13547734488262542,0.9907049277851251,False
