panel,family,thr,depth,bps,inert,behav,dup_printed,dSharpe
SMALL439,BUDGET,0.05,half,10,False,False,False,0.04523263639926117
SMALL439,BUDGET,0.1,skip,10,False,False,False,-0.018162807411138182
SMALL439,BUDGET,0.1,half,10,False,False,False,0.04214087965251262
SMALL439,BUDGET,0.2,skip,10,False,False,False,-0.17812125473639617
SMALL439,BUDGET,0.2,half,10,False,False,False,0.04246740346756933
SMALL439,BUDGET,0.3,skip,10,False,False,False,-0.11719459692244094
SMALL439,BUDGET,0.3,half,10,False,False,False,0.01537997354482562
SMALL439,BUDGET,0.5,skip,10,False,False,False,0.01289514979829992
SMALL439,BUDGET,0.5,half,10,False,False,False,0.015962004564159415
SMALL439,SLEEVE,50.0,0.5,10,False,False,False,-0.031506906687577996
SMALL439,SLEEVE,50.0,1.0,10,False,False,False,-0.12969080029850455
SMALL439,SLEEVE,100.0,0.5,10,False,False,False,-0.005432129865990787
SMALL439,SLEEVE,100.0,1.0,10,False,False,False,-0.05811176174523658
SMALL439,SLEEVE,200.0,0.5,10,False,False,False,0.03176324074206771
SMALL439,SLEEVE,200.0,1.0,10,False,False,False,0.028609391451461463
SMALL439,SLEEVE,300.0,0.5,10,False,False,False,0.020991040299639108
SMALL439,SLEEVE,300.0,1.0,10,False,False,False,0.01748671575689914
SMALL439,SLEEVE,400.0,0.5,10,False,False,False,0.021805685437870703
SMALL439,SLEEVE,400.0,1.0,10,False,False,False,0.024828891305443523
SMALL439,DDCTL,0.03,0.5,25,False,False,False,-0.2063846035612964
SMALL439,DDCTL,0.03,1.0,25,False,False,False,-0.6164667077625418
SMALL439,DDCTL,0.06,0.5,25,False,False,False,-0.2087749714376404
SMALL439,DDCTL,0.06,1.0,25,False,False,False,-0.5109672599071771
SMALL439,DDCTL,0.1,0.5,25,False,False,False,-0.1817160182669316
SMALL439,DDCTL,0.1,1.0,25,False,False,False,-0.396660211206827
SMALL439,DDCTL,0.15,0.5,25,False,False,False,-0.09293251308480308
SMALL439,DDCTL,0.15,1.0,25,False,False,False,-0.1927655295843876
SMALL439,DDCTL,0.25,0.5,25,True,True,True,0.0
SMALL439,DDCTL,0.25,1.0,25,True,True,True,0.0
SMALL439,BUDGET,0.05,skip,25,False,False,False,-0.28301102592941946
SMALL439,BUDGET,0.05,half,25,False,False,False,0.10617099173608979
SMALL439,BUDGET,0.1,skip,25,False,False,False,0.15630113828628617
SMALL439,BUDGET,0.1,half,25,False,False,False,0.10266685305748618
SMALL439,BUDGET,0.2,skip,25,False,False,False,-0.02781517857570437
SMALL439,BUDGET,0.2,half,25,False,False,False,0.09993013327979838
SMALL439,BUDGET,0.3,skip,25,False,False,False,-0.02509589764514597
SMALL439,BUDGET,0.3,half,25,False,False,False,0.055324236100125546
SMALL439,BUDGET,0.5,skip,25,False,False,False,0.05093253871074044
SMALL439,BUDGET,0.5,half,25,False,False,False,0.03367014891015324
SMALL439,SLEEVE,50.0,0.5,25,False,False,False,-0.08844807324402718
SMALL439,SLEEVE,50.0,1.0,25,False,False,False,-0.22405815907082335
SMALL439,SLEEVE,100.0,0.5,25,False,False,False,-0.03531128253173085
SMALL439,SLEEVE,100.0,1.0,25,False,False,False,-0.10143409378025522
SMALL439,SLEEVE,200.0,0.5,25,False,False,False,0.012017522711614936
SMALL439,SLEEVE,200.0,1.0,25,False,False,False,0.002754196034459755
SMALL439,SLEEVE,300.0,0.5,25,False,False,False,0.010335277509950447
SMALL439,SLEEVE,300.0,1.0,25,False,False,False,0.005723609852982758
SMALL439,SLEEVE,400.0,0.5,25,False,False,False,0.01518219884733707
SMALL439,SLEEVE,400.0,1.0,25,False,False,False,0.018590567586171114
U56,DDCTL,0.03,0.5,10,False,False,False,-0.13266159300195624
U56,DDCTL,0.03,1.0,10,False,False,False,-0.4540681187721609
U56,DDCTL,0.06,0.5,10,False,False,False,-0.05574099708906699
U56,DDCTL,0.06,1.0,10,False,False,False,-0.18992666280044845
U56,DDCTL,0.1,0.5,10,False,False,False,-0.049690157250178
U56,DDCTL,0.1,1.0,10,False,False,False,-0.10902072531201268
U56,DDCTL,0.15,0.5,10,True,True,True,0.0
U56,DDCTL,0.15,1.0,10,True,True,True,0.0
U56,DDCTL,0.25,0.5,10,True,True,True,0.0
U56,DDCTL,0.25,1.0,10,True,True,True,0.0
U56,BUDGET,0.05,skip,10,False,False,False,-0.24436896165333122
U56,BUDGET,0.05,half,10,False,False,False,0.013237929326121556
U56,BUDGET,0.1,skip,10,False,False,False,-0.2017488302736843
U56,BUDGET,0.1,half,10,False,False,False,-0.008649234602647216
U56,BUDGET,0.2,skip,10,False,False,False,-0.11224973023563145
U56,BUDGET,0.2,half,10,False,False,False,-0.02214163080675413
U56,BUDGET,0.3,skip,10,False,False,False,-0.05815202472750203
U56,BUDGET,0.3,half,10,False,False,False,-0.025481537822968692
U56,BUDGET,0.5,skip,10,False,False,False,-0.039787705278387486
U56,BUDGET,0.5,half,10,False,False,False,-0.016103422732055783
U56,SLEEVE,50.0,0.5,10,False,False,False,-0.09681312404394671
U56,SLEEVE,50.0,1.0,10,False,False,False,-0.34463723261308377
U56,SLEEVE,100.0,0.5,10,False,False,False,-0.009631759146085273
U56,SLEEVE,100.0,1.0,10,False,False,False,-0.1288683962969196
U56,SLEEVE,200.0,0.5,10,False,False,False,0.017063253233432274
U56,SLEEVE,200.0,1.0,10,False,False,False,-0.04116902463299987
U56,SLEEVE,300.0,0.5,10,False,False,False,-0.008619299327082164
U56,SLEEVE,300.0,1.0,10,False,False,False,-0.0636850877405335
U56,SLEEVE,400.0,0.5,10,False,False,False,0.008383547472314623
U56,SLEEVE,400.0,1.0,10,False,False,False,-0.012801083642822508
U56,DDCTL,0.03,0.5,25,False,False,False,-0.15747435457090586
U56,DDCTL,0.03,1.0,25,False,False,False,-0.49251228247674406
U56,DDCTL,0.06,0.5,25,False,False,False,-0.0653216760264198
U56,DDCTL,0.06,1.0,25,False,False,False,-0.20274486082607035
U56,DDCTL,0.1,0.5,25,False,False,False,-0.05271578182424996
U56,DDCTL,0.1,1.0,25,False,False,False,-0.11437098031030923
U56,DDCTL,0.15,0.5,25,True,True,True,0.0
U56,DDCTL,0.15,1.0,25,True,True,True,0.0
U56,DDCTL,0.25,0.5,25,True,True,True,0.0
U56,DDCTL,0.25,1.0,25,True,True,True,0.0
U56,BUDGET,0.05,skip,25,False,False,False,-0.13881060394898725
U56,BUDGET,0.05,half,25,False,False,False,0.056048181361621596
U56,BUDGET,0.1,skip,25,False,False,False,-0.11799718073862575
U56,BUDGET,0.1,half,25,False,False,False,0.02913181752410532
U56,BUDGET,0.2,skip,25,False,False,False,-0.06442239189433563
U56,BUDGET,0.2,half,25,False,False,False,0.00023803676874500912
U56,BUDGET,0.3,skip,25,False,False,False,-0.04639979646619563
U56,BUDGET,0.3,half,25,False,False,False,-0.020064016270251228
U56,BUDGET,0.5,skip,25,False,False,False,-0.03633813902647409
U56,BUDGET,0.5,half,25,False,False,False,-0.014848861613765751
U56,SLEEVE,50.0,0.5,25,False,False,False,-0.17208793026561042
U56,SLEEVE,50.0,1.0,25,False,False,False,-0.4822557142295095
U56,SLEEVE,100.0,0.5,25,False,False,False,-0.044268417192131926
U56,SLEEVE,100.0,1.0,25,False,False,False,-0.18795997319200375
U56,SLEEVE,200.0,0.5,25,False,False,False,-0.003938946173780655
U56,SLEEVE,200.0,1.0,25,False,False,False,-0.07586440162617702
U56,SLEEVE,300.0,0.5,25,False,False,False,-0.020470196984602174
U56,SLEEVE,300.0,1.0,25,False,False,False,-0.08281003266319786
U56,SLEEVE,400.0,0.5,25,False,False,False,0.00019109964931618428
U56,SLEEVE,400.0,1.0,25,False,False,False,-0.026525871936274203
