panel,book,sleeve,cost,fin,f,n_pass,g_lo,g_hi,contiguous,best_m_min,best_g,binding_at_075,binding_at_lo,binding_below,binding_above,sharpe_at_075,sharpe_at_best,g_clears_floor,g_breaches_dd
broad,EWall,S3,10.0,0.0,0.0,0,,,False,-0.004751665005393563,0.6,m_DD,,m_CAGR,m_DD,1.1219549467170125,1.1217556627407739,0.5661841139651801,0.5852476330498211
broad,EWall,S3,10.0,0.0,0.25,1,0.75,0.75,True,0.012727276648958744,0.75,m_CAGR,m_CAGR,m_CAGR,m_DD,1.2369587490179863,1.2369587490179863,0.6711605338367148,0.8257501067917179
broad,EWall,S3,10.0,0.0,0.6,3,1.0,1.25,True,0.027235593494763816,1.25,m_CAGR,m_CAGR,m_CAGR,m_DD,1.4076641873059954,1.4068461451149434,0.9561577093292575,1.458815463053777
broad,EWall,S3,10.0,150.0,0.0,0,,,False,-0.004751665005393563,0.6,m_DD,,m_CAGR,m_DD,1.1219549467170125,1.1217556627407739,0.5661841139651801,0.5852476330498211
broad,EWall,S3,10.0,150.0,0.25,1,0.75,0.75,True,0.012727276648958744,0.75,m_CAGR,m_CAGR,m_CAGR,m_DD,1.2369587490179863,1.2369587490179863,0.6711605338367148,0.8257501067917179
broad,EWall,S3,10.0,150.0,0.6,3,1.0,1.25,True,0.026995165795706183,1.25,m_CAGR,m_CAGR,m_CAGR,m_DD,1.4076641873059954,1.3681124351921483,0.9561577093292575,1.4555573812952027
broad,EWall,S3,10.0,300.0,0.0,0,,,False,-0.004751665005393563,0.6,m_DD,,m_CAGR,m_DD,1.1219549467170125,1.1217556627407739,0.5661841139651801,0.5852476330498211
broad,EWall,S3,10.0,300.0,0.25,1,0.75,0.75,True,0.012727276648958744,0.75,m_CAGR,m_CAGR,m_CAGR,m_DD,1.2369587490179863,1.2369587490179863,0.6711605338367148,0.8257501067917179
broad,EWall,S3,10.0,300.0,0.6,3,1.0,1.25,True,0.02526265748436836,1.25,m_CAGR,m_CAGR,m_CAGR,m_DD,1.4076641873059954,1.3293786760595927,0.9561577093292575,1.452345214265705
broad,EWall,S3,25.0,0.0,0.0,0,,,False,-0.004943284870812165,0.6,m_DD,,m_CAGR,m_DD,1.1115111687130288,1.111037597042943,0.5721420038025586,0.5846584992462263
broad,EWall,S3,25.0,0.0,0.25,1,0.75,0.75,True,0.008816068891934939,0.75,m_CAGR,m_CAGR,m_CAGR,m_DD,1.1996959445511206,1.1996959445511206,0.6934268677323261,0.8228910031992549
broad,EWall,S3,25.0,0.0,0.6,2,1.1,1.25,True,0.02022303476686367,1.25,m_CAGR,m_CAGR,m_CAGR,m_DD,1.2826877645227017,1.2820151759905674,1.0540937078993167,1.4476567451215416
broad,EWall,S3,25.0,150.0,0.0,0,,,False,-0.004943284870812165,0.6,m_DD,,m_CAGR,m_DD,1.1115111687130288,1.111037597042943,0.5721420038025586,0.5846584992462263
broad,EWall,S3,25.0,150.0,0.25,1,0.75,0.75,True,0.008816068891934939,0.75,m_CAGR,m_CAGR,m_CAGR,m_DD,1.1996959445511206,1.1996959445511206,0.6934268677323261,0.8228910031992549
broad,EWall,S3,25.0,150.0,0.6,2,1.1,1.25,True,0.016011290638798095,1.25,m_CAGR,m_CAGR,m_CAGR,m_DD,1.2826877645227017,1.2433206742189946,1.0645201457778284,1.4445013845644896
broad,EWall,S3,25.0,300.0,0.0,0,,,False,-0.004943284870812165,0.6,m_DD,,m_CAGR,m_DD,1.1115111687130288,1.111037597042943,0.5721420038025586,0.5846584992462263
broad,EWall,S3,25.0,300.0,0.25,1,0.75,0.75,True,0.008816068891934939,0.75,m_CAGR,m_CAGR,m_CAGR,m_DD,1.1996959445511206,1.1996959445511206,0.6934268677323261,0.8228910031992549
broad,EWall,S3,25.0,300.0,0.6,2,1.1,1.25,True,0.011815226592630526,1.25,m_CAGR,m_CAGR,m_CAGR,m_DD,1.2826877645227017,1.204626124845538,1.0798971814549114,1.441390097336568
broad,EWall,S4,10.0,0.0,0.0,0,,,False,-0.004751665005393563,0.6,m_DD,,m_CAGR,m_DD,1.1219549467170125,1.1217556627407739,0.5661841139651801,0.5852476330498211
broad,EWall,S4,10.0,0.0,0.25,1,0.75,0.75,True,0.008680855533795856,0.75,m_DD,m_DD,m_CAGR,m_DD,1.2130550750274445,1.2130550750274445,0.663724027185765,0.7866157503988533
broad,EWall,S4,10.0,0.0,0.6,3,1.0,1.25,True,0.019702409150953185,1.1,m_CAGR,m_CAGR,m_CAGR,m_DD,1.3422979833555866,1.3418469819152559,0.9319032995558463,1.3465921910076992
broad,EWall,S4,10.0,150.0,0.0,0,,,False,-0.004751665005393563,0.6,m_DD,,m_CAGR,m_DD,1.1219549467170125,1.1217556627407739,0.5661841139651801,0.5852476330498211
broad,EWall,S4,10.0,150.0,0.25,1,0.75,0.75,True,0.008680855533795856,0.75,m_DD,m_DD,m_CAGR,m_DD,1.2130550750274445,1.2130550750274445,0.663724027185765,0.7866157503988533
broad,EWall,S4,10.0,150.0,0.6,3,1.0,1.25,True,0.018016439437197287,1.1,m_CAGR,m_CAGR,m_CAGR,m_DD,1.3422979833555866,1.3255220774116474,0.9319032995558463,1.3442992392625939
