ctrl,est,k,q,book,char,h1,h2,same_sign,is284cell
REC,RANKPART,20,0.25,CAND10,disp,-0.03210911548782852,-0.0978863319450572,True,False
REC,RANKPART,20,0.25,CAND10,evol,-0.08103371701244196,0.13329996421520335,False,False
REC,RANKPART,20,0.25,CAND20,disp,-0.060961149110338855,-0.05050520113574699,True,False
REC,RANKPART,20,0.25,CAND20,evol,-0.08879832123615021,0.08296257111063622,False,False
REC,RANKPART,20,0.25,EWall,disp,-0.008321108023094537,-0.06355948635433367,True,False
REC,RANKPART,20,0.25,EWall,evol,-0.09620335116595086,0.09006727513604312,False,False
REC,RANKPART,20,0.5,CAND10,disp,-0.35059460419355404,0.03850368109752341,False,False
REC,RANKPART,20,0.5,CAND10,evol,0.3758232989984658,0.2232709880542353,True,False
REC,RANKPART,20,0.5,CAND20,disp,-0.3627723279341541,0.1328729189121112,False,False
REC,RANKPART,20,0.5,CAND20,evol,0.3384091800824949,0.13527391409308473,True,False
REC,RANKPART,20,0.5,EWall,disp,-0.3762833753464673,0.11616826790540796,False,False
REC,RANKPART,20,0.5,EWall,evol,0.3838625841897034,0.1606378338857372,True,False
REC,RANKPART,20,0.75,CAND10,disp,-0.11286769810956143,-0.09067436513616085,True,False
REC,RANKPART,20,0.75,CAND10,evol,0.016947857268576654,0.29760963947343466,True,False
REC,RANKPART,20,0.75,CAND20,disp,-0.05213677677571139,-0.1275584986848231,True,False
REC,RANKPART,20,0.75,CAND20,evol,-0.02272065749857816,0.36331583143242197,False,False
REC,RANKPART,20,0.75,EWall,disp,-0.07549220459257328,-0.13697895349972028,True,False
REC,RANKPART,20,0.75,EWall,evol,-0.0023115180145990627,0.3709381633643342,False,False
REC,RANKPART,40,0.25,CAND10,disp,-0.040812893655275774,0.32385163076804363,False,False
REC,RANKPART,40,0.25,CAND10,evol,0.14144272693853976,0.37325201553860715,True,False
REC,RANKPART,40,0.25,CAND20,disp,0.13779464530634794,0.34363901577152983,True,False
REC,RANKPART,40,0.25,CAND20,evol,0.08587249336641432,0.2546526483141582,True,False
REC,RANKPART,40,0.25,EWall,disp,0.16686193938446792,0.13121583330408879,True,False
REC,RANKPART,40,0.25,EWall,evol,-0.008034069539791201,0.4579144396916003,False,False
REC,RANKPART,40,0.5,CAND10,disp,0.2812166398510867,0.22413943532064154,True,True
REC,RANKPART,40,0.5,CAND10,evol,-0.0666294200695529,-0.10667558956044809,True,True
REC,RANKPART,40,0.5,CAND20,disp,0.3532696749405927,0.15250124882837762,True,True
REC,RANKPART,40,0.5,CAND20,evol,0.09287230638260582,0.0075616939436367195,True,True
REC,RANKPART,40,0.5,EWall,disp,0.33217229167300966,0.2303974734686101,True,True
REC,RANKPART,40,0.5,EWall,evol,0.0028681954643500294,-0.1436373064447607,False,True
REC,RANKPART,40,0.75,CAND10,disp,-0.10098969164108017,-0.04525576761708125,True,False
REC,RANKPART,40,0.75,CAND10,evol,0.05290184051679166,0.2711881473733789,True,False
REC,RANKPART,40,0.75,CAND20,disp,-0.07074921769653389,-0.09961795371136864,True,False
REC,RANKPART,40,0.75,CAND20,evol,0.11489052797544387,0.24331493418864408,True,False
REC,RANKPART,40,0.75,EWall,disp,-0.0421908024651187,-0.0871607945433981,True,False
REC,RANKPART,40,0.75,EWall,evol,0.1001551703555766,0.22529288917039147,True,False
REC,RANKPART,80,0.25,CAND10,disp,-0.1691004354320724,-0.053974304332162416,True,False
REC,RANKPART,80,0.25,CAND10,evol,0.23713098978406344,0.17460860064876216,True,False
REC,RANKPART,80,0.25,CAND20,disp,-0.23558528834733733,-0.0379722914477923,True,False
REC,RANKPART,80,0.25,CAND20,evol,0.33031292010213953,0.1167478221101014,True,False
REC,RANKPART,80,0.25,EWall,disp,-0.1479390474676393,-0.06568150535703864,True,False
REC,RANKPART,80,0.25,EWall,evol,0.26364545631143327,0.10033256350995524,True,False
REC,RANKPART,80,0.5,CAND10,disp,0.04754041523253041,-0.1655891338828405,False,False
REC,RANKPART,80,0.5,CAND10,evol,0.28205462627253186,0.0441890367576366,True,False
REC,RANKPART,80,0.5,CAND20,disp,0.0006911910519129859,-0.18105786360563783,False,False
REC,RANKPART,80,0.5,CAND20,evol,0.29925909687909075,0.23993872841491384,True,False
REC,RANKPART,80,0.5,EWall,disp,-0.07401057671762204,-0.059448081588533826,True,False
REC,RANKPART,80,0.5,EWall,evol,0.37053309844398363,0.36216244143527443,True,False
REC,RANKPART,80,0.75,CAND10,disp,0.35395034000317915,0.019903044258938102,True,False
REC,RANKPART,80,0.75,CAND10,evol,-0.1082528505429541,0.15264833374433476,False,False
REC,RANKPART,80,0.75,CAND20,disp,0.28157240003074036,-0.1338364421128592,False,False
REC,RANKPART,80,0.75,CAND20,evol,-0.03421019479368999,0.22358176105704486,False,False
REC,RANKPART,80,0.75,EWall,disp,0.3873484461907622,-0.1061440681391342,False,False
REC,RANKPART,80,0.75,EWall,evol,0.059487296810020907,0.19635339624619455,True,False
REC,OLSZ,20,0.25,CAND10,disp,-0.038569645748271146,-0.16441280556838997,True,False
REC,OLSZ,20,0.25,CAND10,evol,-0.09379457820379167,0.189511752933531,False,False
REC,OLSZ,20,0.25,CAND20,disp,-0.07563248400703869,-0.08428690401979888,True,False
REC,OLSZ,20,0.25,CAND20,evol,-0.1060861251676927,0.11696108767450715,False,False
REC,OLSZ,20,0.25,EWall,disp,-0.010059400619510288,-0.10719289256419037,True,False
REC,OLSZ,20,0.25,EWall,evol,-0.11227246328095022,0.12830169291098073,False,False
REC,OLSZ,20,0.5,CAND10,disp,-0.6745424955705057,0.06800745617269875,False,False
REC,OLSZ,20,0.5,CAND10,evol,0.6275978918457542,0.361026376013646,True,False
REC,OLSZ,20,0.5,CAND20,disp,-0.7032899781036813,0.2337423439155094,False,False
REC,OLSZ,20,0.5,CAND20,evol,0.5579824431243606,0.21258272300679987,True,False
REC,OLSZ,20,0.5,EWall,disp,-0.7236449350539526,0.2034442472187268,False,False
REC,OLSZ,20,0.5,EWall,evol,0.6361462020202875,0.25281505984814157,True,False
REC,OLSZ,20,0.75,CAND10,disp,-0.15421841189360128,-0.1455884940355063,True,False
REC,OLSZ,20,0.75,CAND10,evol,0.01955233368710703,0.4902660948756242,True,False
REC,OLSZ,20,0.75,CAND20,disp,-0.0715045130480947,-0.19672036949355554,True,False
REC,OLSZ,20,0.75,CAND20,evol,-0.02644661741332109,0.5866756440759163,False,False
REC,OLSZ,20,0.75,EWall,disp,-0.10323748788542463,-0.21029874118215697,True,False
REC,OLSZ,20,0.75,EWall,evol,-0.0026781295642071268,0.5974643810701438,False,False
REC,OLSZ,40,0.25,CAND10,disp,-0.05329300487364912,0.2918481971209585,False,False
REC,OLSZ,40,0.25,CAND10,evol,0.20394482092217203,0.3177929400049343,True,False
REC,OLSZ,40,0.25,CAND20,disp,0.181788502566878,0.3483704956625191,True,False
REC,OLSZ,40,0.25,CAND20,evol,0.12321556713660341,0.23225804235984188,True,False
REC,OLSZ,40,0.25,EWall,disp,0.21798142216877328,0.12022543505147076,True,False
REC,OLSZ,40,0.25,EWall,evol,-0.011321734404954886,0.43344629361461123,False,False
REC,OLSZ,40,0.5,CAND10,disp,0.3960604956062983,0.3478344670185356,True,True
REC,OLSZ,40,0.5,CAND10,evol,-0.08274327030723548,-0.15120581801564936,True,True
REC,OLSZ,40,0.5,CAND20,disp,0.4385017799030968,0.21271596914013258,True,True
REC,OLSZ,40,0.5,CAND20,evol,0.09930149208616457,0.009714155130745394,True,True
REC,OLSZ,40,0.5,EWall,disp,0.4583752924543973,0.32196497626350035,True,True
REC,OLSZ,40,0.5,EWall,evol,0.0034225548803739994,-0.1839236997181833,False,True
REC,OLSZ,40,0.75,CAND10,disp,-0.17939440096551787,-0.06795857110426062,True,False
REC,OLSZ,40,0.75,CAND10,evol,0.0953540939963858,0.4054259826193064,True,False
REC,OLSZ,40,0.75,CAND20,disp,-0.12698790647784938,-0.16277391294223773,True,False
REC,OLSZ,40,0.75,CAND20,evol,0.21089917982694897,0.39122852687955156,True,False
REC,OLSZ,40,0.75,EWall,disp,-0.07573910382303094,-0.14392340440508725,True,False
REC,OLSZ,40,0.75,EWall,evol,0.18387906456171504,0.36487274704361117,True,False
REC,OLSZ,80,0.25,CAND10,disp,-0.2576212663515729,-0.07658559895570663,True,False
REC,OLSZ,80,0.25,CAND10,evol,0.3127930347726218,0.21446360691401173,True,False
REC,OLSZ,80,0.25,CAND20,disp,-0.3211434763235888,-0.05937249622340562,True,False
REC,OLSZ,80,0.25,CAND20,evol,0.3956661933470593,0.15677327825615725,True,False
REC,OLSZ,80,0.25,EWall,disp,-0.21882187474158424,-0.10134191411945986,True,False
REC,OLSZ,80,0.25,EWall,evol,0.3412174833593877,0.13252081909728883,True,False
REC,OLSZ,80,0.5,CAND10,disp,0.06869987789297428,-0.19557282180940272,False,False
REC,OLSZ,80,0.5,CAND10,evol,0.399427396467604,0.04902798942559604,True,False
REC,OLSZ,80,0.5,CAND20,disp,0.0009455092664905665,-0.20821364874747722,False,False
REC,OLSZ,80,0.5,CAND20,evol,0.40382224932863453,0.2660085937478887,True,False
REC,OLSZ,80,0.5,EWall,disp,-0.10371125434758567,-0.06410491463371697,True,False
REC,OLSZ,80,0.5,EWall,evol,0.524731464367324,0.3980011724986319,True,False
REC,OLSZ,80,0.75,CAND10,disp,0.4588559370257535,0.02980673720328356,True,False
REC,OLSZ,80,0.75,CAND10,evol,-0.1323550772328985,0.22931288074616984,False,False
REC,OLSZ,80,0.75,CAND20,disp,0.3578737748880402,-0.2006227913909208,False,False
REC,OLSZ,80,0.75,CAND20,evol,-0.04184908027501458,0.3378786899383942,False,False
REC,OLSZ,80,0.75,EWall,disp,0.4608157043901122,-0.15787466381973278,False,False
REC,OLSZ,80,0.75,EWall,evol,0.0655227687664237,0.29365688218787744,True,False
PLUSN,RANKPART,20,0.25,CAND10,disp,-0.03347941284647218,-0.09577217272067363,True,False
PLUSN,RANKPART,20,0.25,CAND10,evol,-0.08564133372138819,0.12716780350438472,False,False
PLUSN,RANKPART,20,0.25,CAND20,disp,-0.061880776874956196,-0.047185017110909055,True,False
PLUSN,RANKPART,20,0.25,CAND20,evol,-0.09176297066774139,0.07575193638076001,False,False
PLUSN,RANKPART,20,0.25,EWall,disp,-0.00921384325363035,-0.06223043033546106,True,False
PLUSN,RANKPART,20,0.25,EWall,evol,-0.09917255376965488,0.0859838786018186,False,False
PLUSN,RANKPART,20,0.5,CAND10,disp,-0.36594152716706696,0.02632175959881231,False,False
PLUSN,RANKPART,20,0.5,CAND10,evol,0.388645101224202,0.2471437043803761,True,False
PLUSN,RANKPART,20,0.5,CAND20,disp,-0.3815205774224252,0.12266161452562467,False,False
PLUSN,RANKPART,20,0.5,CAND20,evol,0.3552075659786331,0.15873731604452354,True,False
PLUSN,RANKPART,20,0.5,EWall,disp,-0.3877854587196201,0.10488374697473839,False,False
PLUSN,RANKPART,20,0.5,EWall,evol,0.3942818132610172,0.18657875869556628,True,False
PLUSN,RANKPART,20,0.75,CAND10,disp,-0.0854582327200811,-0.07012926052293844,True,False
PLUSN,RANKPART,20,0.75,CAND10,evol,0.010085920497558366,0.3436464138727639,True,False
PLUSN,RANKPART,20,0.75,CAND20,disp,-0.014476148294765205,-0.10745898904936835,True,False
PLUSN,RANKPART,20,0.75,CAND20,evol,-0.032982292190345715,0.4160868195805838,False,False
PLUSN,RANKPART,20,0.75,EWall,disp,-0.041763369630198846,-0.11821664711863622,True,False
PLUSN,RANKPART,20,0.75,EWall,evol,-0.011153751880187107,0.4193096444808904,False,False
PLUSN,RANKPART,40,0.25,CAND10,disp,-0.08187287056936446,0.32172590710319277,False,False
PLUSN,RANKPART,40,0.25,CAND10,evol,0.2501562056587825,0.34951127811814653,True,False
PLUSN,RANKPART,40,0.25,CAND20,disp,0.1016815175514676,0.3523762729123207,True,False
PLUSN,RANKPART,40,0.25,CAND20,evol,0.21023174999546387,0.20063829642681408,True,False
PLUSN,RANKPART,40,0.25,EWall,disp,0.1313176379908905,0.1564949407581815,True,False
PLUSN,RANKPART,40,0.25,EWall,evol,0.12902359839313168,0.37195656076749534,True,False
PLUSN,RANKPART,40,0.5,CAND10,disp,0.2751927081661361,0.21995217941874737,True,True
PLUSN,RANKPART,40,0.5,CAND10,evol,-0.07807131592375863,-0.0991202410935072,True,True
PLUSN,RANKPART,40,0.5,CAND20,disp,0.34926004974058117,0.13642709173777787,True,True
PLUSN,RANKPART,40,0.5,CAND20,evol,0.08571944680951998,0.036749809604694345,True,True
PLUSN,RANKPART,40,0.5,EWall,disp,0.32572133149423843,0.2101247216672508,True,True
PLUSN,RANKPART,40,0.5,EWall,evol,-0.013710367035334422,-0.10054786290328982,True,True
PLUSN,RANKPART,40,0.75,CAND10,disp,-0.105083967335797,-0.01662086784097245,True,False
PLUSN,RANKPART,40,0.75,CAND10,evol,0.060933486359423236,0.23706856953984545,True,False
PLUSN,RANKPART,40,0.75,CAND20,disp,-0.08934689849838723,-0.01742557385114423,True,False
PLUSN,RANKPART,40,0.75,CAND20,evol,0.1502279145693364,0.16496553062337155,True,False
PLUSN,RANKPART,40,0.75,EWall,disp,-0.060552269889939225,-0.007835061715757112,True,False
PLUSN,RANKPART,40,0.75,EWall,evol,0.13634958601366023,0.1486093422805214,True,False
PLUSN,RANKPART,80,0.25,CAND10,disp,-0.173938633927524,-0.01328963982545917,True,False
PLUSN,RANKPART,80,0.25,CAND10,evol,0.21218921685485062,0.15173840986279763,True,False
PLUSN,RANKPART,80,0.25,CAND20,disp,-0.2431368641213674,0.009063537967300759,False,False
PLUSN,RANKPART,80,0.25,CAND20,evol,0.29684692902713306,0.08911905103014842,True,False
PLUSN,RANKPART,80,0.25,EWall,disp,-0.14987241866441592,-0.03842660775900879,True,False
PLUSN,RANKPART,80,0.25,EWall,evol,0.24642827602070597,0.0833727460496328,True,False
PLUSN,RANKPART,80,0.5,CAND10,disp,0.06009679501040034,-0.1468154305517797,False,False
PLUSN,RANKPART,80,0.5,CAND10,evol,0.27563493916505405,0.03421518804663194,True,False
PLUSN,RANKPART,80,0.5,CAND20,disp,0.029584561644353444,-0.21616614133361053,False,False
PLUSN,RANKPART,80,0.5,CAND20,evol,0.29121779198732706,0.2669051514750422,True,False
PLUSN,RANKPART,80,0.5,EWall,disp,-0.051950972680650506,-0.07844514562828096,True,False
PLUSN,RANKPART,80,0.5,EWall,evol,0.3644902779146817,0.367358032242554,True,False
PLUSN,RANKPART,80,0.75,CAND10,disp,0.34967707126169123,0.0320741655979128,True,False
PLUSN,RANKPART,80,0.75,CAND10,evol,-0.10998153653095147,0.14359312395370222,False,False
PLUSN,RANKPART,80,0.75,CAND20,disp,0.2835865185818875,-0.1260816888963859,False,False
PLUSN,RANKPART,80,0.75,CAND20,evol,-0.02640209474993014,0.21680784079237733,False,False
PLUSN,RANKPART,80,0.75,EWall,disp,0.39340093873136106,-0.10303106460481255,False,False
PLUSN,RANKPART,80,0.75,EWall,evol,0.07425288273280269,0.19285863245609672,True,False
PLUSN,OLSZ,20,0.25,CAND10,disp,-0.04014234797606757,-0.16357689862461922,True,False
PLUSN,OLSZ,20,0.25,CAND10,evol,-0.09922455900474281,0.18838886998387158,False,False
PLUSN,OLSZ,20,0.25,CAND20,disp,-0.07672188199428209,-0.08007143050728083,True,False
PLUSN,OLSZ,20,0.25,CAND20,evol,-0.10984742851601667,0.11129839595120034,False,False
PLUSN,OLSZ,20,0.25,EWall,disp,-0.011130456354491947,-0.10673623292422618,True,False
PLUSN,OLSZ,20,0.25,EWall,evol,-0.1159704373633346,0.12768825701678854,False,False
PLUSN,OLSZ,20,0.5,CAND10,disp,-0.7231948865522599,0.04575316624615233,False,False
PLUSN,OLSZ,20,0.5,CAND10,evol,0.6578469273464961,0.397972923371025,True,False
PLUSN,OLSZ,20,0.5,CAND20,disp,-0.7594450496001139,0.2123679521532671,False,False
PLUSN,OLSZ,20,0.5,CAND20,evol,0.5928961794683633,0.24806846441150882,True,False
PLUSN,OLSZ,20,0.5,EWall,disp,-0.7662304669091572,0.18020694085211253,False,False
PLUSN,OLSZ,20,0.5,EWall,evol,0.6626232412554024,0.2913936100047976,True,False
PLUSN,OLSZ,20,0.75,CAND10,disp,-0.1179256226888071,-0.1074626631514195,True,False
PLUSN,OLSZ,20,0.75,CAND10,evol,0.011554186901616276,0.553226299043652,True,False
PLUSN,OLSZ,20,0.75,CAND20,disp,-0.01991235167380237,-0.15612515564003537,True,False
PLUSN,OLSZ,20,0.75,CAND20,evol,-0.03781641534546273,0.6537137359206019,False,False
PLUSN,OLSZ,20,0.75,EWall,disp,-0.05743965152347541,-0.17213258340732318,True,False
PLUSN,OLSZ,20,0.75,EWall,evol,-0.012770983425997827,0.6604911802268182,False,False
PLUSN,OLSZ,40,0.25,CAND10,disp,-0.1033165117249043,0.29136678065073196,False,False
PLUSN,OLSZ,40,0.25,CAND10,evol,0.3834431492608135,0.3195383719236062,True,False
PLUSN,OLSZ,40,0.25,CAND20,disp,0.1277452452230068,0.3586775553229204,True,False
PLUSN,OLSZ,40,0.25,CAND20,evol,0.3171378840994017,0.19488858777836868,True,False
PLUSN,OLSZ,40,0.25,EWall,disp,0.16237687766074238,0.14131162445922837,True,False
PLUSN,OLSZ,40,0.25,EWall,evol,0.18820291741326575,0.3569958389425689,True,False
PLUSN,OLSZ,40,0.5,CAND10,disp,0.3853289971816145,0.34419737476445106,True,True
PLUSN,OLSZ,40,0.5,CAND10,evol,-0.09689842439284505,-0.14491585710571805,True,True
PLUSN,OLSZ,40,0.5,CAND20,disp,0.432842609153113,0.19032580402349686,True,True
PLUSN,OLSZ,40,0.5,CAND20,evol,0.09183688362305034,0.04843554395237039,True,True
PLUSN,OLSZ,40,0.5,EWall,disp,0.44348030640657377,0.2910233885966862,True,True
PLUSN,OLSZ,40,0.5,EWall,evol,-0.016224358744008183,-0.13041354288977697,True,True
PLUSN,OLSZ,40,0.75,CAND10,disp,-0.18679000310245192,-0.025890014654457283,True,False
PLUSN,OLSZ,40,0.75,CAND10,evol,0.11066301413515933,0.36478215053594537,True,False
PLUSN,OLSZ,40,0.75,CAND20,disp,-0.15609159361290942,-0.02837693557447518,True,False
PLUSN,OLSZ,40,0.75,CAND20,evol,0.2711439055226991,0.2613831354132562,True,False
PLUSN,OLSZ,40,0.75,EWall,disp,-0.10558273139145746,-0.012946779162224753,True,False
PLUSN,OLSZ,40,0.75,EWall,evol,0.24565546932728521,0.2383318715665034,True,False
PLUSN,OLSZ,80,0.25,CAND10,disp,-0.2656669168837697,-0.018726179511077856,True,False
PLUSN,OLSZ,80,0.25,CAND10,evol,0.2893339850404088,0.18271338316426358,True,False
PLUSN,OLSZ,80,0.25,CAND20,disp,-0.3318106870467851,0.01397373465408236,False,False
PLUSN,OLSZ,80,0.25,CAND20,evol,0.3645633476718659,0.11652470224357642,True,False
PLUSN,OLSZ,80,0.25,EWall,disp,-0.22246376862024975,-0.05966243607905272,True,False
PLUSN,OLSZ,80,0.25,EWall,evol,0.33059865654393494,0.10964930109282513,True,False
PLUSN,OLSZ,80,0.5,CAND10,disp,0.08682236802719467,-0.1818262970451618,False,False
PLUSN,OLSZ,80,0.5,CAND10,evol,0.3879737506911851,0.03908388346311861,True,False
PLUSN,OLSZ,80,0.5,CAND20,disp,0.039333212363214964,-0.2608621962411548,False,False
PLUSN,OLSZ,80,0.5,CAND20,evol,0.379560729516301,0.3040940549118304,True,False
PLUSN,OLSZ,80,0.5,EWall,disp,-0.07144067190036019,-0.08892237420765833,True,False
PLUSN,OLSZ,80,0.5,EWall,evol,0.5043360431193744,0.41595388796347044,True,False
PLUSN,OLSZ,80,0.75,CAND10,disp,0.4558979272485482,0.04673727758638935,True,False
PLUSN,OLSZ,80,0.75,CAND10,evol,-0.13731482406081208,0.20962152766602188,False,False
PLUSN,OLSZ,80,0.75,CAND20,disp,0.36317942505239587,-0.18330716264940392,False,False
PLUSN,OLSZ,80,0.75,CAND20,evol,-0.03295300367125456,0.3177394532903896,False,False
PLUSN,OLSZ,80,0.75,EWall,disp,0.4714441659643832,-0.15300389249125684,False,False
PLUSN,OLSZ,80,0.75,EWall,evol,0.0833436965350969,0.28799184871396655,True,False
MINIMAL,RANKPART,20,0.25,CAND10,disp,-0.09315669071880475,0.007540184976502708,False,False
MINIMAL,RANKPART,20,0.25,CAND10,evol,-0.11904311255974839,0.09122903528770394,False,False
MINIMAL,RANKPART,20,0.25,CAND20,disp,-0.13244713688105555,0.02071726382325818,False,False
MINIMAL,RANKPART,20,0.25,CAND20,evol,-0.14715050240452476,0.06906831442171413,False,False
MINIMAL,RANKPART,20,0.25,EWall,disp,-0.07495721655697761,0.00889466738809004,False,False
MINIMAL,RANKPART,20,0.25,EWall,evol,-0.12146377780168624,0.06455707110299616,False,False
MINIMAL,RANKPART,20,0.5,CAND10,disp,-0.0967116649175894,0.3629750638192608,False,False
MINIMAL,RANKPART,20,0.5,CAND10,evol,0.17335691188985947,0.41690310690153876,True,False
MINIMAL,RANKPART,20,0.5,CAND20,disp,-0.16708393667479868,0.3948474305917287,False,False
MINIMAL,RANKPART,20,0.5,CAND20,evol,0.09377814335999232,0.39554734920084395,True,False
MINIMAL,RANKPART,20,0.5,EWall,disp,-0.12957529582410443,0.39958913474805086,False,False
MINIMAL,RANKPART,20,0.5,EWall,evol,0.1529335323672253,0.41250085876154197,True,False
MINIMAL,RANKPART,20,0.75,CAND10,disp,-0.11981577925970788,0.2231991448445717,False,False
MINIMAL,RANKPART,20,0.75,CAND10,evol,-0.0438671211927365,0.35608648171933466,False,False
MINIMAL,RANKPART,20,0.75,CAND20,disp,-0.07235752686533896,0.24960981781176106,False,False
MINIMAL,RANKPART,20,0.75,CAND20,evol,-0.05512853046128955,0.4154717719045421,False,False
MINIMAL,RANKPART,20,0.75,EWall,disp,-0.08772813184013624,0.24574616863778093,False,False
MINIMAL,RANKPART,20,0.75,EWall,evol,-0.04487685037192844,0.41735086910452274,False,False
MINIMAL,RANKPART,40,0.25,CAND10,disp,0.06117045749785744,0.42528580910037467,True,False
MINIMAL,RANKPART,40,0.25,CAND10,evol,0.14847234439975576,0.4608489787788273,True,False
MINIMAL,RANKPART,40,0.25,CAND20,disp,0.23894788144383736,0.42255393863659346,True,False
MINIMAL,RANKPART,40,0.25,CAND20,evol,0.2143220566987838,0.3591130175879683,True,False
MINIMAL,RANKPART,40,0.25,EWall,disp,0.20572349896705006,0.2766213302581945,True,False
MINIMAL,RANKPART,40,0.25,EWall,evol,0.12230096799284135,0.5073201610651132,True,False
MINIMAL,RANKPART,40,0.5,CAND10,disp,0.3468721586984928,0.2045675433670852,True,True
MINIMAL,RANKPART,40,0.5,CAND10,evol,0.2214032701773048,0.05143713776369927,True,True
MINIMAL,RANKPART,40,0.5,CAND20,disp,0.563382932226387,0.20337660486304765,True,True
MINIMAL,RANKPART,40,0.5,CAND20,evol,0.476226822567957,0.13635478934640533,True,True
MINIMAL,RANKPART,40,0.5,EWall,disp,0.47616557239785806,0.18223952718077502,True,True
MINIMAL,RANKPART,40,0.5,EWall,evol,0.36171542292201425,0.008883155217017985,True,True
MINIMAL,RANKPART,40,0.75,CAND10,disp,-0.10079360800413915,0.2716385342745395,False,False
MINIMAL,RANKPART,40,0.75,CAND10,evol,-0.05252373278786891,0.37435663491570137,False,False
MINIMAL,RANKPART,40,0.75,CAND20,disp,0.04146037568080093,0.15596928247932276,True,False
MINIMAL,RANKPART,40,0.75,CAND20,evol,0.0997016077580943,0.26997774417974574,True,False
MINIMAL,RANKPART,40,0.75,EWall,disp,0.06990419486736255,0.15209463415131122,True,False
MINIMAL,RANKPART,40,0.75,EWall,evol,0.11450726223759748,0.2561581629278598,True,False
MINIMAL,RANKPART,80,0.25,CAND10,disp,-0.05032714991615176,0.0322166969038028,False,False
