panel,book,p,mult,keep4b,keep4b_incumbent,fail,fail_incumbent,margin,margin_incumbent
U56,N=15,0.9,1.0,True,True,-,-,0.029841423511064752,0.1357269281266279
U56,N=15,0.95,0.5,False,False,DD,DD,-0.02475166013973154,-0.0328594104156838
U56,N=15,0.95,0.6,False,True,DD,-,-0.009526344140252219,0.0008578572927785411
U56,N=15,0.95,0.75,True,True,-,-,0.013311629858966778,0.05143375885547208
U56,N=15,0.95,1.0,True,True,-,-,0.0513749198576651,0.1357269281266279
U56,N=15,0.975,0.5,False,False,DD,DD,-0.029736522142429472,-0.0328594104156838
U56,N=15,0.975,0.6,False,True,DD,-,-0.012001525651989864,0.0008578572927785411
U56,N=15,0.975,0.75,True,True,-,-,0.014600969083669549,0.05143375885547208
U56,N=15,0.975,1.0,True,True,-,-,0.058938460309768556,0.1357269281266279
U56,N=15,0.99,0.5,False,False,DD,DD,-0.03751209952252625,-0.0328594104156838
U56,N=15,0.99,0.6,False,True,DD,-,-0.01657202190061771,0.0008578572927785411
U56,N=15,0.99,0.75,True,True,-,-,0.014838094532245105,0.05143375885547208
U56,N=15,0.99,1.0,True,True,-,-,0.06718828858701648,0.1357269281266279
U56,N=15,0.995,0.5,False,False,DD,DD,-0.047676192411989934,-0.0328594104156838
U56,N=15,0.995,0.6,False,True,DD,-,-0.024701802524863287,0.0008578572927785411
U56,N=15,0.995,0.75,True,True,-,-,0.00975978230582672,0.05143375885547208
U56,N=15,0.995,1.0,True,True,-,-,0.06719575702364336,0.1357269281266279
U56,N=15,0.999,0.5,False,False,DD,DD,-0.054574985049470975,-0.0328594104156838
U56,N=15,0.999,0.6,False,True,DD,-,-0.02619677203366108,0.0008578572927785411
U56,N=15,0.999,0.75,True,True,-,-,0.01637054749005379,0.05143375885547208
U56,N=15,0.999,1.0,True,True,-,-,0.08731608002957852,0.1357269281266279
U56,N=15,1.0,0.5,False,False,DD,DD,-0.0328594104156838,-0.0328594104156838
U56,N=15,1.0,0.6,True,True,-,-,0.0008578572927785411,0.0008578572927785411
U56,N=15,1.0,0.75,True,True,-,-,0.05143375885547208,0.05143375885547208
U56,N=15,1.0,1.0,True,True,-,-,0.1357269281266279,0.1357269281266279
U56,N=20,0.9,0.5,False,False,DD,DD,-0.03154001316714566,-0.022689297369952788
U56,N=20,0.9,0.6,False,True,DD,-,-0.020200511917710343,0.011027970338509552
U56,N=20,0.9,0.75,False,True,DD,-,-0.0031912600435573535,0.06160387190120309
U56,N=20,0.9,1.0,True,True,-,-,0.025157493080030943,0.1458970411723589
U56,N=20,0.95,0.5,False,False,DD,DD,-0.028273847142499364,-0.022689297369952788
U56,N=20,0.95,0.6,False,True,DD,-,-0.013048531143020042,0.011027970338509552
U56,N=20,0.95,0.75,True,True,-,-,0.009789442856198954,0.06160387190120309
U56,N=20,0.95,1.0,True,True,-,-,0.04785273285489727,0.1458970411723589
U56,N=20,0.975,0.5,False,False,DD,DD,-0.029486264505092355,-0.022689297369952788
U56,N=20,0.975,0.6,False,True,DD,-,-0.011751268014652747,0.011027970338509552
U56,N=20,0.975,0.75,True,True,-,-,0.014851226721006666,0.06160387190120309
U56,N=20,0.975,1.0,True,True,-,-,0.05918871794710567,0.1458970411723589
U56,N=20,0.99,0.5,False,False,DD,DD,-0.02942568995984672,-0.022689297369952788
U56,N=20,0.99,0.6,False,True,DD,-,-0.008485612337938181,0.011027970338509552
U56,N=20,0.99,0.75,True,True,-,-,0.022924504094924636,0.06160387190120309
U56,N=20,0.99,1.0,True,True,-,-,0.075274698149696,0.1458970411723589
U56,N=20,0.995,0.5,False,False,DD,DD,-0.036922038032534535,-0.022689297369952788
U56,N=20,0.995,0.6,False,True,DD,-,-0.013947648145407887,0.011027970338509552
U56,N=20,0.995,0.75,True,True,-,-,0.02051393668528212,0.06160387190120309
U56,N=20,0.995,1.0,True,True,-,-,0.07794991140309876,0.1458970411723589
U56,N=20,0.999,0.5,False,False,DD,DD,-0.04231713803984141,-0.022689297369952788
U56,N=20,0.999,0.6,False,True,DD,-,-0.013938925024031518,0.011027970338509552
U56,N=20,0.999,0.75,True,True,-,-,0.02862839449968335,0.06160387190120309
U56,N=20,0.999,1.0,True,True,-,-,0.09957392703920809,0.1458970411723589
U56,N=20,1.0,0.5,False,False,DD,DD,-0.022689297369952788,-0.022689297369952788
U56,N=20,1.0,0.6,True,True,-,-,0.011027970338509552,0.011027970338509552
U56,N=20,1.0,0.75,True,True,-,-,0.06160387190120309,0.06160387190120309
U56,N=20,1.0,1.0,True,True,-,-,0.1458970411723589,0.1458970411723589
U56,N=30,0.9,0.5,False,False,DD,DD,-0.02032946614243083,-0.05215306003036718
U56,N=30,0.9,0.6,False,False,DD,DD,-0.008989964892995514,-0.018435792321904843
U56,N=30,0.9,0.75,True,True,-,-,0.008019286981157475,0.032140109240788695
U56,N=30,0.9,1.0,True,True,-,-,0.03636804010474577,0.11643327851194452
U56,N=30,0.95,0.5,False,False,DD,DD,-0.01946517775279767,-0.05215306003036718
U56,N=30,0.95,0.6,False,False,DD,DD,-0.00423986175331835,-0.018435792321904843
U56,N=30,0.95,0.75,True,True,-,-,0.018598112245900647,0.032140109240788695
U56,N=30,0.95,1.0,True,True,-,-,0.056661402244598966,0.11643327851194452
U56,N=30,0.975,0.5,False,False,DD,DD,-0.021455442721539986,-0.05215306003036718
U56,N=30,0.975,0.6,False,False,DD,DD,-0.003720446231100377,-0.018435792321904843
U56,N=30,0.975,0.75,True,True,-,-,0.022882048504559035,0.032140109240788695
U56,N=30,0.975,1.0,True,True,-,-,0.06721953973065804,0.11643327851194452
U56,N=30,0.99,0.5,False,False,DD,DD,-0.02621836574101126,-0.05215306003036718
U56,N=30,0.99,0.6,False,False,DD,DD,-0.00527828811910272,-0.018435792321904843
U56,N=30,0.99,0.75,True,True,-,-,0.026131828313760097,0.032140109240788695
U56,N=30,0.99,1.0,True,True,-,-,0.07848202236853147,0.11643327851194452
U56,N=30,0.995,0.5,False,False,DD,DD,-0.02950266838265593,-0.05215306003036718
U56,N=30,0.995,0.6,False,False,DD,DD,-0.006528278495529283,-0.018435792321904843
U56,N=30,0.995,0.75,True,True,-,-,0.027933306335160724,0.032140109240788695
U56,N=30,0.995,1.0,True,True,-,-,0.08536928105297736,0.11643327851194452
U56,N=30,0.999,0.5,False,False,DD,DD,-0.05950847706293519,-0.05215306003036718
U56,N=30,0.999,0.6,False,False,DD,DD,-0.031130264047125294,-0.018435792321904843
U56,N=30,0.999,0.75,True,True,-,-,0.011437055476589575,0.032140109240788695
U56,N=30,0.999,1.0,True,True,-,-,0.08238258801611431,0.11643327851194452
U56,N=30,1.0,0.5,False,False,DD,DD,-0.05215306003036718,-0.05215306003036718
U56,N=30,1.0,0.6,False,False,DD,DD,-0.018435792321904843,-0.018435792321904843
U56,N=30,1.0,0.75,True,True,-,-,0.032140109240788695,0.032140109240788695
U56,N=30,1.0,1.0,True,True,-,-,0.11643327851194452,0.11643327851194452
U56,N=40,0.9,0.5,False,False,DD,DD,-0.016860617185121822,-0.0559688723128951
U56,N=40,0.9,0.6,False,False,DD,DD,-0.0055211159356865075,-0.022251604604432762
U56,N=40,0.9,0.75,True,True,-,-,0.011488135938466482,0.028324296958260775
U56,N=40,0.9,1.0,True,True,-,-,0.03983688906205478,0.1126174662294166
U56,N=40,0.95,0.5,False,False,DD,DD,-0.019980175953428422,-0.0559688723128951
U56,N=40,0.95,0.6,False,False,DD,DD,-0.0047548599539491004,-0.022251604604432762
U56,N=40,0.95,0.75,True,True,-,-,0.018083114045269896,0.028324296958260775
U56,N=40,0.95,1.0,True,True,-,-,0.056146404043968215,0.1126174662294166
U56,N=40,0.975,0.5,False,False,DD,DD,-0.026794846702282077,-0.0559688723128951
U56,N=40,0.975,0.6,False,False,DD,DD,-0.009059850211842468,-0.022251604604432762
U56,N=40,0.975,0.75,True,True,-,-,0.017542644523816944,0.028324296958260775
U56,N=40,0.975,1.0,True,True,-,-,0.06188013574991595,0.1126174662294166
U56,N=40,0.99,0.5,False,False,DD,DD,-0.0363708198763804,-0.0559688723128951
U56,N=40,0.99,0.6,False,False,DD,DD,-0.015430742254471858,-0.022251604604432762
U56,N=40,0.99,0.75,True,True,-,-,0.01597937417839096,0.028324296958260775
U56,N=40,0.99,1.0,True,True,-,-,0.06832956823316233,0.1126174662294166
U56,N=40,0.995,0.5,False,False,DD,DD,-0.041521648039621176,-0.0559688723128951
U56,N=40,0.995,0.6,False,False,DD,DD,-0.018547258152494528,-0.022251604604432762
U56,N=40,0.995,0.75,True,True,-,-,0.01591432667819548,0.028324296958260775
U56,N=40,0.995,1.0,True,True,-,-,0.07335030139601212,0.1126174662294166
U56,N=40,0.999,0.5,False,False,DD,DD,-0.05394367125004551,-0.0559688723128951
U56,N=40,0.999,0.6,False,False,DD,DD,-0.025565458234235616,-0.022251604604432762
U56,N=40,0.999,0.75,True,True,-,-,0.017001861289479253,0.028324296958260775
U56,N=40,0.999,1.0,True,True,-,-,0.08794739382900399,0.1126174662294166
U56,N=40,1.0,0.5,False,False,DD,DD,-0.0559688723128951,-0.0559688723128951
U56,N=40,1.0,0.6,False,False,DD,DD,-0.022251604604432762,-0.022251604604432762
U56,N=40,1.0,0.75,True,True,-,-,0.028324296958260775,0.028324296958260775
U56,N=40,1.0,1.0,True,True,-,-,0.1126174662294166,0.1126174662294166
U56,H=5,0.9,0.5,False,False,DD,DD,-0.031751787375869776,-0.01603142304525146
U56,H=5,0.9,0.6,False,True,DD,-,-0.020412286126434462,0.01768584466321088
U56,H=5,0.9,0.75,False,True,DD,-,-0.0034030342522814727,0.06826174622590442
U56,H=5,0.9,1.0,True,True,-,-,0.024945718871306824,0.15255491549706024
U56,H=5,0.95,0.5,False,False,DD,DD,-0.024266182709334533,-0.01603142304525146
U56,H=5,0.95,0.6,False,True,DD,-,-0.009040866709855211,0.01768584466321088
U56,H=5,0.95,0.75,True,True,-,-,0.013797107289363786,0.06826174622590442
U56,H=5,0.95,1.0,True,True,-,-,0.051860397288062104,0.15255491549706024
U56,H=5,0.975,0.5,False,False,DD,DD,-0.022632513869193835,-0.01603142304525146
U56,H=5,0.975,0.6,False,True,DD,-,-0.0048975173787542264,0.01768584466321088
U56,H=5,0.975,0.75,True,True,-,-,0.021704977356905186,0.06826174622590442
U56,H=5,0.975,1.0,True,True,-,-,0.0660424685830042,0.15255491549706024
U56,H=5,0.99,0.5,False,False,DD,DD,-0.02753575239068133,-0.01603142304525146
U56,H=5,0.99,0.6,False,True,DD,-,-0.006595674768772791,0.01768584466321088
U56,H=5,0.99,0.75,True,True,-,-,0.024814441664090026,0.06826174622590442
U56,H=5,0.99,1.0,True,True,-,-,0.0771646357188614,0.15255491549706024
U56,H=5,0.995,0.5,False,False,DD,DD,-0.030980818863076312,-0.01603142304525146
U56,H=5,0.995,0.6,False,True,DD,-,-0.008006428975949664,0.01768584466321088
U56,H=5,0.995,0.75,True,True,-,-,0.026455155854740342,0.06826174622590442
U56,H=5,0.995,1.0,True,True,-,-,0.08389113057255698,0.15255491549706024
U56,H=5,0.999,0.5,False,False,DD,DD,-0.01301538801639146,-0.01603142304525146
U56,H=5,0.999,0.6,True,True,-,-,0.015362824999418434,0.01768584466321088
U56,H=5,0.999,0.75,True,True,-,-,0.0579301445231333,0.06826174622590442
U56,H=5,0.999,1.0,True,True,-,-,0.12887567706265804,0.15255491549706024
U56,H=5,1.0,0.5,False,False,DD,DD,-0.01603142304525146,-0.01603142304525146
U56,H=5,1.0,0.6,True,True,-,-,0.01768584466321088,0.01768584466321088
U56,H=5,1.0,0.75,True,True,-,-,0.06826174622590442,0.06826174622590442
U56,H=5,1.0,1.0,True,True,-,-,0.15255491549706024,0.15255491549706024
U56,H=10,0.9,0.5,False,False,DD,DD,-0.02869925989937814,-0.025315366097927672
U56,H=10,0.9,0.6,False,True,DD,-,-0.017359758649942825,0.008401901610534668
U56,H=10,0.9,0.75,False,True,DD,-,-0.0003505067757898356,0.058977803173228205
U56,H=10,0.9,1.0,True,True,-,-,0.02799824634779846,0.14327097244438403
U56,H=10,0.95,0.5,False,False,DD,DD,-0.0242031599907966,-0.025315366097927672
U56,H=10,0.95,0.6,False,True,DD,-,-0.008977843991317278,0.008401901610534668
U56,H=10,0.95,0.75,True,True,-,-,0.01386013000790172,0.058977803173228205
U56,H=10,0.95,1.0,True,True,-,-,0.05192342000660004,0.14327097244438403
U56,H=10,0.975,0.5,False,False,DD,DD,-0.027094190381013142,-0.025315366097927672
U56,H=10,0.975,0.6,False,True,DD,-,-0.009359193890573533,0.008401901610534668
U56,H=10,0.975,0.75,True,True,-,-,0.01724330084508588,0.058977803173228205
U56,H=10,0.975,1.0,True,True,-,-,0.06158079207118489,0.14327097244438403
U56,H=10,0.99,0.5,False,False,DD,DD,-0.04574793073611037,-0.025315366097927672
U56,H=10,0.99,0.6,False,True,DD,-,-0.024807853114201833,0.008401901610534668
U56,H=10,0.99,0.75,True,True,-,-,0.006602263318660984,0.058977803173228205
U56,H=10,0.99,1.0,True,True,-,-,0.058952457373432354,0.14327097244438403
U56,H=10,0.995,0.5,False,False,DD,DD,-0.054771882880928366,-0.025315366097927672
U56,H=10,0.995,0.6,False,True,DD,-,-0.03179749299380172,0.008401901610534668
U56,H=10,0.995,0.75,True,True,-,-,0.002664091836888288,0.058977803173228205
U56,H=10,0.995,1.0,True,True,-,-,0.06010006655470493,0.14327097244438403
U56,H=10,0.999,0.5,False,False,DD,DD,-0.04231758903973504,-0.025315366097927672
U56,H=10,0.999,0.6,False,True,DD,-,-0.013939376023925143,0.008401901610534668
U56,H=10,0.999,0.75,True,True,-,-,0.028627943499789726,0.058977803173228205
U56,H=10,0.999,1.0,True,True,-,-,0.09957347603931446,0.14327097244438403
U56,H=10,1.0,0.5,False,False,DD,DD,-0.025315366097927672,-0.025315366097927672
U56,H=10,1.0,0.6,True,True,-,-,0.008401901610534668,0.008401901610534668
U56,H=10,1.0,0.75,True,True,-,-,0.058977803173228205,0.058977803173228205
U56,H=10,1.0,1.0,True,True,-,-,0.14327097244438403,0.14327097244438403
U56,H=21,0.9,0.5,False,False,DD,DD,-0.025137789402455153,-0.03333660685938605
U56,H=21,0.9,0.6,False,True,DD,-,-0.013798288153019839,0.0003806608490762864
U56,H=21,0.9,0.75,True,True,-,-,0.0032109637211331504,0.050956562411769823
U56,H=21,0.9,1.0,True,True,-,-,0.03155971684472145,0.13524973168292564
U56,H=21,0.95,0.5,False,False,DD,DD,-0.023467633698413662,-0.03333660685938605
U56,H=21,0.95,0.6,False,True,DD,-,-0.00824231769893434,0.0003806608490762864
U56,H=21,0.95,0.75,True,True,-,-,0.014595656300284657,0.050956562411769823
U56,H=21,0.95,1.0,True,True,-,-,0.052658946298982975,0.13524973168292564
U56,H=21,0.975,0.5,False,False,DD,DD,-0.027524827100525326,-0.03333660685938605
U56,H=21,0.975,0.6,False,True,DD,-,-0.009789830610085717,0.0003806608490762864
U56,H=21,0.975,0.75,True,True,-,-,0.016812664125573695,0.050956562411769823
U56,H=21,0.975,1.0,True,True,-,-,0.0611501553516727,0.13524973168292564
U56,H=21,0.99,0.5,False,False,DD,DD,-0.027982868177678435,-0.03333660685938605
U56,H=21,0.99,0.6,False,True,DD,-,-0.0070427905557698955,0.0003806608490762864
U56,H=21,0.99,0.75,True,True,-,-,0.02436732587709292,0.050956562411769823
U56,H=21,0.99,1.0,True,True,-,-,0.07671751993186429,0.13524973168292564
U56,H=21,0.995,0.5,False,False,DD,DD,-0.027206726586214022,-0.03333660685938605
U56,H=21,0.995,0.6,False,True,DD,-,-0.0042323366990873745,0.0003806608490762864
U56,H=21,0.995,0.75,True,True,-,-,0.030229248131602632,0.050956562411769823
U56,H=21,0.995,1.0,True,True,-,-,0.08766522284941927,0.13524973168292564
U56,H=21,0.999,0.5,False,False,DD,DD,-0.049584272355858966,-0.03333660685938605
U56,H=21,0.999,0.6,False,True,DD,-,-0.02120605934004907,0.0003806608490762864
U56,H=21,0.999,0.75,True,True,-,-,0.021361260183665798,0.050956562411769823
U56,H=21,0.999,1.0,True,True,-,-,0.09230679272319053,0.13524973168292564
U56,H=21,1.0,0.5,False,False,DD,DD,-0.03333660685938605,-0.03333660685938605
U56,H=21,1.0,0.6,True,True,-,-,0.0003806608490762864,0.0003806608490762864
U56,H=21,1.0,0.75,True,True,-,-,0.050956562411769823,0.050956562411769823
U56,H=21,1.0,1.0,True,True,-,-,0.13524973168292564,0.13524973168292564
U56,H=42,0.9,0.5,False,False,DD,DD,-0.035188383104387634,-0.05969766560042239
U56,H=42,0.9,0.6,False,False,DD,DD,-0.02384888185495232,-0.02598039789196005
U56,H=42,0.9,0.75,False,True,DD,-,-0.0068396299807993305,0.024595503670733487
U56,H=42,0.9,1.0,True,True,-,-,0.021509123142788966,0.10888867294188931
U56,H=42,0.95,0.5,False,False,DD,DD,-0.03735415481225157,-0.05969766560042239
U56,H=42,0.95,0.6,False,False,DD,DD,-0.02212883881277225,-0.02598039789196005
U56,H=42,0.95,0.75,True,True,-,-,0.0007091351864467466,0.024595503670733487
U56,H=42,0.95,1.0,True,True,-,-,0.038772425185145065,0.10888867294188931
U56,H=42,0.975,0.5,False,False,DD,DD,-0.04121351523255394,-0.05969766560042239
U56,H=42,0.975,0.6,False,False,DD,DD,-0.023478518742114332,-0.02598039789196005
U56,H=42,0.975,0.75,True,True,-,-,0.0031239759935450806,0.024595503670733487
U56,H=42,0.975,1.0,True,True,-,-,0.04746146721964409,0.10888867294188931
U56,H=42,0.99,0.5,False,False,DD,DD,-0.040531019905317864,-0.05969766560042239
U56,H=42,0.99,0.6,False,False,DD,DD,-0.019590942283409324,-0.02598039789196005
U56,H=42,0.99,0.75,True,True,-,-,0.011819174149453493,0.024595503670733487
U56,H=42,0.99,1.0,True,True,-,-,0.06416936820422486,0.10888867294188931
U56,H=42,0.995,0.5,False,False,DD,DD,-0.03770903540863817,-0.05969766560042239
U56,H=42,0.995,0.6,False,False,DD,DD,-0.014734645521511519,-0.02598039789196005
U56,H=42,0.995,0.75,True,True,-,-,0.019726939309178487,0.024595503670733487
U56,H=42,0.995,1.0,True,True,-,-,0.07716291402699513,0.10888867294188931
U56,H=42,0.999,0.5,False,False,DD,DD,-0.06487330964606622,-0.05969766560042239
U56,H=42,0.999,0.6,False,False,DD,DD,-0.036495096630256324,-0.02598039789196005
U56,H=42,0.999,0.75,True,True,-,-,0.006072222893458545,0.024595503670733487
U56,H=42,0.999,1.0,True,True,-,-,0.07701775543298328,0.10888867294188931
U56,H=42,1.0,0.5,False,False,DD,DD,-0.05969766560042239,-0.05969766560042239
U56,H=42,1.0,0.6,False,False,DD,DD,-0.02598039789196005,-0.02598039789196005
U56,H=42,1.0,0.75,True,True,-,-,0.024595503670733487,0.024595503670733487
U56,H=42,1.0,1.0,True,True,-,-,0.10888867294188931,0.10888867294188931
U56,H=63,0.9,0.5,False,False,DD,DD,-0.0377548385595896,-0.08674653164212581
U56,H=63,0.9,0.6,False,False,DD,DD,-0.026415337310154288,-0.05302926393366347
U56,H=63,0.9,0.75,False,False,DD,DD,-0.009406085436001299,-0.002453362370969936
U56,H=63,0.9,1.0,True,True,-,-,0.018942667687586998,0.08183980690018589
U56,H=63,0.95,0.5,False,False,DD,DD,-0.04116371490546718,-0.08674653164212581
U56,H=63,0.95,0.6,False,False,DD,DD,-0.025938398905987856,-0.05302926393366347
U56,H=63,0.95,0.75,False,False,DD,DD,-0.003100424906768859,-0.002453362370969936
U56,H=63,0.95,1.0,True,True,-,-,0.03496286509192946,0.08183980690018589
U56,H=63,0.975,0.5,False,False,DD,DD,-0.043094626682166334,-0.08674653164212581
U56,H=63,0.975,0.6,False,False,DD,DD,-0.025359630191726726,-0.05302926393366347
U56,H=63,0.975,0.75,True,False,-,DD,0.0012428645439326869,-0.002453362370969936
U56,H=63,0.975,1.0,True,True,-,-,0.045580355770031694,0.08183980690018589
U56,H=63,0.99,0.5,False,False,DD,DD,-0.044813312236485034,-0.08674653164212581
U56,H=63,0.99,0.6,False,False,DD,DD,-0.023873234614576494,-0.05302926393366347
U56,H=63,0.99,0.75,True,False,-,DD,0.007536881818286323,-0.002453362370969936
U56,H=63,0.99,1.0,True,True,-,-,0.059887075873057694,0.08183980690018589
U56,H=63,0.995,0.5,False,False,DD,DD,-0.048820346321839556,-0.08674653164212581
U56,H=63,0.995,0.6,False,False,DD,DD,-0.025845956434712908,-0.05302926393366347
U56,H=63,0.995,0.75,True,False,-,DD,0.008615628395977099,-0.002453362370969936
U56,H=63,0.995,1.0,True,True,-,-,0.06605160311379374,0.08183980690018589
U56,H=63,0.999,0.5,False,False,DD,DD,-0.08061870015822348,-0.08674653164212581
U56,H=63,0.999,0.6,False,False,DD,DD,-0.05224048714241358,-0.05302926393366347
U56,H=63,0.999,0.75,False,False,DD,DD,-0.009673167618698714,-0.002453362370969936
U56,H=63,0.999,1.0,True,True,-,-,0.06127236492082602,0.08183980690018589
U56,H=63,1.0,0.5,False,False,DD,DD,-0.08674653164212581,-0.08674653164212581
U56,H=63,1.0,0.6,False,False,DD,DD,-0.05302926393366347,-0.05302926393366347
U56,H=63,1.0,0.75,False,False,DD,DD,-0.002453362370969936,-0.002453362370969936
U56,H=63,1.0,1.0,True,True,-,-,0.08183980690018589,0.08183980690018589
U56,H=90,0.9,0.5,False,False,DD,DD,-0.033467945463395744,-0.08152563151018893
U56,H=90,0.9,0.6,False,False,DD,DD,-0.02212844421396043,-0.047808363801726594
U56,H=90,0.9,0.75,False,True,DD,-,-0.005119192339807441,0.0027675377609669427
U56,H=90,0.9,1.0,True,True,-,-,0.023229560783780856,0.08706070703212276
U56,H=90,0.95,0.5,False,False,DD,DD,-0.03816883021153661,-0.08152563151018893
U56,H=90,0.95,0.6,False,False,DD,DD,-0.022943514212057287,-0.047808363801726594
U56,H=90,0.95,0.75,False,True,DD,-,-0.00010554021283828985,0.0027675377609669427
U56,H=90,0.95,1.0,True,True,-,-,0.03795774978586003,0.08706070703212276
U56,H=90,0.975,0.5,False,False,DD,DD,-0.042703020087165186,-0.08152563151018893
U56,H=90,0.975,0.6,False,False,DD,DD,-0.024968023596725578,-0.047808363801726594
U56,H=90,0.975,0.75,True,True,-,-,0.0016344711389338351,0.0027675377609669427
U56,H=90,0.975,1.0,True,True,-,-,0.04597196236503284,0.08706070703212276
U56,H=90,0.99,0.5,False,False,DD,DD,-0.04634561726790974,-0.08152563151018893
U56,H=90,0.99,0.6,False,False,DD,DD,-0.025405539646001202,-0.047808363801726594
