panel,target,refresh,drift_4b,cal_4b,dSharpe,dCAGR,dMaxDD,dTurn,survives,lost,gained,cal_binding
B136,0.08,D,False,False,-0.015506967649310477,-0.003016976965826146,0.00554508504362794,1.8299829542265322,False,False,False,L5_CAGR
B136,0.08,W,False,False,-0.00828371163387187,-0.0001952252500654339,-0.004141897969441866,-0.1840868002419911,False,False,False,L5_CAGR
B136,0.08,M,False,True,0.004072362081004366,0.008646428628233727,-0.06017112863480267,-0.8486005904569742,False,False,True,none
B136,0.08,Q,False,False,-0.2633393236375092,-0.00018613225960573132,-0.22278675981898577,-2.1575556943461773,False,False,False,"L2_H2,L3_OOS,L4_DD,L5_CAGR"
B136,0.10,D,True,True,-0.02276656074385497,-0.0027358285358618506,0.00019129776498694184,1.5073042640941159,True,False,False,none
B136,0.10,W,True,True,-0.04665441260765957,-0.0031270234788611795,-0.01649915328152396,-0.028946595942814124,True,False,False,none
B136,0.10,M,True,False,-0.0327255729751319,0.006911954128359099,-0.0846109477871142,-0.42144437139466406,False,True,False,L4_DD
B136,0.10,Q,True,False,-0.24660141099708321,-0.0034312917631855733,-0.20914016201006635,-1.4614092452143923,False,True,False,"L2_H2,L4_DD"
B136,0.12,D,True,True,-0.00904274680365802,-0.0007982329696469836,0.006717844139590756,1.0177485389468988,True,False,False,none
B136,0.12,W,True,True,-0.044562473143058945,-0.0032499061538586727,-0.015376585342533944,-0.15722248093092928,True,False,False,none
B136,0.12,M,True,False,-0.027539797839056135,0.007981874652017495,-0.08515181562726903,-0.43931882216928564,False,True,False,L4_DD
B136,0.12,Q,True,False,-0.22432518070090168,-0.005604584737255003,-0.18246079523921055,-1.1032321044454763,False,True,False,L4_DD
B136,0.16,D,True,True,-0.01973401987395529,-0.001894433378331728,0.0006815046970832794,0.7089692605795177,True,False,False,none
B136,0.16,W,True,True,-0.04029461965245873,-0.002954977471812281,-0.018081619974553265,-0.08889321894360735,True,False,False,none
B136,0.16,M,True,False,-0.048812225544636156,0.004531404182998022,-0.09600804184547096,-0.24027187972488173,False,True,False,L4_DD
B136,0.16,Q,True,False,-0.18599473842074832,-0.008901391029371375,-0.15774238206043723,-0.6072125477707533,False,True,False,L4_DD
B136,0.20,D,False,True,0.0061967411211545365,0.0016543776131656696,0.010987669094806307,0.4548367402918696,False,False,True,none
B136,0.20,W,False,False,-0.003763708138208699,0.0018537190271166182,-0.0011564578592803132,-0.05790749123615946,False,False,False,L4_DD
B136,0.20,M,False,False,-0.03969279461180886,0.00480595633224401,-0.09677325244750756,-0.11306942316917334,False,False,False,L4_DD
B136,0.20,Q,False,False,-0.11471309708689836,-0.004482133306097369,-0.12379674131158103,-0.3720840941539916,False,False,False,L4_DD
