bar_form,P_call,P_wrong_call
B_RAW,1.0,0.0
B_POINT,1.0,0.2572848919388894
B_MED,1.0,0.5000002222816455
B_IID90,0.10000140037436675,0.050000700187183375
B_IID95,0.05000136703211992,0.02500068351605996
