panel,skip,is_incumbent,CAGR,Sharpe,MaxDD,H1,H2,oCAGR,oSharpe,oMaxDD,keep4a,keep4b,keep4b_oos,dd_margin_pp,turn_y
U56,0,False,0.1541447687151254,1.1239676792387867,-0.20673912281703022,1.1313744605690301,1.1302533559579127,0.17570884023906452,1.1861912306126994,-0.20673912281703022,False,False,False,-0.4435387612987729,2.9182275694974824
U56,5,False,0.15742349053702687,1.1470584054526214,-0.20691015772921673,1.1862618486902379,1.1268233349636534,0.17488576651713172,1.187306843921542,-0.20691015772921661,False,False,False,-0.46064225251742363,2.912598917262474
U56,10,False,0.15875821534181456,1.1587449538643464,-0.20673912281702989,1.1658608328502262,1.165709442239661,0.18138625491869553,1.2240738345633397,-0.2067391228170301,False,False,False,-0.4435387612987396,2.9097267633391093
U56,21,True,0.1580277627432507,1.1536628182453899,-0.19127562163086154,1.206681820782339,1.1203431790756466,0.17323365236641464,1.185677704201696,-0.19127562163086187,False,True,True,1.1028113573180953,2.871270351412813
U56,42,False,0.15777832647907575,1.1414332016800495,-0.20408381657776453,1.129623145747073,1.1622477185179558,0.18403000147630988,1.2329479745752485,-0.20408381657776475,False,False,False,-0.17800813737220422,2.8246385663500533
U56,63,False,0.16280129426765488,1.1887233280165272,-0.20332400447299648,1.1894324000836842,1.1992558801528257,0.1851316842256261,1.257729222617731,-0.2033240044729967,False,False,False,-0.10202692689539883,2.770350798569376
B136,0,False,0.16512554374051724,1.087945452319197,-0.21363248179898442,1.356667707841339,0.8785286490130676,0.15676616899015872,0.9859456970595153,-0.2136324817989842,False,False,False,-1.1336761954626295,3.2747011985625227
B136,5,False,0.16449297159628418,1.0871772630532477,-0.2155180394170676,1.339663199213253,0.8902738268275139,0.15993110975408142,1.0058457493773738,-0.2155180394170676,False,False,False,-1.3222319572709473,3.249898570000638
B136,10,False,0.16322202997189028,1.0746975928054625,-0.2056542028742827,1.3323050182400509,0.8785978737785445,0.15948515225736393,0.993403926796152,-0.20565420287428282,False,False,False,-0.3358483029924586,3.2430733827733396
B136,21,True,0.1605988223657484,1.0653720113403455,-0.20740187631179008,1.2815295144117693,0.8967747019833978,0.16187458516000497,1.017953764504917,-0.2074018763117904,False,False,False,-0.5106156467431955,3.2480549590542855
B136,42,False,0.16202917812819506,1.0729286566334475,-0.21466123621811317,1.261753932611133,0.9260345196373292,0.16476442348875775,1.0352494823989429,-0.21466123621811284,False,False,False,-1.2365516373755048,3.2050102074568447
B136,63,False,0.15654785828625006,1.0504646052164646,-0.20739364886819522,1.231723332704778,0.9100475359916022,0.16155497174074673,1.025065782504535,-0.2073936488681949,False,False,False,-0.50979290238371,3.1469923788390126
SMALL,0,False,0.08157402707346617,0.5257961262473637,-0.3780529447488611,0.726237833335016,0.3712663226875071,0.06961546874210023,0.45418021164955386,-0.37805294474886064,False,False,False,-17.574920954481833,4.137090754691247
SMALL,5,False,0.07991110633008303,0.5194835870993602,-0.3645609766067548,0.7372843626022518,0.3491324494425326,0.06646013765956105,0.4407313830085427,-0.36456097660675524,False,False,False,-16.225724140271204,4.1484899705686535
SMALL,10,False,0.07594284468985091,0.4968525804545321,-0.36665828586291005,0.6677991331518612,0.36563139903736425,0.06620694110417236,0.4370171875553524,-0.3666582858629093,False,False,False,-16.435455065886728,4.146340877888186
SMALL,21,True,0.07805104993425882,0.5091735910765686,-0.3651051671527562,0.6791119165878112,0.3825853868140262,0.06698806653983369,0.4398469302655508,-0.3651051671527562,False,False,False,-16.280143194871343,4.141808192907767
SMALL,42,False,0.07733106722364802,0.5071582328445854,-0.36716725526661664,0.6427313549546186,0.406099406190004,0.0664611880613366,0.43906458920030506,-0.3671672552666151,False,False,False,-16.486352006257388,4.052592929567502
SMALL,63,False,0.07122400101716808,0.4728286051725966,-0.3938979096433932,0.7826314057098925,0.245317392762577,0.048339878138522474,0.3438552267505842,-0.3938979096433922,False,False,False,-19.159417443935045,3.970628519192795
