panel,band,gross,con,cad,CAGR,Sharpe,MaxDD,H1,H2,isCAGR,isSharpe,isMaxDD,oCAGR,oSharpe,oMaxDD,nheld_mean,gross_mean,turn_yr,pass4a,pass4b,fail4b
U56,0.0,0.25,DEGROSS,W,0.027160608983912704,1.1744420318955935,-0.041102356095314097,1.192059390348269,1.1612150353878592,0.023743642982532842,1.0607975926089241,-0.02907119506238287,0.029987872595291565,1.263844853619858,-0.04110235609531432,37.62454954954955,0.1769856263704379,1.0626345786825946,False,False,CAGR
U56,0.0,0.25,RESPREAD,W,0.03845090298550646,1.0944913494810102,-0.06485869870929228,1.1767615659897332,1.0347115702802794,0.03507655780874841,1.0724560166456183,-0.03659130662523846,0.04124270398215346,1.1138568028002,-0.06485869870929228,37.62454954954955,0.25025450348663164,2.588375282500529,False,False,CAGR
U56,0.0,0.5,DEGROSS,W,0.05452075179547822,1.174546368538795,-0.08130819958255875,1.1927899023003712,1.160786362128251,0.047563501625891735,1.0614593984412,-0.05763571297945669,0.06029460484843452,1.2634905850483507,-0.08130819958255853,37.62454954954955,0.3538781862717756,2.110195869920123,False,False,CAGR
U56,0.0,0.5,RESPREAD,W,0.07712743441422032,1.0946921655062538,-0.12691700053934063,1.177319583755885,1.0347331065806538,0.07030370343916514,1.0729818914009082,-0.07261823920834198,0.08278911485443485,1.1138466914824319,-0.12691700053934074,37.62454954954955,0.5003300425915631,5.122323243123139,False,False,CAGR
U56,0.0,0.75,DEGROSS,W,0.08204841265560181,1.1745313920054716,-0.12062095866978162,1.1934121272008325,1.1602304516942739,0.07143120627036215,1.0620152142152215,-0.08569525646022258,0.0908857707610049,1.2630056507186205,-0.1206209586697814,37.62454954954955,0.5306821165707071,3.150189735699051,False,False,CAGR
U56,0.0,0.75,RESPREAD,W,0.11593814830608595,1.094826438332281,-0.1862302793212387,1.1778125096860346,1.0347012245698084,0.10560713890543738,1.0734466686157502,-0.10805164735235917,0.12453289705364079,1.113769813044073,-0.1862302793212387,37.62454954954955,0.7502405436330456,7.60637196909905,False,True,-
U56,0.0,1.0,DEGROSS,W,0.10970833738079655,1.1743846010251286,-0.15904331129110183,1.1939085485658225,1.1595394734375286,0.0953154939837848,1.0624492755672124,-0.113252540596402,0.12172334753851888,1.2623800652439778,-0.15904331129110139,37.62454954954955,0.7074018666153035,4.191207767403781,False,True,-
U56,0.0,1.0,RESPREAD,W,0.1547854196143359,1.0948919301233218,-0.24285441300814714,1.1782421734212676,1.034611887109231,0.14090884539362047,1.0738523641781017,-0.1428654248095219,0.16635925705131216,1.1136213303213849,-0.24285441300814703,37.62454954954955,1.0,10.04530641892518,False,False,DD
U56,0.01,0.25,DEGROSS,W,0.02779710316005768,1.1929054242593626,-0.041140307577602564,1.212041471542185,1.1783236224660207,0.024489024588799424,1.0850714119918778,-0.026524813408655756,0.030534000623178015,1.2778292675540655,-0.0411403075776019,37.6777027027027,0.17730060178548498,0.8870025936906731,False,False,CAGR
U56,0.01,0.25,RESPREAD,W,0.03961987763888519,1.1279940272120195,-0.06328514165762777,1.2146017221048158,1.0636447738651098,0.03655634371076566,1.1123996732839594,-0.034150486245175915,0.04215382368731868,1.1424106956856457,-0.063285141657628,37.6777027027027,0.2502624449972873,2.175111962894328,False,False,CAGR
U56,0.01,0.5,DEGROSS,W,0.05582019105814129,1.1929973886558238,-0.08139361625143471,1.2127589520923387,1.177885348466253,0.04908072547377307,1.0857167748784728,-0.052701240496747404,0.061412202747028966,1.2774659048424981,-0.08139361625143438,37.6777027027027,0.354506626956984,1.7583996598978155,False,False,CAGR
U56,0.01,0.5,RESPREAD,W,0.07956685999686797,1.128406012291296,-0.12391812839587135,1.2153151253810233,1.063910912020525,0.07336689800651452,1.1130817167948834,-0.06795224052846449,0.0847082016170202,1.1426489594125773,-0.12391812839587113,37.6777027027027,0.5003407516030488,4.296301186149073,False,False,CAGR
U56,0.01,0.75,DEGROSS,W,0.08403684621917429,1.1929683878290667,-0.12076252909924956,1.21336768291517,1.1773172897820827,0.07374619298575058,1.086255495180323,-0.0785260152811702,0.09259987564251615,1.2769694830135343,-0.12076252909924978,37.6777027027027,0.5316226098152695,2.621820838623118,False,False,CAGR
U56,0.01,0.75,RESPREAD,W,0.11975040962134598,1.1287363424400911,-0.18194853123763144,1.2159510673154845,1.064104999223081,0.11035717780250831,1.1136920615682449,-0.10136822604438378,0.12755873907883952,1.1428017668471597,-0.18194853123763122,37.6777027027027,0.750248667697316,6.369376093081183,False,True,-
U56,0.01,1.0,DEGROSS,W,0.11241122415267668,1.1928053330103838,-0.15924887297999435,1.2138502186994304,1.17661044003908,0.09845348045586877,1.0866715424490367,-0.10399694509871049,0.12405846824661926,1.2763291914429984,-0.15924887297999457,37.6777027027027,0.7086530974631385,3.48605159609853,False,True,-
U56,0.01,1.0,RESPREAD,W,0.16007236490357313,1.1289771645553166,-0.2374264748880044,1.2165018426412932,1.0642203651499638,0.14744670827669148,1.1142212520019668,-0.13436479071526108,0.1705918633385115,1.1428628721898004,-0.2374264748880044,37.6777027027027,1.0,8.401212510812346,False,False,DD
U56,0.02,0.25,DEGROSS,W,0.028146089564977883,1.202376173677232,-0.0397292313709281,1.2101595559254081,1.1982962883348245,0.024576868293595178,1.0860678031796125,-0.02543987678881776,0.031099723901745868,1.2937574790610216,-0.03972923137092832,37.60698198198198,0.1771067960057118,0.73625261918991,False,False,CAGR
U56,0.02,0.25,RESPREAD,W,0.039919478372230754,1.1409620050227178,-0.06140807634889922,1.2096344298886972,1.0908737725829167,0.036282176349196504,1.1064524851897957,-0.03260486407376251,0.04292952361509905,1.1692319062668795,-0.061408076348899554,37.60698198198198,0.25026008447549286,1.8069181166519956,False,False,CAGR
