panel,anchor,window,fold,cost,mode,rule,widest,spread,moved,N,H,gross,cadence,n_cand,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,ann_vol,ann_turn,n_days,partial
U56,A_REC,2,2013,0.0,T_NONE,M_NONE,N,0.500799375084077,True,5,126,0.75,W,19,2.7114548969062904,0.49443721161188403,-0.0640282760268106,0.15257495921164207,3.037909131899702,252,False
U56,A_REC,2,2013,0.0,T_NONE,M_SUBSAMPLE,CADENCE,0.30814595554426616,False,20,126,0.75,W,19,2.147833618683423,0.22968383106596257,-0.050739799091475746,0.09856679918908921,2.532884403886998,252,False
U56,A_REC,2,2013,0.0,T_NONE,M_PAIRWISE,CADENCE,0.30814595554426616,False,20,126,0.75,W,19,2.147833618683423,0.22968383106596257,-0.050739799091475746,0.09856679918908921,2.532884403886998,252,False
U56,A_REC,2,2013,0.0,T_NONE,M_D2,CADENCE,0.2730872832127026,False,20,126,0.75,W,19,2.147833618683423,0.22968383106596257,-0.050739799091475746,0.09856679918908921,2.532884403886998,252,False
U56,A_REC,2,2013,0.0,T_NONE,C_ANCHOR,(none),0.0,False,20,126,0.75,W,19,2.147833618683423,0.22968383106596257,-0.050739799091475746,0.09856679918908921,2.532884403886998,252,False
U56,A_REC,2,2013,0.0,T_NONE,C_RANDOM,N,0.0,True,5,126,0.75,W,19,2.7114548969062904,0.49443721161188403,-0.0640282760268106,0.15257495921164207,3.037909131899702,252,False
U56,A_REC,2,2013,0.0,T_NONE,C_BEST_IS,(all),0.0,True,5,126,0.75,W,19,2.7114548969062904,0.49443721161188403,-0.0640282760268106,0.15257495921164207,3.037909131899702,252,False
U56,A_REC,2,2013,0.0,T_BAND,M_NONE,N,0.500799375084077,True,5,126,0.75,W,14,2.7114548969062904,0.49443721161188403,-0.0640282760268106,0.15257495921164207,3.037909131899702,252,False
U56,A_REC,2,2013,0.0,T_BAND,M_SUBSAMPLE,N,0.23290309369982945,True,5,126,0.75,W,14,2.7114548969062904,0.49443721161188403,-0.0640282760268106,0.15257495921164207,3.037909131899702,252,False
U56,A_REC,2,2013,0.0,T_BAND,M_PAIRWISE,N,0.23290309369982945,True,5,126,0.75,W,14,2.7114548969062904,0.49443721161188403,-0.0640282760268106,0.15257495921164207,3.037909131899702,252,False
U56,A_REC,2,2013,0.0,T_BAND,M_D2,N,0.21531154866897356,True,5,126,0.75,W,14,2.7114548969062904,0.49443721161188403,-0.0640282760268106,0.15257495921164207,3.037909131899702,252,False
U56,A_REC,2,2013,0.0,T_BAND,C_ANCHOR,(none),0.0,False,20,126,0.75,W,14,2.147833618683423,0.22968383106596257,-0.050739799091475746,0.09856679918908921,2.532884403886998,252,False
U56,A_REC,2,2013,0.0,T_BAND,C_RANDOM,N,0.0,True,5,126,0.75,W,14,2.7114548969062904,0.49443721161188403,-0.0640282760268106,0.15257495921164207,3.037909131899702,252,False
U56,A_REC,2,2013,0.0,T_BAND,C_BEST_IS,(all),0.0,True,5,126,0.75,W,14,2.7114548969062904,0.49443721161188403,-0.0640282760268106,0.15257495921164207,3.037909131899702,252,False
U56,A_REC,2,2013,0.0,T_CHARGE,M_NONE,N,0.500799375084077,True,5,126,0.75,W,19,2.7114548969062904,0.49443721161188403,-0.0640282760268106,0.15257495921164207,3.037909131899702,252,False
U56,A_REC,2,2013,0.0,T_CHARGE,M_SUBSAMPLE,CADENCE,0.30814595554426616,False,20,126,0.75,W,19,2.147833618683423,0.22968383106596257,-0.050739799091475746,0.09856679918908921,2.532884403886998,252,False
U56,A_REC,2,2013,0.0,T_CHARGE,M_PAIRWISE,CADENCE,0.30814595554426616,False,20,126,0.75,W,19,2.147833618683423,0.22968383106596257,-0.050739799091475746,0.09856679918908921,2.532884403886998,252,False
U56,A_REC,2,2013,0.0,T_CHARGE,M_D2,CADENCE,0.2730872832127026,False,20,126,0.75,W,19,2.147833618683423,0.22968383106596257,-0.050739799091475746,0.09856679918908921,2.532884403886998,252,False
U56,A_REC,2,2013,0.0,T_CHARGE,C_ANCHOR,(none),0.0,False,20,126,0.75,W,19,2.147833618683423,0.22968383106596257,-0.050739799091475746,0.09856679918908921,2.532884403886998,252,False
U56,A_REC,2,2013,0.0,T_CHARGE,C_RANDOM,N,0.0,True,5,126,0.75,W,19,2.7114548969062904,0.49443721161188403,-0.0640282760268106,0.15257495921164207,3.037909131899702,252,False
U56,A_REC,2,2013,0.0,T_CHARGE,C_BEST_IS,(all),0.0,True,5,126,0.75,W,19,2.7114548969062904,0.49443721161188403,-0.0640282760268106,0.15257495921164207,3.037909131899702,252,False
U56,A_REC,2,2013,10.0,T_NONE,M_NONE,N,0.507759153784016,True,5,126,0.75,W,19,2.6912639138610377,0.489907566555118,-0.06409023555581372,0.1525908362434161,3.037909131899702,252,False
U56,A_REC,2,2013,10.0,T_NONE,M_SUBSAMPLE,CADENCE,0.303607693120048,False,20,126,0.75,W,19,2.1211602800157348,0.22657012294086853,-0.05103274285211168,0.09861216172636664,2.532884403886998,252,False
U56,A_REC,2,2013,10.0,T_NONE,M_PAIRWISE,CADENCE,0.303607693120048,False,20,126,0.75,W,19,2.1211602800157348,0.22657012294086853,-0.05103274285211168,0.09861216172636664,2.532884403886998,252,False
U56,A_REC,2,2013,10.0,T_NONE,M_D2,CADENCE,0.2690653522620041,False,20,126,0.75,W,19,2.1211602800157348,0.22657012294086853,-0.05103274285211168,0.09861216172636664,2.532884403886998,252,False
U56,A_REC,2,2013,10.0,T_NONE,C_ANCHOR,(none),0.0,False,20,126,0.75,W,19,2.1211602800157348,0.22657012294086853,-0.05103274285211168,0.09861216172636664,2.532884403886998,252,False
U56,A_REC,2,2013,10.0,T_NONE,C_RANDOM,N,0.0,True,5,126,0.75,W,19,2.6912639138610377,0.489907566555118,-0.06409023555581372,0.1525908362434161,3.037909131899702,252,False
U56,A_REC,2,2013,10.0,T_NONE,C_BEST_IS,(all),0.0,True,5,126,0.75,W,19,2.6912639138610377,0.489907566555118,-0.06409023555581372,0.1525908362434161,3.037909131899702,252,False
