book,panel,cost,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_n,IS_CAGR,IS_Sharpe,IS_MaxDD,IS_n,L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR,pass4b,pass4a
U56-band0.03-g0.50,U56,0.0,0.05849197082432722,1.2260770402538228,-0.08099978166188859,1.2570442178664452,1.2017650311983528,0.06397595159664471,1.3015933064366827,-0.08099978166188837,2438,0.05186832252682305,1.129642533998188,-0.051913708308891304,2007,True,True,True,True,False,False,False
U56-band0.03-g0.50,U56,10.0,0.05722738517124415,1.2007655653686848,-0.0811756968176699,1.2315322934548556,1.176560253686947,0.06269554686498391,1.2767816592721966,-0.08117569681767012,2438,0.050622779666629425,1.1036658925833327,-0.05290028799807511,2007,True,True,True,True,False,False,False
U56-band0.03-g0.50,U56,25.0,0.055333244193624065,1.1627591233475412,-0.08143954253400976,1.1932224193820729,1.1387160126774694,0.06077773512665474,1.239524223405487,-0.08143954253400998,2438,0.04875713370019463,1.0646632035247796,-0.05476274746827636,2007,True,True,True,True,False,False,False
U56-band0.03-g0.75,U56,0.0,0.08810629422168592,1.2257736099375898,-0.12029819641900041,1.2574264845013854,1.2009054714613714,0.09650748519217367,1.3007859478672301,-0.12029819641900052,2438,0.07798750016487377,1.1299587519790029,-0.07741669393775386,2007,True,True,True,True,False,False,False
U56-band0.03-g0.75,U56,10.0,0.08617736292500311,1.2007324826082908,-0.12054949323437114,1.2321991121974933,1.175958130760422,0.09454831802271646,1.2762297973468626,-0.12054949323437081,2438,0.07609482993076822,1.1042709988490098,-0.07887207032744381,2007,True,True,True,True,False,False,False
U56-band0.03-g0.75,U56,25.0,0.08329015910186599,1.1631323159318776,-0.12092638054158922,1.1943168081643298,1.138500804792136,0.09161591517062972,1.2393563817643642,-0.12092638054158922,2438,0.07326183343102066,1.0657023625106956,-0.0818452300634418,2007,True,True,True,True,False,False,False
U56-band0.03-g1.00,U56,0.0,0.11792986685129225,1.2254542085166398,-0.15879004158914023,1.2578040616370465,1.200023833969201,0.12936170842732708,1.2999518507857042,-0.15879004158913979,2438,0.10419860388157631,1.1302721862260132,-0.10260480726190047,2007,True,True,True,True,True,True,False
U56-band0.03-g1.00,U56,10.0,0.1153026775142354,1.200557594332463,-0.1591099751297821,1.2327298000774998,1.1752128489278042,0.1266852163572325,1.2755286548566704,-0.15910997512978242,2438,0.10163033272165856,1.104743024733504,-0.10451954207318537,2007,True,True,True,True,True,True,False
U56-band0.03-g1.00,U56,25.0,0.11137307151757936,1.163174577332037,-0.1595897767805886,1.19507743964366,1.1379605129965067,0.1226819773722756,1.2388551233220764,-0.15958977678058806,2438,0.09778872326371069,1.0664125513946914,-0.10872886371235668,2007,True,True,True,True,True,True,False
U56-band0.08-g0.50,U56,0.0,0.05731333292299401,1.1603133489578974,-0.09755531020270591,1.2567054097244565,1.0809220525656964,0.06040743608291299,1.1792098776107693,-0.0975553102027058,2438,0.05356691802313107,1.1373357218086662,-0.05649767677062634,2007,True,True,True,True,False,False,False
