panel,mask,inst,book,conv,CAGR,Sharpe,MaxDD,H1,H2,path4a,path4b
SMALL439,NONE,NONE,EWALL,rw,0.10074077391545044,0.6715989108740833,-0.363808580859208,0.7875977463474351,0.6093570742497818,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD)"
SMALL439,NONE,NONE,EWALL,dg,0.10074077391545044,0.6715989108740833,-0.363808580859208,0.7875977463474351,0.6093570742497818,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD)"
SMALL439,NONE,NONE,MA200,rw,0.06476497792629266,0.5032302637783058,-0.38239943767382534,0.49768164644656343,0.5175027338650692,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,NONE,NONE,MA200,dg,0.035692341277530515,0.5395551987723401,-0.14308199721196013,0.5236062702953534,0.5558344149179026,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,CAGR)"
SMALL439,DV_0.5M,DV,EWALL,rw,0.07045625059054572,0.47498240414634274,-0.39241652355503975,0.5581059245219746,0.419838418724911,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,DV_0.5M,DV,EWALL,dg,0.07045625059054572,0.47498240414634274,-0.39241652355503975,0.5581059245219746,0.419838418724911,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,DV_0.5M,DV,MA200,rw,0.04601149064336574,0.3642217061528829,-0.402584157290769,0.4161829999081868,0.3258935018069785,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,DV_0.5M,DV,MA200,dg,0.022738486777744704,0.3320495230620908,-0.17054041008293863,0.3574383984881266,0.30797217414850103,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,CAGR)"
SMALL439,VOLSH_0.5M,VOLSH,EWALL,rw,0.08860635265153438,0.5681567631648665,-0.3945655068596159,0.6492653814992694,0.5162034971434857,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,VOLSH_0.5M,VOLSH,EWALL,dg,0.08860635265153438,0.5681567631648665,-0.3945655068596159,0.6492653814992694,0.5162034971434857,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,VOLSH_0.5M,VOLSH,MA200,rw,0.059237372311355285,0.4412602080507443,-0.4174399301767606,0.48252658862841846,0.412693180575512,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,VOLSH_0.5M,VOLSH,MA200,dg,0.030398684928103936,0.43133022721508585,-0.16800119560752047,0.4419029843880686,0.42135498612297984,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,CAGR)"
SMALL439,PXL_0.5M,PXL,EWALL,rw,0.05172130789167717,0.3930906579882245,-0.38981096168118945,0.5431918136237173,0.29171114940110954,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,PXL_0.5M,PXL,EWALL,dg,0.05172130789167717,0.3930906579882245,-0.38981096168118945,0.5431918136237173,0.29171114940110954,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,PXL_0.5M,PXL,MA200,rw,0.03189423085157861,0.2886276322906079,-0.38421511928817953,0.3638074978909888,0.23382669972110165,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,PXL_0.5M,PXL,MA200,dg,0.018600440857106992,0.29094820238726143,-0.17943274693231592,0.36073975779278405,0.227066722055321,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,CAGR)"
SMALL439,DV_1M,DV,EWALL,rw,0.05920368593779335,0.41275110225949035,-0.39946441775909314,0.50872462855133,0.3468040342012203,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,DV_1M,DV,EWALL,dg,0.05920368593779335,0.41275110225949035,-0.39946441775909314,0.50872462855133,0.3468040342012203,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,DV_1M,DV,MA200,rw,0.03124006709812277,0.27254249070029074,-0.41123354257102185,0.3583172571847989,0.20544048412701196,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,DV_1M,DV,MA200,dg,0.015329504950166273,0.23423587604217322,-0.20739716090830607,0.29008333187612195,0.18018500814547642,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
