gross,0.0,0.01,0.02,0.03,0.04,0.05,0.06
0.2,0,0,0,0,0,0,0
0.35,0,0,0,0,1,2,5
0.5,0,0,3,4,8,8,10
0.6,2,3,5,6,7,9,14
0.75,2,3,3,6,9,11,12
0.85,3,3,5,8,9,9,10
0.95,5,6,7,7,7,7,7
1.0,5,5,5,5,5,5,5
