universe,book,band,comp,conv,lag,bps,CAGR,Sharpe,MaxDD,H1,H2,OOS,turnover,pass4a,fail4a,pass4b,fail4b
u56,band0-T-rw,0.0,TREND,rw,1d,5,0.1197636035616958,1.127312716282355,-0.1856354808317192,1.2047945278699057,1.0719707965809775,1.146593369325636,7.615898615619929,0,"H1,H2,DD",1,
u56,band0-T-rw,0.0,TREND,rw,1d,10,0.11550691660622414,1.090938120625819,-0.18647417592895044,1.1669184271720376,1.036562182003239,1.1117793930546764,7.615898615619929,0,"H1,H2,DD",1,
u56,band0-T-rw,0.0,TREND,rw,1d,15,0.11126579376948365,1.054530418955568,-0.18731231417409044,1.128998577083736,1.0011274258466387,1.076936117920049,7.615898615619929,0,"H1,H2,DD",1,
u56,band0-T-rw,0.0,TREND,rw,1d,20,0.10704018031186013,1.0180945479290813,-0.18814989574671193,1.0910406856375712,0.965670965033433,1.0420678676604764,7.615898615619929,0,"H1,H2,DD",1,
u56,band0-T-rw,0.0,TREND,rw,1d,25,0.1028300216789182,0.9816354478187442,-0.18898692082638613,1.0530504697277103,0.9301972371783876,1.0071789681137022,7.615898615619929,0,"H1,H2,DD",0,CAGR
u56,band0-T-rw,0.0,TREND,rw,1w,5,0.12164962820548064,1.1262961356446441,-0.17885118377920883,1.1711721185607555,1.0975317801498996,1.1665768064481885,7.7289518446120935,0,"H1,H2,DD",1,
u56,band0-T-rw,0.0,TREND,rw,1w,10,0.11732382053479218,1.0900847130674247,-0.17938494092640578,1.1330391833030036,1.0626658453285163,1.1323226332294145,7.7289518446120935,0,"H1,H2,DD",1,
u56,band0-T-rw,0.0,TREND,rw,1w,15,0.11301402522988457,1.0538307848117774,-0.17991852706312628,1.0948454788416073,1.0277691299115523,1.0980350318091174,7.7289518446120935,0,"H1,H2,DD",1,
u56,band0-T-rw,0.0,TREND,rw,1w,20,0.10872018538708961,1.0175395399949911,-0.18045194220818705,1.0565972820574834,0.992846106967264,1.0637183613629477,7.7289518446120935,0,"H1,H2,DD",1,
u56,band0-T-rw,0.0,TREND,rw,1w,25,0.1044422442969144,0.9812161782307782,-0.18098518638040384,1.018300893993687,0.9579012529803742,1.0293769855688457,7.7289518446120935,0,"H1,H2,DD",0,CAGR
