panel,T_trade,cost,family,chooser,legal,target,h,R_refresh,cell,is_Sharpe,is_MaxDD,oos_CAGR,oos_Sharpe,oos_MaxDD,turn_py,gross_mean,keep4b_full,keep4b_oos,keep4b,keep4a,keep4a_oos,bind,base_oos_Sharpe,base_oos_CAGR,base_oos_MaxDD,spy_oos_Sharpe,spy_oos_CAGR,spy_oos_MaxDD
B136,W,50,DOWN_TD,C_ISDD,False,0.08,0.12,h,DOWN_TD h=0.12,0.8858095012281711,-0.09629399291056473,0.0909076115927947,1.0630104001285643,-0.11058279158475415,3.700606759646603,0.6697777446702735,False,False,False,False,True,L5_CAGR,0.9827932668211912,0.06943916638398329,-0.12358608812190786,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,50,UP_TD,C_ISSHARPE,True,0.2,0.03,h,UP_TD h=0.03,1.1874805822175025,-0.16733764891839087,0.15705702323834703,1.1184230546775533,-0.2069112158757873,1.7319363509090346,0.9622256193901737,False,False,False,False,False,L4_DD,0.9827932668211912,0.06943916638398329,-0.12358608812190786,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,50,UP_TD,C_ISCALMAR,True,0.2,0.2,h,UP_TD h=0.20,1.1835041870905532,-0.1636644744790826,0.15750170078429426,1.126505956022196,-0.2069112158757873,1.6194706072770408,0.9599913681226425,False,False,False,False,False,L4_DD,0.9827932668211912,0.06943916638398329,-0.12358608812190786,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,50,UP_TD,C_ISLEGS,True,0.2,0.03,h,UP_TD h=0.03,1.1874805822175025,-0.16733764891839087,0.15705702323834703,1.1184230546775533,-0.2069112158757873,1.7319363509090346,0.9622256193901737,False,False,False,False,False,L4_DD,0.9827932668211912,0.06943916638398329,-0.12358608812190786,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,50,UP_TD,C_ISDD,False,0.08,0.2,h,UP_TD h=0.20,0.9202884071967485,-0.09730018257475948,0.09375727152865543,1.0751435657898285,-0.11077380100543799,3.67474578086232,0.677106967653004,False,False,False,False,True,L5_CAGR,0.9827932668211912,0.06943916638398329,-0.12358608812190786,0.8736721309012504,0.15257181383948715,-0.3371595330739301
SMALL665,M,0,CAL,C_ISSHARPE,True,0.12,,M,R=M,1.0430263351268878,-0.17669050255345997,0.042564850914345476,0.37899877873407095,-0.36251860475834574,1.9846072702687263,0.755145932448889,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,0,CAL,C_ISCALMAR,True,0.12,,M,R=M,1.0430263351268878,-0.17669050255345997,0.042564850914345476,0.37899877873407095,-0.36251860475834574,1.9846072702687263,0.755145932448889,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,0,CAL,C_ISLEGS,True,0.2,,M,R=M,1.0261122040128725,-0.2105466020867509,0.07538774367865786,0.47365341965096835,-0.42640518712724473,1.4383359765016566,0.939204312200923,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,0,CAL,C_ISDD,False,0.08,,M,R=M,0.9900939450726882,-0.1312145207376827,0.02529625047386208,0.3147886296439689,-0.30422039145929813,1.9899128859077324,0.5518626124160739,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,0,SYM,C_ISSHARPE,True,0.2,0.16,h,SYM h=0.16,1.0187099763645333,-0.2078360986649802,0.07592506251440256,0.5027296432245493,-0.32367215609127364,1.5901172860316821,0.9161234300644759,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,0,SYM,C_ISCALMAR,True,0.2,0.16,h,SYM h=0.16,1.0187099763645333,-0.2078360986649802,0.07592506251440256,0.5027296432245493,-0.32367215609127364,1.5901172860316821,0.9161234300644759,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,0,SYM,C_ISLEGS,True,0.2,0.16,h,SYM h=0.16,1.0187099763645333,-0.2078360986649802,0.07592506251440256,0.5027296432245493,-0.32367215609127364,1.5901172860316821,0.9161234300644759,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,0,SYM,C_ISDD,False,0.08,0.05,h,SYM h=0.05,0.7921769907246518,-0.14234736320076147,0.03666165380898123,0.45639448272073735,-0.18296687065579698,3.6352017679063624,0.5457637440376953,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L5_CAGR,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,0,SYM_TD,C_ISSHARPE,True,0.2,0.16,h,SYM_TD h=0.16,1.0050040635919673,-0.2126287179878863,0.07470973524398894,0.4925743039541902,-0.3397365319262384,1.680831938555095,0.9370648100608366,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,0,SYM_TD,C_ISCALMAR,True,0.16,0.16,h,SYM_TD h=0.16,1.0020207529754825,-0.1980447360239903,0.057278449485003824,0.4305487975572639,-0.31482518363991263,2.164893982688631,0.8771373414349916,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,0,SYM_TD,C_ISLEGS,True,0.2,0.16,h,SYM_TD h=0.16,1.0050040635919673,-0.2126287179878863,0.07470973524398894,0.4925743039541902,-0.3397365319262384,1.680831938555095,0.9370648100608366,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,0,SYM_TD,C_ISDD,False,0.08,0.16,h,SYM_TD h=0.16,0.8799754701039021,-0.13873242260806784,0.029397904788402984,0.36897139288105657,-0.24564785956122925,2.5149658954423693,0.5513057540017295,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,0,DOWN_TD,C_ISSHARPE,True,0.2,0.25,h,DOWN_TD h=0.25,1.0195624243516985,-0.21054660208675158,0.07636256745520753,0.5034112732119144,-0.34662259423836683,1.478541544624631,0.9293538622742185,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,0,DOWN_TD,C_ISCALMAR,True,0.2,0.25,h,DOWN_TD h=0.25,1.0195624243516985,-0.21054660208675158,0.07636256745520753,0.5034112732119144,-0.34662259423836683,1.478541544624631,0.9293538622742185,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,0,DOWN_TD,C_ISLEGS,True,0.2,0.25,h,DOWN_TD h=0.25,1.0195624243516985,-0.21054660208675158,0.07636256745520753,0.5034112732119144,-0.34662259423836683,1.478541544624631,0.9293538622742185,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,0,DOWN_TD,C_ISDD,False,0.08,0.01,h,DOWN_TD h=0.01,0.7920296033138616,-0.1357298560947433,0.02959952756220008,0.4085401486098865,-0.20091630627248558,2.5510956074665816,0.4916526695402993,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L5_CAGR,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,0,UP_TD,C_ISSHARPE,True,0.12,0.08,h,UP_TD h=0.08,1.039484010863625,-0.1782233115551558,0.046068783106194555,0.39105900077904254,-0.3417273639067324,2.5520538372775374,0.7964006238904914,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,0,UP_TD,C_ISCALMAR,True,0.12,0.08,h,UP_TD h=0.08,1.039484010863625,-0.1782233115551558,0.046068783106194555,0.39105900077904254,-0.3417273639067324,2.5520538372775374,0.7964006238904914,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,0,UP_TD,C_ISLEGS,True,0.2,0.08,h,UP_TD h=0.08,1.0175124905438488,-0.21054660208675202,0.08297218894167768,0.5017383825776586,-0.42652403168156894,1.6438520986533187,0.9583289056377748,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,0,UP_TD,C_ISDD,False,0.08,0.16,h,UP_TD h=0.16,0.9943532338198622,-0.13063028137923538,0.030871751338313214,0.36560168272284765,-0.2866574545734374,2.436252279506813,0.5791152915897163,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,10,CAL,C_ISSHARPE,True,0.12,,M,R=M,1.0269852429591948,-0.17788147435244728,0.04049194403550338,0.3641322461027016,-0.36518556928642587,1.9846072702687263,0.755145932448889,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,10,CAL,C_ISCALMAR,True,0.12,,M,R=M,1.0269852429591948,-0.17788147435244728,0.04049194403550338,0.3641322461027016,-0.36518556928642587,1.9846072702687263,0.755145932448889,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,10,CAL,C_ISLEGS,True,0.2,,M,R=M,1.0185434700174123,-0.21116294674934732,0.07362222826820575,0.4651495912696215,-0.42748778281968247,1.4383359765016566,0.939204312200923,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,10,CAL,C_ISDD,False,0.08,,M,R=M,0.9631176360996591,-0.13232365121254364,0.023592613132337625,0.29698915838161327,-0.3074225162669483,1.9899128859077324,0.5518626124160739,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,10,SYM,C_ISSHARPE,True,0.2,0.16,h,SYM h=0.16,1.0109274789985652,-0.20866882011712884,0.07388244429220503,0.49199412959741207,-0.3254040058794335,1.5901172860316821,0.9161234300644759,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,10,SYM,C_ISCALMAR,True,0.2,0.16,h,SYM h=0.16,1.0109274789985652,-0.20866882011712884,0.07388244429220503,0.49199412959741207,-0.3254040058794335,1.5901172860316821,0.9161234300644759,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,10,SYM,C_ISLEGS,True,0.2,0.16,h,SYM h=0.16,1.0109274789985652,-0.20866882011712884,0.07388244429220503,0.49199412959741207,-0.3254040058794335,1.5901172860316821,0.9161234300644759,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,10,SYM,C_ISDD,False,0.08,0.05,h,SYM h=0.05,0.7399241655954603,-0.14451187947431554,0.03349246977339826,0.421354955085503,-0.18871921495964195,3.6352017679063624,0.5457637440376953,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L5_CAGR,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,10,SYM_TD,C_ISSHARPE,True,0.2,0.16,h,SYM_TD h=0.16,0.9966385849568244,-0.21367555825812956,0.07259463447236314,0.48159449153782063,-0.3414656238916456,1.680831938555095,0.9370648100608366,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,10,SYM_TD,C_ISCALMAR,True,0.16,0.16,h,SYM_TD h=0.16,0.9918235508326416,-0.19919707116509144,0.05448792721944251,0.41390906728876536,-0.317225151918166,2.164893982688631,0.8771373414349916,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,10,SYM_TD,C_ISLEGS,True,0.2,0.16,h,SYM_TD h=0.16,0.9966385849568244,-0.21367555825812956,0.07259463447236314,0.48159449153782063,-0.3414656238916456,1.680831938555095,0.9370648100608366,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,10,SYM_TD,C_ISDD,False,0.08,0.16,h,SYM_TD h=0.16,0.8441967144547566,-0.13992403513356189,0.02725159934844834,0.34564744901754657,-0.24975772543939123,2.5149658954423693,0.5513057540017295,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,10,DOWN_TD,C_ISSHARPE,True,0.2,0.25,h,DOWN_TD h=0.25,1.011889849865178,-0.21116294674934655,0.07452832980547797,0.4938264057623139,-0.3481317028302411,1.478541544624631,0.9293538622742185,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,10,DOWN_TD,C_ISCALMAR,True,0.2,0.25,h,DOWN_TD h=0.25,1.011889849865178,-0.21116294674934655,0.07452832980547797,0.4938264057623139,-0.3481317028302411,1.478541544624631,0.9293538622742185,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,10,DOWN_TD,C_ISLEGS,True,0.2,0.25,h,DOWN_TD h=0.25,1.011889849865178,-0.21116294674934655,0.07452832980547797,0.4938264057623139,-0.3481317028302411,1.478541544624631,0.9293538622742185,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,10,DOWN_TD,C_ISDD,False,0.08,0.01,h,DOWN_TD h=0.01,0.7543546436059634,-0.13722257462152487,0.02730743085731202,0.3803934904439957,-0.20537118825376244,2.5510956074665816,0.4916526695402993,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,10,UP_TD,C_ISSHARPE,True,0.12,0.08,h,UP_TD h=0.08,1.0206659944579688,-0.1795175913520608,0.04329703249755168,0.37219551735329687,-0.3448312239939476,2.5520538372775374,0.7964006238904914,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,10,UP_TD,C_ISCALMAR,True,0.12,0.08,h,UP_TD h=0.08,1.0206659944579688,-0.1795175913520608,0.04329703249755168,0.37219551735329687,-0.3448312239939476,2.5520538372775374,0.7964006238904914,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,10,UP_TD,C_ISLEGS,True,0.2,0.08,h,UP_TD h=0.08,1.009576708345309,-0.21116294674934788,0.08088615132893318,0.4920359159890495,-0.4276378414293982,1.6438520986533187,0.9583289056377748,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,10,UP_TD,C_ISDD,False,0.08,0.16,h,UP_TD h=0.16,0.9618821203494745,-0.1317660169263154,0.028815857158821956,0.34479535698939906,-0.29034673104520103,2.436252279506813,0.5791152915897163,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,25,CAL,C_ISSHARPE,True,0.2,,M,R=M,1.0071792881026704,-0.21208669778599032,0.07097869208360286,0.4523849795900946,-0.4291080735786794,1.4383359765016566,0.939204312200923,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,25,CAL,C_ISCALMAR,True,0.2,,M,R=M,1.0071792881026704,-0.21208669778599032,0.07097869208360286,0.4523849795900946,-0.4291080735786794,1.4383359765016566,0.939204312200923,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,25,CAL,C_ISLEGS,True,0.2,,M,R=M,1.0071792881026704,-0.21208669778599032,0.07097869208360286,0.4523849795900946,-0.4291080735786794,1.4383359765016566,0.939204312200923,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,25,CAL,C_ISDD,False,0.08,,M,R=M,0.9225183842685005,-0.13398515491658403,0.021041816450867,0.2702543900949844,-0.3121999523568981,1.9899128859077324,0.5518626124160739,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,25,SYM,C_ISSHARPE,True,0.2,0.16,h,SYM h=0.16,0.9992417262931855,-0.20991653696808543,0.07082522581828066,0.47588046679875606,-0.32799390504334314,1.5901172860316821,0.9161234300644759,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,25,SYM,C_ISCALMAR,True,0.2,0.16,h,SYM h=0.16,0.9992417262931855,-0.20991653696808543,0.07082522581828066,0.47588046679875606,-0.32799390504334314,1.5901172860316821,0.9161234300644759,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,25,SYM,C_ISLEGS,True,0.2,0.16,h,SYM h=0.16,0.9992417262931855,-0.20991653696808543,0.07082522581828066,0.47588046679875606,-0.32799390504334314,1.5901172860316821,0.9161234300644759,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,25,SYM,C_ISDD,False,0.08,0.05,h,SYM h=0.05,0.6614932088598408,-0.1509707670856857,0.028756305965475182,0.36874903642130935,-0.19727311357495103,3.6352017679063624,0.5457637440376953,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L5_CAGR,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,25,SYM_TD,C_ISSHARPE,True,0.2,0.16,h,SYM_TD h=0.16,0.9840779638707534,-0.215243589344425,0.06942916773488261,0.46511126507174416,-0.34405130072157997,1.680831938555095,0.9370648100608366,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,25,SYM_TD,C_ISCALMAR,True,0.2,0.2,h,SYM_TD h=0.20,0.979395445200037,-0.21269205893308185,0.07274264338397485,0.4814014915971786,-0.3503893095013231,1.6073098504512717,0.9371740544135128,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,25,SYM_TD,C_ISLEGS,True,0.2,0.16,h,SYM_TD h=0.16,0.9840779638707534,-0.215243589344425,0.06942916773488261,0.46511126507174416,-0.34405130072157997,1.680831938555095,0.9370648100608366,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,25,SYM_TD,C_ISDD,False,0.08,0.16,h,SYM_TD h=0.16,0.7904172440480163,-0.14170873463749767,0.024039908025052625,0.3106269612824708,-0.25588202161269225,2.5149658954423693,0.5513057540017295,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,25,DOWN_TD,C_ISSHARPE,True,0.2,0.25,h,DOWN_TD h=0.25,1.000368604721153,-0.21208669778598965,0.07178220985201866,0.47943802349969,-0.3503893095013231,1.478541544624631,0.9293538622742185,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,25,DOWN_TD,C_ISCALMAR,True,0.2,0.25,h,DOWN_TD h=0.25,1.000368604721153,-0.21208669778598965,0.07178220985201866,0.47943802349969,-0.3503893095013231,1.478541544624631,0.9293538622742185,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,25,DOWN_TD,C_ISLEGS,True,0.2,0.25,h,DOWN_TD h=0.25,1.000368604721153,-0.21208669778598965,0.07178220985201866,0.47943802349969,-0.3503893095013231,1.478541544624631,0.9293538622742185,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,25,DOWN_TD,C_ISDD,False,0.08,0.01,h,DOWN_TD h=0.01,0.6976944940689239,-0.13945712072925442,0.023878360379442798,0.33813304720178156,-0.21200817956309848,2.5510956074665816,0.4916526695402993,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,25,UP_TD,C_ISSHARPE,True,0.2,0.08,h,UP_TD h=0.08,0.9976617163270102,-0.2120866977859902,0.07776394886932048,0.4774719497194279,-0.42930471249657165,1.6438520986533187,0.9583289056377748,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,25,UP_TD,C_ISCALMAR,True,0.2,0.02,h,UP_TD h=0.02,0.9953357872919457,-0.21208669778598976,0.07905033856162658,0.48188475665147157,-0.42633513563626213,1.6994002301318616,0.9624553879852219,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,25,UP_TD,C_ISLEGS,True,0.2,0.02,h,UP_TD h=0.02,0.9953357872919457,-0.21208669778598976,0.07905033856162658,0.48188475665147157,-0.42633513563626213,1.6994002301318616,0.9624553879852219,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,25,UP_TD,C_ISDD,False,0.08,0.16,h,UP_TD h=0.16,0.913048676283373,-0.1334672917462726,0.025738973723353764,0.3135460526546387,-0.2958468393364122,2.436252279506813,0.5791152915897163,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,50,CAL,C_ISSHARPE,True,0.2,,M,R=M,0.9882109316613338,-0.21362424218608633,0.06658540381262701,0.4310888857177842,-0.43179897741084095,1.4383359765016566,0.939204312200923,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.3925523551150828,0.025320892539292705,-0.15539070603199134,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,50,CAL,C_ISCALMAR,True,0.2,,M,R=M,0.9882109316613338,-0.21362424218608633,0.06658540381262701,0.4310888857177842,-0.43179897741084095,1.4383359765016566,0.939204312200923,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.3925523551150828,0.025320892539292705,-0.15539070603199134,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,50,CAL,C_ISLEGS,True,0.2,,M,R=M,0.9882109316613338,-0.21362424218608633,0.06658540381262701,0.4310888857177842,-0.43179897741084095,1.4383359765016566,0.939204312200923,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.3925523551150828,0.025320892539292705,-0.15539070603199134,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,50,CAL,C_ISDD,False,0.08,,M,R=M,0.8545487516341358,-0.13674849062803596,0.01680288711744571,0.22561833387425162,-0.3200941321687021,1.9899128859077324,0.5518626124160739,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR,0.3925523551150828,0.025320892539292705,-0.15539070603199134,0.8736611364726746,0.1525745335844091,-0.33717289200673783
