panel,riskon,state,q,off_rate,gA,gC,kA,C_CAGR,C_Sharpe,C_MaxDD,A_CAGR,A_Sharpe,A_MaxDD,B_CAGR,B_Sharpe,B_MaxDD,C_H1,C_H2,A_H1,A_H2,C_oSharpe,A_oSharpe,pt_cagr,pt_sharpe,pt_dd,pt_all3
U56,EWall,BREADTH,0.1,0.08220720720720721,0.7499999999999998,0.6923668032786883,0.923155737704918,0.12216572109462986,1.1870711271881558,-0.1798659121798022,0.12224170236271914,1.1226687636952468,-0.20933520899736124,0.0,0.0,0.0,1.1358524674617803,1.2411500355006027,1.1932523688482457,1.0666542114849185,1.3251993829666795,1.1336215238043112,False,True,False,False
U56,EWall,BREADTH,0.2,0.1427927927927928,0.7499999999999998,0.6524077868852457,0.8698770491803278,0.11939843343220291,1.257686913365292,-0.12568104798771695,0.11512041395922612,1.1225615424494293,-0.19816351259804288,0.0,0.0,0.0,1.1855598444151565,1.3587408043225198,1.1929788685961056,1.0666609988251994,1.4576323588200237,1.1336498759943927,True,True,False,False
U56,EWall,BREADTH,0.35,0.2463963963963964,0.7499999999999998,0.5717213114754096,0.7622950819672131,0.092665847748445,1.0681958840186818,-0.15373533327816336,0.10075737596471335,1.1223245246210554,-0.17527502284749819,0.0,0.0,0.0,1.0171859495343525,1.1649729450825983,1.1924096451941364,1.0666529013417039,1.2769363040080337,1.1336842474265367,False,False,False,False
U56,EWall,BREADTH,0.5,0.3995495495495496,0.7499999999999998,0.47105532786885235,0.6280737704918034,0.06552631115142771,0.872313958258273,-0.12968243141754088,0.08287513180030825,1.1219931421953855,-0.1460919877274094,0.0,0.0,0.0,0.8206630183741495,0.9671748620365755,1.1916689836263568,1.0666058607926092,1.101400689173248,1.133687961748738,False,False,False,False
U56,EWall,SPYTR,0.1,0.07950450450450451,0.7499999999999998,0.6915983606557374,0.9221311475409835,0.11776990628234607,1.1859132374239214,-0.16488224554257314,0.12210470920074568,1.122666764845528,-0.20912138517321377,0.0,0.0,0.0,1.142804610132271,1.2413540642513938,1.1932471588111015,1.0666544112433347,1.3361639737148159,1.1336221409544727,False,True,False,False
U56,EWall,SPYTR,0.2,0.1527027027027027,0.7499999999999998,0.6370389344262293,0.8493852459016393,0.10711826325436946,1.1816682695107825,-0.15032874799794826,0.11238280711582971,1.12251848670176,-0.19383797414717918,0.0,0.0,0.0,1.1425051597128686,1.2397331008483905,1.1928721212846096,1.0666617226470199,1.350332482738224,1.1336588075133869,False,True,False,False
U56,EWall,SPYTR,0.35,0.2650900900900901,0.7499999999999998,0.565573770491803,0.7540983606557375,0.08100958986178441,0.981231991486833,-0.1314212812646448,0.09966406453023513,1.1223054140669204,-0.17351288381819097,0.0,0.0,0.0,0.9705582771598159,1.0012843724265033,1.192365393099131,1.0666511812962312,1.1085545402115893,1.1336857034194712,False,False,False,False
U56,EWall,SPYTR,0.5,0.4259009009009009,0.7499999999999998,0.44415983606557363,0.5922131147540983,0.053031324710953065,0.7367573943105501,-0.14973799161614088,0.07810554401650238,1.1218982250005727,-0.13817608133007586,0.0,0.0,0.0,0.9371970495927597,0.49663534551088817,1.1914657233276007,1.0665866295819622,0.5652632837524568,1.133681852052908,False,False,False,False
U56,EWall,XVOL,0.1,0.08603603603603603,0.7499999999999998,0.689293032786885,0.9190573770491803,0.11308228767169215,1.1224399480440437,-0.1672183800383077,0.12169373972660158,1.122660751768193,-0.20847967455902117,0.0,0.0,0.0,1.2032176768951377,1.035309651476427,1.1932315172547725,1.0666549909101903,1.1389808588885866,1.1336239721791916,False,False,False,False
U56,EWall,XVOL,0.2,0.165990990990991,0.7499999999999998,0.6316598360655735,0.8422131147540983,0.08205946904127259,0.89734803002975,-0.23145602568123758,0.1114248328798686,1.1225031784429482,-0.1923202529508724,0.0,0.0,0.0,1.06261968540884,0.7030794413764869,1.192834557197273,1.0666617269928742,0.8449505492862366,1.1336616718661072,False,False,False,False
