bucket,n,rand_beats,mean_d_random,mean_d_oracle,mean_d_median
grid pos 1 (low edge),10593,0.16614745586708204,-0.04832438035043016,0.03172621937032093,-0.04253827624698511
grid pos 2,10593,0.12819786651562354,-0.027170657213088322,0.05287994250766277,-0.021384553109643278
grid middle,10593,0.2107051826677995,-0.006890465693503589,0.0731601340272475,-0.0011043615900585496
grid pos K-1,10593,0.7070707070707071,0.010445379874914043,0.09049597959566513,0.016231483978359086
grid pos K (high edge),10593,0.86434437836307,0.0651951831290431,0.14524578284979417,0.07098128723248814
ANY edge,21186,0.515245917115076,0.008435401389306475,0.08848600111005755,0.014221505492751516
ANY interior,30578,0.38373994375040876,-0.005844476873368008,0.06950469897687385,-0.0022586455098795814
the TRUE anchor,10593,0.15632965165675447,-0.019844145162838823,0.060206454557912265,-0.014058041059393782
