panel,IS_pick_S,IS_pick_E,IS_pick_N,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,anchor_OOS_Sharpe,raw_OOS_Sharpe,d_vs_anchor,d_vs_raw,expost_best_OOS_Sharpe,expost_best_cell,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,live_OOS_Sharpe,KEEP_4b_full_and_OOS
U56,5,median,5,1.1166674867093402,0.17321852195790388,0.9118306877978433,-0.25853596942497237,1.185677704201696,1.1971310306400553,-0.27384701640385267,-0.28530034284221206,0.9118306877978433,"S=5,median",0.8738401470547136,0.1525745335844091,-0.33717289200673783,1.2768823974588255,False
B136,5,median,5,1.286300011794969,0.146666586832636,0.751259763302416,-0.28123881008744567,1.017953764504917,0.751259763302416,-0.2666940012025011,0.0,0.751259763302416,"S=5,median",0.8738511437360154,0.15257181383948715,-0.3371595330739301,1.1019125044197382,False
SMALL,20,median,25,0.7525902476122454,0.08839994792309702,0.5236178173729514,-0.36865131335747714,0.4439962881147218,0.5236178173729514,0.07962152925822963,0.0,0.5236178173729514,"S=20,median",0.8738401470547136,0.1525745335844091,-0.33717289200673783,0.6473415936678043,False
