ctrl,est,char,n_points,mean,sd,lo,hi,pooled_sign,n_hold_sign,sign_stable,mean_abs_over_sd,size_stable,mean_ex284,n_hold_ex284,mean_t,n_t_gt2
REC,RANKPART,breadth,27,0.06277343826054303,0.08188258751245384,-0.11652145084623268,0.19978306610486768,1,21,False,0.766627437744265,False,0.05208205339011743,18,0.470219121735265,0
REC,RANKPART,disp,27,0.004613599330845081,0.15093567977187983,-0.22123989455799575,0.2641279217909265,1,9,False,0.030566658180610128,False,-0.0269610296160863,6,0.041830095127939386,2
REC,RANKPART,corr,27,-0.2180314565236394,0.10608766356492322,-0.39334636863425326,-0.0031681424943572466,-1,27,True,2.055200851795639,True,-0.21056041861276445,24,-1.6858496383787283,10
REC,RANKPART,evol,27,0.15508973486149247,0.12158643296095725,-0.12588880143555545,0.3630597300818385,1,25,True,1.2755513183884053,True,0.18150063339846198,24,1.1892303594606208,5
REC,OLSZ,breadth,27,0.06017148343622287,0.07782684712691156,-0.11327510682180249,0.19145801442473356,1,21,False,0.7731455873845404,False,0.05176395948150095,18,0.47021912173526514,0
REC,OLSZ,disp,27,-0.01059330546323085,0.22438011616075884,-0.398825613898493,0.41846897612547185,-1,18,False,0.047211426950332785,False,-0.05997963329346181,18,0.041830095127939566,2
REC,OLSZ,corr,27,-0.239570582495343,0.12426400831498054,-0.4842687489726614,-0.0034888556839229104,-1,27,True,1.927916101725022,True,-0.2333338362066587,24,-1.6858496383787283,10
REC,OLSZ,evol,27,0.21894896182232876,0.18231346820850772,-0.17888199240394625,0.574391433464765,1,25,True,1.2009478179194193,True,0.25614812245065277,24,1.1892303594606208,5
PLUSN,RANKPART,breadth,27,0.04512348780783783,0.11805398021793417,-0.1072520122238881,0.31968674055302687,1,13,False,0.38222758541929186,False,0.05341501247061977,13,0.3439299339342657,2
PLUSN,RANKPART,disp,27,0.008765006145277919,0.14779895865351644,-0.21390564785146088,0.26009983982403856,1,9,False,0.059303571724247606,False,-0.021736962564847348,6,0.07204221740747564,0
PLUSN,RANKPART,corr,27,-0.2056303093469619,0.11463892955971233,-0.3802229110704707,0.033068596891182765,-1,24,True,1.793721470853883,True,-0.19542418120707808,21,-1.5740713047779227,9
PLUSN,RANKPART,evol,27,0.15642344306649641,0.12382361540194746,-0.12355624936972757,0.3679952899005612,1,25,True,1.263276335121743,True,0.18264629206598357,24,1.18947772471858,5
PLUSN,OLSZ,breadth,27,0.15944247765067948,0.3621437551593122,-0.2933442205541441,0.9839223743622829,1,13,False,0.4402739944543251,False,0.1850822124962134,13,0.34392993393426396,2
PLUSN,OLSZ,disp,27,-0.0035476351075760053,0.21840096206664922,-0.3862919142938307,0.4112095973717093,-1,18,False,0.016243678938068856,False,-0.05105828589216751,18,0.07204221740747523,0
PLUSN,OLSZ,corr,27,-0.22886792427752664,0.1370809869767128,-0.4865836908693867,0.03664009047888344,-1,24,True,1.669581824038125,True,-0.2197379637368931,21,-1.574071304777923,9
PLUSN,OLSZ,evol,27,0.22101685968567553,0.18283119369709616,-0.17510992486776034,0.567728843049794,1,25,True,1.2088574997319281,True,0.2579575091139767,24,1.1894777247185775,5
MINIMAL,RANKPART,breadth,27,0.00831181698776096,0.03834251919682049,-0.04262336113856568,0.11769697410223143,1,16,False,0.2167780615847017,False,0.01345512402413985,16,0.06260190681326738,0
MINIMAL,RANKPART,disp,27,0.14687068609797502,0.12567196212229692,-0.03524636587572248,0.374152072839794,1,21,False,1.1686830030953816,True,0.12658492987083406,18,1.1391901424135282,5
MINIMAL,RANKPART,corr,27,-0.007562973334238889,0.015820194340907107,-0.04853079491930759,0.0208066097880251,-1,20,False,0.4780581812881345,False,-0.008794529381973353,19,-0.05662656611642919,0
MINIMAL,RANKPART,evol,27,0.2103715878747211,0.09710486747916426,0.006832738878031215,0.4267522177874663,1,27,True,2.1664371038852446,True,0.2132580485737128,24,1.6338702806021028,9
MINIMAL,OLSZ,breadth,27,0.02359263430647542,0.036998154596416206,-0.05646409354362168,0.08362166394353789,1,21,False,0.6376705693521454,False,0.018587450072008405,18,0.3658572985059964,0
MINIMAL,OLSZ,disp,27,0.15118953052766665,0.12808871022864693,-0.039701184529122115,0.38351141886643625,1,21,False,1.1803501671441863,True,0.12977056513493626,18,1.1391901424135282,5
MINIMAL,OLSZ,corr,27,-0.13821021978979814,0.06373154869963055,-0.25203021284818844,-0.028473610087315995,-1,27,True,2.1686311192779684,True,-0.12657096272380788,24,-2.190868058766826,14
MINIMAL,OLSZ,evol,27,0.2119999396752219,0.09447878563301483,0.006760811807466073,0.4121129036104332,1,27,True,2.2438893372179445,True,0.21610867650575183,24,1.6338702806021022,9
