corpus,size,cost,y,raw_slope,raw_t,raw_R2,HIND_slope,HIND_t,HIND_R2,HIND_kept,ctrl_slope_HIND,ctrl_t_HIND,OBS_slope,OBS_t,OBS_R2,OBS_kept,thermometer
B136,20,10,EWall Sharpe,1.4228013522793357,6.061163585438882,0.19886413662243263,0.732443661172895,3.0134930218119766,0.3493461496698065,0.5147898264220203,2.5942111602995253,5.83077068246704,0.9816043187569845,4.138696612417763,0.3084032438225147,0.6899096048682052,False
B136,20,10,CANDg-n10 Sharpe,1.8316506351493662,7.608389238578664,0.2811611311970109,1.4104400006263864,5.277758846872965,0.32895112583757025,0.7700376772513546,1.5828161878881442,3.235564652529406,1.5795374228412518,6.165776648333924,0.311675002569229,0.8623573691019111,False
B136,20,10,premium n10,0.4088492828700299,3.9453894577956587,0.09516701912268655,0.6779963394534905,6.16394141037182,0.2277255193069221,1.6583038490225759,-1.011394972411381,-5.023155424782692,0.5979331040842667,5.684933564962742,0.21176870386877622,1.4624780552063366,False
B136,20,25,EWall Sharpe,1.4810746488604927,6.0999588525038115,0.20090491256441512,0.6886320344948658,2.8156255291650094,0.38576392583453334,0.46495430532464016,2.977823671073264,6.651373305896048,0.9676160895548989,4.030083747043812,0.3392244584698887,0.6533202700480777,False
B136,20,25,CANDg-n10 Sharpe,1.9490420520945384,7.921742071280346,0.29775946461275904,1.4673730266320613,5.4214694874245115,0.35621005753168933,0.7528688388509364,1.8100054182386103,3.653263804435339,1.6603948998666054,6.378040915099889,0.3351699901589851,0.851903065961179,False
B136,20,25,premium n10,0.46796740323404623,4.242941252144018,0.10844743299586412,0.7787409921371949,6.75533118555817,0.2621724691051265,1.6640923849726355,-1.1678182528346535,-5.534183320852589,0.6927788103117061,6.305285046823636,0.2518182821266609,1.480399714860533,False
B136,36,10,EWall Sharpe,1.9807396654367433,8.558537316980905,0.33106909564993736,1.5858980571357044,6.012474475236235,0.36722316205964944,0.8006595136196365,1.7269525275556123,2.898090585798638,1.7272854574569876,7.195050895682839,0.37084631127675116,0.8720406258316282,False
B136,36,10,CANDg-n10 Sharpe,2.60325024714038,10.641665376528591,0.4334820715643548,2.3703567135039925,8.33937680230163,0.4430166532991947,0.9105374007388585,1.018626376017778,1.5863111806216128,2.523626261531828,9.670472345351765,0.4364578366990727,0.9694136260253822,False
B136,36,10,premium n10,0.6225105817036365,3.7192514647891457,0.08547605163726157,0.7844586563682883,4.034850801056874,0.10137432779924216,1.2601531273917392,-0.7083261515378345,-1.6126654251283854,0.7963408040748399,4.5722276385972025,0.13438328212200035,1.2792405904096906,False
B136,36,25,EWall Sharpe,2.0155180884359707,8.586003090764816,0.3324897720173141,1.5224554412906883,5.776297350991109,0.3871733065231623,0.7553667962722697,2.1565502896077775,3.6217470847935354,1.7093226767383451,7.114598698768426,0.38879824752632486,0.8480810400787664,False
B136,36,25,CANDg-n10 Sharpe,2.7427053247084467,10.89760279992434,0.44518949577376166,2.4365289506009042,8.377507822755318,0.46043625149712164,0.8883670180134683,1.3391498059639577,2.038102430657462,2.6409707123784845,9.850699727963015,0.4496841428964231,0.9629072028214417,False
B136,36,25,premium n10,0.7271872362724753,4.138838648143399,0.10373637058407126,0.9140735093102159,4.487087138634524,0.12256595966993022,1.2569988356722406,-0.8174004836438192,-1.7761181371954236,0.9316480356401392,5.132886994139646,0.16391332243030088,1.2811666503055246,False
B136,60,10,EWall Sharpe,2.099904371316459,8.873196842469012,0.34725164022625477,1.570324632553155,5.784193825770526,0.3996793737150748,0.7478076878180395,1.9677965154785075,3.5830063363138516,1.827642388931396,7.0784996796406485,0.3726226687404238,0.870345532823298,False
B136,60,10,CANDg-n10 Sharpe,2.61543173792598,8.889825479460464,0.3481008949531734,2.2588453559271553,6.495396165193182,0.3634612395259902,0.8636606045464619,1.3249929870862969,1.883418011769456,2.473257539723038,7.580091164890725,0.3525716279581549,0.9456402565812384,False
B136,60,10,premium n10,0.515527366609521,2.0625519516050006,0.02794092230552403,0.6885207233740016,2.311727322769242,0.035409694797852054,1.3355658069176994,-0.6428035283922112,-1.0668708185527125,0.6456151507916432,2.3303550620079005,0.03567358594201542,1.2523392405677183,False
B136,60,25,EWall Sharpe,2.1778840089046603,9.08941978204869,0.3582448571975989,1.551880034381381,5.737597675649334,0.4285064100523506,0.712563216423027,2.326086799731556,4.2512031371539685,1.8373250567240507,7.104421796991588,0.3963175743473808,0.8436285170430681,False
B136,60,25,CANDg-n10 Sharpe,2.8026514884680656,9.150781023719249,0.36134440343157026,2.3506612925241663,6.531181801662481,0.38365413063303067,0.8387276485129594,1.6794916185537474,2.3067129427627013,2.613685001821679,7.711598229614871,0.36848396454173915,0.9325758170704,False
B136,60,25,premium n10,0.6247674795634054,2.3965892195125518,0.037358552791527555,0.7987812581427856,2.570703903888224,0.044238317389270865,1.2785256663822884,-0.6465951811778093,-1.0286571495617367,0.7763599450976278,2.689467720322804,0.046917878164671856,1.2426382142043582,False
SMALL484,36,10,EWall Sharpe,0.11392381063095774,0.34896009578604836,0.0008221151142241423,0.23490892983670136,0.7731474968890744,0.14586235921289137,2.061982728067797,4.1754806613165565,4.9961905985086945,0.2790968491775246,0.8024886378302991,0.013060937404141826,2.4498552816287433,False
SMALL484,36,10,CANDg-n10 Sharpe,0.19677871791214885,0.5872891022942998,0.0023250443387999864,0.3282538566839647,1.0636470878803852,0.1646866150895815,1.6681369823260686,4.537515877899565,5.345342888827522,0.466002807681537,1.3180234022729167,0.03314702239495737,2.3681565396191995,False
SMALL484,36,10,premium n10,0.08285490728119109,0.6270832131226394,0.002649941289684099,0.09334492684726334,0.7041955763265493,0.009294610411768045,1.1266071004155669,0.36203521658300786,0.9929401784751406,0.1869059585040126,1.3397325747199178,0.032247126589574626,2.2558224326978658,False
SMALL484,36,25,EWall Sharpe,0.10233721674678034,0.30862055178251624,0.0006431445109839062,0.22405754259969074,0.7248653255470745,0.14297055891397514,2.1894043019959293,4.200854369731855,4.940888764740568,0.2728051607743764,0.7724207011752436,0.013281323375994525,2.665747315069121,False
SMALL484,36,25,CANDg-n10 Sharpe,0.19357407654400635,0.5729125435731228,0.002212854459851976,0.32378753639788527,1.0368770114556012,0.15884871537192224,1.672680258527679,4.493972374721485,5.231993675305315,0.4666528888878788,1.3091137190097037,0.033401186985272724,2.4107199539282926,False
SMALL484,36,25,premium n10,0.09123685979722589,0.6774709556441445,0.003091540412401006,0.09972999379819437,0.7372333721611303,0.007282285111333664,1.0930888461072037,0.29311800498962687,0.7877553903778861,0.19384772811350195,1.3618996942385286,0.030785093611472525,2.124664620684326,False
