rule,claim_set,n,n_mapped,n_measurable,n_recovered,exact,over,under,share_exact,share_over,share_under,median_ratio,p10_ratio,p90_ratio,in_supply,share_in_supply
R_NOUN,C_STRICT,165,148,147,25,5,0,20,0.2,0.0,0.8,0.047619047619047616,0.0071964956195244055,1.0,55,0.3333333333333333
R_NEAREST,C_STRICT,165,148,147,147,55,19,73,0.3741496598639456,0.1292517006802721,0.4965986394557823,1.0,0.16666666666666666,1.2190476190476194,55,0.3333333333333333
R_MAXART,C_STRICT,165,148,147,147,7,2,138,0.047619047619047616,0.013605442176870748,0.9387755102040817,0.02631578947368421,0.0005854207000236089,0.4207547169811328,55,0.3333333333333333
R_NOUN,C_ADJ,107,91,91,12,3,0,9,0.25,0.0,0.75,0.07164115646258504,0.008107116654438739,1.0,35,0.32710280373831774
R_NEAREST,C_ADJ,107,91,91,91,35,15,41,0.38461538461538464,0.16483516483516483,0.45054945054945056,1.0,0.16666666666666666,1.5,35,0.32710280373831774
R_MAXART,C_ADJ,107,91,91,91,4,2,85,0.04395604395604396,0.02197802197802198,0.9340659340659341,0.028925619834710745,0.00042997542997542996,0.5,35,0.32710280373831774
R_NOUN,C_BROAD,196,179,178,32,5,0,27,0.15625,0.0,0.84375,0.05714285714285714,0.0055220540827549585,1.0,65,0.33163265306122447
R_NEAREST,C_BROAD,196,179,178,178,65,20,93,0.3651685393258427,0.11235955056179775,0.5224719101123596,0.9,0.16403508771929823,1.1470238095238103,65,0.33163265306122447
R_MAXART,C_BROAD,196,179,178,178,9,2,167,0.05056179775280899,0.011235955056179775,0.9382022471910112,0.027777777777777776,0.0013333333333333333,0.4075471698113222,65,0.33163265306122447
