panel,k,n,bps,leg,selector,pick,scored_Sharpe,median_Sharpe,edge,percentile,beats_median
B136,20,5,25,IS->OOS,S3 pred sd,366,0.687328930938851,0.6775428426715113,0.009786088267339621,0.52,True
B136,20,5,25,IS->OOS,S4 pred M,253,0.9207685731970796,0.6775428426715113,0.24322573052556828,0.942,True
B136,20,5,25,IS->OOS,S5 pred M+sd,253,0.9207685731970796,0.6775428426715113,0.24322573052556828,0.942,True
B136,20,20,10,IS1->IS2,S1 IS Sharpe,129,1.2975921696609205,1.1056642702937647,0.19192789936715582,0.862,True
B136,20,20,10,IS1->IS2,S2 IS sd,366,1.243082571197859,1.1056642702937647,0.13741830090409435,0.77,True
B136,20,20,10,IS1->IS2,S3 pred sd,366,1.243082571197859,1.1056642702937647,0.13741830090409435,0.77,True
B136,20,20,10,IS1->IS2,S4 pred M,129,1.2975921696609205,1.1056642702937647,0.19192789936715582,0.862,True
B136,20,20,10,IS1->IS2,S5 pred M+sd,129,1.2975921696609205,1.1056642702937647,0.19192789936715582,0.862,True
B136,20,20,10,IS->OOS,S1 IS Sharpe,253,1.3063014902766252,0.9932055370522208,0.3130959532244044,0.992,True
B136,20,20,10,IS->OOS,S2 IS sd,366,1.1386484707104378,0.9932055370522208,0.14544293365821703,0.868,True
B136,20,20,10,IS->OOS,S3 pred sd,366,1.1386484707104378,0.9932055370522208,0.14544293365821703,0.868,True
B136,20,20,10,IS->OOS,S4 pred M,253,1.3063014902766252,0.9932055370522208,0.3130959532244044,0.992,True
B136,20,20,10,IS->OOS,S5 pred M+sd,253,1.3063014902766252,0.9932055370522208,0.3130959532244044,0.992,True
B136,20,20,25,IS1->IS2,S1 IS Sharpe,129,1.2256058796606293,1.0388136451038559,0.1867922345567734,0.854,True
B136,20,20,25,IS1->IS2,S2 IS sd,366,1.1636484443745176,1.0388136451038559,0.12483479927066177,0.756,True
B136,20,20,25,IS1->IS2,S3 pred sd,366,1.1636484443745176,1.0388136451038559,0.12483479927066177,0.756,True
B136,20,20,25,IS1->IS2,S4 pred M,129,1.2256058796606293,1.0388136451038559,0.1867922345567734,0.854,True
B136,20,20,25,IS1->IS2,S5 pred M+sd,129,1.2256058796606293,1.0388136451038559,0.1867922345567734,0.854,True
B136,20,20,25,IS->OOS,S1 IS Sharpe,253,1.2355044614171373,0.9179304579486642,0.3175740034684731,0.992,True
B136,20,20,25,IS->OOS,S2 IS sd,366,1.0746629138482449,0.9179304579486642,0.15673245589958062,0.886,True
B136,20,20,25,IS->OOS,S3 pred sd,366,1.0746629138482449,0.9179304579486642,0.15673245589958062,0.886,True
B136,20,20,25,IS->OOS,S4 pred M,253,1.2355044614171373,0.9179304579486642,0.3175740034684731,0.992,True
B136,20,20,25,IS->OOS,S5 pred M+sd,253,1.2355044614171373,0.9179304579486642,0.3175740034684731,0.992,True
B136,40,5,10,IS1->IS2,S1 IS Sharpe,412,0.9358870283418284,1.0137405593828996,-0.07785353104107129,0.39,False
B136,40,5,10,IS1->IS2,S2 IS sd,347,1.0383098954566812,1.0137405593828996,0.024569336073781534,0.55,True
B136,40,5,10,IS1->IS2,S3 pred sd,254,0.9578451618087162,1.0137405593828996,-0.05589539757418349,0.424,False
B136,40,5,10,IS1->IS2,S4 pred M,471,1.2309332436311744,1.0137405593828996,0.21719268424827476,0.822,True
B136,40,5,10,IS1->IS2,S5 pred M+sd,471,1.2309332436311744,1.0137405593828996,0.21719268424827476,0.822,True
B136,40,5,10,IS->OOS,S1 IS Sharpe,337,1.0290525583730823,0.7577883690630208,0.27126418931006147,0.98,True
B136,40,5,10,IS->OOS,S2 IS sd,224,0.7862054043662465,0.7577883690630208,0.0284170353032257,0.566,True
B136,40,5,10,IS->OOS,S3 pred sd,224,0.7862054043662465,0.7577883690630208,0.0284170353032257,0.566,True
B136,40,5,10,IS->OOS,S4 pred M,337,1.0290525583730823,0.7577883690630208,0.27126418931006147,0.98,True
B136,40,5,10,IS->OOS,S5 pred M+sd,337,1.0290525583730823,0.7577883690630208,0.27126418931006147,0.98,True
B136,40,5,25,IS1->IS2,S1 IS Sharpe,412,0.7725314043203575,0.8533099523427699,-0.08077854802241236,0.398,False
B136,40,5,25,IS1->IS2,S2 IS sd,347,0.8960380041538873,0.8533099523427699,0.042728051811117496,0.578,True
B136,40,5,25,IS1->IS2,S3 pred sd,254,0.8024700215043239,0.8533099523427699,-0.05083993083844596,0.438,False
B136,40,5,25,IS1->IS2,S4 pred M,471,1.07457781356743,0.8533099523427699,0.22126786122466013,0.82,True
B136,40,5,25,IS1->IS2,S5 pred M+sd,471,1.07457781356743,0.8533099523427699,0.22126786122466013,0.82,True
B136,40,5,25,IS->OOS,S1 IS Sharpe,337,0.8963095871143534,0.6111067648228166,0.2852028222915368,0.98,True
B136,40,5,25,IS->OOS,S2 IS sd,224,0.650033303134926,0.6111067648228166,0.03892653831210946,0.604,True
B136,40,5,25,IS->OOS,S3 pred sd,224,0.650033303134926,0.6111067648228166,0.03892653831210946,0.604,True
B136,40,5,25,IS->OOS,S4 pred M,337,0.8963095871143534,0.6111067648228166,0.2852028222915368,0.98,True
B136,40,5,25,IS->OOS,S5 pred M+sd,337,0.8963095871143534,0.6111067648228166,0.2852028222915368,0.98,True
B136,40,20,10,IS1->IS2,S1 IS Sharpe,234,1.2897123344410764,1.1673754619906314,0.122336872450445,0.826,True
B136,40,20,10,IS1->IS2,S2 IS sd,347,1.1637570786560543,1.1673754619906314,-0.003618383334577091,0.484,False
B136,40,20,10,IS1->IS2,S3 pred sd,347,1.1637570786560543,1.1673754619906314,-0.003618383334577091,0.484,False
B136,40,20,10,IS1->IS2,S4 pred M,234,1.2897123344410764,1.1673754619906314,0.122336872450445,0.826,True
B136,40,20,10,IS1->IS2,S5 pred M+sd,234,1.2897123344410764,1.1673754619906314,0.122336872450445,0.826,True
B136,40,20,10,IS->OOS,S1 IS Sharpe,337,1.2483999636504244,1.0123067395381686,0.23609322411225575,0.99,True
B136,40,20,10,IS->OOS,S2 IS sd,224,1.1956703249556344,1.0123067395381686,0.18336358541746578,0.968,True
B136,40,20,10,IS->OOS,S3 pred sd,224,1.1956703249556344,1.0123067395381686,0.18336358541746578,0.968,True
B136,40,20,10,IS->OOS,S4 pred M,214,1.0989762928451188,1.0123067395381686,0.08666955330695014,0.79,True
B136,40,20,10,IS->OOS,S5 pred M+sd,214,1.0989762928451188,1.0123067395381686,0.08666955330695014,0.79,True
B136,40,20,25,IS1->IS2,S1 IS Sharpe,234,1.1867431604433891,1.0455153595091824,0.14122780093420673,0.848,True
B136,40,20,25,IS1->IS2,S2 IS sd,347,1.0485217186631164,1.0455153595091824,0.0030063591539339907,0.514,True
B136,40,20,25,IS1->IS2,S3 pred sd,347,1.0485217186631164,1.0455153595091824,0.0030063591539339907,0.514,True
B136,40,20,25,IS1->IS2,S4 pred M,234,1.1867431604433891,1.0455153595091824,0.14122780093420673,0.848,True
B136,40,20,25,IS1->IS2,S5 pred M+sd,234,1.1867431604433891,1.0455153595091824,0.14122780093420673,0.848,True
B136,40,20,25,IS->OOS,S1 IS Sharpe,337,1.1505377569488533,0.9028789839889071,0.2476587729599462,0.99,True
B136,40,20,25,IS->OOS,S2 IS sd,224,1.0957016822889332,0.9028789839889071,0.19282269830002607,0.974,True
B136,40,20,25,IS->OOS,S3 pred sd,224,1.0957016822889332,0.9028789839889071,0.19282269830002607,0.974,True
B136,40,20,25,IS->OOS,S4 pred M,214,0.9925414396801193,0.9028789839889071,0.08966245569121223,0.788,True
B136,40,20,25,IS->OOS,S5 pred M+sd,214,0.9925414396801193,0.9028789839889071,0.08966245569121223,0.788,True
B136,80,5,10,IS1->IS2,S1 IS Sharpe,140,0.9323094862506334,1.082362555713167,-0.15005306946253372,0.242,False
B136,80,5,10,IS1->IS2,S2 IS sd,288,1.2587829906633294,1.082362555713167,0.17642043495016235,0.846,True
B136,80,5,10,IS1->IS2,S3 pred sd,288,1.2587829906633294,1.082362555713167,0.17642043495016235,0.846,True
B136,80,5,10,IS1->IS2,S4 pred M,327,0.9943687709670764,1.082362555713167,-0.08799378474609065,0.316,False
B136,80,5,10,IS1->IS2,S5 pred M+sd,327,0.9943687709670764,1.082362555713167,-0.08799378474609065,0.316,False
B136,80,5,10,IS->OOS,S1 IS Sharpe,19,0.7603925810876668,0.7778172836188533,-0.017424702531186442,0.44,False
B136,80,5,10,IS->OOS,S2 IS sd,279,0.8376252047804966,0.7778172836188533,0.05980792116164335,0.708,True
B136,80,5,10,IS->OOS,S3 pred sd,391,0.7001697524913328,0.7778172836188533,-0.07764753112752043,0.252,False
B136,80,5,10,IS->OOS,S4 pred M,398,0.9527984029572437,0.7778172836188533,0.17498111933839045,0.946,True
B136,80,5,10,IS->OOS,S5 pred M+sd,398,0.9527984029572437,0.7778172836188533,0.17498111933839045,0.946,True
B136,80,5,25,IS1->IS2,S1 IS Sharpe,140,0.7642801121167275,0.903242187804115,-0.1389620756873875,0.256,False
B136,80,5,25,IS1->IS2,S2 IS sd,288,1.0712230066576685,0.903242187804115,0.16798081885355343,0.826,True
B136,80,5,25,IS1->IS2,S3 pred sd,288,1.0712230066576685,0.903242187804115,0.16798081885355343,0.826,True
B136,80,5,25,IS1->IS2,S4 pred M,327,0.8240444276008658,0.903242187804115,-0.0791977602032492,0.338,False
B136,80,5,25,IS1->IS2,S5 pred M+sd,327,0.8240444276008658,0.903242187804115,-0.0791977602032492,0.338,False
B136,80,5,25,IS->OOS,S1 IS Sharpe,19,0.6090626758307737,0.6207410075469917,-0.011678331716218016,0.448,False
B136,80,5,25,IS->OOS,S2 IS sd,279,0.6802711738627147,0.6207410075469917,0.059530166315723054,0.688,True
B136,80,5,25,IS->OOS,S3 pred sd,391,0.5466796661474671,0.6207410075469917,-0.07406134139952458,0.25,False
B136,80,5,25,IS->OOS,S4 pred M,398,0.8079811536774246,0.6207410075469917,0.18724014613043294,0.948,True
B136,80,5,25,IS->OOS,S5 pred M+sd,398,0.8079811536774246,0.6207410075469917,0.18724014613043294,0.948,True
B136,80,20,10,IS1->IS2,S1 IS Sharpe,120,1.2726386756876626,1.1881629751978613,0.08447570048980135,0.758,True
B136,80,20,10,IS1->IS2,S2 IS sd,288,1.3195106300170318,1.1881629751978613,0.13134765481917055,0.858,True
B136,80,20,10,IS1->IS2,S3 pred sd,288,1.3195106300170318,1.1881629751978613,0.13134765481917055,0.858,True
B136,80,20,10,IS1->IS2,S4 pred M,120,1.2726386756876626,1.1881629751978613,0.08447570048980135,0.758,True
B136,80,20,10,IS1->IS2,S5 pred M+sd,120,1.2726386756876626,1.1881629751978613,0.08447570048980135,0.758,True
B136,80,20,10,IS->OOS,S1 IS Sharpe,401,1.035353016216233,0.9343351558022515,0.10101786041398153,0.95,True
B136,80,20,10,IS->OOS,S2 IS sd,279,1.0346434935509412,0.9343351558022515,0.10030833774868975,0.946,True
B136,80,20,10,IS->OOS,S3 pred sd,391,0.9652196067257337,0.9343351558022515,0.030884450923482243,0.694,True
B136,80,20,10,IS->OOS,S4 pred M,142,1.0534844563239547,0.9343351558022515,0.11914930052170325,0.97,True
B136,80,20,10,IS->OOS,S5 pred M+sd,142,1.0534844563239547,0.9343351558022515,0.11914930052170325,0.97,True
B136,80,20,25,IS1->IS2,S1 IS Sharpe,120,1.1295154803548997,1.0407213167326237,0.08879416362227599,0.762,True
B136,80,20,25,IS1->IS2,S2 IS sd,288,1.1690401253728586,1.0407213167326237,0.12831880864023493,0.852,True
B136,80,20,25,IS1->IS2,S3 pred sd,288,1.1690401253728586,1.0407213167326237,0.12831880864023493,0.852,True
B136,80,20,25,IS1->IS2,S4 pred M,120,1.1295154803548997,1.0407213167326237,0.08879416362227599,0.762,True
B136,80,20,25,IS1->IS2,S5 pred M+sd,120,1.1295154803548997,1.0407213167326237,0.08879416362227599,0.762,True
B136,80,20,25,IS->OOS,S1 IS Sharpe,142,0.9258211969078687,0.8013508426820342,0.12447035422583452,0.974,True
B136,80,20,25,IS->OOS,S2 IS sd,279,0.906642574915532,0.8013508426820342,0.10529173223349786,0.952,True
B136,80,20,25,IS->OOS,S3 pred sd,391,0.8364452956853243,0.8013508426820342,0.03509445300329017,0.704,True
B136,80,20,25,IS->OOS,S4 pred M,142,0.9258211969078687,0.8013508426820342,0.12447035422583452,0.974,True
B136,80,20,25,IS->OOS,S5 pred M+sd,142,0.9258211969078687,0.8013508426820342,0.12447035422583452,0.974,True
SMALL439,20,5,10,IS1->IS2,S1 IS Sharpe,10,0.2534251087857164,0.05533468636643521,0.19809042241928118,0.676,True
SMALL439,20,5,10,IS1->IS2,S2 IS sd,172,-0.5183635452049428,0.05533468636643521,-0.573698231571378,0.09,False
SMALL439,20,5,10,IS1->IS2,S3 pred sd,359,0.1177277895651626,0.05533468636643521,0.06239310319872739,0.568,True
SMALL439,20,5,10,IS1->IS2,S4 pred M,243,-0.3454450588493168,0.05533468636643521,-0.400779745215752,0.184,False
SMALL439,20,5,10,IS1->IS2,S5 pred M+sd,10,0.2534251087857164,0.05533468636643521,0.19809042241928118,0.676,True
SMALL439,20,5,10,IS->OOS,S1 IS Sharpe,163,0.26411909742156225,0.20443421011169383,0.05968488730986843,0.59,True
SMALL439,20,5,10,IS->OOS,S2 IS sd,172,0.06955487875296046,0.20443421011169383,-0.13487933135873337,0.27,False
SMALL439,20,5,10,IS->OOS,S3 pred sd,172,0.06955487875296046,0.20443421011169383,-0.13487933135873337,0.27,False
SMALL439,20,5,10,IS->OOS,S4 pred M,331,0.41041560361323637,0.20443421011169383,0.20598139350154254,0.8,True
SMALL439,20,5,10,IS->OOS,S5 pred M+sd,331,0.41041560361323637,0.20443421011169383,0.20598139350154254,0.8,True
SMALL439,20,5,25,IS1->IS2,S1 IS Sharpe,10,0.14026149510119376,-0.059518110892273504,0.19977960599346728,0.67,True
SMALL439,20,5,25,IS1->IS2,S2 IS sd,172,-0.5963741286345431,-0.059518110892273504,-0.5368560177422695,0.096,False
SMALL439,20,5,25,IS1->IS2,S3 pred sd,359,0.02855109356697458,-0.059518110892273504,0.08806920445924808,0.582,True
SMALL439,20,5,25,IS1->IS2,S4 pred M,243,-0.451057072632112,-0.059518110892273504,-0.3915389617398385,0.186,False
SMALL439,20,5,25,IS1->IS2,S5 pred M+sd,10,0.14026149510119376,-0.059518110892273504,0.19977960599346728,0.67,True
SMALL439,20,5,25,IS->OOS,S1 IS Sharpe,163,0.14375283826627133,0.08857120321114742,0.05518163505512391,0.58,True
SMALL439,20,5,25,IS->OOS,S2 IS sd,172,-0.03237053333434487,0.08857120321114742,-0.12094173654549228,0.286,False
SMALL439,20,5,25,IS->OOS,S3 pred sd,172,-0.03237053333434487,0.08857120321114742,-0.12094173654549228,0.286,False
SMALL439,20,5,25,IS->OOS,S4 pred M,331,0.29807888070200395,0.08857120321114742,0.20950767749085653,0.798,True
SMALL439,20,5,25,IS->OOS,S5 pred M+sd,331,0.29807888070200395,0.08857120321114742,0.20950767749085653,0.798,True
SMALL439,20,20,10,IS1->IS2,S1 IS Sharpe,10,0.148876018347992,0.024010510575613486,0.12486550777237851,0.636,True
SMALL439,20,20,10,IS1->IS2,S2 IS sd,172,-0.445082229106182,0.024010510575613486,-0.4690927396817955,0.118,False
SMALL439,20,20,10,IS1->IS2,S3 pred sd,359,0.0036842222896758432,0.024010510575613486,-0.020326288285937643,0.464,False
SMALL439,20,20,10,IS1->IS2,S4 pred M,10,0.148876018347992,0.024010510575613486,0.12486550777237851,0.636,True
SMALL439,20,20,10,IS1->IS2,S5 pred M+sd,10,0.148876018347992,0.024010510575613486,0.12486550777237851,0.636,True
SMALL439,20,20,10,IS->OOS,S1 IS Sharpe,10,0.1534956008653876,0.16759449967084922,-0.014098898805461613,0.474,False
SMALL439,20,20,10,IS->OOS,S2 IS sd,172,-0.01974260109269074,0.16759449967084922,-0.18733710076353996,0.198,False
SMALL439,20,20,10,IS->OOS,S3 pred sd,172,-0.01974260109269074,0.16759449967084922,-0.18733710076353996,0.198,False
SMALL439,20,20,10,IS->OOS,S4 pred M,331,0.20334357449349214,0.16759449967084922,0.03574907482264292,0.578,True
SMALL439,20,20,10,IS->OOS,S5 pred M+sd,331,0.20334357449349214,0.16759449967084922,0.03574907482264292,0.578,True
SMALL439,20,20,25,IS1->IS2,S1 IS Sharpe,10,0.06679208872149525,-0.06212266370049349,0.12891475242198874,0.642,True
SMALL439,20,20,25,IS1->IS2,S2 IS sd,172,-0.5165888484708597,-0.06212266370049349,-0.45446618477036627,0.124,False
SMALL439,20,20,25,IS1->IS2,S3 pred sd,359,-0.07723470189367072,-0.06212266370049349,-0.015112038193177232,0.468,False
SMALL439,20,20,25,IS1->IS2,S4 pred M,10,0.06679208872149525,-0.06212266370049349,0.12891475242198874,0.642,True
SMALL439,20,20,25,IS1->IS2,S5 pred M+sd,10,0.06679208872149525,-0.06212266370049349,0.12891475242198874,0.642,True
SMALL439,20,20,25,IS->OOS,S1 IS Sharpe,10,0.06377445575505108,0.07933583485787132,-0.015561379102820239,0.474,False
SMALL439,20,20,25,IS->OOS,S2 IS sd,172,-0.10174656723326725,0.07933583485787132,-0.18108240209113857,0.204,False
SMALL439,20,20,25,IS->OOS,S3 pred sd,172,-0.10174656723326725,0.07933583485787132,-0.18108240209113857,0.204,False
SMALL439,20,20,25,IS->OOS,S4 pred M,331,0.11347259464980856,0.07933583485787132,0.03413675979193724,0.564,True
SMALL439,20,20,25,IS->OOS,S5 pred M+sd,331,0.11347259464980856,0.07933583485787132,0.03413675979193724,0.564,True
SMALL439,40,5,10,IS1->IS2,S1 IS Sharpe,381,-0.6239724715216918,0.05600645408193862,-0.6799789256036304,0.056,False
SMALL439,40,5,10,IS1->IS2,S2 IS sd,442,-0.09868053656720904,0.05600645408193862,-0.15468699064914765,0.33,False
SMALL439,40,5,10,IS1->IS2,S3 pred sd,442,-0.09868053656720904,0.05600645408193862,-0.15468699064914765,0.33,False
SMALL439,40,5,10,IS1->IS2,S4 pred M,86,-0.1900734820854499,0.05600645408193862,-0.24607993616738855,0.256,False
SMALL439,40,5,10,IS1->IS2,S5 pred M+sd,86,-0.1900734820854499,0.05600645408193862,-0.24607993616738855,0.256,False
SMALL439,40,5,10,IS->OOS,S1 IS Sharpe,497,0.6424276454989526,0.2769266648624489,0.3655009806365037,0.95,True
SMALL439,40,5,10,IS->OOS,S2 IS sd,442,0.4523197407359945,0.2769266648624489,0.17539307587354563,0.772,True
SMALL439,40,5,10,IS->OOS,S3 pred sd,442,0.4523197407359945,0.2769266648624489,0.17539307587354563,0.772,True
SMALL439,40,5,10,IS->OOS,S4 pred M,86,0.045975627571514986,0.2769266648624489,-0.23095103729093389,0.174,False
SMALL439,40,5,10,IS->OOS,S5 pred M+sd,86,0.045975627571514986,0.2769266648624489,-0.23095103729093389,0.174,False
SMALL439,40,5,25,IS1->IS2,S1 IS Sharpe,381,-0.7703279513342822,-0.08070796462527474,-0.6896199867090075,0.058,False
SMALL439,40,5,25,IS1->IS2,S2 IS sd,442,-0.22710721607334333,-0.08070796462527474,-0.1463992514480686,0.342,False
SMALL439,40,5,25,IS1->IS2,S3 pred sd,442,-0.22710721607334333,-0.08070796462527474,-0.1463992514480686,0.342,False
SMALL439,40,5,25,IS1->IS2,S4 pred M,86,-0.336450691571813,-0.08070796462527474,-0.25574272694653827,0.254,False
SMALL439,40,5,25,IS1->IS2,S5 pred M+sd,86,-0.336450691571813,-0.08070796462527474,-0.25574272694653827,0.254,False
SMALL439,40,5,25,IS->OOS,S1 IS Sharpe,497,0.5077388170598133,0.13567901553247283,0.3720598015273404,0.952,True
SMALL439,40,5,25,IS->OOS,S2 IS sd,442,0.3081072657205239,0.13567901553247283,0.17242825018805105,0.766,True
SMALL439,40,5,25,IS->OOS,S3 pred sd,442,0.3081072657205239,0.13567901553247283,0.17242825018805105,0.766,True
SMALL439,40,5,25,IS->OOS,S4 pred M,86,-0.1012000640931092,0.13567901553247283,-0.23687907962558202,0.162,False
SMALL439,40,5,25,IS->OOS,S5 pred M+sd,86,-0.1012000640931092,0.13567901553247283,-0.23687907962558202,0.162,False
SMALL439,40,20,10,IS1->IS2,S1 IS Sharpe,381,-0.37080906987619283,0.04387734688023051,-0.41468641675642337,0.104,False
SMALL439,40,20,10,IS1->IS2,S2 IS sd,442,-0.17378936437416753,0.04387734688023051,-0.21766671125439804,0.228,False
SMALL439,40,20,10,IS1->IS2,S3 pred sd,442,-0.17378936437416753,0.04387734688023051,-0.21766671125439804,0.228,False
SMALL439,40,20,10,IS1->IS2,S4 pred M,13,0.17714243398579324,0.04387734688023051,0.13326508710556273,0.674,True
SMALL439,40,20,10,IS1->IS2,S5 pred M+sd,13,0.17714243398579324,0.04387734688023051,0.13326508710556273,0.674,True
SMALL439,40,20,10,IS->OOS,S1 IS Sharpe,497,0.2026226212752943,0.18290309352069095,0.01971952775460334,0.552,True
SMALL439,40,20,10,IS->OOS,S2 IS sd,442,0.32900340659237987,0.18290309352069095,0.14610031307168891,0.806,True
SMALL439,40,20,10,IS->OOS,S3 pred sd,442,0.32900340659237987,0.18290309352069095,0.14610031307168891,0.806,True
SMALL439,40,20,10,IS->OOS,S4 pred M,497,0.2026226212752943,0.18290309352069095,0.01971952775460334,0.552,True
SMALL439,40,20,10,IS->OOS,S5 pred M+sd,497,0.2026226212752943,0.18290309352069095,0.01971952775460334,0.552,True
SMALL439,40,20,25,IS1->IS2,S1 IS Sharpe,381,-0.4662557279259071,-0.05159255451273989,-0.41466317341316716,0.106,False
SMALL439,40,20,25,IS1->IS2,S2 IS sd,442,-0.2673687276771589,-0.05159255451273989,-0.21577617316441902,0.232,False
SMALL439,40,20,25,IS1->IS2,S3 pred sd,442,-0.2673687276771589,-0.05159255451273989,-0.21577617316441902,0.232,False
SMALL439,40,20,25,IS1->IS2,S4 pred M,13,0.06632530801649464,-0.05159255451273989,0.11791786252923453,0.664,True
SMALL439,40,20,25,IS1->IS2,S5 pred M+sd,13,0.06632530801649464,-0.05159255451273989,0.11791786252923453,0.664,True
SMALL439,40,20,25,IS->OOS,S1 IS Sharpe,497,0.09749218360797454,0.07966849351635137,0.01782369009162317,0.552,True
SMALL439,40,20,25,IS->OOS,S2 IS sd,442,0.22395817223584064,0.07966849351635137,0.14428967871948928,0.8,True
SMALL439,40,20,25,IS->OOS,S3 pred sd,442,0.22395817223584064,0.07966849351635137,0.14428967871948928,0.8,True
SMALL439,40,20,25,IS->OOS,S4 pred M,497,0.09749218360797454,0.07966849351635137,0.01782369009162317,0.552,True
SMALL439,40,20,25,IS->OOS,S5 pred M+sd,497,0.09749218360797454,0.07966849351635137,0.01782369009162317,0.552,True
SMALL439,80,5,10,IS1->IS2,S1 IS Sharpe,92,-0.27183254606549534,0.027986779138125945,-0.2998193252036213,0.21,False
SMALL439,80,5,10,IS1->IS2,S2 IS sd,285,0.4413281402188706,0.027986779138125945,0.4133413610807447,0.858,True
SMALL439,80,5,10,IS1->IS2,S3 pred sd,88,-0.618886862027463,0.027986779138125945,-0.646873641165589,0.04,False
SMALL439,80,5,10,IS1->IS2,S4 pred M,14,0.14893457878584054,0.027986779138125945,0.1209477996477146,0.612,True
SMALL439,80,5,10,IS1->IS2,S5 pred M+sd,14,0.14893457878584054,0.027986779138125945,0.1209477996477146,0.612,True
SMALL439,80,5,10,IS->OOS,S1 IS Sharpe,423,0.09175904974572369,0.34710871526884485,-0.25534966552312116,0.118,False
SMALL439,80,5,10,IS->OOS,S2 IS sd,95,0.5606581984095304,0.34710871526884485,0.2135494831406855,0.818,True
SMALL439,80,5,10,IS->OOS,S3 pred sd,18,0.09618460505941415,0.34710871526884485,-0.25092411020943073,0.12,False
SMALL439,80,5,10,IS->OOS,S4 pred M,14,0.119346488546408,0.34710871526884485,-0.22776222672243684,0.142,False
SMALL439,80,5,10,IS->OOS,S5 pred M+sd,14,0.119346488546408,0.34710871526884485,-0.22776222672243684,0.142,False
SMALL439,80,5,25,IS1->IS2,S1 IS Sharpe,92,-0.4315927580552607,-0.13899610555653896,-0.29259665249872174,0.21,False
SMALL439,80,5,25,IS1->IS2,S2 IS sd,285,0.2685980571357763,-0.13899610555653896,0.40759416269231524,0.848,True
SMALL439,80,5,25,IS1->IS2,S3 pred sd,88,-0.8101527512699178,-0.13899610555653896,-0.6711566457133789,0.038,False
SMALL439,80,5,25,IS1->IS2,S4 pred M,388,0.09681908673613973,-0.13899610555653896,0.2358151922926787,0.728,True
SMALL439,80,5,25,IS1->IS2,S5 pred M+sd,14,-0.009264529203853265,-0.13899610555653896,0.1297315763526857,0.612,True
SMALL439,80,5,25,IS->OOS,S1 IS Sharpe,423,-0.058976611865518155,0.19437873584685333,-0.2533553477123715,0.122,False
SMALL439,80,5,25,IS->OOS,S2 IS sd,95,0.4101517315116578,0.19437873584685333,0.21577299566480446,0.82,True
SMALL439,80,5,25,IS->OOS,S3 pred sd,18,-0.056426962389783376,0.19437873584685333,-0.25080569823663673,0.126,False
SMALL439,80,5,25,IS->OOS,S4 pred M,14,-0.027213542553210842,0.19437873584685333,-0.22159227840006418,0.15,False
SMALL439,80,5,25,IS->OOS,S5 pred M+sd,14,-0.027213542553210842,0.19437873584685333,-0.22159227840006418,0.15,False
SMALL439,80,20,10,IS1->IS2,S1 IS Sharpe,92,0.08635436806390179,0.08464705041921809,0.0017073176446836952,0.502,True
SMALL439,80,20,10,IS1->IS2,S2 IS sd,285,0.5079199771616352,0.08464705041921809,0.42327292674241707,0.942,True
SMALL439,80,20,10,IS1->IS2,S3 pred sd,327,0.15640535128217092,0.08464705041921809,0.07175830086295283,0.6,True
