panel,gross,cadence,cost_bps,chooser,pick,abstain,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,d_OOS_MaxDD_pp,d_OOS_CAGR_pp,d_OOS_Sharpe,deeper_than_live,L4_DD,L4_DD_oos,pass4a,pass4b,pass4b_oos,live_OOS_MaxDD,live_OOS_CAGR,live_L4_DD_oos,TO
b136,0.25,M,0.0,C_SHARPE,20,False,1.268682016681984,-0.043972933922750146,0.053377579917456286,1.029015871617734,-0.09297769168828574,0.0,0.0,0.0,False,True,True,False,False,False,-0.09297769168828574,0.053377579917456286,True,2.1215239646607618
b136,0.25,M,0.0,C_CALMAR,20,False,1.268682016681984,-0.043972933922750146,0.053377579917456286,1.029015871617734,-0.09297769168828574,0.0,0.0,0.0,False,True,True,False,False,False,-0.09297769168828574,0.053377579917456286,True,2.1215239646607618
b136,0.25,M,0.0,C_DDB060,20,False,1.268682016681984,-0.043972933922750146,0.053377579917456286,1.029015871617734,-0.09297769168828574,0.0,0.0,0.0,False,True,True,False,False,False,-0.09297769168828574,0.053377579917456286,True,2.1215239646607618
b136,0.25,M,0.0,C_LIVE,20,False,1.268682016681984,-0.043972933922750146,0.053377579917456286,1.029015871617734,-0.09297769168828574,0.0,0.0,0.0,False,True,True,False,False,False,-0.09297769168828574,0.053377579917456286,True,2.1215239646607618
b136,0.25,M,10.0,C_SHARPE,20,False,1.2237308970320857,-0.04459285011771663,0.051061468495944506,0.9867566615553967,-0.09313861688952418,0.0,0.0,0.0,False,True,True,False,False,False,-0.09313861688952418,0.051061468495944506,True,2.1215239646607618
b136,0.25,M,10.0,C_CALMAR,20,False,1.2237308970320857,-0.04459285011771663,0.051061468495944506,0.9867566615553967,-0.09313861688952418,0.0,0.0,0.0,False,True,True,False,False,False,-0.09313861688952418,0.051061468495944506,True,2.1215239646607618
b136,0.25,M,10.0,C_DDB060,20,False,1.2237308970320857,-0.04459285011771663,0.051061468495944506,0.9867566615553967,-0.09313861688952418,0.0,0.0,0.0,False,True,True,False,False,False,-0.09313861688952418,0.051061468495944506,True,2.1215239646607618
b136,0.25,M,10.0,C_LIVE,20,False,1.2237308970320857,-0.04459285011771663,0.051061468495944506,0.9867566615553967,-0.09313861688952418,0.0,0.0,0.0,False,True,True,False,False,False,-0.09313861688952418,0.051061468495944506,True,2.1215239646607618
b136,0.25,M,25.0,C_SHARPE,20,False,1.1558901128100214,-0.045522223907496384,0.04759599721958896,0.9230669829444934,-0.09338000469138141,0.0,0.0,0.0,False,True,True,False,False,False,-0.09338000469138141,0.04759599721958896,True,2.1215239646607618
b136,0.25,M,25.0,C_CALMAR,20,False,1.1558901128100214,-0.045522223907496384,0.04759599721958896,0.9230669829444934,-0.09338000469138141,0.0,0.0,0.0,False,True,True,False,False,False,-0.09338000469138141,0.04759599721958896,True,2.1215239646607618
