panel,fam,th,frac,meanExp,turn,CAGR,Sharpe,MaxDD,H1,H2,oCAGR,oSharpe,oMaxDD,keep4a,keep4b,o_keep4a,o_keep4b,legs
U56,STOP,0.05,1.0,0.7503303576852957,2.871270351412812,0.1580277627432507,1.1536628182453899,-0.19127562163086176,1.2066818207823393,1.1203431790756466,0.17323365236641464,1.1856777042016957,-0.19127562163086187,False,True,False,True,-
U56,STOP,0.05,0.75,0.6996554392650104,3.267349450521382,0.1425639810231083,1.16018794436959,-0.16538160500050125,1.18660571108488,1.1449725515590032,0.15895057354858633,1.2205232110758448,-0.16538160500050159,False,True,False,True,-
U56,STOP,0.05,0.5,0.6297301689024781,3.771690228074919,0.11849061205166778,1.0986571421030906,-0.1392849707308178,1.1264292672680163,1.0771297427393198,0.13205462686619507,1.1723252478579524,-0.1392849707308178,False,True,False,True,-
U56,STOP,0.05,0.25,0.39987148947134926,3.702871003093136,0.055866718725609,0.727195306915649,-0.11718552097539259,0.9410581941221905,0.5265943961332199,0.05394558657917092,0.6817266537360602,-0.11718552097539325,False,False,False,False,H1H2CAGR
U56,STOP,0.05,0.0,0.043702385847996524,0.24114075804513602,0.01054103935684192,0.36520070576060504,-0.06614646811065195,0.5166085172661938,,0.0,,0.0,False,False,False,False,H1H2CAGR
U56,STOP,0.075,1.0,0.7503303576852957,2.871270351412812,0.1580277627432507,1.1536628182453899,-0.19127562163086176,1.2066818207823393,1.1203431790756466,0.17323365236641464,1.1856777042016957,-0.19127562163086187,False,True,False,True,-
U56,STOP,0.075,0.75,0.719668629973493,3.072185030736769,0.14840789639045138,1.1552965101031758,-0.1768508518739652,1.1973787910201037,1.1291387295373183,0.16418669534328556,1.200573894729005,-0.1768508518739651,False,True,False,True,-
U56,STOP,0.075,0.5,0.6773434365394218,3.1953391016297146,0.13794459969977102,1.1438735316953657,-0.1726731638688841,1.189394846919213,1.1125391841262562,0.15231915940550422,1.1918489892846154,-0.17267316386888398,False,True,False,True,-
U56,STOP,0.075,0.25,0.5503779343642268,3.299179366603995,0.10245417014005898,1.0055078642225268,-0.18527240214453344,1.1563885199628763,0.853790610534661,0.09798720252434556,0.9777705378852198,-0.18527240214453355,False,False,False,False,CAGR
U56,STOP,0.075,0.0,0.045391123487443154,0.24799010801524698,0.00946441983429347,0.3173014381022557,-0.0839286868887944,0.4488216637324803,,0.0,,0.0,False,False,False,False,H1H2CAGR
U56,STOP,0.1,1.0,0.7503303576852957,2.871270351412812,0.1580277627432507,1.1536628182453899,-0.19127562163086176,1.2066818207823393,1.1203431790756466,0.17323365236641464,1.1856777042016957,-0.19127562163086187,False,True,False,True,-
U56,STOP,0.1,0.75,0.7338313720855241,3.0767313775920804,0.1469427618641148,1.1142435833916093,-0.18301245725829185,1.159823212512468,1.0833982434096991,0.16115581150544123,1.1552014388455325,-0.18301245725829185,False,True,False,True,-
U56,STOP,0.1,0.5,0.6920986707142421,3.1743251815361133,0.13377595693822175,1.0682046402448442,-0.17267316386888387,1.1290279491686712,1.0213514949818252,0.14486314255728572,1.1026690473544098,-0.17267316386888365,False,True,False,True,-
U56,STOP,0.1,0.25,0.6033568322511408,3.2076058526983733,0.09030421452094473,0.8054441513857618,-0.20360870968394473,1.0004783693064212,0.62216950763894,0.0832142439660648,0.7438717499573746,-0.20360870968394507,False,False,False,False,H2DDCAGR
U56,STOP,0.1,0.0,0.06259865016950039,0.29058293624336873,0.009610392254791877,0.2473037179444629,-0.12902279266160366,0.34978271976886455,,0.0,,0.0,False,False,False,False,H1H2CAGR
