book,arm,stateful,sd_raw,sd_floored,blocks_defined,range_raw,range_floored
TOP20,abs12-dg,False,0.02087117774841807,0.0,12,0.050000000000000044,0.0
TOP20,abs12-rw,False,0.05343326338867613,0.03754886845893333,12,0.17500000000000002,0.13333333333333333
TOP20,band3-dg,False,0.0,0.0,12,0.0,0.0
TOP20,band3-rw,False,0.0,0.0,12,0.0,0.0
TOP20,ddctl-8/.5/high,True,0.0,0.0,12,0.0,0.0
TOP20,ddctl-8/.5/recover,True,0.0,0.0,12,0.0,0.0
TOP20,ebud-0.10,True,0.03370999312316209,0.007596714068284542,12,0.125,0.02631578947368418
TOP20,ebud-0.20,True,0.08416254115301731,,0,0.3,
TOP20,g200-dg,False,0.0,0.0,12,0.0,0.0
TOP20,g200-rw,False,0.0,0.0,12,0.0,0.0
TOP20,stop15,True,0.04438126822992973,0.03468927763026404,12,0.15,0.09935897435897437
TOP20,stop25,True,0.0,0.0,12,0.0,0.0
TOP20,v1gate-dg,False,0.0,0.0,12,0.0,0.0
TOP20,v1gate-rw,False,0.0,0.0,12,0.0,0.0
TOP20,vol60-dg,False,0.0,0.0,12,0.0,0.0
TOP20,vol60-rw,False,0.0,0.0,12,0.0,0.0
TOPALL,abs12-dg,False,0.0,0.0,12,0.0,0.0
TOPALL,abs12-rw,False,0.028867513459481266,0.02890948542913861,12,0.09999999999999998,0.09999999999999998
TOPALL,band3-dg,False,0.0,0.0,12,0.0,0.0
TOPALL,band3-rw,False,0.0,0.0,12,0.0,0.0
TOPALL,ddctl-8/.5/high,True,0.0,0.0,12,0.0,0.0
TOPALL,ddctl-8/.5/recover,True,0.0,0.0,12,0.0,0.0
TOPALL,ebud-0.10,True,0.0808337238353579,,0,0.25,
TOPALL,ebud-0.20,True,0.07646919562011803,,0,0.25,
TOPALL,g200-dg,False,0.0,0.0,12,0.0,0.0
TOPALL,g200-rw,False,0.0,0.0,12,0.0,0.0
TOPALL,stop15,True,0.0737265627884961,0.059293706445319394,12,0.27499999999999997,0.21999999999999997
TOPALL,stop25,True,0.0,0.0,12,0.0,0.0
TOPALL,v1gate-dg,False,0.0,0.0,12,0.0,0.0
TOPALL,v1gate-rw,False,0.007216878364870328,0.007216878364870328,12,0.025000000000000022,0.025000000000000022
TOPALL,vol60-dg,False,0.0,0.0,12,0.0,0.0
TOPALL,vol60-rw,False,0.0,0.0,12,0.0,0.0
