set,book,panel,freq,rung,half,n_half,book_H,spy_H,margin,est,se_COMP,se_PAIRED,se_BOOK,rho_boot,ratio_PAIRED_COMP,leg_pass,m_in_SE_COMP,req_y_COMP_k1,req_y_fit_COMP_k1,req_y_COMP_k2,req_y_fit_COMP_k2,m_in_SE_PAIRED,req_y_PAIRED_k1,req_y_fit_PAIRED_k1,req_y_PAIRED_k2,req_y_fit_PAIRED_k2
SHELF,u56-v2band-gross100,U56,W,0.0,H1,2222,1.2578040616370465,0.9588437985274028,0.29896026310964374,BLOCK21,0.304047945611133,0.19340895156636342,0.3205667570786526,0.809505276315007,0.6361133313287599,True,0.9832668413816673,9.120123646834143,9.120532350617326,36.48049458733657,36.54934445314095,1.5457416044523826,8.817460317460318,8.817460317460318,14.761473542235514,14.771576729588393
SHELF,u56-v2band-gross100,U56,W,0.0,H1,2222,1.2578040616370465,0.9588437985274028,0.29896026310964374,BLOCK5,0.31098061382716596,0.21314242720827858,0.32279908072323216,0.7744167272785165,0.6853881487504458,True,0.961346945169377,9.540765303345438,9.511137580070328,38.16306121338175,36.01980172672986,1.4026314095480654,8.817460317460318,8.817460317460318,17.927361881471693,17.43247422203452
SHELF,u56-v2band-gross100,U56,W,0.0,H1,2222,1.2578040616370465,0.9588437985274028,0.29896026310964374,IID,0.33954689916159514,0.22825338697322103,0.3431237248707682,0.7764640955561409,0.6722293372044373,True,0.8804682470899678,11.37407577293597,11.405586973988886,45.49630309174388,46.31480522428955,1.3097736120109278,8.817460317460318,8.817460317460318,20.559428217515972,20.74943357147747
SHELF,u56-v2band-gross100,U56,W,0.0,H2,2223,1.200023833969201,0.8206599173434318,0.3793639166257693,BLOCK21,0.306670037849375,0.15980509206448074,0.3165640668364428,0.8689761617008691,0.5210978326580802,True,1.237042651072743,8.821428571428571,8.821428571428571,23.058421094602007,23.08785799625152,2.373916323471704,8.821428571428571,8.821428571428571,8.821428571428571,8.821428571428571
SHELF,u56-v2band-gross100,U56,W,0.0,H2,2223,1.200023833969201,0.8206599173434318,0.3793639166257693,BLOCK5,0.3395483936318774,0.19701195760469714,0.3549175050035468,0.8399428774309698,0.5802176105073504,True,1.1172602307671584,8.821428571428571,8.821428571428571,28.26768433216139,26.998426413646243,1.9255882802147464,8.821428571428571,8.821428571428571,9.516385908286232,9.487959901466445
SHELF,u56-v2band-gross100,U56,W,0.0,H2,2223,1.200023833969201,0.8206599173434318,0.3793639166257693,IID,0.3372435823105228,0.20504712908439113,0.3474623258133032,0.8210441071624901,0.6080089876865039,True,1.124895880973247,8.821428571428571,8.821428571428571,27.885231878025227,28.236161599486792,1.8501303496409096,8.821428571428571,8.821428571428571,10.308471117657051,10.325935947457468
SHELF,u56-v2band-gross100,U56,W,10.0,H1,2222,1.2327298000774998,0.9588437985274028,0.273886001550097,BLOCK21,0.304047945611133,0.1936670630117885,0.32073976572743707,0.8091252431871262,0.6369622482484459,True,0.9007987243577298,10.866457576864867,10.869472770745967,43.46583030745947,43.55799519697348,1.4142105389052428,8.817460317460318,8.817460317460318,17.634996039071776,17.65123411257259
SHELF,u56-v2band-gross100,U56,W,10.0,H1,2222,1.2327298000774998,0.9588437985274028,0.273886001550097,BLOCK5,0.31098061382716596,0.21308829378385186,0.32264998522945,0.774410013444786,0.6852140754416292,True,0.8807172838828948,11.367644281403551,11.254289957086819,45.470577125614206,42.62132572646446,1.285316976764176,8.817460317460318,8.817460317460318,21.34926939901998,20.617345157609837
SHELF,u56-v2band-gross100,U56,W,10.0,H1,2222,1.2327298000774998,0.9588437985274028,0.273886001550097,IID,0.33954689916159514,0.22804869220365326,0.34299806675203176,0.7767794051550159,0.6716264903809994,True,0.8066220078179858,13.551999583422194,13.615440476238472,54.20799833368878,55.288384117187945,1.200997904892653,8.817460317460318,8.817460317460318,24.452260033414642,24.724786133274794
SHELF,u56-v2band-gross100,U56,W,10.0,H2,2223,1.1752128489278042,0.8206599173434318,0.3545529315843724,BLOCK21,0.306670037849375,0.16006693442133033,0.3163918690864632,0.868455836976838,0.5219516570443353,True,1.156138154450275,8.821428571428571,8.821428571428571,26.398511865005755,26.436960972724787,2.215029186797027,8.821428571428571,8.821428571428571,8.821428571428571,8.821428571428571
