corpus,dial,arm,score,n,mean_d,median_d,t,wins,losses,ties,sign_p,agree_share,off_n,off_mean_d
A,GROSS,CONST-INC,OOS_Sharpe,53,0.0005796682045082517,0.000638435405026061,4.2414978784415895,39,14,0,0.0008023308868949641,0.0,53,0.0005796682045082517
A,GROSS,CONST-INC,OOS_margin,53,0.06757329464871514,0.1183434429167953,2.3808815921026056,33,20,0,0.09837064844049181,0.0,53,0.06757329464871514
A,GROSS,SEL-4B,OOS_Sharpe,53,4.846750464608974e-05,0.0,0.3772860452052306,22,12,19,0.12144948495551944,0.3584905660377358,34,7.555228665419872e-05
A,GROSS,SEL-4B,OOS_margin,53,0.10599827202374604,0.06984083864224055,6.004932260732119,29,5,19,3.8558151572942734e-05,0.3584905660377358,34,0.16523260050760408
A,GROSS,RANDOM,OOS_Sharpe,53,0.0007389395835810915,0.00046883885395698766,3.0748307233125454,32,15,6,0.01862383661500644,0.11320754716981132,47,0.0008332722963786777
A,GROSS,RANDOM,OOS_margin,53,-0.10921303078658999,-0.06844556456583939,-2.878024610990403,16,31,6,0.03998605682605216,0.11320754716981132,47,-0.12315511982317591
A,GROSS,ORACLE,OOS_Sharpe,53,0.0020220577649805575,0.0012298533863068783,7.192609251832701,43,0,10,2.2737367544323206e-13,0.18867924528301888,43,0.002492303756836501
A,GROSS,ORACLE,OOS_margin,53,-0.34288186778532365,-0.41710547533175596,-7.442685563630218,4,39,10,3.1081526685738936e-08,0.18867924528301888,43,-0.4226218370377245
A,GROSS,MODE-GLOBAL,OOS_Sharpe,53,-5.7075566925405714e-05,0.0,-1.0633866969310128,1,2,50,1.0,0.9433962264150944,3,-0.0010083350156821675
A,GROSS,MODE-GLOBAL,OOS_margin,53,-0.005477965366214249,0.0,-1.0738204899135493,1,2,50,1.0,0.9433962264150944,3,-0.09677738813645172
A,GROSS,MODE-LOO,OOS_Sharpe,53,-5.7075566925405714e-05,0.0,-1.0633866969310128,1,2,50,1.0,0.9433962264150944,3,-0.0010083350156821675
A,GROSS,MODE-LOO,OOS_margin,53,-0.005477965366214249,0.0,-1.0738204899135493,1,2,50,1.0,0.9433962264150944,3,-0.09677738813645172
A,GROSS,MODE-XCORPUS,OOS_Sharpe,53,-5.7075566925405714e-05,0.0,-1.0633866969310128,1,2,50,1.0,0.9433962264150944,3,-0.0010083350156821675
A,GROSS,MODE-XCORPUS,OOS_margin,53,-0.005477965366214249,0.0,-1.0738204899135493,1,2,50,1.0,0.9433962264150944,3,-0.09677738813645172
A,N,CONST-INC,OOS_Sharpe,53,0.02152851876388876,0.0,1.4725692699513038,21,20,12,1.0,0.22641509433962265,41,0.027829548646002532
A,N,CONST-INC,OOS_margin,53,0.011170949752258236,0.0,0.6108194246118979,24,17,12,0.34888887944907765,0.22641509433962265,41,0.014440496021211866
A,N,SEL-4B,OOS_Sharpe,53,0.025750607759010186,0.0048250325178799125,1.4818111604824828,27,16,10,0.12628947438543037,0.18867924528301888,43,0.031739121191338135
A,N,SEL-4B,OOS_margin,53,0.07104934898426585,0.06535547374269009,4.462901945216138,34,9,10,0.00017015517460094998,0.18867924528301888,43,0.0875724533992114
A,N,RANDOM,OOS_Sharpe,53,-0.03780354479886329,-0.014410274530278988,-1.897652197627708,20,28,5,0.31232680747326924,0.09433962264150944,48,-0.041741414048744874
A,N,RANDOM,OOS_margin,53,-0.08200925386303232,-0.062476475354862476,-3.0097967473904483,17,31,5,0.05946337525377032,0.09433962264150944,48,-0.09055188447376483
A,N,ORACLE,OOS_Sharpe,53,0.11152318344789282,0.09074816140185993,7.58919557836161,43,0,10,2.2737367544323206e-13,0.18867924528301888,43,0.13745880750554232
A,N,ORACLE,OOS_margin,53,0.04316626828104889,0.017827981917160993,1.4639738106728022,28,15,10,0.0659940344557981,0.18867924528301888,43,0.053204935323153305
A,N,MODE-GLOBAL,OOS_Sharpe,53,0.02152851876388876,0.0,1.4725692699513038,21,20,12,1.0,0.22641509433962265,41,0.027829548646002532
A,N,MODE-GLOBAL,OOS_margin,53,0.011170949752258236,0.0,0.6108194246118979,24,17,12,0.34888887944907765,0.22641509433962265,41,0.014440496021211866
A,N,MODE-LOO,OOS_Sharpe,53,0.02152851876388876,0.0,1.4725692699513038,21,20,12,1.0,0.22641509433962265,41,0.027829548646002532
A,N,MODE-LOO,OOS_margin,53,0.011170949752258236,0.0,0.6108194246118979,24,17,12,0.34888887944907765,0.22641509433962265,41,0.014440496021211866
A,N,MODE-XCORPUS,OOS_Sharpe,53,-0.00888692428601077,0.0,-0.570497354064641,19,25,9,0.4513808323961257,0.16981132075471697,44,-0.010704704253603882
A,N,MODE-XCORPUS,OOS_margin,53,0.04800616834193541,0.007581289306721133,2.9276289257323955,30,14,9,0.022628841205914796,0.16981132075471697,44,0.057825611866422204
A,BAND,CONST-INC,OOS_Sharpe,53,-0.008526665053000933,-0.001251049537828397,-1.082417785826526,23,27,3,0.6718110337653656,0.05660377358490566,50,-0.009038264956180988
A,BAND,CONST-INC,OOS_margin,53,-0.027300060813426293,-0.000554621620004192,-2.4360907851958697,22,28,3,0.47988766169832786,0.05660377358490566,50,-0.02893806446223187
A,BAND,SEL-4B,OOS_Sharpe,53,-0.0025873226649018722,0.0,-0.7760343621491369,7,11,35,0.480682373046875,0.660377358490566,18,-0.007618227846655513
A,BAND,SEL-4B,OOS_margin,53,8.91849208208559e-05,0.0,0.04333967956949491,11,7,35,0.480682373046875,0.660377358490566,18,0.00026260004463918643
A,BAND,RANDOM,OOS_Sharpe,53,-0.0062769502068246,0.0,-0.906017452179644,22,25,6,0.7708669945730264,0.11320754716981132,47,-0.007078262999185187
A,BAND,RANDOM,OOS_margin,53,-0.020300981917510716,0.0,-2.2066336771318356,22,25,6,0.7708669945730264,0.11320754716981132,47,-0.02289259663038443
A,BAND,ORACLE,OOS_Sharpe,53,0.023970097726990845,0.009524663048486315,5.692665795281493,31,0,22,9.313225746154785e-10,0.41509433962264153,31,0.04098113482356499
A,BAND,ORACLE,OOS_margin,53,0.014105370701972644,0.0,4.128540784496195,24,7,22,0.003326892852783203,0.41509433962264153,31,0.024115633780791946
A,BAND,MODE-GLOBAL,OOS_Sharpe,53,0.0005037875854642523,0.0,0.16166241611282137,8,2,43,0.109375,0.8113207547169812,10,0.0026700742029605374
A,BAND,MODE-GLOBAL,OOS_margin,53,0.0028825246318858193,0.0,1.0441800012495592,5,5,43,1.0,0.8113207547169812,10,0.015277380548994843
A,BAND,MODE-LOO,OOS_Sharpe,53,0.0005037875854642523,0.0,0.16166241611282137,8,2,43,0.109375,0.8113207547169812,10,0.0026700742029605374
A,BAND,MODE-LOO,OOS_margin,53,0.0028825246318858193,0.0,1.0441800012495592,5,5,43,1.0,0.8113207547169812,10,0.015277380548994843
A,BAND,MODE-XCORPUS,OOS_Sharpe,53,0.0005037875854642523,0.0,0.16166241611282137,8,2,43,0.109375,0.8113207547169812,10,0.0026700742029605374
A,BAND,MODE-XCORPUS,OOS_margin,53,0.0028825246318858193,0.0,1.0441800012495592,5,5,43,1.0,0.8113207547169812,10,0.015277380548994843
A,CADENCE,CONST-INC,OOS_Sharpe,53,-0.06419037083323248,-0.10018858009246889,-4.5431117516507085,11,40,2,5.703811637403078e-05,0.03773584905660377,51,-0.06670764027767297
A,CADENCE,CONST-INC,OOS_margin,53,0.0472562322656734,0.0,2.0222171347013536,26,25,2,1.0,0.03773584905660377,51,0.04910941784471943
A,CADENCE,SEL-4B,OOS_Sharpe,53,-0.01828950338611775,0.0,-1.6616603255977118,4,10,39,0.1795654296875,0.7358490566037735,14,-0.06923883424744577
A,CADENCE,SEL-4B,OOS_margin,53,0.0316603997032169,0.0,2.231488031617337,11,3,39,0.057373046875,0.7358490566037735,14,0.11985722744789258
A,CADENCE,RANDOM,OOS_Sharpe,53,-0.08570702040512915,-0.09926769029409044,-4.942038665656207,6,32,15,2.4342560209333897e-05,0.2830188679245283,38,-0.11953873898610116
A,CADENCE,RANDOM,OOS_margin,53,-0.024520424005136352,0.0,-1.0123757003461558,14,24,15,0.14330665429588407,0.2830188679245283,38,-0.03419953874400596
A,CADENCE,ORACLE,OOS_Sharpe,53,0.031457796511595706,0.0,3.255611424775453,13,0,40,0.000244140625,0.7547169811320755,13,0.1282510165472748
A,CADENCE,ORACLE,OOS_margin,53,0.035639811156783364,0.0,2.5292705358444,10,3,40,0.09228515625,0.7547169811320755,13,0.14530076856227064
A,CADENCE,MODE-GLOBAL,OOS_Sharpe,53,0.026083724940281605,0.0,2.887937977385498,9,0,44,0.00390625,0.8301886792452831,9,0.15360415798165836
A,CADENCE,MODE-GLOBAL,OOS_margin,53,0.034288603315265224,0.0,2.476119241209614,9,0,44,0.00390625,0.8301886792452831,9,0.20192177507878412
A,CADENCE,MODE-LOO,OOS_Sharpe,53,0.026083724940281605,0.0,2.887937977385498,9,0,44,0.00390625,0.8301886792452831,9,0.15360415798165836
A,CADENCE,MODE-LOO,OOS_margin,53,0.034288603315265224,0.0,2.476119241209614,9,0,44,0.00390625,0.8301886792452831,9,0.20192177507878412
A,CADENCE,MODE-XCORPUS,OOS_Sharpe,53,0.026083724940281605,0.0,2.887937977385498,9,0,44,0.00390625,0.8301886792452831,9,0.15360415798165836
A,CADENCE,MODE-XCORPUS,OOS_margin,53,0.034288603315265224,0.0,2.476119241209614,9,0,44,0.00390625,0.8301886792452831,9,0.20192177507878412
A,SLEEVE,CONST-INC,OOS_Sharpe,53,-0.18012681473660275,-0.17196539027423086,-37.72615110067599,0,53,0,2.220446049250313e-16,0.0,53,-0.18012681473660275
A,SLEEVE,CONST-INC,OOS_margin,53,0.03044369883634199,0.050541542535385064,2.657733729183626,39,14,0,0.0008023308868949641,0.0,53,0.03044369883634199
A,SLEEVE,SEL-4B,OOS_Sharpe,53,-0.15178639356737858,-0.15418950413320132,-17.289007418341114,0,52,1,4.440892098500626e-16,0.018867924528301886,52,-0.15470536267444354
A,SLEEVE,SEL-4B,OOS_margin,53,0.05416849402410431,0.07381124159958072,5.2415013459186115,47,5,1,1.2848229147266466e-09,0.018867924528301886,52,0.05521019583226017
A,SLEEVE,RANDOM,OOS_Sharpe,53,-0.1038864837962877,-0.10499089840454934,-11.434214169795384,0,47,6,1.4210854715202004e-14,0.11320754716981132,47,-0.1171485881107074
A,SLEEVE,RANDOM,OOS_margin,53,0.04607368543145185,0.04717996398515463,7.182809551184937,44,3,6,2.4647306418046355e-10,0.11320754716981132,47,0.0519554325078074
A,SLEEVE,ORACLE,OOS_Sharpe,53,0.0,0.0,,0,0,53,1.0,1.0,0,
A,SLEEVE,ORACLE,OOS_margin,53,0.0,0.0,,0,0,53,1.0,1.0,0,
A,SLEEVE,MODE-GLOBAL,OOS_Sharpe,53,0.0,0.0,,0,0,53,1.0,1.0,0,
A,SLEEVE,MODE-GLOBAL,OOS_margin,53,0.0,0.0,,0,0,53,1.0,1.0,0,
A,SLEEVE,MODE-LOO,OOS_Sharpe,53,0.0,0.0,,0,0,53,1.0,1.0,0,
A,SLEEVE,MODE-LOO,OOS_margin,53,0.0,0.0,,0,0,53,1.0,1.0,0,
