family,prior,n,med_IS,med_OOS,pos_IS,pos_OOS,rho_IS_OOS,rho_rate_IS,rho_rate_OOS,sign_agree
BREADTH-HI,False,432,0.02963154448337984,-0.008530308726080318,0.7962962962962963,0.4212962962962963,-0.038361652457985715,-0.09358306259944625,0.39752147183254094,0.4861111111111111
BREADTH-LO,True,432,0.01768161672751275,0.10779119454031434,0.7407407407407407,0.9837962962962963,0.29118091315408906,0.07449808287888114,0.3683380607697281,0.7430555555555556
CORR-HI,True,432,0.01633119834795281,0.06393248711674449,0.7013888888888888,0.8263888888888888,0.2625870218449911,0.0046379414047004715,0.17173647218549146,0.625
CORR-LO,False,432,0.039612346065166996,0.01601548433010893,0.8773148148148148,0.6990740740740741,0.31610861945681346,0.2917999745183446,-0.1328672774474961,0.6689814814814815
DISP-HI,True,432,0.0072651946671113965,0.04948614326958804,0.5787037037037037,0.7916666666666666,-0.295079146490816,0.030651361687398942,0.20659123169832067,0.4305555555555556
DISP-LO,False,432,-0.02114092366575806,-0.019104149057394187,0.3888888888888889,0.22916666666666666,-0.1629106319121167,-0.5401116171537076,-0.04461825016045385,0.48842592592592593
VOL20-HI,True,432,-0.008085060513113917,0.045033369845246016,0.4097222222222222,0.7569444444444444,-0.3108533722471983,0.07108616830665737,0.19435140711313476,0.3611111111111111
VOL20-LO,False,432,0.008972663736208846,-0.02002615589158787,0.5856481481481481,0.3773148148148148,0.07834273136513481,-0.24584687884973797,-0.2717883267447856,0.5277777777777778
