panel,n,cash_exposure,matched_gross,matched_exposure,cash_CAGR,cash_Sharpe,cash_MaxDD,cash_oos_Sharpe,cash_oos_CAGR,cash_turnover,cash_pass4a,cash_pass4b,cash_fail4b,m_CAGR,m_Sharpe,m_MaxDD,m_oos_Sharpe,m_pass4b,d_cagr_cash_minus_matched,d_mdd_cash_minus_matched,d_sharpe_cash_minus_matched,d_oos_sharpe_cash_minus_matched,d_cagr_spread_minus_cash,d_mdd_spread_minus_cash
U56,5,0.7503709529845911,0.7498681281284827,0.750371231718285,0.17793757695658097,0.9845779852208087,-0.2585359705801561,0.8979211902800313,0.17000779023074886,2.994541240112701,False,False,DD,0.22837046755556245,1.1105379135608464,-0.2705533157504387,1.0186712989513533,False,-0.050432890598981484,0.012017345170282634,-0.12595992834003766,-0.12075010867132208,0.0,0.0
U56,10,0.7482192347849125,0.7478029069537775,0.7482230342793984,0.16939036695882503,1.1008296166648723,-0.20771054445737935,1.0873301702649396,0.17488834371985074,2.8363180074716747,False,False,DD,0.18445665601121242,1.1317131639464306,-0.20407207844775022,1.1162709460870588,False,-0.015066289052387383,-0.0036384660096291377,-0.030883547281558288,-0.02894077582211918,0.000503566552775947,2.220446049250313e-16
U56,12,0.7470435840743083,0.7466604575618785,0.747048903384648,0.17416029117216292,1.1602291493321657,-0.20169231264867693,1.1575957285359215,0.18374020550637726,2.8335932639080395,False,True,NONE,0.1712391562152522,1.0838818863284145,-0.21684370861582247,1.0851905539724922,False,0.0029211349569107092,0.015151395967145542,0.07634726300375116,0.07240517456342932,0.001975948314824949,-1.1102230246251565e-16
U56,15,0.7452566205742258,0.7449027664886985,0.7452641080408743,0.16822013289475923,1.16200232490044,-0.20144579389406259,1.1778776448109503,0.18458148856198853,2.8275546155284994,False,True,NONE,0.16251807009902786,1.0952363715955398,-0.21449505307171213,1.1159825043304559,False,0.005702062795731377,0.013049259177649541,0.06676595330490032,0.06189514048049438,0.0024366104640176633,-3.3306690738754696e-16
U56,20,0.742147130426715,0.7418197755654512,0.7421582182595043,0.1540682734279457,1.1423962715758311,-0.19104401517865188,1.163182346196058,0.16654250096157686,2.617082386392583,False,True,NONE,0.15765094036075933,1.1531097588601433,-0.19860830694386677,1.1462934470569106,True,-0.0035826669328136163,0.007564291765214892,-0.010713487284312206,0.016888899139147373,0.0030784531211727195,-0.00023160312599834754
U56,25,0.7410724895890952,0.7407723788204534,0.7410839550296648,0.14336184642941596,1.1118454421953343,-0.22009770047640753,1.1234993150100878,0.15509126397970752,2.470712413280469,False,False,DD,0.14784714356884066,1.1331900842420886,-0.18862550340605821,1.1220066646251141,True,-0.004485297139424693,-0.03147219707034932,-0.021344642046754236,0.0014926503849737038,0.0028801684378834125,-0.009638564398652738
U56,30,0.7359081250962294,0.7356380471505536,0.7359242057806588,0.14215767282595992,1.1464246778106475,-0.21581711330282438,1.1679638190922865,0.1555592622699784,2.3242705772330647,False,False,DD,0.13889921109166936,1.1171679087829387,-0.18710760802741933,1.06737591275644,True,0.003258461734290563,-0.028709505275405056,0.029256769027708796,0.10058790633584658,0.0031801712483150446,-0.004922243141402327
U56,40,0.7221370241298896,0.7218867822038065,0.722166231744816,0.12902644358552862,1.1375337444023723,-0.2245551801328194,1.1289201752687632,0.13696854231539746,1.9104681826130636,False,False,DD,0.13380854300064193,1.139522221613892,-0.20181009323543608,1.133057499649436,True,-0.004782099415113317,-0.022745086897383304,-0.0019884772115197347,-0.004137324380672824,0.004927036861226197,4.440892098500626e-16
B136,5,0.7503847411022025,0.7498724884570334,0.750385016513591,0.1872779889378513,0.9689798274656515,-0.2812388100874458,0.7546439359925252,0.14711932339670653,3.2574108677158113,False,False,"H2,OOS,DD",0.23769545040958695,1.0917594495082665,-0.2898917718832612,0.9853433131156191,False,-0.05041746147173565,0.008652961795815428,-0.12277962204261506,-0.23069937712309385,0.0,0.0
B136,10,0.7495610230044635,0.7491168115003948,0.7495626626001151,0.18514185073053047,1.0666650462253842,-0.20203288162979294,0.923328087444519,0.16758519661253235,3.1908573655202286,False,True,NONE,0.20449837575165364,1.0995576348863387,-0.24896495296735743,0.9676499834467016,False,-0.019356525021123172,0.046932071337564496,-0.03289258866095457,-0.044321896002182615,0.00016040041293186036,0.0
B136,12,0.7490113011931825,0.7485990048079596,0.7490137134180027,0.17704553759035058,1.0591669180763013,-0.2117059535427822,0.9494391541160966,0.1669573047598567,3.1521469698108997,False,False,DD,0.19233813300714475,1.085814545547151,-0.24715201304010292,0.9546852215930822,False,-0.015292595416794175,0.035446059497320714,-0.02664762747084981,-0.005246067476985639,0.000526393713610851,0.0
B136,15,0.7484494210723364,0.748052940410764,0.7484526364837384,0.16776916279084686,1.0655409164312148,-0.19659728035297674,1.0417461458452122,0.1748426052153591,3.0874541800200785,False,True,NONE,0.18666685156187768,1.1043567164153723,-0.2512396300012616,1.0587384617828568,False,-0.01889768877103082,0.05464234964828485,-0.038815799984157406,-0.01699231593764461,0.0008886167454587035,0.0
B136,20,0.7478346339637726,0.7474787236549484,0.7478383687788571,0.16057035163976074,1.0701905509835499,-0.18779421949330677,1.019043417681243,0.16035311625427906,3.0225427205109203,False,True,NONE,0.1676108937926295,1.0666475213222781,-0.24257840925289176,1.0563060765494239,False,-0.007040542152868756,0.05478418975958499,0.003543029661271735,-0.03726265886818081,0.0012777447959655408,-0.019608803185187984
B136,25,0.746889840652758,0.7465576027154149,0.74689460070469,0.1623605600229896,1.1033903377117817,-0.19127099622989785,1.0621308094656459,0.1637801246388506,3.001681665069151,False,True,NONE,0.16161697080934023,1.0668491928792085,-0.2408819855380906,1.0551963946197718,False,0.0007435892136493649,0.04961098930819274,0.0365411448325732,0.006934414845874093,0.0013422635662385662,-0.024875998629121043
B136,30,0.7458422035841608,0.7455267416391352,0.7458480770356689,0.1589901702373271,1.1108621735820312,-0.21858393772425033,1.0741150037845264,0.16249062748985965,2.9413354606573683,False,False,DD,0.15657941912705375,1.0658241419174463,-0.23709230321242658,1.0765088139346324,False,0.0024107511102733348,0.01850836548817625,0.045038031664584866,-0.0023938101501059794,0.0008902691765282356,-0.024959642770119417
B136,40,0.7437262251618308,0.7434398951532242,0.7437340442215938,0.15280366430635417,1.1090830144985928,-0.23169297902611274,1.0662712211521579,0.15470972817465345,2.8346874677638962,False,False,DD,0.14948073675658025,1.0720936804526897,-0.2242101966651433,1.0840172536139052,False,0.003322927549773924,-0.007482782360969442,0.0369893340459031,-0.01774603246174733,0.000368820451574825,-0.022138904210339594
SMALL663,5,0.7499197943066988,0.7499780334117383,0.7499197947625608,0.037697701421296026,0.27327412662646716,-0.5069846791498915,0.1972593474555165,0.01736033526257086,4.274843621099314,False,False,"H1,H2,OOS,DD,CAGR",0.07078131575029833,0.37468558292002313,-0.5796023262863783,0.4572561141931193,False,-0.03308361432900231,0.07261764713648677,-0.10141145629355597,-0.2599967667376028,0.0,0.0
