panel,book,gross,inst,cad,cost_bps,CAGR,Sharpe,MaxDD,Calmar,turnover_yr,turn_risk_yr,turn_sweep_yr,IS_Sharpe,IS_Calmar,IS_CAGR,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,base_Sharpe,base_MaxDD,base_CAGR,base_turn,base_OOS_Sharpe,base_OOS_CAGR,spy_CAGR,spy_Sharpe,spy_MaxDD,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,spy_IS_Sharpe,H1,H2,pass4a,pass4b,L_H1,L_H2,L_OOS,L_DD,L_CAGR,m_DD,m_CAGR
U56,CAP2,0.75,SHY,W,0.0,0.12014999456189335,1.3078729412435246,-0.14765004422980466,0.8137484495086921,3.5063829420832255,2.7216558372613546,0.8024199963434087,1.2287390131430878,1.188426875003423,0.10626275308642685,0.13168913356431755,1.3693466954314062,-0.14765004422980466,1.2051536091601132,-0.12054950773958328,0.08650071953758953,1.7732585915909447,1.2839355379722956,0.0951245058604564,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,-0.33717256724185274,0.8986391921544028,1.3431232040383605,1.2841509485625666,False,True,True,True,True,True,True,0.05465349611530704,0.013534212471448648
U56,CAP2,0.75,SHY,W,10.0,0.1162295339930286,1.2686753146710161,-0.14809080759214666,0.7848531308785457,3.5063829420832255,2.7216558372613546,0.8024199963434087,1.1871870518343108,1.105836634098696,0.10237759674066704,0.12773946456006358,1.3318413815124672,-0.14809080759214643,1.2051536091601132,-0.12054950773958328,0.08650071953758953,1.7732585915909447,1.2839355379722956,0.0951245058604564,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,-0.33717256724185274,0.8986391921544028,1.3027641647438848,1.2457435666979828,False,True,True,True,True,True,True,0.05421273275296504,0.0096137519025839
U56,CAP2,0.75,SHY,W,25.0,0.11037345513700925,1.209765685566478,-0.14875179387181792,0.7419974728648989,3.5063829420832255,2.7216558372613546,0.8024199963434087,1.1247495290849978,0.9835023596828143,0.09657432667716592,0.12183969460699817,1.275468963789105,-0.14875179387181803,1.2051536091601132,-0.12054950773958328,0.08650071953758953,1.7732585915909447,1.2839355379722956,0.0951245058604564,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,-0.33717256724185274,0.8986391921544028,1.2421037770489964,1.1880255426552884,False,True,True,True,True,True,True,0.053551746473293776,0.003757673046564547
U56,CAP2,0.75,SHY,W,50.0,0.10067860481310942,1.1113398889510813,-0.14985301432639242,0.6718490466519611,3.5063829420832255,2.7216558372613546,0.8024199963434087,1.0204653620097097,0.7785733423801019,0.08696709885997245,0.11207234887057682,1.181260845927782,-0.14985301432639275,1.2051536091601132,-0.12054950773958328,0.08650071953758953,1.7732585915909447,1.2839355379722956,0.0951245058604564,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,-0.33717256724185274,0.8986391921544028,1.140744704022228,1.0915969990562207,False,False,True,True,True,True,False,0.05245052601871927,-0.0059371772773352816
U56,CAP2,0.75,SHY,M,0.0,0.11965802172020834,1.3027805082039143,-0.14772366711589624,0.810012532564135,3.3435152568816817,2.7217066418752203,0.6289821264409664,1.225708952595769,1.1784206152281076,0.10600101560323827,0.1310037606237282,1.3627014572399183,-0.14772366711589624,1.2051536091601132,-0.12054950773958328,0.08650071953758953,1.7732585915909447,1.2839355379722956,0.0951245058604564,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,-0.33717256724185274,0.8986391921544028,1.340283797320579,1.2770840826040966,False,True,True,True,True,True,True,0.05457987322921545,0.013042239629763641
U56,CAP2,0.75,SHY,M,10.0,0.11592150685900116,1.2654804208898958,-0.14816838844518843,0.7823632832578437,3.3435152568816817,2.7217066418752203,0.6289821264409664,1.187058831223002,1.100376940135727,0.1023868353735935,0.1271649018454768,1.3263460208691342,-0.1481683884451882,1.2051536091601132,-0.12054950773958328,0.08650071953758953,1.7732585915909447,1.2839355379722956,0.0951245058604564,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,-0.33717256724185274,0.8986391921544028,1.3026301420212345,1.2398792440723454,False,True,True,True,True,True,True,0.05413515189992327,0.009305724768556456
U56,CAP2,0.75,SHY,M,25.0,0.11033923092786768,1.2094366748560603,-0.14883531435672204,0.7413511464316284,3.3435152568816817,2.7217066418752203,0.6289821264409664,1.1290047468227187,0.9866690167485438,0.09698685842538013,0.1214301333030754,1.271710052283611,-0.1488353143567217,1.2051536091601132,-0.12054950773958328,0.08650071953758953,1.7732585915909447,1.2839355379722956,0.0951245058604564,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,-0.33717256724185274,0.8986391921544028,1.2460605145455426,1.183975169931372,False,True,True,True,True,True,True,0.053468225988389656,0.0037234488374229824
U56,CAP2,0.75,SHY,M,50.0,0.10109511904350343,1.1158243441530238,-0.14994644134686508,0.6742081915078209,3.3435152568816817,2.7217066418752203,0.6289821264409664,1.0320867043677129,0.7952084128114202,0.08804339327349608,0.11193457583907551,1.1804157467499095,-0.14994644134686508,1.2051536091601132,-0.12054950773958328,0.08650071953758953,1.7732585915909447,1.2839355379722956,0.0951245058604564,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,-0.33717256724185274,0.8986391921544028,1.1515866873164733,1.0905849946236619,False,False,True,True,True,True,False,0.052357098998246615,-0.005520663046941265
U56,CAP2,0.75,SHY,Q,0.0,0.11962633509678255,1.3025517270114437,-0.14794250735609138,0.8086001598502519,3.176251745400692,2.721685205315014,0.4585201449025192,1.2234004408631036,1.1803724620781948,0.10581146729836255,0.13110471497687404,1.3640335525949268,-0.1479425073560915,1.2051536091601132,-0.12054950773958328,0.08650071953758953,1.7732585915909447,1.2839355379722956,0.0951245058604564,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,-0.33717256724185274,0.8986391921544028,1.3381049617184329,1.278467541432643,False,True,True,True,True,True,True,0.054361032989020314,0.013010553006337855
U56,CAP2,0.75,SHY,Q,10.0,0.11607653772206206,1.2671134633356993,-0.14835505069905897,0.7824239024900171,3.176251745400692,2.721685205315014,0.4585201449025192,1.1870856230127809,1.1086601114085908,0.10241137431618585,0.12742953945045477,1.3291894571328557,-0.14835505069905897,1.2051536091601132,-0.12054950773958328,0.08650071953758953,1.7732585915909447,1.2839355379722956,0.0951245058604564,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,-0.33717256724185274,0.8986391921544028,1.3026268747315755,1.2428734291809156,False,True,True,True,True,True,True,0.05394848964605273,0.009460755631617357
