selector,char,flavour,level,seed,gross,cadence,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,FULL_CAGR,FULL_Sharpe,FULL_MaxDD,H1,H2,keep4a,fail4b
ANY-ARM,beta,POOL,0.550957,5,1.0,M,1.602182896798906,0.07473217153494005,0.480956831647439,-0.41151314088695023,0.11081665838473276,0.7390349726536244,-0.4115131408869501,1.526162337885387,0.4266572637602807,False,"H2,OOS,DD"
BONLY,mrho,BONLY,0.175934,3,1.0,M,1.463315011333951,0.23054551461488648,1.2787190590956592,-0.2679325241615721,0.2293889126113977,1.338061175614027,-0.2679325241615723,1.5402617192345784,1.1917984027107065,False,DD
SONLY,beta,SONLY,0.550957,2,1.0,M,1.407384264584465,0.11733414852137769,0.6909212347680387,-0.40398630069948605,0.13928132915111524,0.8785311053581033,-0.40398630069948704,1.3410452492691323,0.6656867363238825,False,"H2,OOS,DD"
POOL,beta,POOL,0.550957,5,1.0,M,1.602182896798906,0.07473217153494005,0.480956831647439,-0.41151314088695023,0.11081665838473276,0.7390349726536244,-0.4115131408869501,1.526162337885387,0.4266572637602807,False,"H2,OOS,DD"
