panel,book,sleeve,cost,sel,abstain,f,lam,base_to,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,v2_OOS_Sharpe,v2_OOS_CAGR,v2_OOS_MaxDD,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,ctl_OOS_Sharpe,OOS_beats_spy,OOS_beats_v2,OOS_4b,full_pass4b,full_pass4a,ctl_f0_pass4b
broad,EWall,S3,0.0,S0,False,0.5,1.0,0.8657057588560485,1.5286192651022905,0.0945127955853613,1.3599336265045725,-0.1256561452878131,1.1481353293632495,0.08210528304142972,-0.12211398589281575,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1094375225693065,True,True,False,False,False,False
broad,EWall,S3,0.0,S1,False,0.45,1.0,0.8657057588560485,1.4864273301267024,0.09959945918382629,1.3302386343315273,-0.1351454916273177,1.1481353293632495,0.08210528304142972,-0.12211398589281575,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1094375225693065,True,True,False,False,False,False
broad,EWall,S3,5.0,S0,False,0.5,1.0,0.8657057588560485,1.4936123080557362,0.09252469744789837,1.3330921213854339,-0.1259060620523882,1.1333248961415157,0.08096874887198968,-0.1222609669578778,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.105820421977862,True,True,False,False,False,False
broad,EWall,S3,5.0,S1,False,0.45,1.0,0.8657057588560485,1.4568794308478075,0.09776190164580822,1.307310738511247,-0.13538211115529064,1.1333248961415157,0.08096874887198968,-0.1222609669578778,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.105820421977862,True,True,False,False,False,False
broad,EWall,S3,10.0,S0,False,0.5,1.0,0.8657057588560485,1.458561958822983,0.09054008032653038,1.3062269450631951,-0.12615593317983764,1.1185082795688426,0.07983337481604336,-0.12240793860208021,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1022031339130582,True,True,False,False,False,False
broad,EWall,S3,10.0,S1,False,0.4,1.0,0.8657057588560485,1.3924646741953914,0.10117486710336765,1.2616755764517076,-0.14554047348357868,1.1185082795688426,0.07983337481604336,-0.12240793860208021,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1022031339130582,True,True,False,False,False,False
broad,EWall,S3,15.0,S0,False,0.5,1.0,0.8657057588560485,1.423472394176315,0.08855893834898376,1.2793399626581872,-0.1264057586747247,1.1036857159324693,0.07869915972250108,-0.12255490082555875,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.098585660845418,True,True,False,False,False,False
broad,EWall,S3,15.0,S1,False,0.4,1.0,0.8657057588560485,1.3676944665250435,0.09949541009216611,1.2421679666479912,-0.1458074731103398,1.1036857159324693,0.07869915972250108,-0.12255490082555875,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.098585660845418,True,True,False,False,False,False
broad,EWall,S3,25.0,S0,False,0.5,1.0,0.8657057588560485,1.353192360410129,0.08460705638393118,1.2255080534695382,-0.12690527278505703,1.0740236940215924,0.07643420182382155,-0.12284879701089035,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.0913501695849346,True,True,False,False,False,False
broad,EWall,S3,25.0,S1,False,0.35,1.0,0.8657057588560485,1.295034955973214,0.10172930701672689,1.1896494048009194,-0.15933539866250246,1.0740236940215924,0.07643420182382155,-0.12284879701089035,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.0913501695849346,True,True,False,False,False,False
broad,EWall,S3,50.0,S0,False,0.4,1.0,0.8657057588560485,1.1939627698216342,0.08780829409285795,1.105407256273332,-0.1476747712419324,0.9997811558197249,0.07079200855638157,-0.12358337262107999,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.0732583768656936,True,True,False,False,False,False
broad,EWall,S3,50.0,S1,False,0.3,1.0,0.8657057588560485,1.1865146967914288,0.10040495826425144,1.106639862617333,-0.17356410922450027,0.9997811558197249,0.07079200855638157,-0.12358337262107999,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.0732583768656936,True,True,False,False,False,False
broad,EWall,S4,0.0,S0,False,0.5,1.0,0.8657057588560485,1.3916246168528532,0.09980153216114918,1.3605385746669048,-0.134338354819448,1.1481353293632495,0.08210528304142972,-0.12211398589281575,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1094375225693065,True,True,False,False,False,False
broad,EWall,S4,0.0,S1,False,0.45,1.0,0.8657057588560485,1.3682695223425405,0.10436013559962798,1.3287395394620591,-0.143814521782905,1.1481353293632495,0.08210528304142972,-0.12211398589281575,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1094375225693065,True,True,False,False,False,False
broad,EWall,S4,5.0,S0,False,0.5,1.0,0.8657057588560485,1.359857229664151,0.09775163242274942,1.334410603310684,-0.13459304348295142,1.1333248961415157,0.08096874887198968,-0.1222609669578778,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.105820421977862,True,True,False,False,False,False
broad,EWall,S4,5.0,S1,False,0.45,1.0,0.8657057588560485,1.3413587811234804,0.10247292486235082,1.3063763348327968,-0.14409922682462672,1.1333248961415157,0.08096874887198968,-0.1222609669578778,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.105820421977862,True,True,False,False,False,False
