panel,n,share,cost,kind,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,OOS_MaxDD,pass4b,fail4b
broad,20,0.2186758754547537,10.0,name-count,0.13086243556020016,0.9569274633118441,-0.20052048331108274,1.124588659762104,0.8113021031479172,0.8919165372280256,-0.2005204833110832,False,H2
broad,20,0.2186758754547537,25.0,name-count,0.10774243748456414,0.807669841872597,-0.20155317029654185,0.9723408351073488,0.6642337622100398,0.7433679864583754,-0.20155317029654174,False,"H2,OOS"
broad,47,0.5138883073186712,10.0,share,0.11674881781636315,1.02057345333759,-0.18976123682953216,1.114799491240056,0.9350992001421851,1.031482159799901,-0.18976123682953216,True,-
broad,47,0.5138883073186712,25.0,share,0.1011184489537742,0.8974754789509839,-0.1909244279769351,0.985805659966345,0.8172640912709337,0.9110365746277858,-0.19092442797693532,False,"H2,CAGR"
broad,49,0.5357558948641465,10.0,share,0.11591469646887265,1.0228402388705864,-0.18983184949932586,1.1234195858761806,0.9319325226826557,1.0322635433521332,-0.18983184949932563,True,-
broad,49,0.5357558948641465,25.0,share,0.10055481911611208,0.9006254129409169,-0.19098533905529247,0.9951966466964707,0.8150592298080075,0.9127444385438901,-0.19098533905529236,False,"H2,CAGR"
small,20,0.14161725901847072,10.0,name-count,0.06728364197526449,0.47231794831498813,-0.27431689686219674,0.6044622021725836,0.36427309840454114,0.5010245055239898,-0.27431689686219785,False,"H1,H2,OOS,DD,CAGR"
small,20,0.14161725901847072,25.0,name-count,0.035398257815478784,0.29142744675896826,-0.35151314607447415,0.4267802482441817,0.17950633247216724,0.31504674534434085,-0.3515131460744728,False,"H1,H2,OOS,DD,CAGR"
small,72,0.5098221324664947,10.0,share,0.04587477297523379,0.40544548060202285,-0.25588533156524595,0.4528364044512242,0.36893624624072224,0.4191878104462437,-0.25588533156524573,False,"H1,H2,OOS,DD,CAGR"
small,72,0.5098221324664947,25.0,share,0.024563540732086775,0.2497113115608402,-0.29520761196471024,0.29958352147707906,0.20994233304154283,0.2586672419661885,-0.2952076119647097,False,"H1,H2,OOS,DD,CAGR"
small,75,0.5310647213192652,10.0,share,0.04720475881268449,0.41793471480566935,-0.25687976307302485,0.46299416691577766,0.3834946604204878,0.43855959982363313,-0.25687976307302407,False,"H1,H2,OOS,DD,CAGR"
small,75,0.5310647213192652,25.0,share,0.026238235689439504,0.2633759339265584,-0.2863223147002615,0.3112055806093975,0.22543706760778498,0.2790495626945396,-0.2863223147002606,False,"H1,H2,OOS,DD,CAGR"
