panel,cadence,kind,draw,prem_win,best_win_prem,best_win_d,book,gross
U56,Q,N_FIXED,0,-0.1800909482020896,0.19139577603963787,53.0,,
U56,Q,N_FIXED,1,-0.054716206557952896,0.09108081073403357,0.0,,
U56,Q,N_FIXED,2,-0.11793387595110838,0.20318565509636732,53.0,,
U56,Q,N_FIXED,3,-0.1052298563121351,0.16944719026924904,38.0,,
U56,Q,N_FIXED,4,0.03586770102078973,0.10704495311361861,0.0,,
U56,Q,N_FIXED,5,-0.011920727208580284,0.06802521058793698,0.0,,
U56,Q,N_FIXED,6,-0.23648221198018343,0.20469246935009067,53.0,,
U56,Q,N_FIXED,7,0.07056467941475963,0.12935629608710864,1.0,,
U56,Q,N_FIXED,8,-0.12394370620004813,0.20273710104296128,37.0,,
U56,Q,N_FIXED,9,-0.22161909562718018,0.2278533909035374,38.0,,
U56,Q,N_FIXED,10,0.05653454907407707,0.07062534225180717,13.0,,
U56,Q,N_FIXED,11,-0.1047897705963946,0.15432311204400528,38.0,,
U56,Q,N_FIXED,12,-0.1635041468708276,0.22559236167889907,53.0,,
U56,Q,N_FIXED,13,0.08707962651479828,0.20785975363279918,1.0,,
U56,Q,N_FIXED,14,-0.15488005467929084,0.2899786792320511,38.0,,
U56,Q,N_FIXED,15,0.09162118384381135,0.12780297593322276,11.0,,
U56,Q,N_FIXED,16,0.009772375881993978,0.06602062741566883,0.0,,
U56,Q,N_FIXED,17,-0.1662789296978789,0.17852422261688872,38.0,,
U56,Q,N_FIXED,18,-0.06063887601497257,0.0799524798166526,40.0,,
U56,Q,N_FIXED,19,-0.15316003155107838,0.3363276417958261,38.0,,
U56,Q,N_FIXED,20,0.0706519092572433,0.17764424617291552,0.0,,
U56,Q,N_FIXED,21,0.008179906121783542,0.1259022418970268,0.0,,
U56,Q,N_FIXED,22,-0.14216708079167417,0.18121345390366028,53.0,,
U56,Q,N_FIXED,23,0.050092644818141574,0.2181439459113832,0.0,,
U56,Q,N_FIXED,24,-0.022493210743358416,0.1343589924448596,53.0,,
U56,Q,N_FIXED,25,0.1125588526735127,0.19079587186146718,0.0,,
U56,Q,N_FIXED,26,0.05943929424909204,0.10784084851067771,0.0,,
U56,Q,N_FIXED,27,-0.19904397744036184,0.2961588760775713,38.0,,
U56,Q,N_FIXED,28,0.030187047245533172,0.17907827589406206,0.0,,
U56,Q,N_FIXED,29,0.10144829309833736,0.2147844535380139,1.0,,
U56,Q,N_FIXED,30,-0.09896942581922641,0.21794178066228298,0.0,,
U56,Q,N_FIXED,31,-0.050457506479750225,0.05613876146385588,0.0,,
U56,Q,N_FIXED,32,-0.04900194368621408,0.15070062558004832,0.0,,
U56,Q,N_FIXED,33,-0.18376890194671452,0.17315308230398535,41.0,,
U56,Q,N_FIXED,34,0.06166464492682433,0.20261970348666392,0.0,,
U56,Q,N_FIXED,35,-0.0002118435082615333,0.13915985771823014,0.0,,
U56,Q,N_FIXED,36,0.02162778136040877,0.1011435948515621,0.0,,
U56,Q,N_FIXED,37,-0.024774027723316605,0.11190788422731468,0.0,,
U56,Q,N_FIXED,38,-0.16241017410557834,0.28353869201646953,53.0,,
U56,Q,N_FIXED,39,0.02017641460397457,0.1326991123801441,0.0,,
U56,Q,N_ROTBLOCK,0,1.1688165188299249,2.7338651378514855,28.0,,
U56,Q,N_ROTBLOCK,1,0.36711864660192717,0.7993780524813032,38.0,,
U56,Q,N_ROTBLOCK,2,0.1337855061289417,0.3604835328159084,45.0,,
U56,Q,N_ROTBLOCK,3,-0.4238017862633797,0.998726360449598,35.0,,
U56,Q,N_ROTBLOCK,4,0.26579817882311785,1.6972508493759775,7.0,,
U56,Q,N_ROTBLOCK,5,1.0370378915223206,1.2111987950898493,22.0,,
U56,Q,N_ROTBLOCK,6,0.24564047033551697,0.29322261466528887,0.0,,
U56,Q,N_ROTBLOCK,7,0.44961935147700655,0.8126276662922983,11.0,,
U56,Q,N_ROTBLOCK,8,-0.37683049758055587,0.6526858330518159,37.0,,
U56,Q,N_ROTBLOCK,9,-0.36312270751541353,1.1693059099783774,0.0,,
U56,Q,N_ROTBLOCK,10,0.7608982265808479,0.9409956024287933,6.0,,
U56,Q,N_ROTBLOCK,11,-0.5469922465334132,0.5941132055623388,49.0,,
U56,Q,N_ROTBLOCK,12,-1.1746950927558224,1.2793189076273979,44.0,,
U56,Q,N_ROTBLOCK,13,0.37935086076568425,0.7690296844020832,23.0,,
U56,Q,N_ROTBLOCK,14,-1.3223927577395567,1.4743434682116319,51.0,,
U56,Q,N_ROTBLOCK,15,0.3107375092501158,0.7869055262807874,25.0,,
U56,Q,N_ROTBLOCK,16,-0.6950298744069128,0.8703708046737069,48.0,,
