panel,ladder,rung,cost_rung,pass4b,pass4b_oos,pass4a,binding,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,turnover,A_H1,A_H2,A_DD
U56,N,5,0.0,False,False,False,L_H2,0.18162366862095491,1.0014974224374646,-0.25841903342870254,1.2131619241896001,0.842250913085481,0.17381802478757402,0.9142909118597348,-0.2584190334287034,3.1266004238461065,False,False,False
U56,N,5,10.0,False,False,False,L_H2,0.17793757695658097,0.9844672527247917,-0.258535970580156,1.1944183705410534,0.8264057018183052,0.17000779023074863,0.8977370957234518,-0.2585359705801554,3.1266004238461065,False,False,False
U56,N,5,25.0,False,False,False,L_OOS,0.1724241185807529,0.9587809547111715,-0.25871134779592797,1.1660949570519565,0.8025358255376691,0.16430942582489383,0.8727869740262197,-0.2587113477959282,3.1266004238461065,False,False,False
U56,N,5,50.0,False,False,False,L_H1,0.16327671265871868,0.9156282495184096,-0.2590035671381866,1.118380482604849,0.762507383545818,0.15485731541887127,0.8309154744568672,-0.2590035671381866,3.1266004238461065,False,False,False
U56,N,8,0.0,False,False,False,L_H2,0.17123678350336324,1.0696883233268408,-0.2140744679215304,1.1650670259485978,0.9989281271150754,0.18576921831879445,1.0926226456665822,-0.21407446792153106,3.0505909495726162,False,False,False
U56,N,8,10.0,False,False,False,L_H2,0.167674755222613,1.0507116386474669,-0.21430271256523992,1.1455056751874058,0.980266609287792,0.18190354907192652,1.073457924377373,-0.21430271256524025,3.0505909495726162,False,False,False
U56,N,8,25.0,False,False,False,L_H2,0.16234782942708947,1.0220965413953478,-0.21464496626964313,1.1159434172245755,0.9521671304965769,0.17612485029035696,1.0445819292104872,-0.21464496626964302,3.0505909495726162,False,False,False
U56,N,8,50.0,False,False,False,L_H2,0.15351245507589195,0.974039901671955,-0.2152150872009494,1.0661377836797632,0.9050736173294197,0.16654629364957163,0.9961398074343849,-0.21521508720094984,3.0505909495726162,False,False,False
U56,N,10,0.0,False,False,False,L_H2,0.1741932230563492,1.1289370821663396,-0.20759373673878478,1.2661774176156493,1.0179384367548387,0.1798212377031223,1.1095258659295644,-0.20759373673878434,3.0284572273562436,True,False,False
U56,N,10,10.0,False,False,False,L_H2,0.1706480647095283,1.1092301119509238,-0.20771054445737924,1.2457978590633876,0.9986903305172743,0.17604215688083014,1.0897021911713625,-0.20771054445737946,3.0284572273562436,True,False,False
