panel,scaler,n,held_vol20,n_held,mean_eligible
u56,INV,5,0.14111717639096313,4.996846136517234,37.499662086055416
u56,INV,20,0.17974431428905732,19.161748141473304,37.499662086055416
u56,NONE,5,0.29359192334987105,4.945708492903807,37.499662086055416
u56,NONE,20,0.22668942264287628,19.08988510925884,37.499662086055416
u56,POS,5,0.34801810343116024,4.997972516332507,37.499662086055416
u56,POS,20,0.24702808413602428,19.16152286551025,37.499662086055416
broad,INV,5,0.14174549671411063,4.999098896147781,91.45956296463167
broad,INV,20,0.1758578120734958,19.78238341968912,91.45956296463167
broad,NONE,5,0.31775508254503043,4.9599008785762555,91.45956296463167
broad,NONE,20,0.2668577726674758,19.723811669294886,91.45956296463167
broad,POS,5,0.39767605230251774,4.999098896147781,91.45956296463167
broad,POS,20,0.3121236344688817,19.782608695652176,91.45956296463167
small,INV,5,0.17654829326959182,4.981698017285206,141.22572445348246
small,INV,20,0.235677174504125,19.874428063040163,141.22572445348246
small,NONE,5,0.43051106971434044,4.981189628876462,141.22572445348246
small,NONE,20,0.39133368390819623,19.87290289781393,141.22572445348246
small,POS,5,0.5224102041388431,4.981698017285206,141.22572445348246
small,POS,20,0.46894549744027375,19.874428063040163,141.22572445348246
