panel,N,gross,start,reading,ref4b,new4b,ref4b_oos,new4b_oos,flip4b,flip4b_oos,ref4a,new4a,flip4a,d_dd_margin_pp,d_cagr_margin_pp,d_Sharpe,d_cap_pp,d_floor_pp,legs_changed,oos_ident
U56,10,0.5,ISECT2010,WINDOW,True,True,True,True,False,False,False,False,False,5.329070518200751e-15,0.5593284654895059,-0.028941263064608647,-2.7755575615628914e-14,-0.7756381027962056,,True
U56,10,0.6,ISECT2010,WINDOW,True,True,True,True,False,False,False,False,False,5.0182080713057076e-14,0.508109564874426,-0.02895489773263593,-2.7755575615628914e-14,-0.7756381027962056,,True
U56,10,0.75,ISECT2010,WINDOW,False,False,False,False,False,False,False,False,False,4.9960036108132044e-14,0.42603542238183234,-0.028973808860052186,-2.7755575615628914e-14,-0.7756381027962056,,True
U56,10,0.85,ISECT2010,WINDOW,False,False,False,False,False,False,False,False,False,5.773159728050814e-15,0.3677752566156105,-0.028984064053987568,-2.7755575615628914e-14,-0.7756381027962056,,True
U56,10,1.0,ISECT2010,WINDOW,False,False,False,False,False,False,False,False,False,3.8191672047105385e-14,0.2750381943747442,-0.028993351278190804,-2.7755575615628914e-14,-0.7756381027962056,,True
U56,15,0.5,ISECT2010,WINDOW,True,True,True,True,False,False,False,False,False,-3.907985046680551e-14,0.6021910516372242,-0.024384987990843987,-2.7755575615628914e-14,-0.7756381027962056,,True
U56,15,0.6,ISECT2010,WINDOW,True,True,True,True,False,False,False,False,False,7.194245199571014e-14,0.5619641798839115,-0.02437624005003891,-2.7755575615628914e-14,-0.7756381027962056,,True
U56,15,0.75,ISECT2010,WINDOW,True,True,True,True,False,False,False,False,False,6.106226635438361e-14,0.49801404784554126,-0.0243601494993384,-2.7755575615628914e-14,-0.7756381027962056,,True
U56,15,0.85,ISECT2010,WINDOW,False,False,False,False,False,False,False,False,False,2.7533531010703882e-14,0.4529364898945829,-0.024347233148003022,-2.7755575615628914e-14,-0.7756381027962056,,True
U56,15,1.0,ISECT2010,WINDOW,False,False,False,False,False,False,False,False,False,6.039613253960852e-14,0.38162226939134847,-0.024323195792330443,-2.7755575615628914e-14,-0.7756381027962056,,True
U56,20,0.5,ISECT2010,WINDOW,False,True,True,True,True,False,False,False,False,3.8191672047105385e-14,0.5041738428472331,-0.026764244856530617,-2.7755575615628914e-14,-0.7756381027962056,CAGR,True
U56,20,0.6,ISECT2010,WINDOW,True,True,True,True,False,False,False,False,False,9.50350909079134e-14,0.44514372539509184,-0.026691824332236935,-2.7755575615628914e-14,-0.7756381027962056,,True
U56,20,0.75,ISECT2010,WINDOW,True,True,True,True,False,False,False,False,False,5.551115123125783e-15,0.3537541740115895,-0.02657929502016665,-2.7755575615628914e-14,-0.7756381027962056,,True
U56,20,0.85,ISECT2010,WINDOW,False,False,False,False,False,False,False,False,False,2.7755575615628914e-14,0.2909988598940654,-0.02650051548278687,-2.7755575615628914e-14,-0.7756381027962056,,True
U56,20,1.0,ISECT2010,WINDOW,False,False,False,False,False,False,False,False,False,4.973799150320701e-14,0.19429377303482553,-0.026373840494864798,-2.7755575615628914e-14,-0.7756381027962056,,True
U56,30,0.5,ISECT2010,WINDOW,False,False,False,False,False,False,False,False,False,6.217248937900877e-15,0.3181278899806128,-0.05050081022690245,-2.7755575615628914e-14,-0.7756381027962056,,True
U56,30,0.6,ISECT2010,WINDOW,True,True,True,True,False,False,False,False,False,3.863576125695545e-14,0.21830316100576175,-0.050426934035910254,-2.7755575615628914e-14,-0.7756381027962056,,True
U56,30,0.75,ISECT2010,WINDOW,False,False,False,False,False,False,False,False,False,1.6653345369377348e-14,0.06343006959118647,-0.05031224179974725,-2.7755575615628914e-14,-0.7756381027962056,,True
U56,30,0.85,ISECT2010,WINDOW,False,False,False,False,False,False,False,False,False,3.907985046680551e-14,-0.04321496609501718,-0.0502333717810286,-2.7755575615628914e-14,-0.7756381027962056,,True
U56,30,1.0,ISECT2010,WINDOW,False,False,False,False,False,False,False,False,False,8.348877145181177e-14,-0.2081901919347775,-0.05011027336767393,-2.7755575615628914e-14,-0.7756381027962056,,True
U56,40,0.5,ISECT2010,WINDOW,False,False,False,False,False,False,False,False,False,1.5987211554602254e-14,0.2169341620400167,-0.06313203867558403,-2.7755575615628914e-14,-0.7756381027962056,,True
U56,40,0.6,ISECT2010,WINDOW,True,True,True,True,False,False,False,False,False,-5.551115123125783e-15,0.09582344113635566,-0.06308246069150258,-2.7755575615628914e-14,-0.7756381027962056,,True
U56,40,0.75,ISECT2010,WINDOW,False,False,False,False,False,False,False,False,False,6.084022174945858e-14,-0.09161558850193652,-0.06300372037093505,-2.7755575615628914e-14,-0.7756381027962056,,True
U56,40,0.85,ISECT2010,WINDOW,False,False,False,False,False,False,False,False,False,3.8191672047105385e-14,-0.22039581569138722,-0.0629490582602743,-2.7755575615628914e-14,-0.7756381027962056,,True
U56,40,1.0,ISECT2010,WINDOW,False,False,False,False,False,False,False,False,False,4.973799150320701e-14,-0.4192574847313164,-0.06286525775509322,-2.7755575615628914e-14,-0.7756381027962056,,True
U56,60,0.5,ISECT2010,WINDOW,False,False,False,False,False,False,False,False,False,3.907985046680551e-14,0.22403050171037053,-0.06471458140918362,-2.7755575615628914e-14,-0.7756381027962056,,True
U56,60,0.6,ISECT2010,WINDOW,False,False,False,False,False,False,False,False,False,2.7533531010703882e-14,0.10515802433740395,-0.06465909427483285,-2.7755575615628914e-14,-0.7756381027962056,,True
U56,60,0.75,ISECT2010,WINDOW,False,False,False,False,False,False,False,False,False,3.885780586188048e-14,-0.07842252449280496,-0.0645730541404641,-2.7755575615628914e-14,-0.7756381027962056,,True
U56,60,0.85,ISECT2010,WINDOW,False,False,False,False,False,False,False,False,False,4.973799150320701e-14,-0.20429596310064246,-0.06451404454245746,-2.7755575615628914e-14,-0.7756381027962056,,True
U56,60,1.0,ISECT2010,WINDOW,False,False,False,False,False,False,False,False,False,7.283063041541027e-14,-0.3982430026976953,-0.06442127639566997,-2.7755575615628914e-14,-0.7756381027962056,,True
B136,10,0.5,ISECT2010,WINDOW,True,False,False,False,True,False,False,False,False,-2.4868995751603507e-14,0.4002745482126897,-0.035204916839483236,1.3877787807814457e-14,-0.7756676313985938,H2,True
B136,10,0.6,ISECT2010,WINDOW,True,False,False,False,True,False,False,False,False,-2.6645352591003757e-15,0.31468235032622527,-0.03513785543009229,1.3877787807814457e-14,-0.7756676313985938,H2,True
B136,10,0.75,ISECT2010,WINDOW,True,False,False,False,True,False,False,False,False,1.942890293094024e-14,0.17966945603423934,-0.03503211165305187,1.3877787807814457e-14,-0.7756676313985938,H2,True
B136,10,0.85,ISECT2010,WINDOW,False,False,False,False,False,False,False,False,False,-5.81756864903582e-14,0.08527833964779141,-0.03495690339414281,1.3877787807814457e-14,-0.7756676313985938,H2,True
