pool,panel,anchor,ladder,window,fold,chooser,rung,oos_sharpe,oos_cagr,oos_dd
FOLD,U56,A,N,W11,2017,CH_ISDD,40,2.754970582561274,0.18356159638654357,-0.018668082175036904
FOLD,U56,A,N,W11,2018,CH_ISSHARPE,12,0.41090514210252377,0.060461106390295116,-0.18973121946786964
FOLD,U56,A,N,W11,2018,CH_ISCAGR,5,0.7006476280506084,0.13837690522946877,-0.19739542702131208
FOLD,U56,A,N,W11,2018,CH_ISDD,40,0.032925913394586726,-0.004346270072939196,-0.14776090993331592
FOLD,U56,A,N,W11,2019,CH_ISSHARPE,5,0.8453355439712011,0.10689031873753829,-0.07362815353495689
FOLD,U56,A,N,W11,2019,CH_ISCAGR,5,0.8453355439712011,0.10689031873753829,-0.07362815353495689
FOLD,U56,A,N,W11,2019,CH_ISDD,40,2.366727649788902,0.19952879255994138,-0.04849702306103476
FOLD,U56,A,N,W11,2020,CH_ISSHARPE,12,0.9529825774040325,0.1571861617551169,-0.1811693738479534
FOLD,U56,A,N,W11,2020,CH_ISCAGR,5,0.2249947340148738,0.02254612755770724,-0.12860606429532007
FOLD,U56,A,N,W11,2020,CH_ISDD,40,1.079614436522651,0.24351939535899403,-0.22984197733835132
FOLD,U56,A,N,W11,2021,CH_ISSHARPE,15,1.2256676046847763,0.18205859277845216,-0.08936859034796574
FOLD,U56,A,N,W11,2021,CH_ISCAGR,5,0.6513440655616916,0.10168971868591359,-0.10407365205380281
FOLD,U56,A,N,W11,2021,CH_ISDD,10,1.2226571672810684,0.19961348598283202,-0.09847870416093585
FOLD,U56,A,N,W11,2022,CH_ISSHARPE,15,-0.19257922522458948,-0.04430879081125383,-0.1320486507681914
FOLD,U56,A,N,W11,2022,CH_ISCAGR,15,-0.19257922522458948,-0.04430879081125383,-0.1320486507681914
FOLD,U56,A,N,W11,2022,CH_ISDD,10,-0.024261707029034435,-0.01837084513512488,-0.12705417350496195
FOLD,U56,A,N,W11,2023,CH_ISSHARPE,15,1.74582686967613,0.2279698110743824,-0.07630294334391119
FOLD,U56,A,N,W11,2023,CH_ISCAGR,5,1.2678989953957198,0.23067505259816845,-0.11559179976924061
FOLD,U56,A,N,W11,2023,CH_ISDD,10,1.5601622710347924,0.22737361800908018,-0.0758513466415891
FOLD,U56,A,N,W11,2024,CH_ISSHARPE,15,2.1949120122458403,0.3936003035397362,-0.10580843665454831
FOLD,U56,A,N,W11,2024,CH_ISCAGR,5,2.8630232576290284,0.9364302274171321,-0.1250792598899796
FOLD,U56,A,N,W11,2024,CH_ISDD,10,2.5961717713222168,0.5549462633624329,-0.12050645318622344
FOLD,U56,A,N,W11,2025,CH_ISSHARPE,15,0.9032847315925342,0.1662497043341571,-0.19273573088775597
FOLD,U56,A,N,W11,2025,CH_ISCAGR,5,0.12310487423670038,-0.0037909576841694825,-0.25853597058015576
FOLD,U56,A,N,W11,2025,CH_ISDD,10,0.7141610342583464,0.12898793043110612,-0.20771054445737913
FOLD,U56,A,N,W11,2026,CH_ISSHARPE,12,1.3966688387327666,0.2532191135625541,-0.1261827667982297
FOLD,U56,A,N,W11,2026,CH_ISCAGR,5,0.5852952854902458,0.11941646645079929,-0.15045477029843723
FOLD,U56,A,N,W11,2026,CH_ISDD,20,1.2088578744886287,0.1613295437127118,-0.09346835945961474
CELL,U56,A,N,W13,0,CH_ISSHARPE,12,1.1700516353786503,0.1878271090266901,-0.2016923126486767
CELL,U56,A,N,W13,0,CH_ISCAGR,5,0.8977370957234518,0.17000779023074863,-0.2585359705801554
CELL,U56,A,N,W13,0,CH_ISDD,40,1.0944875184055334,0.13939367595266128,-0.22984197733835132
FOLD,U56,A,N,W13,2017,CH_ISSHARPE,12,2.1494163635821986,0.26198101936260176,-0.036145575210022596
FOLD,U56,A,N,W13,2017,CH_ISCAGR,5,1.9205774239270008,0.2447377420204646,-0.04798480967810326
FOLD,U56,A,N,W13,2017,CH_ISDD,40,2.754970582561274,0.18356159638654357,-0.018668082175036904
FOLD,U56,A,N,W13,2018,CH_ISSHARPE,25,0.2276398643219023,0.023148715239076356,-0.17345329664144393
FOLD,U56,A,N,W13,2018,CH_ISCAGR,5,0.7006476280506084,0.13837690522946877,-0.19739542702131208
FOLD,U56,A,N,W13,2018,CH_ISDD,40,0.032925913394586726,-0.004346270072939196,-0.14776090993331592
FOLD,U56,A,N,W13,2019,CH_ISSHARPE,10,1.7653306211836126,0.19680642894203704,-0.03513544924058676
FOLD,U56,A,N,W13,2019,CH_ISCAGR,5,0.8453355439712011,0.10689031873753829,-0.07362815353495689
FOLD,U56,A,N,W13,2019,CH_ISDD,40,2.366727649788902,0.19952879255994138,-0.04849702306103476
FOLD,U56,A,N,W13,2020,CH_ISSHARPE,15,1.1217751190636216,0.23286994715664222,-0.1941013255656292
FOLD,U56,A,N,W13,2020,CH_ISCAGR,10,0.14114642295599178,0.009934050414630136,-0.16649914039233005
FOLD,U56,A,N,W13,2020,CH_ISDD,40,1.079614436522651,0.24351939535899403,-0.22984197733835132
FOLD,U56,A,N,W13,2021,CH_ISSHARPE,15,1.2256676046847763,0.18205859277845216,-0.08936859034796574
FOLD,U56,A,N,W13,2021,CH_ISCAGR,15,1.2256676046847763,0.18205859277845216,-0.08936859034796574
FOLD,U56,A,N,W13,2021,CH_ISDD,10,1.2226571672810684,0.19961348598283202,-0.09847870416093585
FOLD,U56,A,N,W13,2022,CH_ISSHARPE,25,-0.48857141073606497,-0.0924519088252238,-0.1575067326675581
FOLD,U56,A,N,W13,2022,CH_ISCAGR,15,-0.19257922522458948,-0.04430879081125383,-0.1320486507681914
FOLD,U56,A,N,W13,2022,CH_ISDD,10,-0.024261707029034435,-0.01837084513512488,-0.12705417350496195
FOLD,U56,A,N,W13,2023,CH_ISSHARPE,15,1.74582686967613,0.2279698110743824,-0.07630294334391119
FOLD,U56,A,N,W13,2023,CH_ISCAGR,15,1.74582686967613,0.2279698110743824,-0.07630294334391119
FOLD,U56,A,N,W13,2023,CH_ISDD,10,1.5601622710347924,0.22737361800908018,-0.0758513466415891
FOLD,U56,A,N,W13,2024,CH_ISSHARPE,15,2.1949120122458403,0.3936003035397362,-0.10580843665454831
FOLD,U56,A,N,W13,2024,CH_ISCAGR,15,2.1949120122458403,0.3936003035397362,-0.10580843665454831
FOLD,U56,A,N,W13,2024,CH_ISDD,10,2.5961717713222168,0.5549462633624329,-0.12050645318622344
FOLD,U56,A,N,W13,2025,CH_ISSHARPE,15,0.9032847315925342,0.1662497043341571,-0.19273573088775597
FOLD,U56,A,N,W13,2025,CH_ISCAGR,5,0.12310487423670038,-0.0037909576841694825,-0.25853597058015576
FOLD,U56,A,N,W13,2025,CH_ISDD,10,0.7141610342583464,0.12898793043110612,-0.20771054445737913
FOLD,U56,A,N,W13,2026,CH_ISSHARPE,12,1.3966688387327666,0.2532191135625541,-0.1261827667982297
FOLD,U56,A,N,W13,2026,CH_ISCAGR,12,1.3966688387327666,0.2532191135625541,-0.1261827667982297
FOLD,U56,A,N,W13,2026,CH_ISDD,20,1.2088578744886287,0.1613295437127118,-0.09346835945961474
CELL,U56,A,H,W09,0,CH_ISSHARPE,252,1.1896697256659177,0.1724794135310166,-0.21843530966689817
CELL,U56,A,H,W09,0,CH_ISCAGR,252,1.1896697256659177,0.1724794135310166,-0.21843530966689817
CELL,U56,A,H,W09,0,CH_ISDD,21,1.1116898505481745,0.15308885804711703,-0.2024163164242747
FOLD,U56,A,H,W09,2017,CH_ISSHARPE,252,2.5700638095550357,0.22135280209230146,-0.026323188352873172
FOLD,U56,A,H,W09,2017,CH_ISCAGR,252,2.5700638095550357,0.22135280209230146,-0.026323188352873172
FOLD,U56,A,H,W09,2017,CH_ISDD,21,2.061512407393597,0.19664423889260352,-0.04122726294080992
FOLD,U56,A,H,W09,2018,CH_ISSHARPE,252,0.08938503693497485,0.000771136048423493,-0.21843530966689784
FOLD,U56,A,H,W09,2018,CH_ISCAGR,252,0.08938503693497485,0.000771136048423493,-0.21843530966689784
FOLD,U56,A,H,W09,2018,CH_ISDD,21,0.6203291445371296,0.08214243044546521,-0.15344474245113182
FOLD,U56,A,H,W09,2019,CH_ISSHARPE,21,2.117284687382722,0.18642341820666153,-0.05919108117891747
FOLD,U56,A,H,W09,2019,CH_ISCAGR,252,2.3793062148524986,0.2712621587829025,-0.049166990556282486
FOLD,U56,A,H,W09,2019,CH_ISDD,21,2.117284687382722,0.18642341820666153,-0.05919108117891747
FOLD,U56,A,H,W09,2020,CH_ISSHARPE,21,1.147832235406069,0.25657339587793904,-0.20241631642427482
FOLD,U56,A,H,W09,2020,CH_ISCAGR,252,1.3013507781806157,0.2902316837005292,-0.18264519860782102
FOLD,U56,A,H,W09,2020,CH_ISDD,21,1.147832235406069,0.25657339587793904,-0.20241631642427482
FOLD,U56,A,H,W09,2021,CH_ISSHARPE,252,1.082709812648235,0.1321322311128057,-0.07106986509838142
FOLD,U56,A,H,W09,2021,CH_ISCAGR,252,1.082709812648235,0.1321322311128057,-0.07106986509838142
FOLD,U56,A,H,W09,2021,CH_ISDD,126,1.506085271090442,0.20393825837823942,-0.07246656298645138
FOLD,U56,A,H,W09,2022,CH_ISSHARPE,21,-0.6604440273228185,-0.09659523071543208,-0.14620309610770188
FOLD,U56,A,H,W09,2022,CH_ISCAGR,252,-0.2246162288901709,-0.04518105049591259,-0.14639901784010745
FOLD,U56,A,H,W09,2022,CH_ISDD,126,-0.3948769846205155,-0.07147422962096672,-0.1301701235079994
FOLD,U56,A,H,W09,2023,CH_ISSHARPE,252,1.8533878956527257,0.2260519172353146,-0.0718266050902382
FOLD,U56,A,H,W09,2023,CH_ISCAGR,252,1.8533878956527257,0.2260519172353146,-0.0718266050902382
FOLD,U56,A,H,W09,2023,CH_ISDD,126,1.7335798127681166,0.227074547982703,-0.08528762087955044
FOLD,U56,A,H,W09,2024,CH_ISSHARPE,252,2.4353777744991945,0.3711995210204977,-0.08420088450795338
FOLD,U56,A,H,W09,2024,CH_ISCAGR,252,2.4353777744991945,0.3711995210204977,-0.08420088450795338
FOLD,U56,A,H,W09,2024,CH_ISDD,126,2.2315985731029264,0.3492679942393846,-0.08317910312722021
FOLD,U56,A,H,W09,2025,CH_ISSHARPE,252,1.2466905892848397,0.19703624210335025,-0.15499516199092467
FOLD,U56,A,H,W09,2025,CH_ISCAGR,252,1.2466905892848397,0.19703624210335025,-0.15499516199092467
FOLD,U56,A,H,W09,2025,CH_ISDD,126,1.2579403361522374,0.21080885996353094,-0.1576999633412598
FOLD,U56,A,H,W09,2026,CH_ISSHARPE,252,0.8068657161849563,0.10470573297171537,-0.08650977309735641
FOLD,U56,A,H,W09,2026,CH_ISCAGR,252,0.8068657161849563,0.10470573297171537,-0.08650977309735641
FOLD,U56,A,H,W09,2026,CH_ISDD,126,1.2088578744886287,0.1613295437127118,-0.09346835945961474
CELL,U56,A,H,W11,0,CH_ISSHARPE,21,1.1116898505481745,0.15308885804711703,-0.2024163164242747
CELL,U56,A,H,W11,0,CH_ISCAGR,126,1.1615297831443132,0.16919746270303992,-0.19127561830465012
CELL,U56,A,H,W11,0,CH_ISDD,21,1.1116898505481745,0.15308885804711703,-0.2024163164242747
FOLD,U56,A,H,W11,2017,CH_ISSHARPE,21,2.061512407393597,0.19664423889260352,-0.04122726294080992
FOLD,U56,A,H,W11,2017,CH_ISCAGR,126,2.2112750760430235,0.21007429712459014,-0.03043560622693453
FOLD,U56,A,H,W11,2017,CH_ISDD,21,2.061512407393597,0.19664423889260352,-0.04122726294080992
FOLD,U56,A,H,W11,2018,CH_ISSHARPE,21,0.6203291445371296,0.08214243044546521,-0.15344474245113182
FOLD,U56,A,H,W11,2018,CH_ISCAGR,252,0.08938503693497485,0.000771136048423493,-0.21843530966689784
FOLD,U56,A,H,W11,2018,CH_ISDD,21,0.6203291445371296,0.08214243044546521,-0.15344474245113182
FOLD,U56,A,H,W11,2019,CH_ISSHARPE,21,2.117284687382722,0.18642341820666153,-0.05919108117891747
FOLD,U56,A,H,W11,2019,CH_ISCAGR,21,2.117284687382722,0.18642341820666153,-0.05919108117891747
FOLD,U56,A,H,W11,2019,CH_ISDD,21,2.117284687382722,0.18642341820666153,-0.05919108117891747
FOLD,U56,A,H,W11,2020,CH_ISSHARPE,21,1.147832235406069,0.25657339587793904,-0.20241631642427482
FOLD,U56,A,H,W11,2020,CH_ISCAGR,252,1.3013507781806157,0.2902316837005292,-0.18264519860782102
FOLD,U56,A,H,W11,2020,CH_ISDD,21,1.147832235406069,0.25657339587793904,-0.20241631642427482
FOLD,U56,A,H,W11,2021,CH_ISSHARPE,21,1.478558760698133,0.1967460484019108,-0.05268444106799641
FOLD,U56,A,H,W11,2021,CH_ISCAGR,252,1.082709812648235,0.1321322311128057,-0.07106986509838142
FOLD,U56,A,H,W11,2021,CH_ISDD,126,1.506085271090442,0.20393825837823942,-0.07246656298645138
FOLD,U56,A,H,W11,2022,CH_ISSHARPE,21,-0.6604440273228185,-0.09659523071543208,-0.14620309610770188
FOLD,U56,A,H,W11,2022,CH_ISCAGR,252,-0.2246162288901709,-0.04518105049591259,-0.14639901784010745
FOLD,U56,A,H,W11,2022,CH_ISDD,126,-0.3948769846205155,-0.07147422962096672,-0.1301701235079994
FOLD,U56,A,H,W11,2023,CH_ISSHARPE,21,1.7796580020572956,0.23628223063831122,-0.08671859747227739
FOLD,U56,A,H,W11,2023,CH_ISCAGR,252,1.8533878956527257,0.2260519172353146,-0.0718266050902382
FOLD,U56,A,H,W11,2023,CH_ISDD,126,1.7335798127681166,0.227074547982703,-0.08528762087955044
FOLD,U56,A,H,W11,2024,CH_ISSHARPE,21,1.6124538170857374,0.22802675395566907,-0.10089169740035842
FOLD,U56,A,H,W11,2024,CH_ISCAGR,252,2.4353777744991945,0.3711995210204977,-0.08420088450795338
FOLD,U56,A,H,W11,2024,CH_ISDD,126,2.2315985731029264,0.3492679942393846,-0.08317910312722021
FOLD,U56,A,H,W11,2025,CH_ISSHARPE,252,1.2466905892848397,0.19703624210335025,-0.15499516199092467
FOLD,U56,A,H,W11,2025,CH_ISCAGR,252,1.2466905892848397,0.19703624210335025,-0.15499516199092467
FOLD,U56,A,H,W11,2025,CH_ISDD,126,1.2579403361522374,0.21080885996353094,-0.1576999633412598
FOLD,U56,A,H,W11,2026,CH_ISSHARPE,252,0.8068657161849563,0.10470573297171537,-0.08650977309735641
FOLD,U56,A,H,W11,2026,CH_ISCAGR,252,0.8068657161849563,0.10470573297171537,-0.08650977309735641
FOLD,U56,A,H,W11,2026,CH_ISDD,126,1.2088578744886287,0.1613295437127118,-0.09346835945961474
CELL,U56,A,H,W13,0,CH_ISSHARPE,21,1.1116898505481745,0.15308885804711703,-0.2024163164242747
CELL,U56,A,H,W13,0,CH_ISCAGR,126,1.1615297831443132,0.16919746270303992,-0.19127561830465012
CELL,U56,A,H,W13,0,CH_ISDD,21,1.1116898505481745,0.15308885804711703,-0.2024163164242747
FOLD,U56,A,H,W13,2017,CH_ISSHARPE,21,2.061512407393597,0.19664423889260352,-0.04122726294080992
FOLD,U56,A,H,W13,2017,CH_ISCAGR,126,2.2112750760430235,0.21007429712459014,-0.03043560622693453
FOLD,U56,A,H,W13,2017,CH_ISDD,21,2.061512407393597,0.19664423889260352,-0.04122726294080992
FOLD,U56,A,H,W13,2018,CH_ISSHARPE,252,0.08938503693497485,0.000771136048423493,-0.21843530966689784
FOLD,U56,A,H,W13,2018,CH_ISCAGR,126,0.20697730931923103,0.020656091045478053,-0.19104401517865144
FOLD,U56,A,H,W13,2018,CH_ISDD,21,0.6203291445371296,0.08214243044546521,-0.15344474245113182
FOLD,U56,A,H,W13,2019,CH_ISSHARPE,21,2.117284687382722,0.18642341820666153,-0.05919108117891747
FOLD,U56,A,H,W13,2019,CH_ISCAGR,21,2.117284687382722,0.18642341820666153,-0.05919108117891747
FOLD,U56,A,H,W13,2019,CH_ISDD,21,2.117284687382722,0.18642341820666153,-0.05919108117891747
FOLD,U56,A,H,W13,2020,CH_ISSHARPE,21,1.147832235406069,0.25657339587793904,-0.20241631642427482
FOLD,U56,A,H,W13,2020,CH_ISCAGR,21,1.147832235406069,0.25657339587793904,-0.20241631642427482
FOLD,U56,A,H,W13,2020,CH_ISDD,21,1.147832235406069,0.25657339587793904,-0.20241631642427482
FOLD,U56,A,H,W13,2021,CH_ISSHARPE,21,1.478558760698133,0.1967460484019108,-0.05268444106799641
FOLD,U56,A,H,W13,2021,CH_ISCAGR,252,1.082709812648235,0.1321322311128057,-0.07106986509838142
FOLD,U56,A,H,W13,2021,CH_ISDD,126,1.506085271090442,0.20393825837823942,-0.07246656298645138
FOLD,U56,A,H,W13,2022,CH_ISSHARPE,21,-0.6604440273228185,-0.09659523071543208,-0.14620309610770188
FOLD,U56,A,H,W13,2022,CH_ISCAGR,21,-0.6604440273228185,-0.09659523071543208,-0.14620309610770188
FOLD,U56,A,H,W13,2022,CH_ISDD,126,-0.3948769846205155,-0.07147422962096672,-0.1301701235079994
FOLD,U56,A,H,W13,2023,CH_ISSHARPE,21,1.7796580020572956,0.23628223063831122,-0.08671859747227739
FOLD,U56,A,H,W13,2023,CH_ISCAGR,252,1.8533878956527257,0.2260519172353146,-0.0718266050902382
FOLD,U56,A,H,W13,2023,CH_ISDD,126,1.7335798127681166,0.227074547982703,-0.08528762087955044
FOLD,U56,A,H,W13,2024,CH_ISSHARPE,21,1.6124538170857374,0.22802675395566907,-0.10089169740035842
FOLD,U56,A,H,W13,2024,CH_ISCAGR,252,2.4353777744991945,0.3711995210204977,-0.08420088450795338
FOLD,U56,A,H,W13,2024,CH_ISDD,126,2.2315985731029264,0.3492679942393846,-0.08317910312722021
FOLD,U56,A,H,W13,2025,CH_ISSHARPE,252,1.2466905892848397,0.19703624210335025,-0.15499516199092467
FOLD,U56,A,H,W13,2025,CH_ISCAGR,252,1.2466905892848397,0.19703624210335025,-0.15499516199092467
FOLD,U56,A,H,W13,2025,CH_ISDD,126,1.2579403361522374,0.21080885996353094,-0.1576999633412598
FOLD,U56,A,H,W13,2026,CH_ISSHARPE,252,0.8068657161849563,0.10470573297171537,-0.08650977309735641
FOLD,U56,A,H,W13,2026,CH_ISCAGR,252,0.8068657161849563,0.10470573297171537,-0.08650977309735641
FOLD,U56,A,H,W13,2026,CH_ISDD,126,1.2088578744886287,0.1613295437127118,-0.09346835945961474
CELL,U56,A,GROSS,W09,0,CH_ISSHARPE,0.75,1.1615297831443132,0.16919746270303992,-0.19127561830465012
CELL,U56,A,GROSS,W09,0,CH_ISCAGR,0.75,1.1615297831443132,0.16919746270303992,-0.19127561830465012
CELL,U56,A,GROSS,W09,0,CH_ISDD,0.3,1.1594224522798233,0.06692878140314584,-0.07990335554891137
FOLD,U56,A,GROSS,W09,2017,CH_ISSHARPE,0.75,2.2112750760430235,0.21007429712459014,-0.03043560622693453
FOLD,U56,A,GROSS,W09,2017,CH_ISCAGR,0.75,2.2112750760430235,0.21007429712459014,-0.03043560622693453
FOLD,U56,A,GROSS,W09,2017,CH_ISDD,0.3,2.2021396905891617,0.08003834467780413,-0.012185420300233174
FOLD,U56,A,GROSS,W09,2018,CH_ISSHARPE,0.75,0.20697730931923103,0.020656091045478053,-0.19104401517865144
FOLD,U56,A,GROSS,W09,2018,CH_ISCAGR,0.75,0.20697730931923103,0.020656091045478053,-0.19104401517865144
FOLD,U56,A,GROSS,W09,2018,CH_ISDD,0.3,0.2061189629945293,0.011352118649376797,-0.07990335554891015
FOLD,U56,A,GROSS,W09,2019,CH_ISSHARPE,0.75,1.9475671274472008,0.1870515286574037,-0.04991125065592539
FOLD,U56,A,GROSS,W09,2019,CH_ISCAGR,0.75,1.9475671274472008,0.1870515286574037,-0.04991125065592539
FOLD,U56,A,GROSS,W09,2019,CH_ISDD,0.3,1.943297232149967,0.07180425697474013,-0.020201405476869105
FOLD,U56,A,GROSS,W09,2020,CH_ISSHARPE,0.75,1.161527040407798,0.24752609925371227,-0.19127561830465045
FOLD,U56,A,GROSS,W09,2020,CH_ISCAGR,0.75,1.161527040407798,0.24752609925371227,-0.19127561830465045
FOLD,U56,A,GROSS,W09,2020,CH_ISDD,0.3,1.1606922558786923,0.09760926756423127,-0.07968182765164433
FOLD,U56,A,GROSS,W09,2021,CH_ISSHARPE,0.75,1.506085271090442,0.20393825837823942,-0.07246656298645138
FOLD,U56,A,GROSS,W09,2021,CH_ISCAGR,0.75,1.506085271090442,0.20393825837823942,-0.07246656298645138
FOLD,U56,A,GROSS,W09,2021,CH_ISDD,0.3,1.502342454167297,0.07895877162389553,-0.029430627303073553
FOLD,U56,A,GROSS,W09,2022,CH_ISSHARPE,0.75,-0.3948769846205155,-0.07147422962096672,-0.1301701235079994
FOLD,U56,A,GROSS,W09,2022,CH_ISCAGR,0.75,-0.3948769846205155,-0.07147422962096672,-0.1301701235079994
FOLD,U56,A,GROSS,W09,2022,CH_ISDD,0.3,-0.39607039835474855,-0.026445851870769865,-0.05197760319692457
FOLD,U56,A,GROSS,W09,2023,CH_ISSHARPE,0.75,1.7335798127681166,0.227074547982703,-0.08528762087955044
FOLD,U56,A,GROSS,W09,2023,CH_ISCAGR,0.75,1.7335798127681166,0.227074547982703,-0.08528762087955044
FOLD,U56,A,GROSS,W09,2023,CH_ISDD,0.3,1.730874753128839,0.08727605791321125,-0.0345665068891734
FOLD,U56,A,GROSS,W09,2024,CH_ISSHARPE,0.75,2.2315985731029264,0.3492679942393846,-0.08317910312722021
FOLD,U56,A,GROSS,W09,2024,CH_ISCAGR,0.75,2.2315985731029264,0.3492679942393846,-0.08317910312722021
FOLD,U56,A,GROSS,W09,2024,CH_ISDD,0.3,2.235124821950801,0.13014202237402084,-0.033958973193443986
FOLD,U56,A,GROSS,W09,2025,CH_ISSHARPE,0.75,1.2579403361522374,0.21080885996353094,-0.1576999633412598
FOLD,U56,A,GROSS,W09,2025,CH_ISCAGR,0.75,1.2579403361522374,0.21080885996353094,-0.1576999633412598
FOLD,U56,A,GROSS,W09,2025,CH_ISDD,0.3,1.2527387067241054,0.08250416062156707,-0.06546420529652353
FOLD,U56,A,GROSS,W09,2026,CH_ISSHARPE,0.75,1.2088578744886287,0.1613295437127118,-0.09346835945961474
FOLD,U56,A,GROSS,W09,2026,CH_ISCAGR,0.75,1.2088578744886287,0.1613295437127118,-0.09346835945961474
FOLD,U56,A,GROSS,W09,2026,CH_ISDD,0.3,1.1954942570493934,0.0630322011011164,-0.03826532039233044
CELL,U56,A,GROSS,W11,0,CH_ISSHARPE,0.75,1.1615297831443132,0.16919746270303992,-0.19127561830465012
CELL,U56,A,GROSS,W11,0,CH_ISCAGR,0.75,1.1615297831443132,0.16919746270303992,-0.19127561830465012
CELL,U56,A,GROSS,W11,0,CH_ISDD,0.3,1.1594224522798233,0.06692878140314584,-0.07990335554891137
FOLD,U56,A,GROSS,W11,2017,CH_ISSHARPE,0.75,2.2112750760430235,0.21007429712459014,-0.03043560622693453
FOLD,U56,A,GROSS,W11,2017,CH_ISCAGR,0.75,2.2112750760430235,0.21007429712459014,-0.03043560622693453
FOLD,U56,A,GROSS,W11,2017,CH_ISDD,0.3,2.2021396905891617,0.08003834467780413,-0.012185420300233174
FOLD,U56,A,GROSS,W11,2018,CH_ISSHARPE,0.75,0.20697730931923103,0.020656091045478053,-0.19104401517865144
