panel,m,c,mean_gross,turn_yr,IS_Sharpe,IS_Calmar,FULL_CAGR,FULL_Sharpe,FULL_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,keep4a_FULL,keep4a_OOS,keep4b_FULL,keep4b_OOS,keep4b_FULL_chg,keep4b_OOS_chg,S_0bps,S_10bps,S_25bps,S_50bps,k4bF_0bps,k4bF_10bps,k4bF_25bps,k4bF_50bps,F_L_SH,F_L_DD,F_L_CAGR,Fchg_L_SH,Fchg_L_DD,Fchg_L_CAGR
U56,0.45,NOBAND,0.6795092083092833,1.8123038858965843,1.0293703765751905,0.9217970133710298,0.10071395082557899,1.1264086259384207,-0.15191664748290645,0.10777519679383962,1.2075073858244896,-0.15191664748290645,False,False,False,True,False,True,1.0169494227093383,0.9954456838303852,0.9631676013772049,0.9093196969706537,False,False,False,False,True,True,False,True,True,False
U56,0.45,0.00,0.5004968837779422,3.392298097165883,0.9082756659158118,0.6750112341085971,0.06851040856530921,1.1176463822278422,-0.09627635478206042,0.079015784710736,1.2952444386972763,-0.09627635478206054,False,True,False,False,False,False,1.1441326461220518,1.089991849319901,1.0086293485311497,0.8727199090428083,False,False,False,False,True,True,False,True,True,False
U56,0.45,0.03,0.5013200072626021,2.0804712952336657,0.9713927611462922,0.7983008710269495,0.0725825500180457,1.154062575623905,-0.09802491382501377,0.08211183946878498,1.307338191305277,-0.09802491382501377,False,True,False,False,False,False,1.157785790163457,1.125331594238252,1.0765859931552648,0.9951964967410392,False,False,False,False,True,True,False,True,True,False
U56,0.45,0.10,0.48498177154328526,1.4307008449022378,1.0129119922583385,0.7529901478253411,0.07327275378018139,1.1249074993183485,-0.10086693070703512,0.07809065782798386,1.2226269636315874,-0.1008669307070349,False,False,False,False,False,False,1.115552248503988,1.0939433853231963,1.0615035586224866,1.0073751488580924,False,False,False,False,True,True,False,True,True,False
U56,0.60,NOBAND,0.7198725501744939,1.3884931614943086,1.0688059001737662,0.9109550497752177,0.11517403123775627,1.1277414717728733,-0.16883955825527786,0.1203748062742358,1.176247477309794,-0.16883955825527786,False,False,True,True,True,True,0.9920302204901738,0.9773957271087407,0.9554318661609894,0.9187964300695441,True,True,True,True,True,True,True,True,True,True
U56,0.60,0.00,0.5191331903629044,3.2909991465057327,0.9454016196125329,0.6941220622763171,0.07299504500007292,1.1099883555090175,-0.10885899788228137,0.08252045536610408,1.2452087478411897,-0.10885899788228126,False,False,False,False,False,False,1.1322897449932108,1.0833112355926773,1.0097195705483726,0.886811245466532,False,False,False,False,True,True,False,True,True,False
U56,0.60,0.03,0.5197118972019379,1.9395197517252825,1.0040455172490756,0.8245836019487714,0.07765136227023395,1.1505428881457873,-0.10924648591697406,0.08670717924281068,1.2695594111836501,-0.1092464859169745,False,False,False,False,False,False,1.149872420137738,1.1216614452668205,1.0792945387543615,1.008565428079186,False,False,False,False,True,True,False,True,True,False
U56,0.60,0.10,0.5040498048077859,1.2139656004918378,1.0596189457384808,0.8088918406428186,0.07838088311182578,1.1161201818716038,-0.11213698931102556,0.08105932787485126,1.1636423947026822,-0.112136989311026,False,False,False,False,False,False,1.1023645619133884,1.085357767997487,1.059829770416577,1.017240124952015,False,False,False,False,True,True,False,True,True,False
U56,0.80,NOBAND,0.7392332348932183,1.063361951839164,1.094477802212176,1.0202442622979986,0.12030220423902804,1.098339587922499,-0.18874856830519882,0.12155171644644791,1.1013059303073995,-0.18874856830519893,False,False,True,True,True,True,0.9405374249431566,0.9298770378766272,0.9138810940468646,0.8872084421320237,True,True,True,True,True,True,True,True,True,True
U56,0.80,0.00,0.5279499231323608,3.2035633758824114,1.0173127372706081,0.7724773921313155,0.07774002214301046,1.138400092924944,-0.11460545265441169,0.08577958689771936,1.235603528012743,-0.11460545265441224,False,False,False,False,False,False,1.1567467647160916,1.110757949859233,1.0416583574643283,0.9262450629512919,False,False,False,False,True,True,False,True,True,False
