panel,gross,cost_bps,turnover_yr,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,L_H1,m_L_H1,L_H2,m_L_H2,L_OOS,m_L_OOS,L_DD,m_L_DD,L_CAGR,m_L_CAGR,binding,pass_4b_full,spycost_L_H1,spycost_m_L_H1,spycost_L_H2,spycost_m_L_H2,spycost_L_OOS,spycost_m_L_OOS,spycost_L_DD,spycost_m_L_DD,spycost_L_CAGR,spycost_m_L_CAGR,spycost_binding,spycost_pass_4b_full,spygross_L_H1,spygross_m_L_H1,spygross_L_H2,spygross_m_L_H2,spygross_L_OOS,spygross_m_L_OOS,spygross_L_DD,spygross_m_L_DD,spygross_L_CAGR,spygross_m_L_CAGR,spygross_binding,spygross_pass_4b_full,O_S,O_DD,O_CAGR,pass_4b_oos,A_H1,A_H2,A_DD,pass_4a
U56,0.2,0.0,0.8135280293687802,0.041923140274667814,1.1600784897518008,-0.053579871865164885,1.2254952002801454,1.1162763521591919,0.03762723133265955,1.1338445339835328,-0.037629708844931664,0.04547294413718994,1.183624165242678,-0.05357987186516466,True,0.27809681009802345,True,0.3602179521240706,True,0.3587231460040523,True,0.7351510918097257,False,-0.6032866714969712,L_CAGR,False,True,0.27809681009802345,True,0.3602179521240706,True,0.3587231460040523,True,0.7351510918097257,False,-0.6032866714969712,L_CAGR,False,True,0.2865140463371394,True,0.3606876057182452,True,0.35859452380556944,False,-0.18428158189117222,True,0.9402425121413093,L_DD,False,True,True,False,False,False,False,True,False
U56,0.2,2.0,0.8135280293687802,0.04175364625413969,1.155547495614099,-0.05362288462397502,1.2207295050022438,1.111903752337455,0.03746391095566404,1.129096374772899,-0.03771059258537457,0.04529833164922081,1.1792302925027889,-0.05362288462397402,True,0.27312655812870296,True,0.3548898012916389,True,0.3536792674084683,True,0.7349384768516724,False,-0.6048905717917615,L_CAGR,False,True,0.27312655812870296,True,0.3548898012916389,True,0.3536792674084683,True,0.7349384768516724,False,-0.6048905717917615,L_CAGR,False,True,0.2825823146587759,True,0.3566830298397643,True,0.35477814773363925,False,-0.18505617168473754,True,0.9342059573213367,L_DD,False,True,True,False,False,False,False,True,False
U56,0.2,5.0,0.8135280293687802,0.04149945410842282,1.1487488790067062,-0.053687400722974954,1.213577946408275,1.1053432850330447,0.037218975815018096,1.1219713540226592,-0.03783190693674088,0.045036464753653194,1.1726377467979148,-0.05368740072297573,True,0.265668035056486,True,0.3468956649072918,True,0.3461114560175395,True,0.7346195694376377,False,-0.6072959596407153,L_CAGR,False,True,0.265668035056486,True,0.3468956649072918,True,0.3461114560175395,True,0.7346195694376377,False,-0.6072959596407153,L_CAGR,False,True,0.2766692267326638,True,0.3506595958971324,True,0.34903864734716655,False,-0.18621756041785417,True,0.9251320946270706,L_DD,False,True,True,False,False,False,False,True,False
U56,0.2,7.5,0.8135280293687802,0.04128767212348494,1.1430814471246618,-0.05374116135297147,1.2076155874673973,1.0998748175162816,0.037014904829967055,1.1160313236552357,-0.037932991909372715,0.04481828984844238,1.1671423930557736,-0.05374116135297091,True,0.2594497553429031,True,0.34023216471531803,True,0.3398031492558266,True,0.734353827029854,False,-0.6093000255482601,L_CAGR,False,True,0.2594497553429031,True,0.34023216471531803,True,0.3398031492558266,True,0.734353827029854,False,-0.6093000255482601,L_CAGR,False,True,0.2717274485122925,True,0.34562485297036594,True,0.3442420216260093,False,-0.18718492999645528,True,0.9175530370443282,L_DD,False,True,True,False,False,False,False,True,False
U56,0.2,10.0,0.8135280293687802,0.04107593086078243,1.137412300917992,-0.05379491945049297,1.2016507861370052,1.094405091633193,0.03681087168525998,1.1100890446268012,-0.03803406750085492,0.044600158123453415,1.1616456414364977,-0.05379491945049353,True,0.2532289284057597,True,0.3335671311642771,True,0.3334932378225685,True,0.7340880971402642,False,-0.6113037061064864,L_CAGR,False,True,0.2532289284057597,True,0.3335671311642771,True,0.3334932378225685,True,0.7340880971402642,False,-0.6113037061064864,L_CAGR,False,True,0.2667727514886427,True,0.34057625385573664,True,0.3394329167391334,False,-0.18815188676897707,True,0.9099580063413893,L_DD,False,True,True,False,False,False,False,True,False
U56,0.2,15.0,0.8135280293687802,0.04065257047242432,1.1260689757139004,-0.05390242804850642,1.1897139934150547,1.0834619576500484,0.036402918890378944,1.0981978756216486,-0.03823619054344973,0.0441640241817054,1.1506480400613461,-0.05390242804850631,True,0.24077977585319274,True,0.3202325771646509,True,0.3208687105632076,True,0.7335566749137128,False,-0.6153099114556445,L_CAGR,False,True,0.24077977585319274,True,0.3202325771646509,True,0.3208687105632076,True,0.7335566749137128,False,-0.6153099114556445,L_CAGR,False,True,0.25682458162084,True,0.3304373939379175,True,0.3297772066261435,False,-0.19008456284597056,True,0.8947198023228695,L_DD,False,True,True,False,False,False,False,True,False
U56,0.2,25.0,0.8135280293687802,0.039806338036365574,1.1033629666377405,-0.05411741485916788,1.1658126098507007,1.0615616116217523,0.03558746709331051,1.0743900412295986,-0.03864032408878926,0.04329227410411973,1.1286371139794884,-0.05411741485916788,True,0.2158524794561551,True,0.29354631460269964,True,0.29560160668799007,True,0.7324939806575137,False,-0.6233177010486142,L_CAGR,False,True,0.2158524794561551,True,0.29354631460269964,True,0.29560160668799007,True,0.7324939806575137,False,-0.6233177010486142,L_CAGR,False,True,0.23677300414925434,True,0.309992369795623,True,0.3103153419781758,False,-0.1939449717687519,True,0.8640492465131916,L_DD,False,True,True,False,False,False,False,True,False
U56,0.2,50.0,0.8135280293687802,0.037693602834983464,1.0464953488540432,-0.05465470467460143,1.1059098851163465,1.006737317022433,0.03355148225389204,1.0147344144231765,-0.039650001757796316,0.0411159164203172,1.073527020527218,-0.05465470467460154,True,0.15337856574220804,True,0.22674118200064478,True,0.232338822984437,True,0.7298381209839886,False,-0.6433102447486926,L_CAGR,False,True,0.15337856574220804,True,0.22674118200064478,True,0.232338822984437,True,0.7298381209839886,False,-0.6433102447486926,L_CAGR,False,True,0.18573674931344045,True,0.257894932338219,True,0.26077708523667065,False,-0.2035672468214324,True,0.7862188760563177,L_DD,False,True,True,False,False,False,False,True,False
U56,0.225,0.0,0.9122889666301914,0.04719527314143357,1.1601328936236133,-0.06013236356927687,1.2255393637925476,1.116346979049648,0.042351595634257055,1.133874325666246,-0.04229668180668311,0.051199551237666396,1.1836980874446392,-0.0601323635692772,True,0.2781428692293127,True,0.36030401321827493,True,0.35880800385822403,True,0.702761684867374,False,-0.5533971507172346,L_CAGR,False,True,0.2781428692293127,True,0.36030401321827493,True,0.35880800385822403,True,0.702761684867374,False,-0.5533971507172346,L_CAGR,False,True,0.2862985745415127,True,0.36074434386081716,True,0.35866480919282634,False,-0.18553034982741068,True,0.942464571932373,L_DD,False,True,True,False,False,False,False,True,False
U56,0.225,2.0,0.9122889666301914,0.0470042452631354,1.155616606176493,-0.060180095069067185,1.220788816451626,1.1119888317743236,0.042167619122793765,1.129141526599925,-0.04238692156263624,0.051002672410872085,1.1793185054288235,-0.060180095069067296,True,0.2731884153879076,True,0.354993473269605,True,0.35378053007942384,True,0.7025257448554687,False,-0.555204823161141,L_CAGR,False,True,0.2731884153879076,True,0.354993473269605,True,0.35378053007942384,True,0.7025257448554687,False,-0.555204823161141,L_CAGR,False,True,0.28234974174450295,True,0.3567158328311917,True,0.3548263428703545,False,-0.18630106388734918,True,0.9363627441964073,L_DD,False,True,True,False,False,False,False,True,False
