panel,book,family,type,bps,k,gross,turnover_yr,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,keep4a,keep4b
U56,EWALL,CONTROL,NATIVE,10,1.0,0.7502295218137323,0.8288095753693416,0.13235772839718907,1.1216798503721157,-0.22525886731411904,1.1936367528161023,1.064514766752984,1.1099710805536913,1.1315522372463847,0.13755026674281545,-0.22525886731411904,False,False
U56,EWALL,CONTROL,SCALAR,10,0.6976062195687243,0.523520174020088,0.6003947982566383,0.09202332221163889,1.1210375491829196,-0.16129748073884775,1.1920566834680775,1.064516119000144,1.1083058363031764,1.1316742444982262,0.09562703342581291,-0.16129748073884775,False,False
U56,EWALL,CONTROL,RESPREAD,10,1.0,0.7502295218137323,0.8288095753693416,0.13235772839718907,1.1216798503721157,-0.22525886731411904,1.1936367528161023,1.064514766752984,1.1099710805536913,1.1315522372463847,0.13755026674281545,-0.22525886731411904,False,False
U56,RULESV2,GATE,NATIVE,10,1.0,0.5327659902770177,1.7749433117431328,0.08631725018912006,1.202140097248246,-0.12054946142590728,1.2308642154162701,1.1798211368254472,1.1042576843073322,1.2788365375971418,0.09481988847882739,-0.12054946142590728,False,False
U56,RULESV2,GATE,SCALAR,10,0.9915711497627342,0.5282789487536117,1.7603471178997685,0.08558162247491818,1.2021426474639103,-0.11956385190780139,1.230848976117727,1.1798381524186794,1.1042439322274527,1.278852366253579,0.09400830857442499,-0.1195638519078015,False,False
U56,RULESV2,GATE,RESPREAD,10,1.0,0.7502477834217305,4.3153886723534605,0.12210497400253661,1.1577454010883803,-0.17714792247155386,1.2142818410769787,1.1194863407673712,1.1086758017446332,1.1969792263503718,0.13337255843262819,-0.1771479224715543,False,True
U56,MA200dg,GATE,NATIVE,10,1.0,0.5323154231359639,3.136252762086151,0.0817499089572491,1.1677046148954628,-0.12011679578621448,1.1861914001961913,1.1536271963139677,1.0547578797320243,1.2566008102983548,0.09054596250417912,-0.12011679578621492,False,False
U56,MA200dg,GATE,SCALAR,10,0.9925790676198119,0.528368090372458,3.113244415474213,0.08113796808924834,1.1677060883771002,-0.11925479211028156,1.1861787658053229,1.1536406830856598,1.0547466735936297,1.2566127398521814,0.08986489618717619,-0.11925479211028178,False,False
U56,MA200dg,GATE,RESPREAD,10,1.0,0.7502391015718518,7.616591123087505,0.11510070128463767,1.0876461688444272,-0.18647432308881806,1.171140844332536,1.0270156313724497,1.0669310008992343,1.1060477939796185,0.12354113579850767,-0.18647432308881784,False,True
U56,BAND6dg,GATE,NATIVE,10,1.0,0.5093046674420885,1.2965845269754175,0.08315346495839893,1.139566607598539,-0.13472540930022414,1.1880412707823995,1.1008279180480856,1.0554596051510703,1.205156991690136,0.09122290170658776,-0.1347254093002247,False,False
U56,BAND6dg,GATE,SCALAR,10,1.0,0.5093046674420885,1.2965845269754175,0.08315346495839893,1.139566607598539,-0.13472540930022414,1.1880412707823995,1.1008279180480856,1.0554596051510703,1.205156991690136,0.09122290170658776,-0.1347254093002247,False,False
U56,BAND6dg,GATE,RESPREAD,10,1.0,0.7502576439822464,3.1918029149032434,0.12657434999750405,1.1393278305856618,-0.19601302340554638,1.1654803839099277,1.1243680214977678,1.0617448130931304,1.1994730610352569,0.1400697829142874,-0.19601302340554638,False,True
U56,ABSdg,GATE,NATIVE,10,1.0,0.5508128515610743,2.3516898181375026,0.0865863474245574,1.0877128909393357,-0.1482444730877882,1.167940628328773,1.0241218220503308,1.03934305352182,1.1258907241636122,0.09353701621004351,-0.1482444730877881,False,False
U56,ABSdg,GATE,SCALAR,10,0.9751147058092834,0.5371171419367563,2.2944491835532146,0.08442135783417704,1.087729941239282,-0.14473784757232444,1.1679048792547044,1.0241718673847144,1.0393100427557591,1.125944982278521,0.09119187176115995,-0.144737847572324,False,False
U56,ABSdg,GATE,RESPREAD,10,1.0,0.7502566392446537,5.316800685773634,0.11787705620993894,1.068346642156791,-0.19885942891708175,1.2331431961301214,0.9460286170796949,1.1321952894171563,1.0274017282924683,0.11989368858206317,-0.19885942891708097,False,True
U56,TOP5V1,RANKED,NATIVE,10,1.0,0.749520965986832,23.62578103901711,0.06389280969247557,0.6583521553256034,-0.13827812344296653,0.6428917536562497,0.675289179878577,0.5546689579203908,0.7359903848559822,0.07601495357715282,-0.13827812344296664,False,False
U56,TOP5V1,RANKED,SCALAR,10,0.697624158598581,0.5230128299965605,16.495606470756478,0.0453535512339045,0.6591065530559992,-0.09736871779511147,0.6420804481731882,0.6773950489602277,0.5539931495639846,0.737769447122015,0.053869546370213905,-0.09736871779511169,False,False
U56,TOP5V1,RANKED,RESPREAD,10,1.0,0.749520965986832,23.62578103901711,0.06389280969247557,0.6583521553256034,-0.13827812344296653,0.6428917536562497,0.675289179878577,0.5546689579203908,0.7359903848559822,0.07601495357715282,-0.13827812344296664,False,False
U56,TOP10,RANKED,NATIVE,10,1.0,0.741602257163498,13.006759446763901,0.1610833829687408,1.0488064991148334,-0.23275338724093475,1.146019706459412,0.9880293292578285,1.09880375970298,1.0256179857076944,0.17109900246061982,-0.2327533872409353,False,False
U56,TOP10,RANKED,SCALAR,10,0.7040760831341819,0.5223907580333969,9.187104383917053,0.1134251686501353,1.0474106661788387,-0.16829966499689486,1.1448055641136459,0.986415015451142,1.0979728887368128,1.0238116819294385,0.12063573792662652,-0.1682996649968953,False,True
U56,TOP10,RANKED,RESPREAD,10,1.0,0.741602257163498,13.006759446763901,0.1610833829687408,1.0488064991148334,-0.23275338724093475,1.146019706459412,0.9880293292578285,1.09880375970298,1.0256179857076944,0.17109900246061982,-0.2327533872409353,False,False
U56,TOP20,RANKED,NATIVE,10,1.0,0.7225510862239958,9.178953099534613,0.1425341766899597,1.1461420726225011,-0.1938880679677374,1.221479943760182,1.098188749525648,1.1234021536857601,1.1693851855849262,0.15716974017269636,-0.1938880679677376,False,True
U56,TOP20,RANKED,SCALAR,10,0.7242453296347695,0.5235120597314239,6.670671877561419,0.10290347429499924,1.1458552494021472,-0.14312792169814936,1.2212255433982564,1.0977670129537545,1.1233387735254474,1.168909133594133,0.11334306408087125,-0.14312792169814892,False,False
U56,TOP20,RANKED,RESPREAD,10,1.0,0.7225510862239958,9.178953099534613,0.1425341766899597,1.1461420726225011,-0.1938880679677374,1.221479943760182,1.098188749525648,1.1234021536857601,1.1693851855849262,0.15716974017269636,-0.1938880679677376,False,True
U56,TOP40,RANKED,NATIVE,10,1.0,0.6569758028380056,4.878713700416414,0.10655489129625417,1.1638617648981642,-0.15386273005879714,1.1827221828804748,1.154011085687656,1.0488332609425026,1.2516879694460186,0.1210304622439986,-0.15386273005879747,False,True
U56,TOP40,RANKED,SCALAR,10,0.8084195075265501,0.5312135687245023,3.9536763179695034,0.08596351711156625,1.163856733416225,-0.12542617464004757,1.1824048728360745,1.1542411701891575,1.048586912369896,1.2518699231153974,0.09750560093592164,-0.12542617464004702,False,False
U56,TOP40,RANKED,RESPREAD,10,1.0,0.6569758028380056,4.878713700416414,0.10655489129625417,1.1638617648981642,-0.15386273005879714,1.1827221828804748,1.154011085687656,1.0488332609425026,1.2516879694460186,0.1210304622439986,-0.15386273005879747,False,True
U56,TOP20V,RANKED,NATIVE,10,1.0,0.7254021160789447,10.670563977484175,0.10466656458833756,1.0204682656738908,-0.17889030766316072,1.0537683808942715,0.9991447169232112,0.9511211047128263,1.074145071893506,0.11649945272392959,-0.1788903076631606,False,False
U56,TOP20V,RANKED,SCALAR,10,0.7214659208828916,0.5235014893206438,7.716860411998123,0.07557852984852631,1.0207830135497085,-0.13135878555631986,1.05326708106675,1.000080088261675,0.9506742415200812,1.0750195233339526,0.0840264226092593,-0.13135878555632008,False,False
U56,TOP20V,RANKED,RESPREAD,10,1.0,0.7254021160789447,10.670563977484175,0.10466656458833756,1.0204682656738908,-0.17889030766316072,1.0537683808942715,0.9991447169232112,0.9511211047128263,1.074145071893506,0.11649945272392959,-0.1788903076631606,False,False
U56,TOP20B3,RANKED,NATIVE,10,1.0,0.715621618922561,8.770890565346573,0.14247518697671713,1.1509897932341073,-0.19388806796773728,1.2210990794865366,1.1078813011725377,1.1220643088997801,1.1787953259025956,0.15804293223612254,-0.19388806796773772,False,True
U56,TOP20B3,RANKED,SCALAR,10,0.7309708509135701,0.5233018609893397,6.433579449993721,0.10381046247525183,1.150724826518776,-0.14439000824113457,1.2208109050970144,1.107528458145529,1.1219608277684163,1.1783856450691987,0.1150144160889981,-0.14439000824113457,False,False
U56,TOP20B3,RANKED,RESPREAD,10,1.0,0.715621618922561,8.770890565346573,0.14247518697671713,1.1509897932341073,-0.19388806796773728,1.2210990794865366,1.1078813011725377,1.1220643088997801,1.1787953259025956,0.15804293223612254,-0.19388806796773772,False,True
U56,LOWVOL20,RANKED,NATIVE,10,1.0,0.7501155165139624,7.993637423894531,0.067861502767534,0.9956968499542408,-0.14792995324730218,1.2010423818234501,0.8194640901352643,1.1050594401416816,0.9107958420509638,0.06317556919310174,-0.14792995324730263,False,False
U56,LOWVOL20,RANKED,SCALAR,10,0.6976591786371903,0.5234017418640394,5.584941063258949,0.04738914310472664,0.996421405637209,-0.10470129632025327,1.2004487256455938,0.8210889964194663,1.1044170366383914,0.9124744705610651,0.04423910345777182,-0.10470129632025327,False,False
U56,LOWVOL20,RANKED,RESPREAD,10,1.0,0.7501155165139624,7.993637423894531,0.067861502767534,0.9956968499542408,-0.14792995324730218,1.2010423818234501,0.8194640901352643,1.1050594401416816,0.9107958420509638,0.06317556919310174,-0.14792995324730263,False,False
U56,EWALL,CONTROL,NATIVE,25,1.0,0.7502295218137323,0.8288095753693416,0.1309508066360825,1.1110040764979638,-0.2254761395880328,1.1828312568617119,1.0538946066128925,1.0993254183521424,1.1208438515837231,0.13608817156745534,-0.22547613958803292,False,False
U56,EWALL,CONTROL,SCALAR,25,0.6976062195687243,0.523520174020088,0.6003947982566383,0.0910402916410531,1.1099399325675605,-0.16148426021997353,1.1808136822023845,1.053486373950774,1.097206083174361,1.1205690011751601,0.09460953756682944,-0.16148426021997364,False,False
U56,EWALL,CONTROL,RESPREAD,25,1.0,0.7502295218137323,0.8288095753693416,0.1309508066360825,1.1110040764979638,-0.2254761395880328,1.1828312568617119,1.0538946066128925,1.0993254183521424,1.1208438515837231,0.13608817156745534,-0.22547613958803292,False,False
U56,RULESV2,GATE,NATIVE,25,1.0,0.5327659902770177,1.7749433117431328,0.08342936664540979,1.164549391629259,-0.12092634875468744,1.1930457098338718,1.1423243244859869,1.0656891496685539,1.2419798947110108,0.09188615777182041,-0.12092634875468711,False,False
U56,RULESV2,GATE,SCALAR,25,0.9915711497627342,0.5282789487536117,1.7603471178997685,0.08271939281536578,1.1645438623917657,-0.11993802363364581,1.1930219388146974,1.1423336759817448,1.0656666897980587,1.241988153120789,0.09110086794036487,-0.11993802363364559,False,False
U56,RULESV2,GATE,RESPREAD,25,1.0,0.7502477834217305,4.3153886723534605,0.11485900829500695,1.094874697201339,-0.17890571361844965,1.1492210898333193,1.057992955334732,1.0414319158147145,1.1371288707044982,0.12606110085275657,-0.17890571361844976,False,True
U56,MA200dg,GATE,NATIVE,25,1.0,0.5323154231359639,3.136252762086151,0.07667402626146202,1.0998145766206144,-0.12079149368067854,1.1176347531057902,1.0861787365702633,0.9855086100446235,1.1897478460958453,0.08538547452513345,-0.12079149368067854,False,False
U56,MA200dg,GATE,SCALAR,25,0.9925790676198119,0.528368090372458,3.113244415474213,0.07610207960133186,1.0998096874471988,-0.11992496827002763,1.1176152873343477,1.0861863126539448,0.9854905438143015,1.1897538204518343,0.08474541096748145,-0.11992496827002819,False,False
U56,MA200dg,GATE,RESPREAD,25,1.0,0.7502391015718518,7.616591123087505,0.10242725847341227,0.9783174715739268,-0.18898706759673378,1.057301421772345,0.9205804419707154,0.9507260147766176,1.0014020417553855,0.11067574220392573,-0.18898706759673378,False,False
U56,BAND6dg,GATE,NATIVE,25,1.0,0.5093046674420885,1.2965845269754175,0.08104898487088708,1.112601464185619,-0.13495293795439645,1.1613579270069947,1.0735182970778427,1.0283077120972688,1.1783067618252354,0.08904273242706617,-0.13495293795439678,False,False
U56,BAND6dg,GATE,SCALAR,25,1.0,0.5093046674420885,1.2965845269754175,0.08104898487088708,1.112601464185619,-0.13495293795439645,1.1613579270069947,1.0735182970778427,1.0283077120972688,1.1783067618252354,0.08904273242706617,-0.13495293795439678,False,False
U56,BAND6dg,GATE,RESPREAD,25,1.0,0.7502576439822464,3.1918029149032434,0.12118763518980069,1.0951591060127974,-0.19759554566078363,1.1214655575768693,1.0798343859747923,1.0162220671047524,1.1562158945005037,0.13452239240752784,-0.19759554566078352,False,True
U56,ABSdg,GATE,NATIVE,25,1.0,0.5508128515610743,2.3516898181375026,0.08276116536214606,1.0431841031692883,-0.14876277185915066,1.123464097672648,0.9793254626612334,0.9950245830416214,1.0811283963026133,0.0895125145188036,-0.1487627718591511,False,False
U56,ABSdg,GATE,SCALAR,25,0.9751147058092834,0.5371171419367563,2.2944491835532146,0.08069653815513278,1.0431731551247405,-0.14524526927779502,1.1233983478347707,0.9793492731931978,0.9949605776983576,1.081156985848757,0.08727387853398327,-0.14524526927779524,False,False
U56,ABSdg,GATE,RESPREAD,25,1.0,0.7502566392446537,5.316800685773634,0.10899464412598991,0.9954206178659721,-0.20460906093917663,1.1574588107664898,0.8746237512463438,1.0555839378228908,0.9568068649562586,0.11074527023827474,-0.20460906093917663,False,False
U56,TOP5V1,RANKED,NATIVE,25,1.0,0.749520965986832,23.62578103901711,0.026839760439108407,0.3104689244367177,-0.1562997533874051,0.2869177274878961,0.33229621405886556,0.20680146859902243,0.3870629428917817,0.03647975383690971,-0.14177203861081877,False,False
U56,TOP5V1,RANKED,SCALAR,25,0.697624158598581,0.5230128299965605,16.495606470756478,0.019800576676765935,0.3108657865401718,-0.11080736231566024,0.2856493232158266,0.3341135832534583,0.20565957408919086,0.3885534923259096,0.026684088833066166,-0.09989699071910552,False,False
U56,TOP5V1,RANKED,RESPREAD,25,1.0,0.749520965986832,23.62578103901711,0.026839760439108407,0.3104689244367177,-0.1562997533874051,0.2869177274878961,0.33229621405886556,0.20680146859902243,0.3870629428917817,0.03647975383690971,-0.14177203861081877,False,False
U56,TOP10,RANKED,NATIVE,25,1.0,0.741602257163498,13.006759446763901,0.13866471328653263,0.9220345952947371,-0.23392804938783407,1.0007599927029356,0.8738213941769928,0.9544271617141258,0.909296682682141,0.14844745863930053,-0.2339280493878343,False,False
U56,TOP10,RANKED,SCALAR,25,0.7040760831341819,0.5223907580333969,9.187104383917053,0.09819409817515146,0.920176483006134,-0.16919666746283857,0.9991145653183251,0.8717227537088331,0.9531523868450436,0.9070157244792167,0.10527327395188446,-0.16919666746283857,False,False
U56,TOP10,RANKED,RESPREAD,25,1.0,0.741602257163498,13.006759446763901,0.13866471328653263,0.9220345952947371,-0.23392804938783407,1.0007599927029356,0.8738213941769928,0.9544271617141258,0.909296682682141,0.14844745863930053,-0.2339280493878343,False,False
U56,TOP20,RANKED,NATIVE,25,1.0,0.7225510862239958,9.178953099534613,0.12691765656551035,1.0340754498288358,-0.19551285280717723,1.0948660637136296,0.9965700123007944,0.9958896472366434,1.0671869296957595,0.14162943901989533,-0.19551285280717712,False,True
U56,TOP20,RANKED,SCALAR,25,0.7242453296347695,0.5235120597314239,6.670671877561419,0.09192640500611349,1.0333434619665363,-0.14437320161507572,1.0942082423427442,0.9956784479546587,0.9954176015026966,1.0662470788634755,0.10245165617409047,-0.1443732016150756,False,False
U56,TOP20,RANKED,RESPREAD,25,1.0,0.7225510862239958,9.178953099534613,0.12691765656551035,1.0340754498288358,-0.19551285280717723,1.0948660637136296,0.9965700123007944,0.9958896472366434,1.0671869296957595,0.14162943901989533,-0.19551285280717712,False,True
U56,TOP40,RANKED,NATIVE,25,1.0,0.6569758028380056,4.878713700416414,0.09849061366920475,1.0831665985223031,-0.15484657504246202,1.1013173187801908,1.0734765803722093,0.9673293207453023,1.1713853962683254,0.11250779250333598,-0.15484657504246224,False,False
U56,TOP40,RANKED,SCALAR,25,0.8084195075265501,0.5312135687245023,3.9536763179695034,0.07954488758359779,1.0829405985963734,-0.1262451234304559,1.1007810332621535,1.0734848820366507,0.9668620631495918,1.1713469462384196,0.09073894139998928,-0.12624512343045557,False,False
U56,TOP40,RANKED,RESPREAD,25,1.0,0.6569758028380056,4.878713700416414,0.09849061366920475,1.0831665985223031,-0.15484657504246202,1.1013173187801908,1.0734765803722093,0.9673293207453023,1.1713853962683254,0.11250779250333598,-0.15484657504246224,False,False
U56,TOP20V,RANKED,NATIVE,25,1.0,0.7254021160789447,10.670563977484175,0.0871293612946078,0.8644975091974159,-0.18088166642305026,0.8888815502330165,0.8496677513326841,0.7895424632994491,0.9218288731738158,0.09830522222160498,-0.1808816664230506,False,False
U56,TOP20V,RANKED,SCALAR,25,0.7214659208828916,0.5235014893206438,7.716860411998123,0.06320195011528473,0.8643303933814832,-0.13286805304117988,0.8879260625997372,0.85010752401035,0.7886458993527047,0.9222032209607376,0.07122231697950498,-0.13286805304118,False,False
U56,TOP20V,RANKED,RESPREAD,25,1.0,0.7254021160789447,10.670563977484175,0.0871293612946078,0.8644975091974159,-0.18088166642305026,0.8888815502330165,0.8496677513326841,0.7895424632994491,0.9218288731738158,0.09830522222160498,-0.1808816664230506,False,False
U56,TOP20B3,RANKED,NATIVE,25,1.0,0.715621618922561,8.770890565346573,0.12754943019644016,1.0433722023467324,-0.19551285280717756,1.0993766713599984,1.010331034213892,0.999883639523698,1.0803921458116978,0.14311655955392588,-0.19551285280717734,False,True
U56,TOP20B3,RANKED,SCALAR,25,0.7309708509135701,0.5233018609893397,6.433579449993721,0.09321314471694597,1.0426763121094813,-0.1456451136341873,1.0986992771577768,1.0095222700799673,0.9993861357213405,1.0795322322520795,0.10444899836825261,-0.1456451136341873,False,False
U56,TOP20B3,RANKED,RESPREAD,25,1.0,0.715621618922561,8.770890565346573,0.12754943019644016,1.0433722023467324,-0.19551285280717756,1.0993766713599984,1.010331034213892,0.999883639523698,1.0803921458116978,0.14311655955392588,-0.19551285280717734,False,True
U56,LOWVOL20,RANKED,NATIVE,25,1.0,0.7501155165139624,7.993637423894531,0.05512832021824332,0.8187668168191345,-0.14966696152851844,1.01834578438597,0.6469424201848065,0.9290012590596729,0.7331148747062349,0.050126929932433395,-0.1496669615285181,False,False
U56,LOWVOL20,RANKED,SCALAR,25,0.6976591786371903,0.5234017418640394,5.584941063258949,0.03864880068508514,0.8190889119527066,-0.10596417289157678,1.0174086160319271,0.6481306421053485,0.928011711631417,0.7343522860370897,0.03527182739724699,-0.10596417289157611,False,False
U56,LOWVOL20,RANKED,RESPREAD,25,1.0,0.7501155165139624,7.993637423894531,0.05512832021824332,0.8187668168191345,-0.14966696152851844,1.01834578438597,0.6469424201848065,0.9290012590596729,0.7331148747062349,0.050126929932433395,-0.1496669615285181,False,False
B136,EWALL,CONTROL,NATIVE,10,1.0,0.7502196524570407,0.8657057588560485,0.1415741194723752,1.1219549467170122,-0.2537106610635024,1.2311809584625348,1.0240240275629426,1.1458535010857958,1.1022031339130582,0.13933574083806377,-0.2537106610635026,False,False
B136,EWALL,CONTROL,SCALAR,10,0.7172762535216627,0.5382591492937834,0.6452875965694452,0.1012324332060821,1.121640894479282,-0.187168701444829,1.2292372628746677,1.0249499062288794,1.1437913884891089,1.1032811668027596,0.09976515573536338,-0.18716870144482922,False,False
B136,EWALL,CONTROL,RESPREAD,10,1.0,0.7502196524570407,0.8657057588560485,0.1415741194723752,1.1219549467170122,-0.2537106610635024,1.2311809584625348,1.0240240275629426,1.1458535010857958,1.1022031339130582,0.13933574083806377,-0.2537106610635026,False,False
B136,RULESV2,GATE,NATIVE,10,1.0,0.5321081075221801,2.0110891272076903,0.0803031894255104,1.1057901818007876,-0.1224079386020801,1.2290677258478542,0.9843850631086558,1.0911618922065955,1.1185082795688428,0.07983337481604313,-0.12240793860207999,False,False
B136,RULESV2,GATE,SCALAR,10,1.0,0.5321081075221801,2.0110891272076903,0.0803031894255104,1.1057901818007876,-0.1224079386020801,1.2290677258478542,0.9843850631086558,1.0911618922065955,1.1185082795688428,0.07983337481604313,-0.12240793860207999,False,False
B136,RULESV2,GATE,RESPREAD,10,1.0,0.7502127270565588,4.804176471053953,0.11734120862469899,1.0690064741577403,-0.18528570357900864,1.1722149107973217,0.9791459258042251,1.0603986045067466,1.07596364460324,0.12014792469678337,-0.18528570357900875,False,True
