panel,pool,ruler,pick,gross,IS_Sharpe,IS_CAGR,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,keep4b,keep4b_oos
U56,DEGROSS_LADDER,IS_Sharpe,DEGROSS:f=0.84,0.6046129990317118,1.0014418165858339,0.09093282743211928,-0.119010233602727,0.11263942028665386,1.113145786105589,-0.15239293835138612,False,True
U56,DEGROSS_LADDER,IS_CALMAR,DEGROSS:f=1.00,0.7196429358596218,1.0014078012562833,0.1081435574752092,-0.14090381076500813,0.13426543601500995,1.1133413290228635,-0.17990546913754235,True,True
U56,DEVICES,IS_Sharpe,MAXVOL:m=0.80,0.7230521312484871,1.0838295270393241,0.12067174736430464,-0.13618054477781538,0.1405162833396021,1.1113077425364861,-0.1849911251059373,True,True
U56,DEVICES,IS_CALMAR,BAND:c=0.08,0.7142212784665819,1.0671917285176176,0.11860625983265627,-0.11420436364494668,0.13776363301292172,1.109396684980599,-0.18592432669901093,True,True
U56,CONTROL,none,C_LIVE_f1.00,0.7196429358596218,1.0014078012562833,0.1081435574752092,-0.14090381076500813,0.13426543601500995,1.1133413290228635,-0.17990546913754235,True,True
U56,CONTROL,none,SPY,,0.8986378759173647,0.14958796071721925,-0.22062001264433273,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False
U56,CONTROL,none,RULESv2_live,,1.1042710247053533,0.07609486935133747,-0.07887196637752447,0.09455896847608769,1.2767122316543114,-0.12054941914043871,False,False
B136,DEGROSS_LADDER,IS_Sharpe,DEGROSS:f=1.00,0.741828042184154,1.1758860922614367,0.1595567083858871,-0.12665529102017348,0.1341260280803802,0.9498172545905195,-0.19393547915174236,True,True
B136,DEGROSS_LADDER,IS_CALMAR,DEGROSS:f=1.00,0.741828042184154,1.1758860922614367,0.1595567083858871,-0.12665529102017348,0.1341260280803802,0.9498172545905195,-0.19393547915174236,True,True
B136,DEVICES,IS_Sharpe,MAXVOL:m=0.80,0.7437649871715045,1.2453010542509453,0.17468587927688106,-0.12108670830567547,0.1507392226233475,1.012367715728869,-0.1936915477689919,True,True
B136,DEVICES,IS_CALMAR,MAXVOL:m=0.80,0.7437649871715045,1.2453010542509453,0.17468587927688106,-0.12108670830567547,0.1507392226233475,1.012367715728869,-0.1936915477689919,True,True
B136,CONTROL,none,C_LIVE_f1.00,0.741828042184154,1.1758860922614367,0.1595567083858871,-0.12665529102017348,0.1341260280803802,0.9498172545905195,-0.19393547915174236,True,True
B136,CONTROL,none,SPY,,0.8986624857599308,0.1495976200199005,-0.22058362096015105,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False
B136,CONTROL,none,RULESv2_live,,1.092172960863223,0.08095012587409567,-0.07898347296561259,0.07847283605551292,1.1016867720596069,-0.12241069123223403,False,False
SMALL,DEGROSS_LADDER,IS_Sharpe,DEGROSS:f=1.00,0.7456893600708242,0.2705009132848428,0.03004127966889647,-0.21691949637655306,0.06898755734477424,0.46685868838374495,-0.2854671132533998,False,False
SMALL,DEGROSS_LADDER,IS_CALMAR,DEGROSS:f=0.02,0.014923632648648984,0.265324469262344,0.0008032689620658395,-0.004658033151369478,0.0016239561502111588,0.46322132435586044,-0.006395739126469624,False,False
SMALL,DEVICES,IS_Sharpe,MAXVOL:m=0.25,0.7212237834221353,0.9539989146443976,0.09298456607942618,-0.12383406271271624,-0.008074952609740671,-0.01986560064191142,-0.33537011973729114,False,False
SMALL,DEVICES,IS_CALMAR,MAXVOL:m=0.25,0.7212237834221353,0.9539989146443976,0.09298456607942618,-0.12383406271271624,-0.008074952609740671,-0.01986560064191142,-0.33537011973729114,False,False
SMALL,CONTROL,none,C_LIVE_f1.00,0.7456893600708242,0.2705009132848428,0.03004127966889647,-0.21691949637655306,0.06898755734477424,0.46685868838374495,-0.2854671132533998,False,False
SMALL,CONTROL,none,SPY,,0.8315585793659415,0.12023126578175214,-0.1860549410823611,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False
SMALL,CONTROL,none,RULESv2_live,,0.8751921862004067,0.052925701873588915,-0.08406008752773764,0.036354056040183824,0.5457546255041629,-0.14158634495022804,False,False
