arm,scope,k,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
"A_IS      (IS-Sharpe argmax k, per cell)",ALL,10 distinct,0.11200188798452704,0.9069409411603059,-0.22611222339312442,1.0286607816817668,0.8121841452947387,0.11158359041676746,0.858308986835536,-0.2261122233931243
"A_EXACT   (k = +0.10, the unsmoothed crossing)",ALL,+0.10,0.10855958628054352,0.827819707252658,-0.22921519497139775,0.8744432667866621,0.7972104089020277,0.11893318031358113,0.8462060091584208,-0.22921519497139797
"A_HM3     (k = +0.50, idea 439's headline window)",ALL,+0.50,0.10677239096844282,0.7877456814239434,-0.2327859529169124,0.809382449164055,0.777008200685878,0.11900123132990403,0.8186451141317899,-0.2327859529169123
"A_HM5     (k = +1.00, the widest window)",ALL,+1.00,0.10360860537293859,0.758603370424158,-0.23382023846625088,0.7564622827368286,0.7667643013442097,0.11654695119216218,0.7968501783132207,-0.23382023846625044
"A_ZERO    (k =  0.00, no vol scaler — the control)",ALL,+0.00,0.10157831288444363,0.7994252184272626,-0.2258982669144094,0.8664452517189474,0.751728622300617,0.10939887466761178,0.8053746721457993,-0.22589826691440962
"A_LIVE    (k = -0.50, RULES v1's live scaler)",ALL,-0.50,0.058965214057570714,0.6472760947160683,-0.20647627240195532,0.7927505177732866,0.5337140265760255,0.0571194476388075,0.595845692450392,-0.2064762724019551
SPY (equal-weight of the 3 panels' SPY series),ALL,—,0.1435889560620911,0.8829398024115636,-0.3371684385946021,0.9654390938662635,0.8340217643160518,0.15450627055026778,0.8820154147549284,-0.3371684385946021
"RULES v2 (live) @10bps, pooled 3 panels",ALL,—,0.0669288968431263,1.0316623704383818,-0.10901886237991154,1.085877810267093,0.9868318016454687,0.0712650689090022,1.0628329909808019,-0.10901886237991154
"RULES v1 @10bps, pooled 3 panels",ALL,—,0.06934189414674274,0.7558658142347118,-0.18239987496974663,0.8399425003853364,0.6908442861086989,0.07484899195270311,0.7677632198262839,-0.18239987496974674
"A_IS      (IS-Sharpe argmax k, per cell)",u56,,0.17260558652947466,1.093707054068949,-0.19912962555244484,1.0952550091142332,1.0994804626439603,0.1864360776075944,1.1108605752996612,-0.19912962555244473
"A_EXACT   (k = +0.10, the unsmoothed crossing)",u56,,0.1692052535003039,1.0791945101806306,-0.19842550682342486,1.0557801409269156,1.1059532156063145,0.1861824619496324,1.1136226273269676,-0.19842550682342508
"A_HM3     (k = +0.50, idea 439's headline window)",u56,,0.16946396710271694,1.039886230271409,-0.20286623864181808,0.9993360051053498,1.0805037133342565,0.18994242942399042,1.092812829413524,-0.20286623864181808
"A_HM5     (k = +1.00, the widest window)",u56,,0.1742545392079562,1.0513063590663179,-0.20589672495513345,0.9646298926732815,1.1312279480288512,0.19896894854113278,1.127362894126697,-0.20589672495513345
"A_ZERO    (k =  0.00, no vol scaler — the control)",u56,,0.15263755222138053,1.0143798939161077,-0.18985199209575487,1.0065994767706843,1.0271359457955953,0.16675366328697283,1.0425601477280122,-0.18985199209575476
"A_LIVE    (k = -0.50, RULES v1's live scaler)",u56,,0.0824263592741945,0.861988414525914,-0.13791384700185882,0.9165063213311767,0.8199871595880683,0.08811548316786078,0.8775703260505273,-0.1379138470018587
"A_IS      (IS-Sharpe argmax k, per cell)",broad,,0.1529760777706426,1.0561794133799172,-0.20520265653639258,1.2155651724835208,0.9171506996589607,0.14818826920160766,1.0005421553821803,-0.20520265653639247
"A_EXACT   (k = +0.10, the unsmoothed crossing)",broad,,0.14218662319594633,1.000499252811003,-0.20897284482347622,1.1493684776621753,0.8720988812704267,0.13940510491616376,0.9546284981942036,-0.20897284482347656
"A_HM3     (k = +0.50, idea 439's headline window)",broad,,0.15713874825560126,1.0462039484270658,-0.20941189818357642,1.1681881433447505,0.9408745932185464,0.15730235487112165,1.0185056406433584,-0.2094118981835762
"A_HM5     (k = +1.00, the widest window)",broad,,0.16244964562032949,1.05882796191048,-0.2122641312159621,1.1451550267269803,0.98438237496238,0.1656556951987802,1.050651731358135,-0.21226413121596244
"A_ZERO    (k =  0.00, no vol scaler — the control)",broad,,0.13311635973759395,0.9661112226849127,-0.20382870838179767,1.1199608053707315,0.8334949763310899,0.12935246515086996,0.9143738641306108,-0.20382870838179812
"A_LIVE    (k = -0.50, RULES v1's live scaler)",broad,,0.08576271425470727,0.8640630477214931,-0.17206348101443325,1.043336770740673,0.7047298729098448,0.07910821767418397,0.7878554840681404,-0.17206348101443292
"A_IS      (IS-Sharpe argmax k, per cell)",small,,0.05536182731311112,0.5105385997473126,-0.3454046203861846,0.7462552578973145,0.33112428317013265,0.042035906946105595,0.39070026317975437,-0.3454046203861838
"A_EXACT   (k = +0.10, the unsmoothed crossing)",small,,0.056850801586450395,0.4254386458330386,-0.3312233273422106,0.4625066498273475,0.3991621266870986,0.06955394177910357,0.4851592775801821,-0.3312233273422104
"A_HM3     (k = +0.50, idea 439's headline window)",small,,0.04053600231924914,0.3237134946691357,-0.35757616906034606,0.3095372105226995,0.3383848608483916,0.05518190296834624,0.39798347354028124,-0.35757616906034484
"A_HM5     (k = +1.00, the widest window)",small,,0.024540448033739448,0.2293416571402387,-0.38006955952469834,0.21834312364372627,0.24059907479948675,0.03706656695600974,0.29674267177857666,-0.38006955952469945
"A_ZERO    (k =  0.00, no vol scaler — the control)",small,,0.06113769621840914,0.4570787959156618,-0.3212456128621862,0.5478544728812615,0.3872644066815375,0.06943515303527836,0.49120262146652627,-0.3212456128621862
"A_LIVE    (k = -0.50, RULES v1's live scaler)",small,,0.05747040261220615,0.5062843237329996,-0.35359524581592694,0.700479837746479,0.35419764321022496,0.04932490972001835,0.4316180700250162,-0.35359524581592894
