panel,side,q,cadence,bps,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,turn_yr,path4a,path4b
SMALL439,LOW,0.4,M,10,0.20287917073771555,1.1747411672021708,-0.3549847478212963,1.2633884127524806,1.161697794944967,1.160248083982919,1.81796750451993,KILL(DD),KILL(DD)
SMALL439,LOW,0.4,M,25,0.19960452870653023,1.1586268813932412,-0.3553014974767792,1.2446929666876194,1.1465977627926551,1.1444610071322063,1.81796750451993,KILL(DD),KILL(DD)
SMALL439,LOW,0.4,Q,0,0.21307551250495305,1.2192832238299183,-0.33376337862381533,1.2903549232607507,1.2195280202060819,1.2301118135310718,1.0767718937907285,KILL(DD),KILL(DD)
SMALL439,LOW,0.4,Q,5,0.2124233141376548,1.2161349693369556,-0.333763378623815,1.2867474314815706,1.2165558038237454,1.2269397391817645,1.0767718937907285,KILL(DD),KILL(DD)
SMALL439,LOW,0.4,Q,10,0.2117713739855973,1.2129835187490103,-0.333763378623815,1.283135609259195,1.2135807684728745,1.2237644837158075,1.0767718937907285,KILL(DD),KILL(DD)
SMALL439,LOW,0.4,Q,25,0.20981710215179517,1.2035102342329094,-0.3337633786238151,1.2722745208861344,1.2046389509595552,1.214219872705721,1.0767718937907285,KILL(DD),KILL(DD)
SMALL439,LOW,0.5,W,0,0.18853614255008622,1.102341609235438,-0.37328181639513647,1.2310865138795513,1.0567608858380135,1.0677144048812817,3.3722568279629233,KILL(DD),KILL(DD)
SMALL439,LOW,0.5,W,5,0.18653387659684828,1.0923806578277415,-0.37348054056699787,1.2191816987718787,1.0476985504964436,1.0581408083893076,3.3722568279629233,KILL(DD),KILL(DD)
SMALL439,LOW,0.5,W,10,0.1845349133098897,1.0824185206451442,-0.3736792111334404,1.2072765152680416,1.0386348013774676,1.0485657292148702,3.3722568279629233,KILL(DD),KILL(DD)
SMALL439,LOW,0.5,W,25,0.17855778616863005,1.0525254959299495,-0.37427490132114716,1.1715595852301215,1.011435449604946,1.0198320393965155,3.3722568279629233,KILL(DD),KILL(DD)
SMALL439,LOW,0.5,M,0,0.17850625790405883,1.066543471562835,-0.3566527756852199,1.188187099292074,1.021601250108978,1.0379771930441033,1.6779502745110608,KILL(DD),KILL(DD)
SMALL439,LOW,0.5,M,5,0.17751829537837271,1.0615192663648143,-0.3567485660560116,1.1822950648446844,1.016969005492072,1.033073995896351,1.6779502745110608,KILL(DD),KILL(DD)
SMALL439,LOW,0.5,M,10,0.17653108869508216,1.056492898670289,-0.35684434935244747,1.1764002891013379,1.0123348370757235,1.0281685160304914,1.6779502745110608,KILL(DD),KILL(DD)
SMALL439,LOW,0.5,M,25,0.17357399846674126,1.0414011385155932,-0.35713165679561676,1.1587000248212438,0.9984210347442214,1.0134386701230405,1.6779502745110608,KILL(DD),KILL(DD)
SMALL439,LOW,0.5,Q,0,0.18763291726917086,1.1099970530883492,-0.33662134673820765,1.2452522298096105,1.0579782432058236,1.0842320226929845,1.0031159159160532,KILL(DD),KILL(DD)
SMALL439,LOW,0.5,Q,5,0.1870377461761017,1.1070062134751253,-0.33662134673820776,1.2417539599545595,1.0552214506735567,1.0812571241935998,1.0031159159160532,KILL(DD),KILL(DD)
SMALL439,LOW,0.5,Q,10,0.1864427955013377,1.1040128356840797,-0.33662134673820765,1.2382518278205519,1.0524626185960468,1.0782798312595574,1.0031159159160532,KILL(DD),KILL(DD)
SMALL439,LOW,0.5,Q,25,0.18465926545145717,1.0950176799726694,-0.33662134673820754,1.227722587622569,1.044174045314948,1.069333783749313,1.0031159159160532,KILL(DD),KILL(DD)
SMALL439,HIGH,0.1,W,0,0.0710128704994315,0.5042165931261398,-0.37882040380504123,0.6332077717859373,0.4218093497286937,0.45494516560354875,1.9812778938239481,"KILL(H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.1,W,5,0.0699521129388252,0.49810312752965086,-0.37977388396853395,0.6266764598025785,0.4158595880577693,0.4488053796829992,1.9812778938239481,"KILL(H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.1,W,10,0.06889238429398215,0.4919895603520513,-0.380725920305234,0.6201452685066833,0.4099096286609001,0.44266540365425533,1.9812778938239481,"KILL(H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.1,W,25,0.06571936208772611,0.4736483635087861,-0.38357338790475315,0.6005525518863244,0.3920586691938675,0.4242444507260941,1.9812778938239481,"KILL(H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.1,M,0,0.06724743976559178,0.486857764097389,-0.36478147404281214,0.6295583152996314,0.3924881104988061,0.43279643236854914,0.9856711413646974,"KILL(H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.1,M,5,0.06672149972181773,0.4837761147656788,-0.365279994094062,0.6262335251440596,0.38951581169505267,0.4297024588027118,0.9856711413646974,"KILL(H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.1,M,10,0.06619579640594986,0.48069412976408593,-0.3657781439158032,0.6229083709616636,0.3865432023836146,0.42660808584929794,0.9856711413646974,"KILL(H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.1,M,25,0.0646201058605278,0.47144623328253166,-0.3672703745969772,0.612930812860476,0.3776235764080136,0.4173226437547736,0.9856711413646974,"KILL(H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.1,Q,0,0.06495509709433844,0.4739872968164406,-0.3661664547706256,0.6108575205031623,0.3833077864514437,0.4113915281800496,0.5821021425446579,"KILL(H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.1,Q,5,0.06464515734316434,0.4721646364900382,-0.3664341669253389,0.6088777639318355,0.38156430955798626,0.409539159250924,0.5821021425446579,"KILL(H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.1,Q,10,0.06433528440985437,0.4703415878375982,-0.3667017849739529,0.6068974057286127,0.3798205558309788,0.40768645379664203,0.5821021425446579,"KILL(H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.1,Q,25,0.06340606642224889,0.46487015826999084,-0.3675040747474787,0.6009527796038469,0.3745876741866092,0.40212636607463137,0.5821021425446579,"KILL(H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.2,W,0,0.05390878244112374,0.40665377412650616,-0.38656980415678766,0.5567930026708247,0.30466721165916244,0.32943245022395035,2.187138376607158,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.2,W,5,0.05275633737639418,0.3998577716162113,-0.3876329771238247,0.5494986828939002,0.2980934963274308,0.3225479313005073,2.187138376607158,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.2,W,10,0.05160512642738313,0.39306180280192676,-0.38869433240229434,0.5422046704494378,0.2915196948754972,0.31566335017253727,2.187138376607158,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.2,W,25,0.048158885343637436,0.37267425564993795,-0.3918675227325218,0.5203246625148957,0.2717979168125763,0.2950093968368769,2.187138376607158,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.2,M,0,0.05117236350789556,0.39341239704875924,-0.37293348313555286,0.5490556249078653,0.28580522414233794,0.3205970657380321,1.0793339379000269,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.2,M,5,0.050605043038955744,0.3900175945389284,-0.3734787426625459,0.5453591161461089,0.28256304495048334,0.31717433141271906,1.0793339379000269,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.2,M,10,0.050038002340592413,0.3866224911435679,-0.3740235534292995,0.5416622502404067,0.27932060607818693,0.3137512208788917,1.0793339379000269,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.2,M,25,0.048338557618730515,0.37643547217071005,-0.3756552966518921,0.5305696322372415,0.26959181519740594,0.3034797299490506,1.0793339379000269,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.2,Q,0,0.0515272586511919,0.3960857927474292,-0.37122019329262623,0.5522750943197436,0.2875955768369383,0.3167340074288241,0.625257173498102,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.2,Q,5,0.051198506594348325,0.39411516262418594,-0.37151779761987336,0.5501241183589873,0.2857231130620722,0.31471674973878994,0.625257173498102,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.2,Q,10,0.05086983070551909,0.3921441595761711,-0.3718152845928899,0.5479724958664427,0.28385042115880493,0.3126991956942658,0.625257173498102,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.2,Q,25,0.04988425993098633,0.38622897139552786,-0.3727070417566346,0.5415138246478705,0.27823102665978583,0.3066448168207543,0.625257173498102,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.3,W,0,0.044862007670438464,0.3536157128634385,-0.3838321334412783,0.5050065425552567,0.24771039051850607,0.28647052918467236,2.3708381151983073,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.3,W,5,0.0436236104039589,0.3462336309554511,-0.38494519593267906,0.4969980999428553,0.24064934516087116,0.2791924918048186,2.3708381151983073,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.3,W,10,0.04238665044105283,0.33885158066615856,-0.3860562748758557,0.4889899839299339,0.2335881983208789,0.27191437604064206,2.3708381151983073,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.3,W,25,0.03868437805352487,0.316705821993052,-0.38937764525230445,0.4649678478400357,0.21240432589146868,0.2500797527283274,2.3708381151983073,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.3,M,0,0.03994663254477082,0.32598403666225395,-0.3739537339362441,0.4922242477532932,0.20729915772792837,0.25174914961283856,1.1584365403831904,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.3,M,5,0.03934416759411086,0.3223394457626275,-0.3745107764809371,0.48828585799649793,0.20380354099260253,0.2481172156947656,1.1584365403831904,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.3,M,10,0.03874202136553939,0.31869459530523614,-0.37506735009607417,0.48434715578946846,0.2003077090250792,0.24448495187580252,1.1584365403831904,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.3,M,25,0.03693749348534192,0.30775860677918127,-0.3767342610859653,0.4725293238014377,0.18981902736023168,0.2335862992569719,1.1584365403831904,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.3,Q,0,0.040254151514793834,0.3278587932201357,-0.3682701920877042,0.47537888140954543,0.2227516873452168,0.25419008566002527,0.6623302543658208,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.3,Q,5,0.039909620730279816,0.32577538289087016,-0.36855573992900814,0.4731054410405468,0.22077624084569286,0.25209227749201585,0.6623302543658208,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.3,Q,10,0.039565174550028503,0.32369163311407184,-0.36884118029565915,0.4708313778923089,0.2188006080082854,0.24999421999841948,0.6623302543658208,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.3,Q,25,0.03853234349806822,0.31743841612698265,-0.3696968568710154,0.46400554065258076,0.21287265019584933,0.24369862070894435,0.6623302543658208,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.4,W,0,0.03412016536825213,0.2890510049411817,-0.3915550238896781,0.4477294309295926,0.17667953912009665,0.2210910078571381,2.567055323102603,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.4,W,5,0.03279310180668982,0.28107765938645873,-0.3927037755093754,0.43907612370182675,0.1690538323796858,0.21318889035587812,2.567055323102603,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.4,W,10,0.031467705773642995,0.27310440107352607,-0.3938503874377519,0.43042327017939,0.16142804805837194,0.20528671380335,2.567055323102603,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.4,W,25,0.027501502348155515,0.24918540567042052,-0.39727742435253344,0.40446774988660084,0.13855045403906271,0.1815800792038087,2.567055323102603,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.4,M,0,0.031910219069479995,0.2770057030676087,-0.37664553835932923,0.44066040880972396,0.15944271950949493,0.20976023602185045,1.24208752478293,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.4,M,5,0.03126940229473507,0.273107435402891,-0.37723734297120615,0.4364208680457607,0.15572507540641667,0.20587825621496916,1.24208752478293,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.4,M,10,0.030628949071140887,0.2692088847713731,-0.37782861614964014,0.4321809499322812,0.1520072138820172,0.201995911406756,1.24208752478293,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.4,M,25,0.028709768838706795,0.2575116815970824,-0.3795992515824099,0.4194591174783025,0.14085245149034137,0.19034683068434252,1.24208752478293,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.4,Q,0,0.031778981854811095,0.2762547375524548,-0.37752654201972946,0.4497306793173478,0.15107779360656112,0.18821965743820343,0.7084215793099642,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.4,Q,5,0.031413470323276016,0.27402984592251417,-0.3778431743184837,0.4473069074718237,0.14896489546922304,0.18597666753756684,0.7084215793099642,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.4,Q,10,0.031048054858503926,0.27180463302148433,-0.3781596725290899,0.4448824577982183,0.14685187006122977,0.1837334778542842,0.7084215793099642,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.4,Q,25,0.029952384698485934,0.265127150628777,-0.3791083630857879,0.4376051494655911,0.14051210184772367,0.17700279447267137,0.7084215793099642,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.5,W,0,0.024210838318835082,0.22972877751056853,-0.39573709515617794,0.3710322754401055,0.12909587446743137,0.16753012769991557,2.834870544753016,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.5,W,5,0.022759425800308986,0.22086835953187106,-0.39705490813204514,0.36111696615620237,0.12084437417938873,0.15886533095410643,2.834870544753016,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.5,W,10,0.0213100271554143,0.21200812580014308,-0.39836988572425513,0.35120246118446824,0.11259278005189477,0.15020044120056944,2.834870544753016,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.5,W,25,0.016973887130437904,0.1854288825982897,-0.40229786631365594,0.3214642560682961,0.0878377207312091,0.1242055434191409,2.834870544753016,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.5,M,0,0.022882434380035344,0.22204691688255765,-0.3858600486702346,0.36137437121532223,0.1219016234341014,0.1636423972403573,1.3704697600850195,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.5,M,5,0.022181514608530684,0.217732881918897,-0.3865480437496379,0.3565432352687659,0.11789060608712602,0.1593956968133477,1.3704697600850195,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.5,M,10,0.021481033592985144,0.2134186034111603,-0.3872353095898641,0.3517118071305274,0.11387938179764323,0.15514862164672874,1.3704697600850195,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.5,M,25,0.01938222059427641,0.20047450533767752,-0.3892927389629327,0.33721604864647214,0.10184462588403916,0.14240533494927937,1.3704697600850195,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.5,Q,0,0.020352601810388782,0.206456895128569,-0.37939436330755794,0.3285557884006001,0.11872113263221258,0.14387382939081195,0.7847540586958235,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.5,Q,5,0.01995217464834753,0.2039861178198928,-0.3803436215233855,0.3257575408287985,0.11645304638472394,0.14143196885348577,0.7847540586958235,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.5,Q,10,0.0195518641617074,0.2015150552856863,-0.381291519112151,0.32295863694145227,0.1141848561527678,0.13898993831406697,0.7847540586958235,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
SMALL439,HIGH,0.5,Q,25,0.01835163253029748,0.19410027100306038,-0.3841270662994437,0.31455815395343906,0.10737975004585192,0.13166293522760508,0.7847540586958235,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
U56,LOW,0.1,W,0,0.31677012564115525,1.4783877844689397,-0.3460239436327889,1.660685889019143,1.2714595422392674,1.3288795144622534,3.8489630380550564,KILL(DD),KILL(DD)
U56,LOW,0.1,W,5,0.3142404193016357,1.4687352375646519,-0.346727933972902,1.6530039807293442,1.25890259625448,1.3166375709476115,3.8489630380550564,KILL(DD),KILL(DD)
U56,LOW,0.1,W,10,0.3117152560151242,1.4590745941214467,-0.3474311805311664,1.6453166805325723,1.2463327886683389,1.3043824498703733,3.8489630380550564,KILL(DD),KILL(DD)
U56,LOW,0.1,W,25,0.30416694839751446,1.4300457457085016,-0.34953646522254844,1.622223283439546,1.2085497339518931,1.267541349487925,3.8489630380550564,KILL(DD),KILL(DD)
U56,LOW,0.1,M,0,0.34639234590775714,1.5758870672219334,-0.33847835311905283,1.6428282346475658,1.5238051459504334,1.545544794400552,2.014678007022478,KILL(DD),KILL(DD)
U56,LOW,0.1,M,5,0.3450401318607881,1.570949190444906,-0.3388282959817931,1.6393269337325422,1.5168598521771732,1.5388517905731354,2.014678007022478,KILL(DD),KILL(DD)
U56,LOW,0.1,M,10,0.3436890618614481,1.5660049584489149,-0.3391780677329924,1.6358222975862982,1.5099026669532964,1.5321473481283137,2.014678007022478,KILL(DD),KILL(DD)
U56,LOW,0.1,M,25,0.3396427081359883,1.55113468973069,-0.34022635708784477,1.6252885885756454,1.4889611841583374,1.5119666915102654,2.014678007022478,KILL(DD),KILL(DD)
U56,LOW,0.1,Q,0,0.34320323444395173,1.5381515874015494,-0.3406084855482081,1.601114724831321,1.4851312521265803,1.50972722025543,1.0645923102227475,KILL(DD),KILL(DD)
