panel,book,cost,shape,chooser,pick_instr,pick_regime,IS_stat,OOS_stat_same,OOS_d_on_restated,beats_donothing,regret_vs_oracle,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_CAGR_matchedON,OOS_Sharpe_matchedON,OOS_CAGR_control,OOS_Sharpe_control,pass4a,pass4b
broad,EWall,0.0,A,published,band3-dg,breadth20,26.461923279483116,5.2618746073472735,-10.96228984942855,True,6.910264115223617,0.08210528304142972,1.1481353293632495,-0.12211398589281575,0.04676645885540043,1.1124550627251715,0.1403681035306461,1.1094375225693065,False,False
broad,EWall,0.0,A,restated,vol60-dg,hivol80,3.7694831210092232,-5.215020593873813,-5.215020593873813,False,5.210988935764531,0.1217256495607002,1.1360571399639032,-0.1868755829279981,0.12282682444470727,1.110046145103956,0.1403681035306461,1.1094375225693065,False,True
broad,EWall,0.0,C,published,band3-dg,breadth20,14.464556892859015,-9.646969039915621,-24.03160108559306,False,9.202768894851928,0.11061689378295747,1.1357925585163726,-0.1914652530123978,0.05726199032148638,1.112144794745857,0.1403681035306461,1.1094375225693065,False,True
broad,EWall,0.0,C,restated,band3-dg,hivol80,28.314018778951763,-6.19746341751925,-6.19746341751925,False,4.537036445218625,0.11300920118257096,1.2443423077967106,-0.1326186054523536,0.06842802006855364,1.111806906932713,0.1403681035306461,1.1094375225693065,False,True
broad,EWall,10.0,A,published,band3-dg,breadth20,26.240050803933997,5.0880487657712266,-11.206474352214178,True,7.134516146318271,0.07983337481604336,1.1185082795688426,-0.12240793860208021,0.04641238571364159,1.1043508564947653,0.13933574083806333,1.1022031339130582,False,False
broad,EWall,10.0,A,restated,vol60-dg,hivol80,3.565373687368073,-5.3715078170633195,-5.3715078170633195,False,5.367507199097493,0.12011126700793429,1.1224553129457142,-0.18696236312424186,0.12192495135604009,1.1027096359491106,0.13933574083806333,1.1022031339130582,False,True
broad,EWall,10.0,C,published,band3-dg,breadth20,13.709580133983167,-10.151141017393215,-24.596780542179943,False,9.459583501106398,0.10844226816701252,1.1151867205782267,-0.19203630836632146,0.05683152489911847,1.1041747482746977,0.13933574083806333,1.1022031339130582,False,True
broad,EWall,10.0,C,restated,band3-dg,hivol80,27.46566626377688,-6.619088401417728,-6.619088401417728,False,4.627037169883095,0.11077863077652972,1.2220170361988185,-0.13297358521192204,0.06791705193892361,1.1039702232545632,0.13933574083806333,1.1022031339130582,False,True
broad,EWall,25.0,A,published,band3-dg,breadth20,25.907242090610303,4.827310003407149,-11.572751106392609,True,7.470894192960245,0.07643420182382155,1.0740236940215924,-0.12284879701089035,0.04588149544513187,1.0921927335497261,0.13778891144087635,1.0913501695849346,False,False
broad,EWall,25.0,A,restated,vol60-dg,hivol80,3.259209536906326,-5.606238651847586,-5.606238651847586,False,5.602284594096944,0.11769385576362001,1.1020383628219215,-0.18709252316824732,0.12057347059422918,1.091703436616115,0.13778891144087635,1.0913501695849346,False,True
broad,EWall,25.0,C,published,band3-dg,breadth20,12.577114995669355,-10.907398983609617,-25.444549727060263,False,9.844805410488108,0.10518735151898317,1.0842031554549887,-0.19289250086878862,0.056186147971458045,1.0922179403700785,0.13778891144087635,1.0913501695849346,False,True
broad,EWall,25.0,C,restated,band3-dg,hivol80,26.193137491014582,-7.251525877265444,-7.251525877265444,False,4.762038256879813,0.10744039084071177,1.1884190062583146,-0.13390731452250293,0.06715104769502211,1.0922135301169669,0.13778891144087635,1.0913501695849346,False,True
broad,TOP20,0.0,A,published,gross50,breadth20,23.77111820703664,9.543898884873961,0.5186546801710463,True,0.0,0.0821436595415801,1.0088146577186312,-0.1359574632185674,0.08658360521308794,1.0090084335484268,0.1641569570568462,1.0123343586984954,False,False
broad,TOP20,0.0,A,restated,g200-dg,breadth20,5.9195078960134495,-4.667599643323403,-4.667599643323403,False,5.186254323494449,0.1581574448862726,1.0060088851758195,-0.23221483854448577,0.1631881116507814,1.0122934144525848,0.1641569570568462,1.0123343586984954,False,False
broad,TOP20,0.0,C,published,gross50,hivol80,9.727758494305782,-11.358797696311946,-3.924671771590787,False,12.541332601179104,0.1423256012080678,0.9982254321500509,-0.1857837063971599,0.09786827452687397,1.0094990748266979,0.1641569570568462,1.0123343586984954,False,True
broad,TOP20,0.0,C,restated,gross50,hivol80,19.455114518378092,-3.924671771590787,-3.924671771590787,False,3.5944744114495384,0.1423256012080678,0.9982254321500509,-0.1857837063971599,0.09786827452687397,1.0094990748266979,0.1641569570568462,1.0123343586984954,False,True
broad,TOP20,10.0,A,published,gross50,breadth20,24.45941353336236,10.270137665884231,0.5579848561067617,True,0.0,0.07484914608427173,0.9258844904410442,-0.13665377108268495,0.07886924366932324,0.9261278557206599,0.14862653950160798,0.9301240819488711,False,False
broad,TOP20,10.0,A,restated,g200-dg,breadth20,5.899470550573383,-4.62338507233736,-4.62338507233736,False,5.181369928444122,0.14279203951730723,0.9217135320015324,-0.23309317722911127,0.14776137270351564,0.9300773488672114,0.14862653950160798,0.9301240819488711,False,False
broad,TOP20,10.0,C,published,gross50,hivol80,9.725856478039944,-11.003540995665562,-4.121940108544628,False,12.608447568245827,0.12739428450736123,0.9067019210992281,-0.18684216781520302,0.08907421907031954,0.9267398250271436,0.14862653950160798,0.9301240819488711,False,False
broad,TOP20,10.0,C,restated,gross50,hivol80,18.965372400624915,-4.121940108544628,-4.121940108544628,False,3.895074589982638,0.12739428450736123,0.9067019210992281,-0.18684216781520302,0.08907421907031954,0.9267398250271436,0.14862653950160798,0.9301240819488711,False,False
broad,TOP20,25.0,A,published,gross50,breadth20,25.491856522850888,11.359495837399635,0.6169801200103304,True,0.0,0.0639974336734539,0.8012958291229666,-0.13769741249366663,0.0673980073383913,0.8016138307992711,0.1257100029253504,0.8066189970303554,False,False
broad,TOP20,25.0,A,restated,g200-dg,breadth20,5.869414532413273,-4.55706321585831,-4.55706321585831,False,5.174043335868641,0.12011696216268697,0.795080634153901,-0.2344093171709819,0.12499562526964048,0.8065635526106337,0.1257100029253504,0.8066189970303554,False,False
broad,TOP20,25.0,C,published,gross50,hivol80,9.723003453641152,-10.470655944695986,-4.417842613975392,False,12.709120018845935,0.10535399962982828,0.7691470385418899,-0.18842791205447973,0.07601212667942914,0.8024084266287884,0.1257100029253504,0.8066189970303554,False,False
broad,TOP20,25.0,C,restated,gross50,hivol80,18.230759223995115,-4.417842613975392,-4.417842613975392,False,4.345974857782302,0.10535399962982828,0.7691470385418899,-0.18842791205447973,0.07601212667942914,0.8024084266287884,0.1257100029253504,0.8066189970303554,False,False
broad,V1u,0.0,A,published,gross50,breadth20,10.158821836525,5.619574091293125,0.30563520798149213,True,0.8211953822296296,0.04644517811234339,0.858446640080784,-0.1090576502926327,0.04898915444025165,0.8583831755344778,0.09163740452979319,0.8572937826333676,False,False
broad,V1u,0.0,A,restated,ddctl8,hivol80,4.671866748014075,-2.095965886185401,-2.095965886185401,False,3.4327204782634864,0.06271364472071683,0.7065550978648956,-0.1462490238165246,0.07377254862355587,0.8577562974944578,0.09163740452979319,0.8572937826333676,False,False
broad,V1u,0.0,C,published,gross50,breadth20,2.4842071749665955,-2.373674151924611,-6.77401287974839,False,3.362847555625887,0.0854406680597184,0.8286758367870806,-0.15626764427391437,0.05653431323201952,0.8581940131224609,0.09163740452979319,0.8572937826333676,False,False
broad,V1u,0.0,C,restated,ddctl8,hivol80,4.980020430208313,-3.380584646810475,-3.380584646810475,False,4.1228357110090075,0.08471655236953168,0.813452725954481,-0.20492788578094168,0.07762282836296541,0.8576574137451255,0.09163740452979319,0.8572937826333676,False,False
broad,V1u,10.0,A,published,gross50,breadth20,11.44988927938304,6.821344433161026,0.37216135859357546,True,0.9061696818636573,0.03030184577041828,0.5734779999401477,-0.12366209855713739,0.03191751941740395,0.5734442852422077,0.05825091721868203,0.5726795060813383,False,False
broad,V1u,10.0,A,restated,stop25,breadth20,1.2944628085983148,0.7858829633798834,0.7858829633798834,True,0.10288259976618797,0.05825091721868203,0.5726795060813383,-0.23464470864180642,0.06124569990398543,0.5725657432943828,0.05825091721868203,0.5726795060813383,False,False
broad,V1u,10.0,C,published,gross50,breadth20,2.9111240207008073,-1.5967131998802824,-6.934296109235783,False,3.5172316279566047,0.05321086547430509,0.5432776572225418,-0.1783785972622609,0.03668099532015545,0.5733380034632408,0.05825091721868203,0.5726795060813383,False,False
broad,V1u,10.0,C,restated,ddctl8,hivol80,5.630125136957261,-2.474794198955186,-2.474794198955186,False,3.363559762101257,0.053072756882055705,0.543918817894439,-0.22939597811716006,0.0472168029295692,0.5730547626450684,0.05825091721868203,0.5726795060813383,False,False
