book,family,cad,phase,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,IS_Sharpe
SMALL439,SMALL,6W,0,0.4059905153747035,0.05969191590663092,-0.3949571667566285,0.7609303193189481
SMALL439,SMALL,6W,1,0.25248687237362255,0.029971782775319866,-0.35880647446740455,0.6065261050397265
SMALL439,SMALL,6W,2,0.38542896871028076,0.05456122652585438,-0.42392340912938586,0.5405658992209282
SMALL439,SMALL,6W,3,0.38908039283772533,0.05659466818683434,-0.3638078801570762,0.6326810189214398
SMALL439,SMALL,6W,4,0.566463678743869,0.09080325375655862,-0.3365431944431815,0.6093099261362274
SMALL439,SMALL,6W,5,0.5228011248260893,0.08169955031794318,-0.35513826429343864,0.7482292032222754
U56,U56,6W,0,1.38311249762557,0.19036568379144336,-0.2198868615451911,1.0099050574758015
U56,U56,6W,1,1.1897497010127893,0.15458482803443463,-0.1965759939983841,1.064253158808468
U56,U56,6W,2,1.1436148490243836,0.15745038683987778,-0.21832618378621493,0.9080452072158435
U56,U56,6W,3,1.090136931407107,0.14940703684695467,-0.22366303371939744,0.9221802495667288
U56,U56,6W,4,1.0912208280610534,0.1482254569569219,-0.21356066062911216,1.0702264799801422
U56,U56,6W,5,1.1417331023835735,0.15049022318338223,-0.211554025397944,1.1579102690784884
ETF36,ETF,6W,0,1.0706759222739648,0.09890450618816793,-0.1850074867005933,0.7014318772859243
ETF36,ETF,6W,1,0.9841736045381311,0.08757265948258497,-0.1514617509925894,0.7690831443823962
ETF36,ETF,6W,2,0.8364120847204848,0.08072654608152652,-0.22706466103731504,0.7788852853309551
ETF36,ETF,6W,3,0.746746771526958,0.07392720872347258,-0.24618850852605834,0.7552143516955849
ETF36,ETF,6W,4,0.6649979547328294,0.06390149749309937,-0.2424175449157162,0.8507020284343745
ETF36,ETF,6W,5,0.7538373738652924,0.06752936948131794,-0.16604057351069734,0.7472118477643693
