PICK_SET,partition,n_others,D_INC,mean_others,median_others,ANCHOR_vs_mean,ANCHOR_vs_median,rank,n,p_rank,n_negative
P_1214,ALL19,18,0.06847824456411071,0.06531169538220381,0.06605330921710928,0.003166549181906897,0.0024249353470014307,5,19,0.2631578947368421,1
P_1214,REAL9,9,0.06847824456411071,0.06455156591877775,0.06601147409574962,0.003926678645332957,0.002466770468361093,5,10,0.5,1
P_1214,DEGEN9,9,0.06847824456411071,0.06607182484562986,0.06609514433846896,0.002406419718480851,0.0023831002256417544,1,10,0.1,0
P_AXIS,ALL19,18,0.021102051945540466,0.017935502763633572,0.018677116598539045,0.0031665491819068935,0.0024249353470014202,5,19,0.2631578947368421,3
P_AXIS,REAL9,9,0.021102051945540466,0.017175373300207502,0.018635281477179372,0.003926678645332964,0.002466770468361093,5,10,0.5,3
P_AXIS,DEGEN9,9,0.021102051945540466,0.018695632227059635,0.01871895171989872,0.0024064197184808303,0.002383100225641744,1,10,0.1,0
P_TEXT,ALL19,18,0.020377874127886293,-0.0024903828000280865,0.01738236752918737,0.02286825692791438,0.0029955065986989222,5,19,0.2631578947368421,4
P_TEXT,REAL9,9,0.020377874127886293,-0.022623478126275822,0.0049349160433447385,0.043001352254162115,0.015442958084541554,5,10,0.5,4
P_TEXT,DEGEN9,9,0.020377874127886293,0.017642712526219642,0.017663762143618974,0.0027351616016666504,0.0027141119842673186,1,10,0.1,0
