panel,episode_set,screen,admitted,pick,IS_Sharpe,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,oos_dd_leg,pass4a,pass4b
U56,E5,FIXED,67,MOM/5/0.50,1.265117668320494,0.12442902838318726,1.0042436265756014,-0.1910823830566758,1.2292438389074998,0.8286331587182507,0.10685628303858019,0.8282107658289528,-0.1910823830566759,True,False,False
U56,-,SPYDD,80,MOM/5/1.00,1.2705905376874649,0.24931999542815997,1.0163260436280892,-0.3460670057986598,1.2372529712701477,0.8441300257062865,0.20924400058004733,0.8446420847364144,-0.3460670057986601,False,False,False
U56,-,FULL,68,MOM/5/0.50,1.265117668320494,0.12442902838318726,1.0042436265756014,-0.1910823830566758,1.2292438389074998,0.8286331587182507,0.10685628303858019,0.8282107658289528,-0.1910823830566759,True,False,False
U56,-,NONE,80,MOM/5/1.00,1.2705905376874649,0.24931999542815997,1.0163260436280892,-0.3460670057986598,1.2372529712701477,0.8441300257062865,0.20924400058004733,0.8446420847364144,-0.3460670057986601,False,False,False
U56,E3,FIXED,77,MOM/5/0.50,1.265117668320494,0.12442902838318726,1.0042436265756014,-0.1910823830566758,1.2292438389074998,0.8286331587182507,0.10685628303858019,0.8282107658289528,-0.1910823830566759,True,False,False
U56,E5W,FIXED,67,MOM/5/0.50,1.265117668320494,0.12442902838318726,1.0042436265756014,-0.1910823830566758,1.2292438389074998,0.8286331587182507,0.10685628303858019,0.8282107658289528,-0.1910823830566759,True,False,False
U56,BEAR10,FIXED,78,MOM/5/0.75,1.2679375817993925,0.18696622678861918,1.0103598595156598,-0.27242453500135344,1.2333312755583332,0.8363993795187488,0.15876677134197825,0.836455504064909,-0.27242453500135344,False,False,False
B136,E5,FIXED,58,MOM/20/0.50,1.2333094587104825,0.10742459776046531,1.0893677072450034,-0.17999419967845887,1.3251728004758414,0.9039927514888735,0.10317335816617312,0.9925474944842774,-0.17999419967845898,True,False,True
B136,-,SPYDD,80,MOM/20/1.00,1.243391268611587,0.2183913943449991,1.098714171041151,-0.33675172386421526,1.335309714039662,0.9148464276088757,0.2080894139931253,1.002396398065368,-0.33675172386421526,False,False,False
B136,-,FULL,60,MOM/20/0.50,1.2333094587104825,0.10742459776046531,1.0893677072450034,-0.17999419967845887,1.3251728004758414,0.9039927514888735,0.10317335816617312,0.9925474944842774,-0.17999419967845898,True,False,True
B136,-,NONE,80,MOM/20/1.00,1.243391268611587,0.2183913943449991,1.098714171041151,-0.33675172386421526,1.335309714039662,0.9148464276088757,0.2080894139931253,1.002396398065368,-0.33675172386421526,False,False,False
B136,E3,FIXED,65,MOM/20/0.75,1.2383926702567547,0.16252726220515545,1.0941578373751775,-0.2610525610883291,1.3303047447514575,0.9094825051710624,0.15549377997450153,0.9975867316350693,-0.2610525610883291,False,False,False
B136,E5W,FIXED,58,MOM/20/0.50,1.2333094587104825,0.10742459776046531,1.0893677072450034,-0.17999419967845887,1.3251728004758414,0.9039927514888735,0.10317335816617312,0.9925474944842774,-0.17999419967845898,True,False,True
B136,BEAR10,FIXED,68,MOM/20/0.75,1.2383926702567547,0.16252726220515545,1.0941578373751775,-0.2610525610883291,1.3303047447514575,0.9094825051710624,0.15549377997450153,0.9975867316350693,-0.2610525610883291,False,False,False
SMALL,E5,FIXED,59,LOWVOL/10/1.00,1.782030878427787,0.08235479872053686,0.8025494097277432,-0.35261253980240215,1.8196028506291948,0.27755888475680673,0.047132047559996115,0.4437727112770815,-0.35261253980240137,False,False,False
SMALL,-,SPYDD,55,LOWVOL/10/1.00,1.782030878427787,0.08235479872053686,0.8025494097277432,-0.35261253980240215,1.8196028506291948,0.27755888475680673,0.047132047559996115,0.4437727112770815,-0.35261253980240137,False,False,False
SMALL,-,FULL,55,LOWVOL/10/1.00,1.782030878427787,0.08235479872053686,0.8025494097277432,-0.35261253980240215,1.8196028506291948,0.27755888475680673,0.047132047559996115,0.4437727112770815,-0.35261253980240137,False,False,False
SMALL,-,NONE,80,LOWVOL/10/1.00,1.782030878427787,0.08235479872053686,0.8025494097277432,-0.35261253980240215,1.8196028506291948,0.27755888475680673,0.047132047559996115,0.4437727112770815,-0.35261253980240137,False,False,False
SMALL,E3,FIXED,59,LOWVOL/10/1.00,1.782030878427787,0.08235479872053686,0.8025494097277432,-0.35261253980240215,1.8196028506291948,0.27755888475680673,0.047132047559996115,0.4437727112770815,-0.35261253980240137,False,False,False
SMALL,E5W,FIXED,60,LOWVOL/10/1.00,1.782030878427787,0.08235479872053686,0.8025494097277432,-0.35261253980240215,1.8196028506291948,0.27755888475680673,0.047132047559996115,0.4437727112770815,-0.35261253980240137,False,False,False
SMALL,BEAR10,FIXED,59,LOWVOL/10/1.00,1.782030878427787,0.08235479872053686,0.8025494097277432,-0.35261253980240215,1.8196028506291948,0.27755888475680673,0.047132047559996115,0.4437727112770815,-0.35261253980240137,False,False,False
