panel,depth,gross,cadence,construction,IS_spread,isSharpe,CAGR,Sharpe,MaxDD,H1,H2,oCAGR,oSharpe,oMaxDD,oH1,oH2,mean_gross,turn_yr,base_oSharpe,base_oMaxDD,base_oCAGR,spy_oSharpe,spy_oCAGR,spy_oMaxDD,full_p4a,full_p4b,o4a_strict,o4a_lenient,beat_base,beat_spy,f4b
B136,0.05,0.5,W,DEGROSS,0.26953582543085886,1.383103724381589,0.008546757015557738,1.1008422037876409,-0.011897107921665095,1.4277831108897105,0.8826331649488294,0.008134176877061083,0.9414925985734667,-0.011897107921665873,0.9400454527760437,0.9443224034854683,0.026918965140104265,0.4582350280209314,1.12060446918127,-0.12178128651163989,0.07983508528458505,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False,True,CAGR
B136,0.05,0.75,W,DEGROSS,0.26962221491675686,1.3832879476970115,0.012827757339269885,1.1011166915369706,-0.017808871070838173,1.4279965017500575,0.8829714278419034,0.012202156041648982,0.9418339059913704,-0.01780887107083806,0.9403003182777049,0.9447399575596355,0.040376287931282104,0.6868308604297578,1.12060446918127,-0.12178128651163989,0.07983508528458505,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False,True,CAGR
B136,0.05,1.0,W,RESPREAD,0.27087257100669193,1.3846366359336688,0.32311682767217187,1.1061605853796073,-0.3874339424991694,1.4336926622811175,0.906746739237147,0.3016742792215652,0.9640807756916409,-0.38743394249916974,0.9552435979760849,0.9738022222647563,1.0,16.54574151938498,1.12060446918127,-0.12178128651163989,0.07983508528458505,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False,True,DD
B136,0.1,0.5,M,RESPREAD,0.2133244873626372,1.3131827421112312,0.13260506207236622,1.0834148592446766,-0.18925823624680138,1.3777241445167807,0.8977002170123296,0.12907251429458277,0.9594595788493983,-0.18925823624680171,1.0203760228434609,0.8963748182707539,0.5027578961304402,3.3643625962228634,1.12060446918127,-0.12178128651163989,0.07983508528458505,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,False,False,True,-
B136,0.1,0.75,M,RESPREAD,0.21706916668491805,1.3173302574113455,0.2006208586166982,1.090012658692616,-0.27444858302854225,1.38261018952247,0.9066730763554922,0.1941137084514546,0.968190447030227,-0.27444858302854236,1.0301648939909782,0.9036326276646134,0.751971156921164,5.010937669226008,1.12060446918127,-0.12178128651163989,0.07983508528458505,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False,True,DD
B136,0.1,1.0,M,RESPREAD,0.22070755128787156,1.3213680792340605,0.2694664432302796,1.096337508072149,-0.35401607919091693,1.387322812726362,0.9156152172989456,0.25906859051052056,0.9767618412820585,-0.3540160791909174,1.0397424352588045,0.9107666480369423,1.0,6.656612171670886,1.12060446918127,-0.12178128651163989,0.07983508528458505,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False,True,DD
B136,0.2,0.5,M,RESPREAD,0.1653120003283579,1.1943033889612122,0.11680116592102707,1.1164737350208438,-0.1852739332833021,1.2948309968744107,0.9953652992473695,0.12173052574325438,1.07405923271053,-0.18527393328330266,1.1272357961293642,1.017902392511138,0.5024455960686779,2.889334448486451,1.12060446918127,-0.12178128651163989,0.07983508528458505,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False,False,False,True,-
B136,0.2,0.75,M,RESPREAD,0.16759717512878525,1.1969281405168715,0.17685604360586882,1.1202809792558406,-0.26916483742517383,1.2975077041765797,1.0009030231700504,0.18424252164702692,1.079035414810837,-0.26916483742517383,1.1328302515162312,1.0223137568469476,0.7517615525269227,4.305199794932509,1.12060446918127,-0.12178128651163989,0.07983508528458505,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False,True,DD
B136,0.2,1.0,M,RESPREAD,0.16979862829468928,1.199459846086976,0.23781984908970832,1.123876952422185,-0.34773848900567084,1.300026920179624,1.0063627512238758,0.24762161084338463,1.0838123716536485,-0.3477384890056706,1.1381112260500827,1.0267043204743336,1.0,5.720254338916884,1.12060446918127,-0.12178128651163989,0.07983508528458505,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False,True,DD
B136,0.3,0.5,W,RESPREAD,0.10398625650798121,1.116325909316443,0.10402914237432648,1.0750615716282996,-0.18441605959068408,1.223836650456959,0.9652292121385754,0.10827526003848265,1.051183822219625,-0.18441605959068397,1.0001857571521517,1.124891120356862,0.5004495709613598,5.452741140072754,1.12060446918127,-0.12178128651163989,0.07983508528458505,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False,True,CAGR
B136,0.3,0.75,W,RESPREAD,0.10533208698319507,1.1184710555031674,0.1564340441088552,1.0765410266678688,-0.2672663985606538,1.2261004726011924,0.9664053468898415,0.16258730106901265,1.0523257988735677,-0.26726639856065404,1.001095708432884,1.1269728842839535,0.7503249015304366,8.125535526949113,1.12060446918127,-0.12178128651163989,0.07983508528458505,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False,True,DD
B136,0.3,1.0,W,RESPREAD,0.10644446416190667,1.1203536277321895,0.20874827260132456,1.0776792198865008,-0.3442523354991308,1.2280974345030415,0.9672419063304462,0.21658894478051627,1.0530981555412624,-0.34425233549913037,1.0016297964498797,1.1287913101542353,1.0,10.812195065091295,1.12060446918127,-0.12178128651163989,0.07983508528458505,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False,True,DD
B136,0.5,0.5,M,RESPREAD,0.08538557528691326,1.1394297014363166,0.09630731887213484,1.0978928550288802,-0.17765317328991226,1.2438167582682886,0.9797436858835925,0.09734272738451688,1.0685216408572582,-0.17765317328991193,1.0957801680788692,1.0476956253926886,0.5019950764758113,1.8727015357799293,1.12060446918127,-0.12178128651163989,0.07983508528458505,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False,True,CAGR
B136,0.5,0.75,M,RESPREAD,0.08706548078626541,1.1418981138534738,0.14544405125156978,1.09863217271662,-0.2590461812928494,1.2459260417122637,0.9803106180896579,0.14691077007131081,1.0683037891497393,-0.2590461812928492,1.0957514041224408,1.0479655505560743,0.7514448779740708,2.7853134182693067,1.12060446918127,-0.12178128651163989,0.07983508528458505,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False,True,DD
B136,0.5,1.0,M,RESPREAD,0.08869463604715366,1.1442303854256894,0.19508764517396315,1.0990899516057628,-0.335807438139077,1.247855509831713,0.9806829909854163,0.19691200829078115,1.0677733759144359,-0.3358074381390769,1.0953061695781812,1.0482120279274891,1.0,3.7015008293402785,1.12060446918127,-0.12178128651163989,0.07983508528458505,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False,True,DD
SMALL439,0.05,0.5,M,RESPREAD,0.0903236558908378,0.6484934001680633,0.10760222121010199,0.7450556648834981,-0.23881426167562392,0.7575120772626973,0.7509680635048135,0.12574509731031158,0.7989203387305308,-0.23881426167562392,1.213340729429346,0.4002291072643183,0.4995762780505875,4.085450573457159,0.5664863714962136,-0.1470362580000889,0.03837588361212907,0.8820106885412021,0.15450723909089636,-0.33717256775620263,False,False,False,False,True,False,"H1,H2,OOS,DD"
SMALL439,0.05,0.75,M,RESPREAD,0.09477279860970977,0.6528310143634768,0.15677486054625756,0.7479206568656671,-0.3480988048157998,0.7621748825779828,0.7524389543946445,0.18335113157784155,0.8010731443368551,-0.3480988048157997,1.2083025588387108,0.4076624927908774,0.7483464768726986,6.103296600684061,0.5664863714962136,-0.1470362580000889,0.03837588361212907,0.8820106885412021,0.15450723909089636,-0.33717256775620263,False,False,False,False,True,False,"H1,H2,OOS,DD"
SMALL439,0.05,1.0,M,RESPREAD,0.09982312944145355,0.6577675709501224,0.20215261308876675,0.7512582203788747,-0.4512375320390254,0.7670408366262121,0.7547016908532346,0.23646721180150343,0.8036451120380461,-0.4512375320390254,1.203090216718079,0.4152518060725392,0.9969496695475343,8.121680498635849,0.5664863714962136,-0.1470362580000889,0.03837588361212907,0.8820106885412021,0.15450723909089636,-0.33717256775620263,False,False,False,False,True,False,"H1,H2,OOS,DD"
SMALL439,0.1,0.5,M,DEGROSS,0.10469574373662349,0.7222972827722459,0.009244799363712808,0.7307588792587912,-0.023477142546240892,0.6760084247421795,0.7852327790692606,0.010039054127790603,0.7401820247512225,-0.023477142546241114,0.9587645279584044,0.5374639184549986,0.0489245269137669,0.37644564689519044,0.5664863714962136,-0.1470362580000889,0.03837588361212907,0.8820106885412021,0.15450723909089636,-0.33717256775620263,True,False,True,True,True,False,"H1,H2,OOS,CAGR"
SMALL439,0.1,0.75,M,DEGROSS,0.11006401436570934,0.7222284009679217,0.013842527156511908,0.730838328256244,-0.035116477526075385,0.6761439457537656,0.7852614580046483,0.015030781410975358,0.7403237633441462,-0.03511647752607483,0.9582247267538896,0.5381785514460651,0.07337224013413865,0.5641565040959179,0.5664863714962136,-0.1470362580000889,0.03837588361212907,0.8820106885412021,0.15450723909089636,-0.33717256775620263,True,False,True,True,True,False,"H1,H2,OOS,CAGR"
SMALL439,0.1,1.0,M,DEGROSS,0.11639878344691679,0.722161541974114,0.01842337524202553,0.7309187048333682,-0.046690004415378406,0.6762806082915154,0.7852911337608797,0.020003453679241945,0.7404660968816216,-0.046690004415378406,0.9576831221063585,0.5388935631714488,0.09781059699110725,0.7515435327619826,0.5664863714962136,-0.1470362580000889,0.03837588361212907,0.8820106885412021,0.15450723909089636,-0.33717256775620263,True,False,True,True,True,False,"H1,H2,OOS,CAGR"
SMALL439,0.2,0.5,W,DEGROSS,0.23786355553693078,0.6722567976974143,0.015780900581548796,0.6984060569320332,-0.053205286571965216,0.689929674373233,0.7180324345702266,0.017259575334537258,0.7159468064146256,-0.05320528657196533,0.9181804664940177,0.5141449397429932,0.09706263233619798,1.361227140656067,0.5664863714962136,-0.1470362580000889,0.03837588361212907,0.8820106885412021,0.15450723909089636,-0.33717256775620263,True,False,True,True,True,False,"H1,H2,OOS,CAGR"
SMALL439,0.2,0.75,W,DEGROSS,0.24212154442236772,0.672410757992335,0.023573365306971183,0.698551715339032,-0.0791517348119174,0.6901702498656606,0.7181074759342027,0.0257815090656639,0.7160871012122422,-0.0791517348119134,0.9176293943969128,0.5148961349344374,0.14558180765655512,2.038202320160715,0.5664863714962136,-0.1470362580000889,0.03837588361212907,0.8820106885412021,0.15450723909089636,-0.33717256775620263,True,False,True,True,True,False,"H1,H2,OOS,CAGR"
SMALL439,0.2,1.0,W,DEGROSS,0.24714020085839067,0.6725614530865812,0.031296982202522416,0.6986927519486151,-0.10466029004148214,0.6904071105377906,0.7181776124118983,0.03422724133810573,0.716222202960223,-0.10466029004148025,0.9170745864185542,0.5156386732489391,0.1940932743630335,2.7130041815335466,0.5664863714962136,-0.1470362580000889,0.03837588361212907,0.8820106885412021,0.15450723909089636,-0.33717256775620263,True,False,True,True,True,False,"H1,H2,OOS,CAGR"
SMALL439,0.3,0.5,D,DEGROSS,0.12961445493348278,0.6783212466969869,0.01949167506229066,0.6134013972594272,-0.08170637747062481,0.6691884741356255,0.5833441563413196,0.019652586124418114,0.5832578223629431,-0.08170637747062548,0.7447956754128534,0.4139576147956244,0.14517960761147986,3.936043316392422,0.5664863714962136,-0.1470362580000889,0.03837588361212907,0.8820106885412021,0.15450723909089636,-0.33717256775620263,True,False,False,True,True,False,"H1,H2,OOS,CAGR"
SMALL439,0.3,0.75,D,DEGROSS,0.13197957688168516,0.6786685841059865,0.028992201083595237,0.6137447391276601,-0.1207285593857832,0.6695285684588999,0.5836963837883204,0.029183797672609035,0.583600983093091,-0.12072855938578453,0.7451069131984654,0.4143340562631655,0.21776941141721978,5.887395575973453,0.5664863714962136,-0.1470362580000889,0.03837588361212907,0.8820106885412021,0.15450723909089636,-0.33717256775620263,True,False,False,True,True,False,"H1,H2,OOS,CAGR"
SMALL439,0.3,1.0,D,DEGROSS,0.13486391634798756,0.6789875261891627,0.038318408019833994,0.6140599542572697,-0.15855150217324931,0.6698406348372612,0.5840198927628879,0.03850596651119842,0.5839160076340009,-0.15855150217324854,0.745393998776685,0.41467816729367335,0.2903592152229597,7.8294529663690025,0.5664863714962136,-0.1470362580000889,0.03837588361212907,0.8820106885412021,0.15450723909089636,-0.33717256775620263,False,False,False,False,True,False,"H1,H2,OOS,CAGR"
SMALL439,0.5,0.5,M,RESPREAD,0.028782544209217553,0.6785345837553439,0.058272460915474555,0.6033018273547422,-0.2411940172973095,0.6974262830230692,0.5450579917834432,0.05763105660162693,0.5678583181712077,-0.24119401729730938,0.7645697758901261,0.36093531897816516,0.4991000506502173,2.1768608387137687,0.5664863714962136,-0.1470362580000889,0.03837588361212907,0.8820106885412021,0.15450723909089636,-0.33717256775620263,False,False,False,False,True,False,"H1,H2,OOS,DD,CAGR"
