panel,family,state,side,level,w,prior,on_D,on_W,armed
U56,DISP-LO,DISP,LO,0.17,252,False,0.22282241728561783,0.22732388026108485,0.9975241953634931
U56,DISP-LO,DISP,LO,0.17,504,False,0.17870808012604097,0.18703578663065495,0.9408057618726086
U56,DISP-LO,DISP,LO,0.17,1008,False,0.13887013279315777,0.14224623002475806,0.8273688948908395
U56,DISP-LO,DISP,LO,0.17,2016,False,0.0841773576412334,0.0855277965338735,0.6004951609273014
U56,DISP-HI,DISP,HI,0.07,252,True,0.08575286968264687,0.07855052892189962,0.9975241953634931
U56,DISP-HI,DISP,HI,0.07,504,True,0.07967589466576637,0.07382399279765924,0.9408057618726086
U56,DISP-HI,DISP,HI,0.07,1008,True,0.06324555480531173,0.06549628629304524,0.8273688948908395
U56,DISP-HI,DISP,HI,0.07,2016,True,0.07112311501237903,0.06842223722709881,0.6004951609273014
U56,DISP-HI,DISP,HI,0.12,252,True,0.13999549853702453,0.13977042538825118,0.9975241953634931
U56,DISP-HI,DISP,HI,0.12,504,True,0.1327931577762773,0.13391852352014405,0.9408057618726086
U56,DISP-HI,DISP,HI,0.12,1008,True,0.11726311051091605,0.11613774476704929,0.8273688948908395
U56,DISP-HI,DISP,HI,0.12,2016,True,0.11636281791582265,0.11546252532072923,0.6004951609273014
U56,DISP-HI,DISP,HI,0.17,252,True,0.18230925050641458,0.1886112986720684,0.9975241953634931
U56,DISP-HI,DISP,HI,0.17,504,True,0.18478505514292146,0.1798334458699077,0.9408057618726086
U56,DISP-HI,DISP,HI,0.17,1008,True,0.15755120414134594,0.15710105784379924,0.8273688948908395
U56,DISP-HI,DISP,HI,0.17,2016,True,0.1512491559756921,0.14697276614899843,0.6004951609273014
U56,CORR-LO,CORR,LO,0.07,252,False,0.10690974566734189,0.10488408732838173,0.9975241953634931
U56,CORR-LO,CORR,LO,0.07,504,False,0.09903218546027459,0.10173306324555481,0.9408057618726086
U56,CORR-LO,CORR,LO,0.07,1008,False,0.08845374746792707,0.09002925950934054,0.8273688948908395
U56,CORR-LO,CORR,LO,0.07,2016,False,0.07517443169029935,0.07202340760747243,0.6004951609273014
U56,CORR-LO,CORR,LO,0.12,252,False,0.1595768624803061,0.1586765698852127,0.9975241953634931
U56,CORR-LO,CORR,LO,0.12,504,False,0.15530047265361244,0.14697276614899843,0.9408057618726086
U56,CORR-LO,CORR,LO,0.12,1008,False,0.14697276614899843,0.14899842448795858,0.8273688948908395
U56,CORR-LO,CORR,LO,0.12,2016,False,0.1100607697501688,0.10781003826243529,0.6004951609273014
U56,CORR-LO,CORR,LO,0.17,252,False,0.21449471078100382,0.21224397929327032,0.9975241953634931
U56,CORR-LO,CORR,LO,0.17,504,False,0.20099032185460275,0.19783929777177583,0.9408057618726086
U56,CORR-LO,CORR,LO,0.17,1008,False,0.19851451721809588,0.20279090704478955,0.8273688948908395
U56,CORR-LO,CORR,LO,0.17,2016,False,0.14224623002475806,0.141571010578438,0.6004951609273014
U56,CORR-HI,CORR,HI,0.07,252,True,0.07247355390501913,0.06414584740040513,0.9975241953634931
U56,CORR-HI,CORR,HI,0.07,504,True,0.07089804186360567,0.06842223722709881,0.9408057618726086
U56,CORR-HI,CORR,HI,0.07,1008,True,0.05446770200315102,0.05446770200315102,0.8273688948908395
U56,CORR-HI,CORR,HI,0.07,2016,True,0.04613999549853703,0.04523970290344362,0.6004951609273014
U56,CORR-HI,CORR,HI,0.12,252,True,0.1244654512716633,0.12379023182534324,0.9975241953634931
U56,CORR-HI,CORR,HI,0.12,504,True,0.11073598919648886,0.1100607697501688,0.9408057618726086
U56,CORR-HI,CORR,HI,0.12,1008,True,0.0837272113436867,0.08507765023632681,0.8273688948908395
U56,CORR-HI,CORR,HI,0.12,2016,True,0.07539950483907269,0.07337384650011254,0.6004951609273014
U56,CORR-HI,CORR,HI,0.17,252,True,0.16587891064595994,0.16452847175331983,0.9975241953634931
U56,CORR-HI,CORR,HI,0.17,504,True,0.14584740040513167,0.14539725410758497,0.9408057618726086
U56,CORR-HI,CORR,HI,0.17,1008,True,0.11366194013054243,0.1100607697501688,0.8273688948908395
U56,CORR-HI,CORR,HI,0.17,2016,True,0.09723160027008777,0.09925725860904794,0.6004951609273014
B136,BREADTH-LO,BREADTH,LO,0.07,252,True,0.12243979293270313,0.1258158901643034,1.0
B136,BREADTH-LO,BREADTH,LO,0.07,504,True,0.10240828269187487,0.10600945307224847,0.9453072248480756
B136,BREADTH-LO,BREADTH,LO,0.07,1008,True,0.05964438442493811,0.05941931127616475,0.8318703578663066
B136,BREADTH-LO,BREADTH,LO,0.07,2016,True,0.042988971415710106,0.041188386225523295,0.6049966239027684
B136,BREADTH-LO,BREADTH,LO,0.12,252,True,0.17533198289444069,0.1762322754895341,1.0
B136,BREADTH-LO,BREADTH,LO,0.12,504,True,0.149898717083052,0.15282466801710556,0.9453072248480756
B136,BREADTH-LO,BREADTH,LO,0.12,1008,True,0.0943056493360342,0.09498086878235426,0.8318703578663066
B136,BREADTH-LO,BREADTH,LO,0.12,2016,True,0.07044789556605897,0.06999774926851227,0.6049966239027684
B136,BREADTH-LO,BREADTH,LO,0.17,252,True,0.2183209543101508,0.2219221246905244,1.0
B136,BREADTH-LO,BREADTH,LO,0.17,504,True,0.18906144496961513,0.1919873959036687,0.9453072248480756
B136,BREADTH-LO,BREADTH,LO,0.17,1008,True,0.12063920774251632,0.12288993923024984,0.8318703578663066
B136,BREADTH-LO,BREADTH,LO,0.17,2016,True,0.0925050641458474,0.1003826243529147,0.6049966239027684
B136,BREADTH-HI,BREADTH,HI,0.07,252,False,0.13301823092505063,0.1345937429664641,1.0
B136,BREADTH-HI,BREADTH,HI,0.07,504,False,0.07877560207067297,0.07539950483907269,0.9453072248480756
B136,BREADTH-HI,BREADTH,HI,0.07,1008,False,0.06302048165653837,0.06729687148323205,0.8318703578663066
B136,BREADTH-HI,BREADTH,HI,0.07,2016,False,0.062120189061444966,0.06549628629304524,0.6049966239027684
B136,BREADTH-HI,BREADTH,HI,0.12,252,False,0.18996173756470852,0.18433490884537473,1.0
B136,BREADTH-HI,BREADTH,HI,0.12,504,False,0.12986720684222372,0.1323430114787306,0.9453072248480756
B136,BREADTH-HI,BREADTH,HI,0.12,1008,False,0.09588116137744768,0.10015755120414134,0.8318703578663066
B136,BREADTH-HI,BREADTH,HI,0.12,2016,False,0.09092955210443394,0.09227999099707405,0.6049966239027684
B136,BREADTH-HI,BREADTH,HI,0.17,252,False,0.23835246455097908,0.233175782129192,1.0
B136,BREADTH-HI,BREADTH,HI,0.17,504,False,0.17510690974566734,0.17420661715057395,0.9453072248480756
B136,BREADTH-HI,BREADTH,HI,0.17,1008,False,0.1341435966689174,0.13526896241278416,0.8318703578663066
B136,BREADTH-HI,BREADTH,HI,0.17,2016,False,0.116587891064596,0.11951384199864956,0.6049966239027684
B136,VOL20-LO,VOL20,LO,0.07,252,False,0.12874184109835696,0.13166779203241052,0.9975241953634931
B136,VOL20-LO,VOL20,LO,0.07,504,False,0.08125140670717983,0.08125140670717983,0.9408057618726086
B136,VOL20-LO,VOL20,LO,0.07,1008,False,0.06459599369795184,0.06414584740040513,0.8273688948908395
B136,VOL20-LO,VOL20,LO,0.07,2016,False,0.03781228899392303,0.039837947332883185,0.6004951609273014
B136,VOL20-LO,VOL20,LO,0.12,252,False,0.1850101282916948,0.1933378347963088,0.9975241953634931
B136,VOL20-LO,VOL20,LO,0.12,504,False,0.1393202790907045,0.14674769300022508,0.9408057618726086
B136,VOL20-LO,VOL20,LO,0.12,1008,False,0.11816340310600945,0.12559081701553004,0.8273688948908395
B136,VOL20-LO,VOL20,LO,0.12,2016,False,0.0587440918298447,0.06009453072248481,0.6004951609273014
B136,VOL20-LO,VOL20,LO,0.17,252,False,0.2381273914022057,0.24825568309700652,0.9975241953634931
B136,VOL20-LO,VOL20,LO,0.17,504,False,0.19873959036686922,0.20504163853252308,0.9408057618726086
B136,VOL20-LO,VOL20,LO,0.17,1008,False,0.16070222822417285,0.17038037362142697,0.8273688948908395
B136,VOL20-LO,VOL20,LO,0.17,2016,False,0.07247355390501913,0.07112311501237903,0.6004951609273014
B136,VOL20-HI,VOL20,HI,0.07,252,True,0.08665316227774027,0.08800360117038038,0.9975241953634931
B136,VOL20-HI,VOL20,HI,0.07,504,True,0.08642808912896692,0.08440243079000675,0.9408057618726086
B136,VOL20-HI,VOL20,HI,0.07,1008,True,0.06437092054917848,0.06437092054917848,0.8273688948908395
B136,VOL20-HI,VOL20,HI,0.07,2016,True,0.049516092730137296,0.04839072698627054,0.6004951609273014
B136,VOL20-HI,VOL20,HI,0.12,252,True,0.1433715957686248,0.14022057168579788,0.9975241953634931
B136,VOL20-HI,VOL20,HI,0.12,504,True,0.1406707179833446,0.14224623002475806,0.9408057618726086
B136,VOL20-HI,VOL20,HI,0.12,1008,True,0.09880711231150124,0.09700652712131443,0.8273688948908395
B136,VOL20-HI,VOL20,HI,0.12,2016,True,0.09813189286518119,0.09948233175782129,0.6004951609273014
B136,VOL20-HI,VOL20,HI,0.17,252,True,0.1775827143821742,0.17893315327481432,0.9975241953634931
B136,VOL20-HI,VOL20,HI,0.17,504,True,0.18568534773801484,0.18050866531622778,0.9408057618726086
B136,VOL20-HI,VOL20,HI,0.17,1008,True,0.14922349763673193,0.1503488633805987,0.8273688948908395
B136,VOL20-HI,VOL20,HI,0.17,2016,True,0.14202115687598468,0.13841998649561107,0.6004951609273014
B136,DISP-LO,DISP,LO,0.07,252,False,0.12334008552779653,0.1244654512716633,0.9975241953634931
B136,DISP-LO,DISP,LO,0.07,504,False,0.07832545577312626,0.08732838172406032,0.9408057618726086
B136,DISP-LO,DISP,LO,0.07,1008,False,0.061670042763898265,0.06482106684672519,0.8273688948908395
B136,DISP-LO,DISP,LO,0.07,2016,False,0.031060094530722483,0.030835021381949133,0.6004951609273014
B136,DISP-LO,DISP,LO,0.12,252,False,0.1674544226873734,0.16902993472878686,0.9975241953634931
B136,DISP-LO,DISP,LO,0.12,504,False,0.1267161827593968,0.1271663290569435,0.9408057618726086
B136,DISP-LO,DISP,LO,0.12,1008,False,0.10105784379923476,0.10195813639432816,0.8273688948908395
B136,DISP-LO,DISP,LO,0.12,2016,False,0.04929101958136394,0.049516092730137296,0.6004951609273014
B136,DISP-LO,DISP,LO,0.17,252,False,0.21111861354940356,0.21674544226873735,0.9975241953634931
B136,DISP-LO,DISP,LO,0.17,504,False,0.17690749493585414,0.174881836596894,0.9408057618726086
B136,DISP-LO,DISP,LO,0.17,1008,False,0.13819491334683773,0.13999549853702453,0.8273688948908395
B136,DISP-LO,DISP,LO,0.17,2016,False,0.06324555480531173,0.06414584740040513,0.6004951609273014
B136,DISP-HI,DISP,HI,0.07,252,True,0.09092955210443394,0.09475579563358091,0.9975241953634931
B136,DISP-HI,DISP,HI,0.07,504,True,0.09318028359216746,0.0925050641458474,0.9408057618726086
B136,DISP-HI,DISP,HI,0.07,1008,True,0.07292370020256583,0.07269862705379249,0.8273688948908395
B136,DISP-HI,DISP,HI,0.07,2016,True,0.08192662615349988,0.08597794283142021,0.6004951609273014
B136,DISP-HI,DISP,HI,0.12,252,True,0.1406707179833446,0.141571010578438,0.9975241953634931
B136,DISP-HI,DISP,HI,0.12,504,True,0.14404681521494486,0.14652261985145174,0.9408057618726086
B136,DISP-HI,DISP,HI,0.12,1008,True,0.12379023182534324,0.12334008552779653,0.8273688948908395
B136,DISP-HI,DISP,HI,0.12,2016,True,0.13256808462750394,0.13144271888363718,0.6004951609273014
B136,DISP-HI,DISP,HI,0.17,252,True,0.17690749493585414,0.1766824217870808,0.9975241953634931
B136,DISP-HI,DISP,HI,0.17,504,True,0.18771100607697502,0.1886112986720684,0.9408057618726086
B136,DISP-HI,DISP,HI,0.17,1008,True,0.1674544226873734,0.16542876434841322,0.8273688948908395
B136,DISP-HI,DISP,HI,0.17,2016,True,0.174881836596894,0.1688048615800135,0.6004951609273014
B136,CORR-LO,CORR,LO,0.07,252,False,0.11276164753544902,0.10623452622102184,0.9975241953634931
B136,CORR-LO,CORR,LO,0.07,504,False,0.10690974566734189,0.10533423362592843,0.9408057618726086
B136,CORR-LO,CORR,LO,0.07,1008,False,0.10578437992347513,0.11231150123790232,0.8273688948908395
B136,CORR-LO,CORR,LO,0.07,2016,False,0.09565608822867432,0.0943056493360342,0.6004951609273014
B136,CORR-LO,CORR,LO,0.12,252,False,0.17600720234076075,0.18073373846500113,0.9975241953634931
B136,CORR-LO,CORR,LO,0.12,504,False,0.17600720234076075,0.17555705604321403,0.9408057618726086
B136,CORR-LO,CORR,LO,0.12,1008,False,0.1670042763898267,0.1692550078775602,0.8273688948908395
B136,CORR-LO,CORR,LO,0.12,2016,False,0.1447220346612649,0.14674769300022508,0.6004951609273014
B136,CORR-LO,CORR,LO,0.17,252,False,0.23115012379023184,0.22664866081476479,0.9975241953634931
B136,CORR-LO,CORR,LO,0.17,504,False,0.2327256358316453,0.2340760747242854,0.9408057618726086
B136,CORR-LO,CORR,LO,0.17,1008,False,0.22484807562457798,0.22327256358316452,0.8273688948908395
B136,CORR-LO,CORR,LO,0.17,2016,False,0.18095881161377447,0.1780328606797209,0.6004951609273014
B136,CORR-HI,CORR,HI,0.07,252,True,0.07765023632680622,0.07855052892189962,0.9975241953634931
B136,CORR-HI,CORR,HI,0.07,504,True,0.07179833445869908,0.07067296871483232,0.9408057618726086
B136,CORR-HI,CORR,HI,0.07,1008,True,0.04726536124240378,0.04613999549853703,0.8273688948908395
B136,CORR-HI,CORR,HI,0.07,2016,True,0.036011703803736216,0.034661264911096105,0.6004951609273014
B136,CORR-HI,CORR,HI,0.12,252,True,0.1285167679495836,0.12986720684222372,0.9975241953634931
B136,CORR-HI,CORR,HI,0.12,504,True,0.11118613549403557,0.11073598919648886,0.9408057618726086
B136,CORR-HI,CORR,HI,0.12,1008,True,0.07697501688048616,0.07832545577312626,0.8273688948908395
B136,CORR-HI,CORR,HI,0.12,2016,True,0.05941931127616475,0.059869457573711454,0.6004951609273014
B136,CORR-HI,CORR,HI,0.17,252,True,0.1656538374971866,0.1656538374971866,0.9975241953634931
B136,CORR-HI,CORR,HI,0.17,504,True,0.15079900967814538,0.1530497411658789,0.9408057618726086
B136,CORR-HI,CORR,HI,0.17,1008,True,0.1003826243529147,0.09790681971640783,0.8273688948908395
B136,CORR-HI,CORR,HI,0.17,2016,True,0.07855052892189962,0.08057618726085979,0.6004951609273014
SMALL663,BREADTH-LO,BREADTH,LO,0.07,252,True,0.11909598781107161,0.122397155916709,1.0
SMALL663,BREADTH-LO,BREADTH,LO,0.07,504,True,0.07668867445403758,0.07948197054342306,0.9382935500253936
SMALL663,BREADTH-LO,BREADTH,LO,0.07,1008,True,0.05104113763331641,0.05078720162519045,0.8103098019299136
SMALL663,BREADTH-LO,BREADTH,LO,0.07,2016,True,0.04647028948704927,0.050025393600812595,0.5543423057389538
SMALL663,BREADTH-LO,BREADTH,LO,0.12,252,True,0.16378872524123922,0.16505840528186896,1.0
SMALL663,BREADTH-LO,BREADTH,LO,0.12,504,True,0.11300152361604876,0.11985779583544946,0.9382935500253936
SMALL663,BREADTH-LO,BREADTH,LO,0.12,1008,True,0.0898933468765871,0.0952260030472321,0.8103098019299136
SMALL663,BREADTH-LO,BREADTH,LO,0.12,2016,True,0.07160995429151853,0.07795835449466734,0.5543423057389538
SMALL663,BREADTH-LO,BREADTH,LO,0.17,252,True,0.21203656678517013,0.21762315896394108,1.0
SMALL663,BREADTH-LO,BREADTH,LO,0.17,504,True,0.15185373285931944,0.15820213306246825,0.9382935500253936
SMALL663,BREADTH-LO,BREADTH,LO,0.17,1008,True,0.122397155916709,0.12620619603859828,0.8103098019299136
SMALL663,BREADTH-LO,BREADTH,LO,0.17,2016,True,0.09294057897409853,0.09294057897409853,0.5543423057389538
SMALL663,BREADTH-HI,BREADTH,HI,0.07,252,False,0.14906043676993397,0.14169629253428137,1.0
SMALL663,BREADTH-HI,BREADTH,HI,0.07,504,False,0.12798374809547994,0.12671406805485017,0.9382935500253936
SMALL663,BREADTH-HI,BREADTH,HI,0.07,1008,False,0.08202133062468259,0.08303707465718639,0.8103098019299136
SMALL663,BREADTH-HI,BREADTH,HI,0.07,2016,False,0.0563737938039614,0.05662772981208736,0.5543423057389538
SMALL663,BREADTH-HI,BREADTH,HI,0.12,252,False,0.20238699847638394,0.20568816658202133,1.0
SMALL663,BREADTH-HI,BREADTH,HI,0.12,504,False,0.17140680548501777,0.18105637379380396,0.9382935500253936
SMALL663,BREADTH-HI,BREADTH,HI,0.12,1008,False,0.12620619603859828,0.13306246825799897,0.8103098019299136
SMALL663,BREADTH-HI,BREADTH,HI,0.12,2016,False,0.12366683595733875,0.12950736414423566,0.5543423057389538
SMALL663,BREADTH-HI,BREADTH,HI,0.17,252,False,0.24581005586592178,0.2536820721178263,1.0
SMALL663,BREADTH-HI,BREADTH,HI,0.17,504,False,0.21609954291518538,0.22346368715083798,0.9382935500253936
SMALL663,BREADTH-HI,BREADTH,HI,0.17,1008,False,0.16962925342813612,0.17369222955815133,0.8103098019299136
SMALL663,BREADTH-HI,BREADTH,HI,0.17,2016,False,0.1782630777044185,0.1828339258506856,0.5543423057389538
SMALL663,VOL20-LO,VOL20,LO,0.07,252,False,0.11300152361604876,0.11300152361604876,0.9972067039106145
SMALL663,VOL20-LO,VOL20,LO,0.07,504,False,0.08481462671406806,0.08379888268156424,0.9332148298628745
SMALL663,VOL20-LO,VOL20,LO,0.07,1008,False,0.0340274250888776,0.03504316912138141,0.8052310817673947
SMALL663,VOL20-LO,VOL20,LO,0.07,2016,False,0.005840528186896902,0.005840528186896902,0.5492635855764347
SMALL663,VOL20-LO,VOL20,LO,0.12,252,False,0.17267648552564754,0.17140680548501777,0.9972067039106145
SMALL663,VOL20-LO,VOL20,LO,0.12,504,False,0.13052310817673946,0.13331640426612493,0.9332148298628745
SMALL663,VOL20-LO,VOL20,LO,0.12,1008,False,0.06449974606399188,0.06475368207211783,0.8052310817673947
SMALL663,VOL20-LO,VOL20,LO,0.12,2016,False,0.01218892839004571,0.010919248349415947,0.5492635855764347
SMALL663,VOL20-LO,VOL20,LO,0.17,252,False,0.20949720670391062,0.21051295073641443,0.9972067039106145
SMALL663,VOL20-LO,VOL20,LO,0.17,504,False,0.17623158963941088,0.18105637379380396,0.9332148298628745
SMALL663,VOL20-LO,VOL20,LO,0.17,1008,False,0.10208227526663281,0.09979685119349924,0.8052310817673947
SMALL663,VOL20-LO,VOL20,LO,0.17,2016,False,0.017775520568816656,0.021584560690705943,0.5492635855764347
SMALL663,VOL20-HI,VOL20,HI,0.07,252,True,0.09776536312849161,0.09344845099035043,0.9972067039106145
SMALL663,VOL20-HI,VOL20,HI,0.07,504,True,0.0898933468765871,0.09065515490096496,0.9332148298628745
SMALL663,VOL20-HI,VOL20,HI,0.07,1008,True,0.06678517013712544,0.0670391061452514,0.8052310817673947
SMALL663,VOL20-HI,VOL20,HI,0.07,2016,True,0.06907059421025902,0.06932453021838497,0.5492635855764347
SMALL663,VOL20-HI,VOL20,HI,0.12,252,True,0.1452513966480447,0.14956830878618588,0.9972067039106145
SMALL663,VOL20-HI,VOL20,HI,0.12,504,True,0.12646013204672424,0.12569832402234637,0.9332148298628745
SMALL663,VOL20-HI,VOL20,HI,0.12,1008,True,0.11782630777044185,0.11681056373793804,0.8052310817673947
SMALL663,VOL20-HI,VOL20,HI,0.12,2016,True,0.1292534281361097,0.12265109192483495,0.5492635855764347
SMALL663,VOL20-HI,VOL20,HI,0.17,252,True,0.17648552564753683,0.1782630777044185,0.9972067039106145
SMALL663,VOL20-HI,VOL20,HI,0.17,504,True,0.16582021330624683,0.16607414931437278,0.9332148298628745
SMALL663,VOL20-HI,VOL20,HI,0.17,1008,True,0.17115286947689182,0.17089893346876586,0.8052310817673947
SMALL663,VOL20-HI,VOL20,HI,0.17,2016,True,0.17420010157440324,0.17699339766378872,0.5492635855764347
SMALL663,DISP-LO,DISP,LO,0.07,252,False,0.10411376333164042,0.09776536312849161,0.9972067039106145
SMALL663,DISP-LO,DISP,LO,0.07,504,False,0.08100558659217877,0.0835449466734383,0.9332148298628745
SMALL663,DISP-LO,DISP,LO,0.07,1008,False,0.026409344845099034,0.02691721686135094,0.8052310817673947
SMALL663,DISP-LO,DISP,LO,0.07,2016,False,0.00025393600812595224,0.0,0.5492635855764347
SMALL663,DISP-LO,DISP,LO,0.12,252,False,0.16505840528186896,0.16886744540375825,0.9972067039106145
SMALL663,DISP-LO,DISP,LO,0.12,504,False,0.11909598781107161,0.12061960385982733,0.9332148298628745
SMALL663,DISP-LO,DISP,LO,0.12,1008,False,0.06551549009649568,0.0675469781615033,0.8052310817673947
SMALL663,DISP-LO,DISP,LO,0.12,2016,False,0.004316912138141189,0.0045708481462671405,0.5492635855764347
SMALL663,DISP-LO,DISP,LO,0.17,252,False,0.21686135093956324,0.21736922295581512,0.9972067039106145
SMALL663,DISP-LO,DISP,LO,0.17,504,False,0.1632808532249873,0.15972574911122397,0.9332148298628745
SMALL663,DISP-LO,DISP,LO,0.17,1008,False,0.10843067546978162,0.10970035551041138,0.8052310817673947
SMALL663,DISP-LO,DISP,LO,0.17,2016,False,0.010665312341289994,0.010919248349415947,0.5492635855764347
SMALL663,DISP-HI,DISP,HI,0.07,252,True,0.09547993905535805,0.09598781107160996,0.9972067039106145
SMALL663,DISP-HI,DISP,HI,0.07,504,True,0.09192483494159472,0.09243270695784662,0.9332148298628745
SMALL663,DISP-HI,DISP,HI,0.07,1008,True,0.07414931437277807,0.07313357034027425,0.8052310817673947
