panel,p,K,lam,key,full_width,pn_star,pn_train_star,r2_at_smallest_pn,r2_at_largest_pn
B136,135,5,1.0,mu,True,1.4171276203862786,1.7714095254828484,0.99944369306445,0.39995127020587107
B136,135,5,1.0,sd,True,1.5834038365483372,1.9792547956854212,0.9657854425802475,-0.24712126606201124
B136,135,5,1.0,yS,True,1.51792685345621,1.8974085668202625,0.9827060455724159,0.07978927404534297
B136,135,5,10.0,mu,True,0.9557368805010569,1.194671100626321,0.9907278144560389,0.30226641428975953
B136,135,5,10.0,sd,True,0.8961084810042798,1.1201356012553496,0.9582899104591079,-0.13941221638486656
B136,135,5,10.0,yS,True,1.1086821099085673,1.3858526373857092,0.97526133428098,0.054010557220600774
B136,135,5,100.0,mu,True,0.2757121269268857,0.3446401586586071,0.7639687896683496,0.06133325612698648
B136,135,5,100.0,sd,True,0.2540943899272721,0.3176179874090901,0.7378262374131467,-0.07889556714252177
B136,135,5,100.0,yS,True,0.28378129848903283,0.354726623111291,0.762514402511718,-0.023656948670047306
B136,135,10,0.001,mu,True,1.5513886660830227,1.723765184536692,0.9995579117799446,0.3903435039796851
B136,135,10,0.001,sd,True,0.7153904939654073,0.7948783266282303,0.9664085978887117,-0.3144257944293789
B136,135,10,0.001,yS,True,1.6485051089560596,1.8316723432845108,0.9827804416157736,0.11753994492848174
B136,135,10,0.01,mu,True,1.551282792057484,1.7236475467305379,0.9995579485967777,0.3901947928366506
B136,135,10,0.01,sd,True,0.8634153823208369,0.9593504248009299,0.9664090725169656,-0.3140670340428289
B136,135,10,0.01,yS,True,1.648266025189993,1.8314066946555476,0.9827810806535661,0.11750405282044951
B136,135,10,0.1,mu,True,1.5501059008062563,1.7223398897847293,0.9995575656000067,0.3887138012319017
B136,135,10,0.1,sd,True,1.841752048189287,2.046391164654763,0.9664130958498173,-0.3105334755488993
B136,135,10,0.1,yS,True,1.645808865122045,1.828676516802272,0.9827867709542126,0.11713718600661238
B136,135,10,1.0,mu,True,1.5332319601665099,1.7035910668516776,0.9994802591628704,0.37449111110226097
B136,135,10,1.0,sd,True,1.7677864379815544,1.9642071533128385,0.9663825483734815,-0.2799251738402342
B136,135,10,1.0,yS,True,1.6194377025337319,1.7993752250374797,0.9827751438492113,0.11286592052780353
B136,135,10,10.0,mu,True,1.3677564567065632,1.5197293963406258,0.992743571954711,0.2721312132813537
B136,135,10,10.0,sd,True,1.1932676443443009,1.3258529381603341,0.9602867699286636,-0.1657534065889228
B136,135,10,10.0,yS,True,1.391738303974973,1.5463758933055254,0.9770579797528594,0.06772373990739933
B136,135,10,100.0,mu,True,0.30492387168519597,0.33880430187244,0.7931854299732415,0.03224809961192088
B136,135,10,100.0,sd,True,0.29101025670600983,0.3233447296733442,0.7662012968747749,-0.12705728744435962
B136,135,10,100.0,yS,True,0.3121004955065115,0.34677832834056826,0.7891416168382586,-0.01782566235432337
SMALL439,10,2,0.001,mu,False,,,0.033104881818107446,-0.02547026492948956
SMALL439,10,2,0.001,sd,False,,,-0.013693292222069608,-0.12416047767972405
SMALL439,10,2,0.001,yS,False,,,-0.0027111314734991065,-0.36965293141201827
SMALL439,10,2,0.01,mu,False,,,0.03311493100302798,-0.024180639284570704
SMALL439,10,2,0.01,sd,False,,,-0.013674708096385269,-0.12406172348813249
SMALL439,10,2,0.01,yS,False,,,-0.0027000037227975504,-0.36523962249224917
SMALL439,10,2,0.1,mu,False,,,0.033214368522588855,-0.014101691393687998
SMALL439,10,2,0.1,sd,False,,,-0.013490079181240233,-0.12305542403094827
SMALL439,10,2,0.1,yS,False,,,-0.002589460900857654,-0.32880082103381514
SMALL439,10,2,1.0,mu,False,,,0.03410943037843994,0.0038177493477997704
SMALL439,10,2,1.0,sd,False,,,-0.011758604718784094,-0.1114556979751622
SMALL439,10,2,1.0,yS,False,,,-0.001553842902736191,-0.21665750745090628
SMALL439,10,2,10.0,mu,False,,,0.0370779299595535,-0.013726703318358124
SMALL439,10,2,10.0,sd,False,,,-0.0017360888761348559,-0.09783604997891304
SMALL439,10,2,10.0,yS,False,,,0.004282718208772129,-0.16740747680318746
SMALL439,10,2,100.0,mu,False,,,0.018535392188837374,-0.020833528476184915
SMALL439,10,2,100.0,sd,False,,,0.0038450336302106036,-0.09947261781402128
SMALL439,10,2,100.0,yS,False,,,0.004711460506856779,-0.1610047951481144
SMALL439,10,3,0.001,mu,False,,,0.04092424178803289,-0.4943813341239778
SMALL439,10,3,0.001,sd,False,,,-0.004451286153861478,-0.05464240541775878
SMALL439,10,3,0.001,yS,False,,,0.016409615627013152,-0.31011483451300403
SMALL439,10,3,0.01,mu,False,,,0.0409285378065134,-0.48927298983835454
SMALL439,10,3,0.01,sd,False,,,-0.004440672155156866,-0.05116373762067461
SMALL439,10,3,0.01,yS,False,,,0.016412140446716017,-0.306739072775464
SMALL439,10,3,0.1,mu,False,,,0.040971029566579276,-0.44333173404901705
SMALL439,10,3,0.1,sd,False,,,-0.004335125647663363,-0.0251485394055726
SMALL439,10,3,0.1,yS,False,,,0.016437145557343102,-0.2768375345751515
SMALL439,10,3,1.0,mu,False,,,0.04135128659206688,-0.22933047446166666
SMALL439,10,3,1.0,sd,False,,,-0.003336464889113211,-0.008632297022883817
SMALL439,10,3,1.0,yS,False,,,0.016664012941942197,-0.14961633315832534
SMALL439,10,3,10.0,mu,False,,,0.04222313029400726,-0.0547991881503509
SMALL439,10,3,10.0,sd,False,,,0.002763749530100501,-0.10794158571866008
SMALL439,10,3,10.0,yS,False,,,0.017406527623637258,-0.06741958141360227
SMALL439,10,3,100.0,mu,False,,,0.0237206809502023,-0.026964560809101146
SMALL439,10,3,100.0,sd,False,,,0.004531185006247496,-0.13552754338382011
SMALL439,10,3,100.0,yS,False,,,0.009613989691721225,-0.05731199711269119
SMALL439,10,5,0.001,mu,False,,,0.04272503158502927,-0.40681823886852553
SMALL439,10,5,0.001,sd,False,,,0.007679035187504346,-0.05058255575113679
SMALL439,10,5,0.001,yS,False,,,0.014802076286530963,-0.3563561552525203
SMALL439,10,5,0.01,mu,False,,,0.04272834931649516,-0.4043101170704426
SMALL439,10,5,0.01,sd,False,,,0.007683726713561434,-0.047804623825402626
SMALL439,10,5,0.01,yS,False,,,0.014804478333578563,-0.35406298013493864
SMALL439,10,5,0.1,mu,False,,,0.04276120660389038,-0.3815738437137681
SMALL439,10,5,0.1,sd,False,,,0.007730390288229305,-0.026077120333204418
SMALL439,10,5,0.1,yS,False,,,0.0148283122823758,-0.334030230005518
SMALL439,10,5,1.0,mu,False,,,0.043059023737471946,-0.26898292725454676
SMALL439,10,5,1.0,sd,False,,,0.008172757859290392,0.0030796772534494865
SMALL439,10,5,1.0,yS,False,,,0.015048725186021628,-0.252225563466298
SMALL439,10,5,10.0,mu,False,,,0.043888486286345674,-0.16345924110424792
SMALL439,10,5,10.0,sd,False,,,0.010844491218704233,-0.07213481920437936
SMALL439,10,5,10.0,yS,False,,,0.015997526674467966,-0.1946500689748334
SMALL439,10,5,100.0,mu,False,,,0.02684109357463116,-0.14482457700367912
SMALL439,10,5,100.0,sd,False,,,0.008316967722357016,-0.09893978351159816
SMALL439,10,5,100.0,yS,False,,,0.009186660748846887,-0.18486299831780473
SMALL439,10,10,0.001,mu,False,,,0.04034646718419499,-0.3517187010154921
SMALL439,10,10,0.001,sd,False,,,0.01122454833768538,-0.02512216066497297
SMALL439,10,10,0.001,yS,False,,,0.010102691205078784,-0.25674192024269016
SMALL439,10,10,0.01,mu,False,,,0.04034941056001051,-0.34764206773122286
SMALL439,10,10,0.01,sd,False,,,0.011228092480450313,-0.022915174145825334
SMALL439,10,10,0.01,yS,False,,,0.01010583920000896,-0.2534890226643056
SMALL439,10,10,0.1,mu,False,,,0.04037860487587652,-0.3122034729216143
SMALL439,10,10,0.1,sd,False,,,0.011263350014719675,-0.00484923342750454
SMALL439,10,10,0.1,yS,False,,,0.01013715249390168,-0.22584208219802915
SMALL439,10,10,1.0,mu,False,,,0.040647412501284785,-0.1721679457669496
SMALL439,10,10,1.0,sd,False,,,0.01159813307542712,0.03461408610635752
SMALL439,10,10,1.0,yS,False,,,0.010434165205395085,-0.13074016283449374
SMALL439,10,10,10.0,mu,False,,,0.041645345614535034,-0.08907563675660768
SMALL439,10,10,10.0,sd,False,,,0.013626606383405515,-0.026189192876060252
SMALL439,10,10,10.0,yS,False,,,0.012211820475766744,-0.09120782008911377
SMALL439,10,10,100.0,mu,False,,,0.027117912410518308,-0.08097950607459126
SMALL439,10,10,100.0,sd,False,,,0.010316802727213692,-0.057760013811307465
SMALL439,10,10,100.0,yS,False,,,0.00900724421298571,-0.08840479738435558
SMALL439,25,2,0.001,mu,False,,,0.05027759085076855,-0.02510433160307235
SMALL439,25,2,0.001,sd,False,,,-0.026653169979165225,-0.5061514518063694
SMALL439,25,2,0.001,yS,False,,,-0.004420587609410553,-0.32427162754162975
SMALL439,25,2,0.01,mu,False,,,0.05029799940802726,-0.003007220775306907
SMALL439,25,2,0.01,sd,False,,,-0.026620204127260738,-0.4703910950235981
SMALL439,25,2,0.01,yS,False,,,-0.004391899756255979,-0.3100672821969195
SMALL439,25,2,0.1,mu,False,,,0.05049993592235802,0.10451550237824903
SMALL439,25,2,0.1,sd,False,,,-0.026292732460380552,-0.25913932608183554
SMALL439,25,2,0.1,yS,False,,,-0.004107099435860739,-0.23255534737437644
SMALL439,25,2,1.0,mu,False,,,0.05231785597512073,0.10508227745411958
SMALL439,25,2,1.0,sd,False,,,-0.023224652848852445,-0.01745890488617219
SMALL439,25,2,1.0,yS,False,,,-0.0014552222798147607,-0.15897523196581487
SMALL439,25,2,10.0,mu,False,,,0.05872765692800963,0.007738165365401173
SMALL439,25,2,10.0,sd,False,,,-0.005490212472589295,-0.06354812338972993
SMALL439,25,2,10.0,yS,False,,,0.01290590548005166,-0.15508780188367233
SMALL439,25,2,100.0,mu,False,,,0.02995977369989422,-0.018342208830400386
SMALL439,25,2,100.0,sd,False,,,0.005972610521757238,-0.09529057375049765
SMALL439,25,2,100.0,yS,False,,,0.013139856401432226,-0.15948146824639986
SMALL439,25,3,0.001,mu,False,,,0.05034765229510918,-0.7268753795574934
SMALL439,25,3,0.001,sd,False,,,-0.016155307180647283,-0.01635078511881627
SMALL439,25,3,0.001,yS,False,,,0.024166555268980927,-0.5061526228930884
SMALL439,25,3,0.01,mu,False,,,0.05036166211235271,-0.6938358845841688
SMALL439,25,3,0.01,sd,False,,,-0.01613461390541948,-0.007066887601256733
SMALL439,25,3,0.01,yS,False,,,0.024178164298781057,-0.49295400867966754
SMALL439,25,3,0.1,mu,False,,,0.05050066281843768,-0.4762583187332645
SMALL439,25,3,0.1,sd,False,,,-0.015928793886195836,0.05489271009955654
SMALL439,25,3,0.1,yS,False,,,0.024293455053306046,-0.39244378253235945
SMALL439,25,3,1.0,mu,False,,,0.051785971249460494,-0.08818224694913246
SMALL439,25,3,1.0,sd,False,,,-0.013977054952070134,0.10120710800963495
SMALL439,25,3,1.0,yS,False,,,0.025369972428460286,-0.10886656959981855
SMALL439,25,3,10.0,mu,False,,,0.057695537950717246,-0.013302342316658278
SMALL439,25,3,10.0,sd,False,,,-0.0017343478698024217,-0.07197423639359912
SMALL439,25,3,10.0,yS,False,,,0.031001461870156954,-0.03621883341927856
SMALL439,25,3,100.0,mu,False,,,0.03560566922530051,-0.02205288645394754
SMALL439,25,3,100.0,sd,False,,,0.006579871062935672,-0.13110057152518562
SMALL439,25,3,100.0,yS,False,,,0.020785024423437437,-0.053117918948537346
SMALL439,25,5,0.001,mu,False,,,0.05003373568793934,-0.25128082503813576
SMALL439,25,5,0.001,sd,False,,,0.006762746850369594,0.051203774827808246
SMALL439,25,5,0.001,yS,False,,,0.026824828017989688,-0.38301481557646233
SMALL439,25,5,0.01,mu,False,,,0.05004577726115711,-0.2438039076633034
SMALL439,25,5,0.01,sd,False,,,0.00677272673598861,0.06109347864803327
SMALL439,25,5,0.01,yS,False,,,0.026833378905540717,-0.3770415639603586
SMALL439,25,5,0.1,mu,False,,,0.05016541777543926,-0.20127069069538117
SMALL439,25,5,0.1,sd,False,,,0.006872013264293542,0.12565947114099518
SMALL439,25,5,0.1,yS,False,,,0.026918344321540832,-0.3315165279734602
SMALL439,25,5,1.0,mu,False,,,0.05128726257092686,-0.14589794316359983
SMALL439,25,5,1.0,sd,False,,,0.007815545984829142,0.1676863734365811
SMALL439,25,5,1.0,yS,False,,,0.02771579291896098,-0.22242642546790803
SMALL439,25,5,10.0,mu,False,,,0.05723641670374746,-0.13764962967015926
SMALL439,25,5,10.0,sd,False,,,0.013720709644963525,-0.026969556357862023
SMALL439,25,5,10.0,yS,False,,,0.03203255508588687,-0.18553037660047433
SMALL439,25,5,100.0,mu,False,,,0.039344737609185,-0.14189872216151866
SMALL439,25,5,100.0,sd,False,,,0.01293397383382977,-0.09361809719690384
SMALL439,25,5,100.0,yS,False,,,0.02175754404327168,-0.1836894455442859
SMALL439,25,10,0.001,mu,False,,,0.05467329482058347,0.042683157902613345
SMALL439,25,10,0.001,sd,False,,,0.005661088527926461,-0.03480625376974711
SMALL439,25,10,0.001,yS,False,,,0.02506940934774915,-0.37445014584073033
SMALL439,25,10,0.01,mu,False,,,0.054680976215286003,0.04808251306686906
SMALL439,25,10,0.01,sd,False,,,0.005669981982308947,-0.024815548910844143
SMALL439,25,10,0.01,yS,False,,,0.02507654461595976,-0.36395936724484734
SMALL439,25,10,0.1,mu,False,,,0.05475730308696347,0.07141321158165836
SMALL439,25,10,0.1,sd,False,,,0.005758517440210942,0.051305705649941746
SMALL439,25,10,0.1,yS,False,,,0.025147506377368734,-0.28414076065593497
SMALL439,25,10,1.0,mu,False,,,0.055473503387323375,0.04361232434650364
SMALL439,25,10,1.0,sd,False,,,0.006605271706846438,0.1832862394002318
SMALL439,25,10,1.0,yS,False,,,0.0258193677500419,-0.07055109050468356
SMALL439,25,10,10.0,mu,False,,,0.059185224512583345,-0.039646677542401365
SMALL439,25,10,10.0,sd,False,,,0.012210502363351083,0.02327195700696172
SMALL439,25,10,10.0,yS,False,,,0.029776455551789094,-0.05416335355308832
SMALL439,25,10,100.0,mu,False,,,0.04090545188121497,-0.07508502225524905
SMALL439,25,10,100.0,sd,False,,,0.013283614882628525,-0.051648971854542536
SMALL439,25,10,100.0,yS,False,,,0.022251649801464546,-0.08344750292782188
SMALL439,50,2,0.001,mu,False,,,0.030501569301444098,-0.31721128477992866
SMALL439,50,2,0.001,sd,False,,,-0.03587672167924816,-0.6608426997452042
SMALL439,50,2,0.001,yS,False,,,0.03950432591383568,-0.5428850346010652
SMALL439,50,2,0.01,mu,False,,,0.030552708843730292,-0.31210968302481334
SMALL439,50,2,0.01,sd,False,,,-0.03582480877161265,-0.6496104613555593
SMALL439,50,2,0.01,yS,False,,,0.039555974380220404,-0.5338999204982522
SMALL439,50,2,0.1,mu,False,,,0.031058671245939973,-0.2678087548790271
SMALL439,50,2,0.1,sd,False,,,-0.0353098877579161,-0.5593665703299917
SMALL439,50,2,0.1,yS,False,,,0.04006655250573754,-0.46359099028083417
SMALL439,50,2,1.0,mu,False,,,0.035617399177053644,-0.09385682533448736
SMALL439,50,2,1.0,sd,False,,,-0.030551192805261973,-0.2562258011089342
SMALL439,50,2,1.0,yS,False,,,0.04462957244848742,-0.2526236530173793
SMALL439,50,2,10.0,mu,False,,,0.05451555534650354,-0.01596476441969008
SMALL439,50,2,10.0,sd,False,,,-0.005035611559388142,-0.10361490418031516
SMALL439,50,2,10.0,yS,False,,,0.06199132780688177,-0.15710492618515293
SMALL439,50,2,100.0,mu,False,,,0.03194096153479975,-0.020475019976292197
SMALL439,50,2,100.0,sd,False,,,0.009214257950032945,-0.0993007501736165
SMALL439,50,2,100.0,yS,False,,,0.033129749824554855,-0.15897341970458578
SMALL439,50,3,0.001,mu,False,,,0.047466930996956314,-0.6916026037825735
SMALL439,50,3,0.001,sd,False,,,-0.03859436701503083,-0.6522603260963238
SMALL439,50,3,0.001,yS,False,,,0.07299806730842584,-0.6058666052167414
SMALL439,50,3,0.01,mu,False,,,0.04749492167503633,-0.6663924385067561
SMALL439,50,3,0.01,sd,False,,,-0.03855532641554005,-0.626160073426318
SMALL439,50,3,0.01,yS,False,,,0.07302376210584605,-0.5656629357945802
SMALL439,50,3,0.1,mu,False,,,0.04777269115774763,-0.5025244266660331
SMALL439,50,3,0.1,sd,False,,,-0.03816716093471584,-0.4735920911812226
SMALL439,50,3,0.1,yS,False,,,0.07327823021193003,-0.362352859196317
SMALL439,50,3,1.0,mu,False,,,0.05034769480533863,-0.19536249431442654
SMALL439,50,3,1.0,sd,False,,,-0.034498476795118416,-0.17324337388235533
SMALL439,50,3,1.0,yS,False,,,0.0755891735899008,-0.09053096263850247
SMALL439,50,3,10.0,mu,False,,,0.06316181514957875,-0.05372037284380449
SMALL439,50,3,10.0,sd,False,,,-0.011771202584223373,-0.11441104534571744
SMALL439,50,3,10.0,yS,False,,,0.08450860975195496,-0.041893515270438275
SMALL439,50,3,100.0,mu,False,,,0.04188166362147627,-0.027284752462551465
SMALL439,50,3,100.0,sd,False,,,0.008182595898699851,-0.13529471825357087
SMALL439,50,3,100.0,yS,False,,,0.04702000944389195,-0.05400215706943312
SMALL439,50,5,0.001,mu,False,,,0.04432869677085638,-1.297033442778551
SMALL439,50,5,0.001,sd,False,,,-0.00422555645911471,-0.5880509633962658
SMALL439,50,5,0.001,yS,False,,,0.0747729794746782,-2.4326148622414467
SMALL439,50,5,0.01,mu,False,,,0.04435382644234265,-1.198058316466398
SMALL439,50,5,0.01,sd,False,,,-0.004205282963190671,-0.5430039411770067
SMALL439,50,5,0.01,yS,False,,,0.0747934104348239,-2.150332899973142
SMALL439,50,5,0.1,mu,False,,,0.04460355123493187,-0.8705083278121528
SMALL439,50,5,0.1,sd,False,,,-0.004003606247004576,-0.3971140774000397
SMALL439,50,5,0.1,yS,False,,,0.0749960051703994,-1.2188425161405134
SMALL439,50,5,1.0,mu,False,,,0.046950368543533405,-0.41589569270173143
SMALL439,50,5,1.0,sd,False,,,-0.0020882407219000587,-0.18921100419870007
SMALL439,50,5,1.0,yS,False,,,0.07685881264114514,-0.48140130399238656
SMALL439,50,5,10.0,mu,False,,,0.06015254706718909,-0.1677627313255292
SMALL439,50,5,10.0,sd,False,,,0.01004324158758485,-0.10023037949257274
SMALL439,50,5,10.0,yS,False,,,0.08489803713706812,-0.22319722128177322
SMALL439,50,5,100.0,mu,False,,,0.04551262796619604,-0.14460994621909462
SMALL439,50,5,100.0,sd,False,,,0.015983114558804412,-0.10182702341769367
SMALL439,50,5,100.0,yS,False,,,0.05051123086615894,-0.18759221440603047
SMALL439,50,10,0.001,mu,False,,,0.054710580466529435,-0.7506743640730777
SMALL439,50,10,0.001,sd,False,,,-0.010622390668863613,-0.5051838064808949
SMALL439,50,10,0.001,yS,False,,,0.07311954001721399,-2.041009655194826
SMALL439,50,10,0.01,mu,False,,,0.05472659385621248,-0.6762896293794738
SMALL439,50,10,0.01,sd,False,,,-0.01060426768667444,-0.456203512612847
SMALL439,50,10,0.01,yS,False,,,0.07313467677816032,-1.807263161036421
SMALL439,50,10,0.1,mu,False,,,0.05488579233362734,-0.45703422299243357
SMALL439,50,10,0.1,sd,False,,,-0.010423814688285571,-0.3492219367939984
SMALL439,50,10,0.1,yS,False,,,0.07328492117805663,-0.9604580824788205
SMALL439,50,10,1.0,mu,False,,,0.056387688255704616,-0.1601867859379964
SMALL439,50,10,1.0,sd,False,,,-0.008694244218097724,-0.14134338769605637
SMALL439,50,10,1.0,yS,False,,,0.07467971037152632,-0.22725593747663697
SMALL439,50,10,10.0,mu,False,,,0.06496167155912769,-0.06324495096018867
SMALL439,50,10,10.0,sd,False,,,0.0031241249051519038,-0.039311233035498994
SMALL439,50,10,10.0,yS,False,,,0.0812361366817943,-0.07784278234542952
SMALL439,50,10,100.0,mu,False,,,0.0480336756746248,-0.077260043578538
SMALL439,50,10,100.0,sd,False,,,0.014356415795837574,-0.058252045139776776
SMALL439,50,10,100.0,yS,False,,,0.051891565896276304,-0.08589603803741164
SMALL439,100,2,0.001,mu,False,,,0.1535741917607596,-0.12103809711669422
SMALL439,100,2,0.001,sd,False,,,0.34948304933356167,-0.05668606459381498
SMALL439,100,2,0.001,yS,False,,,0.05259476348164949,-0.41149578158400546
SMALL439,100,2,0.01,mu,False,,,0.1537395684202978,-0.11990322138943799
SMALL439,100,2,0.01,sd,False,,,0.3495854773002286,-0.05587408662336246
SMALL439,100,2,0.01,yS,False,,,0.052768840544190176,-0.409778693871254
SMALL439,100,2,0.1,mu,False,,,0.1553687539235784,-0.10917412234958856
SMALL439,100,2,0.1,sd,False,,,0.3505888419587603,-0.04856194996504004
SMALL439,100,2,0.1,yS,False,,,0.05448565848487352,-0.3936222414372479
SMALL439,100,2,1.0,mu,False,,,0.1694570462494449,-0.042696729546623624
SMALL439,100,2,1.0,sd,False,,,0.3587585611539975,-0.016551461061841355
SMALL439,100,2,1.0,yS,False,,,0.0695097130018012,-0.29448829449088976
SMALL439,100,2,10.0,mu,False,,,0.21055786393301523,0.014429451508070956
SMALL439,100,2,10.0,sd,False,,,0.3599280152416703,-0.038426203730288044
SMALL439,100,2,10.0,yS,False,,,0.12250445642971264,-0.1703200063556114
SMALL439,100,2,100.0,mu,False,,,0.10243124894592359,-0.014027569292844433
SMALL439,100,2,100.0,sd,False,,,0.15498040165145177,-0.08908626274189091
SMALL439,100,2,100.0,yS,False,,,0.06855980676564566,-0.15964413535800692
SMALL439,100,3,0.001,mu,False,,,0.17823064643735942,0.10418210426963714
SMALL439,100,3,0.001,sd,False,,,0.3701851196616711,-0.11737170355810411
SMALL439,100,3,0.001,yS,False,,,0.10853331718226666,-0.059124077667184194
SMALL439,100,3,0.01,mu,False,,,0.17830379575527122,0.10423240029036207
SMALL439,100,3,0.01,sd,False,,,0.3702382510162805,-0.11597434277763718
SMALL439,100,3,0.01,yS,False,,,0.1086015559408745,-0.058201065280298225
SMALL439,100,3,0.1,mu,False,,,0.17902765175083335,0.104627247370909
SMALL439,100,3,0.1,sd,False,,,0.3707609458835177,-0.10339377364837543
SMALL439,100,3,0.1,yS,False,,,0.1092775089332273,-0.049946106392705136
SMALL439,100,3,1.0,mu,False,,,0.18555385512656386,0.10189443287579347
SMALL439,100,3,1.0,sd,False,,,0.3751885594169039,-0.04548708261870882
SMALL439,100,3,1.0,yS,False,,,0.11543491944817197,-0.01528260410479132
SMALL439,100,3,10.0,mu,False,,,0.21016178614931214,0.043737795652254774
SMALL439,100,3,10.0,sd,False,,,0.37627923580659484,-0.05187422590255464
SMALL439,100,3,10.0,yS,False,,,0.14190933128868333,-0.02574621496219498
SMALL439,100,3,100.0,mu,False,,,0.12018617011150445,-0.012576234327112745
SMALL439,100,3,100.0,sd,False,,,0.18566529769518147,-0.12236344547209965
SMALL439,100,3,100.0,yS,False,,,0.0859216142985163,-0.051340924977455016
SMALL439,100,5,0.001,mu,False,,,0.18689706794196392,-0.07155989578482536
SMALL439,100,5,0.001,sd,False,,,0.39122968015253634,-0.05613696610827934
SMALL439,100,5,0.001,yS,False,,,0.11872953297214106,-0.5855950897243256
SMALL439,100,5,0.01,mu,False,,,0.18694710498567624,-0.0708527244347501
SMALL439,100,5,0.01,sd,False,,,0.39125823527450343,-0.054668446620581124
SMALL439,100,5,0.01,yS,False,,,0.11878243453081305,-0.5824751685192515
SMALL439,100,5,0.1,mu,False,,,0.18744318832650908,-0.06436909086979359
SMALL439,100,5,0.1,sd,False,,,0.3915395132451076,-0.04175674412956165
SMALL439,100,5,0.1,yS,False,,,0.11930729626886216,-0.5536532830088341
SMALL439,100,5,1.0,mu,False,,,0.19199799210689505,-0.03311609776749358
SMALL439,100,5,1.0,sd,False,,,0.3939483037133087,0.0068907480838771296
SMALL439,100,5,1.0,yS,False,,,0.12416198349488206,-0.39372467621908247
SMALL439,100,5,10.0,mu,False,,,0.2118468406892744,-0.062179529702999226
SMALL439,100,5,10.0,sd,False,,,0.3931284607108524,-0.023752787068218595
SMALL439,100,5,10.0,yS,False,,,0.1475803363765188,-0.20886427481467984
SMALL439,100,5,100.0,mu,False,,,0.13307601209005682,-0.12817569310333776
SMALL439,100,5,100.0,sd,False,,,0.21568210968311385,-0.08789613987526024
SMALL439,100,5,100.0,yS,False,,,0.09608725134549723,-0.18435164945478788
SMALL439,100,10,0.001,mu,False,,,0.2051706811600037,0.13816696678198104
SMALL439,100,10,0.001,sd,False,,,0.3836990867738387,-0.027626402841366193
SMALL439,100,10,0.001,yS,False,,,0.12630421244862122,-0.2792353707375872
SMALL439,100,10,0.01,mu,False,,,0.20520507521766818,0.1378977931534573
SMALL439,100,10,0.01,sd,False,,,0.3837272902976363,-0.025189373476691257
SMALL439,100,10,0.01,yS,False,,,0.12634289320665315,-0.27678632249356827
SMALL439,100,10,0.1,mu,False,,,0.2055462254169641,0.13520817245640593
SMALL439,100,10,0.1,sd,False,,,0.38400582747165457,-0.003969494615318814
SMALL439,100,10,0.1,yS,False,,,0.12672700728313768,-0.2545883881233064
SMALL439,100,10,1.0,mu,False,,,0.20869136664967114,0.11103386898421919
SMALL439,100,10,1.0,sd,False,,,0.3864581452851057,0.07297815189745704
SMALL439,100,10,1.0,yS,False,,,0.13031060136450479,-0.14734758822531413
SMALL439,100,10,10.0,mu,False,,,0.22233618764156748,0.015346628779851157
SMALL439,100,10,10.0,sd,False,,,0.3893206605181858,0.04201062746732653
SMALL439,100,10,10.0,yS,False,,,0.14871431149336856,-0.0730496210005005
SMALL439,100,10,100.0,mu,False,,,0.14324609616924777,-0.06351341411811151
SMALL439,100,10,100.0,sd,False,,,0.22712884320911642,-0.04187154147070005
SMALL439,100,10,100.0,yS,False,,,0.10173888386244012,-0.08383408763445144
SMALL439,439,2,0.001,mu,True,0.9328143011616171,1.8656286023232342,0.9999999340188516,0.07665375972591826
SMALL439,439,2,0.001,sd,True,0.41631316056996426,0.8326263211399284,0.9159840833920715,-0.0012158169417872955
SMALL439,439,2,0.001,yS,True,0.4308440227275907,0.8616880454551814,0.9368781296884483,-0.0947352985224712
SMALL439,439,2,0.01,mu,True,0.9327704785025871,1.8655409570051742,0.9999935041678718,0.07662926477272258
SMALL439,439,2,0.01,sd,True,0.4660904113958031,0.9321808227916062,0.916620416529031,-0.0012458325629778333
SMALL439,439,2,0.01,yS,True,0.7937391244549813,1.5874782489099626,0.9373695776446418,-0.09475015985067925
SMALL439,439,2,0.1,mu,True,0.9321095371440179,1.8642190742880358,0.9994378773802903,0.07638428971977196
SMALL439,439,2,0.1,sd,True,0.8994779122321697,1.7989558244643393,0.9217606082461964,-0.0015451927228014029
SMALL439,439,2,0.1,yS,True,0.7967962891837403,1.5935925783674807,0.9408723390259227,-0.09489889133544938
SMALL439,439,2,1.0,mu,True,0.9149397567481269,1.8298795134962538,0.9767638898055121,0.07393954156390714
SMALL439,439,2,1.0,sd,True,0.888342899211107,1.7766857984222137,0.9263328502567773,-0.004459825134790041
SMALL439,439,2,1.0,yS,True,0.7913926249867648,1.5827852499735295,0.9308234168926137,-0.09639257226238374
SMALL439,439,2,10.0,mu,True,0.7016686942442677,1.4033373884885354,0.7771127209926282,0.0528974809224928
SMALL439,439,2,10.0,sd,True,0.6549036041826628,1.3098072083653256,0.76954194219535,-0.02689176398510451
SMALL439,439,2,10.0,yS,True,0.6258516489393355,1.251703297878671,0.749972821777818,-0.10970166850589269
SMALL439,439,2,100.0,mu,True,,,0.31336294686285593,-0.00012525841752575317
SMALL439,439,2,100.0,sd,True,,,0.31505608160101695,-0.07874531017615904
SMALL439,439,2,100.0,yS,True,,,0.3009251825530964,-0.14519233160232248
SMALL439,439,3,0.001,mu,True,1.2117678361653685,1.8176517542480528,0.9999999902633212,0.15448996753446775
