panel,basis,book,family,null,window,gross_ratio,inc_mean_gross,_dSh_H1,_dSh_H2,_dMaxDD_pp,R0_CURRENT,_n_R1a_ACTIVE_GROSS,R1a_ACTIVE_GROSS,_n_R1b_ACTIVE_DIFF,R1b_ACTIVE_DIFF,_blockshare,R2_BLOCKS p=0.50,R2_BLOCKS p=0.60,R2_BLOCKS p=0.70,R2_BLOCKS p=0.80,R2_BLOCKS p=0.90,R2_BLOCKS p=1.00,_minmargin,R3_MARGIN m=0.00,R3_MARGIN m=0.05,R3_MARGIN m=0.10,R3_MARGIN m=0.20,R3_MARGIN m=0.30
U56,LIVE,MAXVOL m=1.00,MAXVOL,False,OOS,1.3998182801048475,0.5328263552938667,-0.1637518451466231,-0.1440301917449781,-8.874429076493119,False,2441,False,2441,False,0.0,False,False,False,False,False,False,-0.1637518451466231,False,False,False,False,False
U56,LIVE,DEGROSS G=0.25,DEGROSS,False,FULL,0.4696548430722125,0.5328263552938667,-0.03880264698079183,-0.12053078499356129,4.102920689958889,False,4448,False,4448,False,0.23076923076923078,False,False,False,False,False,False,-0.12053078499356129,False,False,False,False,False
U56,LIVE,DEGROSS G=0.25,DEGROSS,False,IS,0.4696548430722125,0.5328263552938667,0.11630333582982921,-0.06205907815183731,3.5549752496088827,False,2007,False,2007,False,0.3333333333333333,False,False,False,False,False,False,-0.06205907815183731,False,False,False,False,False
U56,LIVE,DEGROSS G=0.25,DEGROSS,False,OOS,0.4696548430722125,0.5328263552938667,-0.14531975173392175,-0.14681565147661169,4.102920689958878,False,2441,False,2441,False,0.0,False,False,False,False,False,False,-0.14681565147661169,False,False,False,False,False
U56,LIVE,DEGROSS G=0.50,DEGROSS,False,FULL,0.9389828676634928,0.5328263552938667,-0.03685576957212189,-0.12025113216253125,-3.4005161449025656,False,4448,False,4448,False,0.23076923076923078,False,False,False,False,False,False,-0.12025113216253125,False,False,False,False,False
U56,LIVE,DEGROSS G=0.50,DEGROSS,False,IS,0.9389828676634928,0.5328263552938667,0.11873847124195158,-0.06065957827183488,-0.6330011450091932,False,2007,False,2007,False,0.3333333333333333,False,False,False,False,False,False,-0.06065957827183488,False,False,False,False,False
U56,LIVE,DEGROSS G=0.50,DEGROSS,False,OOS,0.9389828676634928,0.5328263552938667,-0.14759916676432572,-0.14443047427005162,-3.40051614490261,False,2441,False,2441,False,0.0,False,False,False,False,False,False,-0.14759916676432572,False,False,False,False,False
U56,LIVE,DEGROSS G=0.75,DEGROSS,False,FULL,1.40801542098606,0.5328263552938667,-0.03510033202974472,-0.12022600308202191,-10.470918035737842,False,4448,False,4448,False,0.23076923076923078,False,False,False,False,False,False,-0.12022600308202191,False,False,False,False,False
U56,LIVE,DEGROSS G=0.75,DEGROSS,False,IS,1.40801542098606,0.5328263552938667,0.12098737730215581,-0.05944627798841173,-4.6806360369937465,False,2007,False,2007,False,0.3333333333333333,False,False,False,False,False,False,-0.05944627798841173,False,False,False,False,False
U56,LIVE,DEGROSS G=0.75,DEGROSS,False,OOS,1.40801542098606,0.5328263552938667,-0.15020167882722424,-0.1422757757737675,-10.470918035737853,False,2441,False,2441,False,0.0,False,False,False,False,False,False,-0.15020167882722424,False,False,False,False,False
U56,LIVE,DEGROSS G=1.00,DEGROSS,False,FULL,1.8767840405500882,0.5328263552938667,-0.03358222476247974,-0.12048788135870114,-17.12402477708167,False,4448,False,4448,False,0.23076923076923078,False,False,False,False,False,False,-0.12048788135870114,False,False,False,False,False
U56,LIVE,DEGROSS G=1.00,DEGROSS,False,IS,1.8767840405500882,0.5328263552938667,0.1230018355582797,-0.05847058915114278,-8.59187569838804,False,2007,False,2007,False,0.3333333333333333,False,False,False,False,False,False,-0.05847058915114278,False,False,False,False,False
U56,LIVE,DEGROSS G=1.00,DEGROSS,False,OOS,1.8767840405500882,0.5328263552938667,-0.15316139703188858,-0.140382102443653,-17.12402477708167,False,2441,False,2441,False,0.0,False,False,False,False,False,False,-0.15316139703188858,False,False,False,False,False
U56,LIVE,TOPN n=3,TOPN,False,FULL,1.3866997849831386,0.5328263552938667,0.08980691935955054,-0.18855427847707995,-22.439845131548942,False,4448,False,4448,False,0.5384615384615384,False,False,False,False,False,False,-0.18855427847707995,False,False,False,False,False
U56,LIVE,TOPN n=3,TOPN,False,IS,1.3866997849831386,0.5328263552938667,0.03396083543979145,0.40540539353645566,-11.209904632045852,False,2007,False,2007,False,1.0,False,False,False,False,False,False,0.03396083543979145,False,False,False,False,False
U56,LIVE,TOPN n=3,TOPN,False,OOS,1.3866997849831386,0.5328263552938667,-0.27978735202312666,-0.2715633876573411,-22.439845131548974,False,2441,False,2441,False,0.0,False,False,False,False,False,False,-0.27978735202312666,False,False,False,False,False
U56,LIVE,TOPN n=5,TOPN,False,FULL,1.3908189163902047,0.5328263552938667,0.05062839002169972,-0.11536179289736381,-16.399079751956002,False,4448,False,4448,False,0.5384615384615384,False,False,False,False,False,False,-0.11536179289736381,False,False,False,False,False
U56,LIVE,TOPN n=5,TOPN,False,IS,1.3908189163902047,0.5328263552938667,-0.013010689465263625,0.3115143583063027,-11.10596715935921,False,2007,False,2007,False,1.0,False,False,False,False,False,False,-0.013010689465263625,False,False,False,False,False
U56,LIVE,TOPN n=5,TOPN,False,OOS,1.3908189163902047,0.5328263552938667,-0.28563548706945685,-0.10885609591899226,-16.399079751956013,False,2441,False,2441,False,0.0,False,False,False,False,False,False,-0.28563548706945685,False,False,False,False,False
U56,LIVE,TOPN n=10,TOPN,False,FULL,1.3985908465612513,0.5328263552938667,-0.055156001203416904,-0.1585919319822502,-12.03673329311864,False,4448,False,4448,False,0.3076923076923077,False,False,False,False,False,False,-0.1585919319822502,False,False,False,False,False
U56,LIVE,TOPN n=10,TOPN,False,IS,1.3985908465612513,0.5328263552938667,-0.13803064888429428,0.18364359021041854,-7.377181309833092,False,2007,False,2007,False,0.3333333333333333,False,False,False,False,False,False,-0.13803064888429428,False,False,False,False,False
U56,LIVE,TOPN n=10,TOPN,False,OOS,1.3985908465612513,0.5328263552938667,-0.3634628421290109,-0.07534998995592845,-12.036733293118596,False,2441,False,2441,False,0.0,False,False,False,False,False,False,-0.3634628421290109,False,False,False,False,False
U56,LIVE,TOPN n=20,TOPN,False,FULL,1.402111953168966,0.5328263552938667,0.04143137949655551,-0.07849206916296847,-10.155424475377073,False,4448,False,4448,False,0.5384615384615384,False,False,False,False,False,False,-0.07849206916296847,False,False,False,False,False
U56,LIVE,TOPN n=20,TOPN,False,IS,1.402111953168966,0.5328263552938667,0.021582758133474433,0.14649151582838527,-3.8656841537379694,False,2007,False,2007,False,1.0,False,False,False,False,False,False,0.021582758133474433,False,False,False,False,False
U56,LIVE,TOPN n=20,TOPN,False,OOS,1.402111953168966,0.5328263552938667,-0.14961511439121722,-0.06884554293656886,-10.155424475377073,False,2441,False,2441,False,0.0,False,False,False,False,False,False,-0.14961511439121722,False,False,False,False,False
U56,LIVE,SPYFILT L=100,SPYFILT,False,FULL,1.1192779626412712,0.5328263552938667,-0.12473899967087276,-0.04925724456537339,-3.274107348357802,False,3536,False,4448,False,0.23076923076923078,False,False,False,False,False,False,-0.12473899967087276,False,False,False,False,False
U56,LIVE,SPYFILT L=100,SPYFILT,False,IS,1.1192779626412712,0.5328263552938667,0.12128360236866575,-0.4676880222684674,-7.219396483544671,False,1583,False,2007,False,0.3333333333333333,False,False,False,False,False,False,-0.4676880222684674,False,False,False,False,False
U56,LIVE,SPYFILT L=100,SPYFILT,False,OOS,1.1192779626412712,0.5328263552938667,0.024400896742494238,-0.06335542066217892,-3.2741073483578242,False,1953,False,2441,False,0.2,False,False,False,False,False,False,-0.06335542066217892,False,False,False,False,False
U56,LIVE,SPYFILT L=200,SPYFILT,False,FULL,1.1630056964709294,0.5328263552938667,-0.2053600597917684,-0.022369038856942636,-2.142741326041109,False,3674,False,4448,False,0.15384615384615385,False,False,False,False,False,False,-0.2053600597917684,False,False,False,False,False
U56,LIVE,SPYFILT L=200,SPYFILT,False,IS,1.1630056964709294,0.5328263552938667,-0.24444490989665202,-0.2049221517378823,-6.310488688268667,False,1647,False,2007,False,0.0,False,False,False,False,False,False,-0.24444490989665202,False,False,False,False,False
U56,LIVE,SPYFILT L=200,SPYFILT,False,OOS,1.1630056964709294,0.5328263552938667,0.03889489485733133,-0.054348381202496965,1.27767248161883,False,2027,False,2441,False,0.2,False,False,False,False,False,False,-0.054348381202496965,False,False,False,False,False
U56,LIVE,MADIST q=0.20,MADIST,False,FULL,0.27153551278889637,0.5328263552938667,-0.12068376812784165,-0.11718857242692704,7.6077802285576475,False,4448,False,4438,False,0.38461538461538464,False,False,False,False,False,False,-0.12068376812784165,False,False,False,False,False
U56,LIVE,MADIST q=0.20,MADIST,False,IS,0.27153551278889637,0.5328263552938667,-0.1365172078210528,0.07064222712162138,5.018058803327408,False,2007,False,2002,False,0.0,False,False,False,False,False,False,-0.1365172078210528,False,False,False,False,False
U56,LIVE,MADIST q=0.20,MADIST,False,OOS,0.27153551278889637,0.5328263552938667,-0.08138674062618168,-0.2870044067914713,7.607780228557626,False,2441,False,2436,False,0.2,False,False,False,False,False,False,-0.2870044067914713,False,False,False,False,False
U56,LIVE,MADIST q=0.50,MADIST,False,FULL,0.6960959895055141,0.5328263552938667,0.03627468590269589,-0.06468225124794258,1.3883546434421246,False,4448,False,4444,False,0.38461538461538464,False,False,False,False,False,False,-0.06468225124794258,False,False,False,False,False
U56,LIVE,MADIST q=0.50,MADIST,False,IS,0.6960959895055141,0.5328263552938667,0.13619001512590823,0.026169591370991396,2.4993110643236727,True,2007,True,2003,True,1.0,True,True,True,True,True,True,0.026169591370991396,True,False,False,False,False
U56,LIVE,MADIST q=0.50,MADIST,False,OOS,0.6960959895055141,0.5328263552938667,-0.08797145664323214,-0.10965777378408248,1.3883546434420913,False,2441,False,2441,False,0.0,False,False,False,False,False,False,-0.10965777378408248,False,False,False,False,False
U56,LIVE,STOP s=0.10,STOP,False,FULL,0.9248699136836016,0.5328263552938667,-0.2438529541124801,-0.15793082904132993,2.5601464115947103,False,4448,False,4448,False,0.07692307692307693,False,False,False,False,False,False,-0.2438529541124801,False,False,False,False,False
U56,LIVE,STOP s=0.10,STOP,False,IS,0.9248699136836016,0.5328263552938667,-0.15224195206907654,-0.43444435872701226,-0.21449534462819608,False,2007,False,2007,False,0.0,False,False,False,False,False,False,-0.43444435872701226,False,False,False,False,False
U56,LIVE,STOP s=0.10,STOP,False,OOS,0.9248699136836016,0.5328263552938667,0.0370363689082831,-0.3188028646566996,2.560146411594766,False,2441,False,2441,False,0.2,False,False,False,False,False,False,-0.3188028646566996,False,False,False,False,False
U56,LIVE,STOP s=0.20,STOP,False,FULL,1.251509539618045,0.5328263552938667,-0.006108595799416694,-0.14123182594160855,-3.561202195666058,False,4448,False,4443,False,0.23076923076923078,False,False,False,False,False,False,-0.14123182594160855,False,False,False,False,False
U56,LIVE,STOP s=0.20,STOP,False,IS,1.251509539618045,0.5328263552938667,0.10057196771609067,-0.09346415373652794,-1.7372307634046624,False,2007,False,2007,False,0.6666666666666666,False,False,False,False,False,False,-0.09346415373652794,False,False,False,False,False
U56,LIVE,STOP s=0.20,STOP,False,OOS,1.251509539618045,0.5328263552938667,-0.05422632829115526,-0.22976963939285067,-3.5612021956661244,False,2441,False,2436,False,0.0,False,False,False,False,False,False,-0.22976963939285067,False,False,False,False,False
U56,LIVE,VOLTGT t=0.08,VOLTGT,False,FULL,1.2898055950647183,0.5328263552938667,-0.025409221945834615,-0.021247698267587545,-0.22346574887472936,False,4448,False,4448,False,0.38461538461538464,False,False,False,False,False,False,-0.025409221945834615,False,False,False,False,False
U56,LIVE,VOLTGT t=0.08,VOLTGT,False,IS,1.2898055950647183,0.5328263552938667,0.19582887179271713,-0.39476043730587196,-1.0898509262723066,False,2007,False,2007,False,0.6666666666666666,False,False,False,False,False,False,-0.39476043730587196,False,False,False,False,False
U56,LIVE,VOLTGT t=0.08,VOLTGT,False,OOS,1.2898055950647183,0.5328263552938667,0.10513346100954024,-0.04041246785426189,-0.22346574887476267,False,2441,False,2441,False,0.2,False,False,False,False,False,False,-0.04041246785426189,False,False,False,False,False
U56,LIVE,VOLTGT t=0.12,VOLTGT,False,FULL,1.615562821507037,0.5328263552938667,0.02867840612252648,-0.01260277163260315,-4.384989824053376,False,4448,False,4448,False,0.38461538461538464,False,False,False,False,False,False,-0.01260277163260315,False,False,False,False,False
U56,LIVE,VOLTGT t=0.12,VOLTGT,False,IS,1.615562821507037,0.5328263552938667,0.139258268529309,-0.1220146497336918,-4.693268249340776,False,2007,False,2007,False,0.6666666666666666,False,False,False,False,False,False,-0.1220146497336918,False,False,False,False,False
U56,LIVE,VOLTGT t=0.12,VOLTGT,False,OOS,1.615562821507037,0.5328263552938667,0.033093468811896676,-0.011270381582111577,-4.384989824053386,False,2441,False,2441,False,0.2,False,False,False,False,False,False,-0.011270381582111577,False,False,False,False,False
U56,LIVE,VOLTGT t=0.16,VOLTGT,False,FULL,1.7544303115531004,0.5328263552938667,0.05510419055186522,-0.04985154903667843,-7.806448098361862,False,4448,False,4448,False,0.46153846153846156,False,False,False,False,False,False,-0.04985154903667843,False,False,False,False,False
U56,LIVE,VOLTGT t=0.16,VOLTGT,False,IS,1.7544303115531004,0.5328263552938667,0.1816648856508939,-0.045052790579913626,-6.390753143450323,False,2007,False,2007,False,0.6666666666666666,False,False,False,False,False,False,-0.045052790579913626,False,False,False,False,False
U56,LIVE,VOLTGT t=0.16,VOLTGT,False,OOS,1.7544303115531004,0.5328263552938667,0.010517538627829115,-0.08872621000929937,-7.8064480983618845,False,2441,False,2441,False,0.2,False,False,False,False,False,False,-0.08872621000929937,False,False,False,False,False
U56,LIVE,RULES v1 (previous),LIVE,False,FULL,1.406685719434607,0.5328263552938667,-0.5765939618323292,-0.5173274457662438,-1.7728867845947516,False,4448,False,4448,False,0.0,False,False,False,False,False,False,-0.5765939618323292,False,False,False,False,False
U56,LIVE,RULES v1 (previous),LIVE,False,IS,1.406685719434607,0.5328263552938667,-0.23786047447922776,-0.9051115991583626,-5.216516933477355,False,2007,False,2007,False,0.0,False,False,False,False,False,False,-0.9051115991583626,False,False,False,False,False
U56,LIVE,RULES v1 (previous),LIVE,False,OOS,1.406685719434607,0.5328263552938667,-0.4072367555712477,-0.6937331598028242,-1.7728867845947627,False,2441,False,2441,False,0.0,False,False,False,False,False,False,-0.6937331598028242,False,False,False,False,False
U56,LIVE,NULL_RAND s=0,NULL,True,FULL,0.5213024887400702,0.5328263552938667,-0.4838015898441206,-0.4185284352746542,3.000148824788773,False,4448,False,4448,False,0.0,False,False,False,False,False,False,-0.4838015898441206,False,False,False,False,False
U56,LIVE,NULL_RAND s=0,NULL,True,IS,0.5213024887400702,0.5328263552938667,-0.31122036800929787,-0.483563633436913,1.8274987027990908,False,2007,False,2007,False,0.0,False,False,False,False,False,False,-0.483563633436913,False,False,False,False,False
U56,LIVE,NULL_RAND s=0,NULL,True,OOS,0.5213024887400702,0.5328263552938667,-0.47876852945099746,-0.4561012763614406,3.000148824788762,False,2441,False,2441,False,0.0,False,False,False,False,False,False,-0.47876852945099746,False,False,False,False,False
U56,LIVE,NULL_RAND s=1,NULL,True,FULL,0.5212410809406771,0.5328263552938667,-0.4474166325647464,-0.6649733467611373,2.516766861496511,False,4448,False,4448,False,0.0,False,False,False,False,False,False,-0.6649733467611373,False,False,False,False,False
U56,LIVE,NULL_RAND s=1,NULL,True,IS,0.5212410809406771,0.5328263552938667,-0.1599455603430726,-0.6021659607779706,2.9373687823549433,False,2007,False,2007,False,0.0,False,False,False,False,False,False,-0.6021659607779706,False,False,False,False,False
U56,LIVE,NULL_RAND s=1,NULL,True,OOS,0.5212410809406771,0.5328263552938667,-0.5963799021858756,-0.8277490482178786,2.5167668614964778,False,2441,False,2441,False,0.0,False,False,False,False,False,False,-0.8277490482178786,False,False,False,False,False
U56,LIVE,NULL_RAND s=2,NULL,True,FULL,0.5212565464571148,0.5328263552938667,-0.5916274482481043,-0.5777475666880116,3.239226964482389,False,4448,False,4448,False,0.0,False,False,False,False,False,False,-0.5916274482481043,False,False,False,False,False
U56,LIVE,NULL_RAND s=2,NULL,True,IS,0.5212565464571148,0.5328263552938667,-0.30392695786425195,-0.7420020895885061,1.5262372132918256,False,2007,False,2007,False,0.0,False,False,False,False,False,False,-0.7420020895885061,False,False,False,False,False
U56,LIVE,NULL_RAND s=2,NULL,True,OOS,0.5212565464571148,0.5328263552938667,-0.6681028065039017,-0.5982255603769768,3.2392269644823335,False,2441,False,2441,False,0.0,False,False,False,False,False,False,-0.6681028065039017,False,False,False,False,False
U56,LIVE,NULL_PARITY,NULL,True,FULL,0.7041705985613347,0.5328263552938667,-1.5641526379263515,-1.0960703474919347,-28.213910829520728,False,2225,False,4448,False,0.0,False,False,False,False,False,False,-1.5641526379263515,False,False,False,False,False
U56,LIVE,NULL_PARITY,NULL,True,IS,0.7041705985613347,0.5328263552938667,-1.370472173703731,-1.5824318080781539,-19.9500756407444,False,1003,False,2007,False,0.0,False,False,False,False,False,False,-1.5824318080781539,False,False,False,False,False
U56,LIVE,NULL_PARITY,NULL,True,OOS,0.7041705985613347,0.5328263552938667,-1.4274157405897525,-0.9447025534501134,-14.04612752229487,False,1222,False,2441,False,0.0,False,False,False,False,False,False,-1.4274157405897525,False,False,False,False,False
U56,LIVE,NULL_SHUFFLE s=0,NULL,True,FULL,1.3982477292784337,0.5328263552938667,-0.5636609764467283,-0.7247331294903756,-8.27378420046687,False,4448,False,4448,False,0.0,False,False,False,False,False,False,-0.7247331294903756,False,False,False,False,False
U56,LIVE,NULL_SHUFFLE s=0,NULL,True,IS,1.3982477292784337,0.5328263552938667,-0.2584709169236765,-0.7081837948513664,-6.782976808521857,False,2007,False,2007,False,0.0,False,False,False,False,False,False,-0.7081837948513664,False,False,False,False,False
U56,LIVE,NULL_SHUFFLE s=0,NULL,True,OOS,1.3982477292784337,0.5328263552938667,-0.7202747314713279,-0.8691988525139503,-8.27378420046687,False,2441,False,2441,False,0.0,False,False,False,False,False,False,-0.8691988525139503,False,False,False,False,False
U56,LIVE,NULL_SHUFFLE s=1,NULL,True,FULL,1.3982844991917582,0.5328263552938667,-0.6443674036509943,-0.7059992868693175,-20.09980607471634,False,4448,False,4448,False,0.0,False,False,False,False,False,False,-0.7059992868693175,False,False,False,False,False
U56,LIVE,NULL_SHUFFLE s=1,NULL,True,IS,1.3982844991917582,0.5328263552938667,-0.4525466235976183,-0.7292168854382607,-6.02244489921503,False,2007,False,2007,False,0.0,False,False,False,False,False,False,-0.7292168854382607,False,False,False,False,False
U56,LIVE,NULL_SHUFFLE s=1,NULL,True,OOS,1.3982844991917582,0.5328263552938667,-0.6499891094406689,-0.8370491705065557,-20.09980607471642,False,2441,False,2441,False,0.0,False,False,False,False,False,False,-0.8370491705065557,False,False,False,False,False
U56,LIVE,NULL_COINFLIP s=0,NULL,True,FULL,0.9128594900176712,0.5328263552938667,-0.20771303209180636,-0.37079603122410987,-4.202037390921454,False,4448,False,4448,False,0.0,False,False,False,False,False,False,-0.37079603122410987,False,False,False,False,False
U56,LIVE,NULL_COINFLIP s=0,NULL,True,IS,0.9128594900176712,0.5328263552938667,-0.006153889264246315,-0.3232974537167319,-0.5899454687361638,False,2007,False,2007,False,0.0,False,False,False,False,False,False,-0.3232974537167319,False,False,False,False,False
U56,LIVE,NULL_COINFLIP s=0,NULL,True,OOS,0.9128594900176712,0.5328263552938667,-0.43198370104096573,-0.34632139846176035,-4.202037390921487,False,2441,False,2441,False,0.0,False,False,False,False,False,False,-0.43198370104096573,False,False,False,False,False
U56,MEAN,BAND c=0.00,BAND,False,FULL,0.9990368855749058,0.5323135901041088,-0.044895505521216794,-0.025203546377177366,0.03200783380569172,False,4448,False,4448,False,0.0,False,False,False,False,False,False,-0.044895505521216794,False,False,False,False,False
U56,MEAN,BAND c=0.00,BAND,False,IS,0.9990368855749058,0.5323135901041088,-0.047019663515334265,-0.04826221908330841,-0.8248465755324119,False,2007,False,2007,False,0.0,False,False,False,False,False,False,-0.04826221908330841,False,False,False,False,False
U56,MEAN,BAND c=0.00,BAND,False,OOS,0.9990368855749058,0.5323135901041088,0.0007598309545879811,-0.04707497005697059,0.03200783380574723,False,2441,False,2441,False,0.0,False,False,False,False,False,False,-0.04707497005697059,False,False,False,False,False
U56,MEAN,BAND c=0.03,BAND,False,FULL,1.0,0.5328263552938667,0.0,0.0,0.0,False,4448,False,0,False,0.0,False,False,False,False,False,False,0.0,False,False,False,False,False
U56,MEAN,BAND c=0.03,BAND,False,IS,1.0,0.5328263552938667,0.0,0.0,0.0,False,2007,False,0,False,0.0,False,False,False,False,False,False,0.0,False,False,False,False,False
U56,MEAN,BAND c=0.03,BAND,False,OOS,1.0,0.5328263552938667,0.0,0.0,0.0,False,2441,False,0,False,0.0,False,False,False,False,False,False,0.0,False,False,False,False,False
U56,MEAN,BAND c=0.06,BAND,False,FULL,0.9560873573446848,0.5094463645762318,-0.043038509094449395,-0.08045649309900105,-1.9316476856396925,False,4448,False,4448,False,0.0,False,False,False,False,False,False,-0.08045649309900105,False,False,False,False,False
U56,MEAN,BAND c=0.06,BAND,False,IS,0.9560873573446848,0.5094463645762318,-0.046280142832745286,-0.055259284337308534,-0.8280309896487315,False,2007,False,2007,False,0.0,False,False,False,False,False,False,-0.055259284337308534,False,False,False,False,False
