panel,cost_bps,chooser,pick_gross,IS_Sharpe,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,binding,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,live_OOS_Sharpe,pass_4b_full,pass_4b_oos,pass_4a,regret_vs_best_OOS
U56,0.0,C_ISSHARPE,1.0,1.1346671148994332,0.2129620525990319,1.1616596967211545,-0.24865636505492084,1.2267572465824281,1.1184378464537528,0.23206050525409028,1.1858291562123096,-0.24865636505492084,L_DD,0.8711297579081264,0.15210156343930548,-0.3371725677562022,1.2762297973468628,False,False,False,0.0
U56,0.0,C_ISCAGR,1.0,1.1346671148994332,0.2129620525990319,1.1616596967211545,-0.24865636505492084,1.2267572465824281,1.1184378464537528,0.23206050525409028,1.1858291562123096,-0.24865636505492084,L_DD,0.8711297579081264,0.15210156343930548,-0.3371725677562022,1.2762297973468628,False,False,False,0.0
U56,0.0,C_ISDD,0.2,1.1338445339835328,0.041923140274667814,1.1600784897518008,-0.053579871865164885,1.2254952002801454,1.1162763521591919,0.04547294413718994,1.183624165242678,-0.05357987186516466,L_CAGR,0.8711297579081264,0.15210156343930548,-0.3371725677562022,1.2762297973468628,False,False,False,0.0022049909696315595
U56,2.0,C_ISSHARPE,1.0,1.1301797027765774,0.21202986915046096,1.157385776793894,-0.24878040093836318,1.2222460235724677,1.114325738066852,0.23108893840414346,1.1816902400466978,-0.2487804009383634,L_DD,0.8711297579081264,0.15210156343930548,-0.3371725677562022,1.2762297973468628,False,False,False,0.0
U56,2.0,C_ISCAGR,1.0,1.1301797027765774,0.21202986915046096,1.157385776793894,-0.24878040093836318,1.2222460235724677,1.114325738066852,0.23108893840414346,1.1816902400466978,-0.2487804009383634,L_DD,0.8711297579081264,0.15210156343930548,-0.3371725677562022,1.2762297973468628,False,False,False,0.0
U56,2.0,C_ISDD,0.2,1.129096374772899,0.04175364625413969,1.155547495614099,-0.05362288462397502,1.2207295050022438,1.111903752337455,0.04529833164922081,1.1792302925027889,-0.05362288462397402,L_CAGR,0.8711297579081264,0.15210156343930548,-0.3371725677562022,1.2762297973468628,False,False,False,0.0024599475439088803
U56,5.0,C_ISSHARPE,1.0,1.1234459091084477,0.21063285915098806,1.150972894462118,-0.2489664463337532,1.2154762782266813,1.108156137564712,0.22963294533973744,1.1754802619627838,-0.2489664463337531,L_DD,0.8711297579081264,0.15210156343930548,-0.3371725677562022,1.2762297973468628,False,False,False,0.0
U56,5.0,C_ISCAGR,1.0,1.1234459091084477,0.21063285915098806,1.150972894462118,-0.2489664463337532,1.2154762782266813,1.108156137564712,0.22963294533973744,1.1754802619627838,-0.2489664463337531,L_DD,0.8711297579081264,0.15210156343930548,-0.3371725677562022,1.2762297973468628,False,False,False,0.0
U56,5.0,C_ISDD,0.2,1.1219713540226592,0.04149945410842282,1.1487488790067062,-0.053687400722974954,1.213577946408275,1.1053432850330447,0.045036464753653194,1.1726377467979148,-0.05368740072297573,L_CAGR,0.8711297579081264,0.15210156343930548,-0.3371725677562022,1.2762297973468628,False,False,False,0.0028425151648689972
U56,7.5,C_ISSHARPE,1.0,1.117831995711207,0.20946984290368253,1.145627017404477,-0.24912147643613358,1.209832189986437,1.103013508136911,0.22842086079957968,1.1703038332035374,-0.2491214764361337,L_DD,0.8711297579081264,0.15210156343930548,-0.3371725677562022,1.2762297973468628,False,False,False,0.0
