file,panel_label,canon,n,win,cost_rungs,pub_rate,degenerate,ident_L0,nhit_L0,ident_L1,nhit_L1,ident_L2,nhit_L2,ident_L3,nhit_L3,ident_L4,nhit_L4,first_level,rate_canonical
2026-09-05_is-Calmar-immunity-general_C.grid.csv,broad,B136,102,IDX260,10.0|25.0,0.47058823529411764,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,L1,0.0
2026-09-05_is-Calmar-immunity-general_C.grid.csv,small,SMALL484,102,IDX260,10.0|25.0,0.4019607843137255,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_is-Calmar-immunity-general_C.grid.csv,u56,U56,102,IDX260,10.0|25.0,0.0784313725490196,False,,0,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,L1,0.0
2026-09-05_is-the-IS-4b-screen-a-one-cell-accident_C.corpus.csv,broad,B136,372,IDX260,10.0|25.0,0.7580645161290323,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,L1,0.0
2026-09-05_is-the-IS-4b-screen-a-one-cell-accident_C.corpus.csv,small,SMALL484,196,IDX260,10.0|25.0,0.061224489795918366,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_is-the-IS-4b-screen-a-one-cell-accident_C.corpus.csv,u56,U56,435,IDX260,10.0|25.0,0.01839080459770115,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_is-the-book-size-floor-a-corpus-wide-clause_C.corpus.csv,broad,B136,132,IDX260,10.0|25.0,0.5454545454545454,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,L1,0.0
2026-09-05_is-the-book-size-floor-a-corpus-wide-clause_C.corpus.csv,small,SMALL484,132,IDX260,10.0|25.0,0.03787878787878788,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,L1,0.0
2026-09-05_is-the-book-size-floor-a-corpus-wide-clause_C.corpus.csv,u56,U56,120,IDX260,10.0|25.0,0.15,False,,0,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,L1,0.0
2026-09-05_is-the-defensive-class-one-book_cloud.census.csv,u56,U56,95,IDX260,10.0|25.0,0.7789473684210526,False,,0,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,L1,0.05263157894736842
2026-09-05_is-the-defensive-class-one-book_cloud.grid.csv,broad,B136,306,IDX260,10.0|25.0,0.6470588235294118,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,L1,0.0032679738562091504
2026-09-05_is-the-defensive-class-one-book_cloud.grid.csv,small,SMALL484,204,IDX260,10.0|25.0,0.39705882352941174,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_is-the-defensive-class-one-book_cloud.grid.csv,u56,U56,306,IDX260,10.0|25.0,0.3006535947712418,False,,0,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,L1,0.0196078431372549
2026-09-05_is-the-ladder-even-a-candidate_C.corpus.csv,broad,B136,102,SPY0,10.0|25.0,0.47058823529411764,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260|SAMEv1@g0.75@SPY0,2,SAMEv1@g0.75@IDX260|SAMEv1@g0.75@SPY0,2,SAMEv1@g0.75@IDX260|SAMEv1@g0.75@SPY0,2,L1,0.0
2026-09-05_is-the-ladder-even-a-candidate_C.corpus.csv,small,SMALL484,102,SPY0,10.0|25.0,0.4019607843137255,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_is-the-ladder-even-a-candidate_C.corpus.csv,u56,U56,102,SPY0,10.0|25.0,0.0784313725490196,False,,0,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,L1,0.0
2026-09-05_no-leverage-ceiling-is-load-bearing_cloud.corpus.csv,broad,B136,102,IDX260,10.0|25.0,0.47058823529411764,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,L1,0.0
2026-09-05_no-leverage-ceiling-is-load-bearing_cloud.corpus.csv,small,SMALL484,102,IDX260,10.0|25.0,0.4019607843137255,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_no-leverage-ceiling-is-load-bearing_cloud.corpus.csv,u56,U56,102,IDX260,10.0|25.0,0.0784313725490196,False,,0,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,L1,0.0
2026-09-05_post-trigger-short-term-reversal_cloud.grid.csv,broad,B136,56,IDX260,0.0|10.0|25.0|50.0,0.08928571428571429,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,L1,0.0
2026-09-05_post-trigger-short-term-reversal_cloud.grid.csv,small,SMALL484,56,IDX260,0.0|10.0|25.0|50.0,0.05357142857142857,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_post-trigger-short-term-reversal_cloud.grid.csv,u56,U56,56,IDX260,0.0|10.0|25.0|50.0,0.07142857142857142,False,,0,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,L1,0.0
2026-09-05_price-list-tier-bar_B.grid.csv,broad,B136,102,IDX260,10.0|25.0,0.47058823529411764,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,L1,0.0
2026-09-05_price-list-tier-bar_B.grid.csv,small,SMALL484,102,IDX260,10.0|25.0,0.4019607843137255,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_price-list-tier-bar_B.grid.csv,u56,U56,102,IDX260,10.0|25.0,0.0784313725490196,False,,0,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,L1,0.0
2026-09-05_price-the-broad-POS-near-miss_cloud.grid.csv,broad,B136,150,IDX260,10.0|25.0,0.5933333333333334,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,L1,0.0
2026-09-05_price-the-broad-POS-near-miss_cloud.grid.csv,u56,U56,150,IDX260,10.0|25.0,0.34,False,,0,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,L1,0.0
2026-09-05_quote-the-lift-not-the-rate_cloud.grid.csv,broad,B136,102,IDX260,10.0|25.0,0.47058823529411764,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,L1,0.0
2026-09-05_quote-the-lift-not-the-rate_cloud.grid.csv,small,SMALL484,102,IDX260,10.0|25.0,0.4019607843137255,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_quote-the-lift-not-the-rate_cloud.grid.csv,u56,U56,102,IDX260,10.0|25.0,0.0784313725490196,False,,0,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,L1,0.0
2026-09-05_sleeve-f-that-clears-the-floor_cloud.grid.csv,broad,B136,442,IDX260,10.0|25.0,0.8438914027149321,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,L1,0.0022624434389140274
2026-09-05_sleeve-f-that-clears-the-floor_cloud.grid.csv,u56,U56,442,IDX260,10.0|25.0,0.26244343891402716,False,,0,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,L1,0.013574660633484163
2026-09-05_the-margin-column-instead-of-two_cloud.keep.csv,BROAD136,B136,60,IDX260,10.0|25.0,0.48333333333333334,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,L1,0.0
2026-09-05_the-margin-column-instead-of-two_cloud.keep.csv,SMALL439,SMALL439,60,IDX260,10.0|25.0,0.016666666666666666,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_the-margin-column-instead-of-two_cloud.keep.csv,U56,U56,60,IDX260,10.0|25.0,0.11666666666666667,False,,0,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,L1,0.0
2026-09-05_the-null-column-for-instruments-that-are-not-keyed-tilts_cloud.keep.csv,BROAD136,B136,756,IDX260,10.0|25.0,0.5542328042328042,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_the-null-column-for-instruments-that-are-not-keyed-tilts_cloud.keep.csv,SMALL439,SMALL439,756,IDX260,10.0|25.0,0.0701058201058201,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_the-null-column-for-instruments-that-are-not-keyed-tilts_cloud.keep.csv,U56,U56,756,IDX260,10.0|25.0,0.13624338624338625,False,,0,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,L1,0.0
2026-09-05_the-on-share-column_cloud.grid.csv,BROAD136,B136,1260,IDX260,10.0|25.0,0.5444444444444444,False,,0,,0,,0,,0,,0,,0.003968253968253968
2026-09-05_the-on-share-column_cloud.grid.csv,SMALL439,SMALL439,1260,IDX260,10.0|25.0,0.0626984126984127,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_the-on-share-column_cloud.grid.csv,U56,U56,1260,IDX260,10.0|25.0,0.1373015873015873,False,,0,,0,,0,,0,,0,,0.0031746031746031746
2026-09-05_the-on-share-column_cloud.keep.csv,BROAD136,B136,1260,IDX260,10.0|25.0,0.5444444444444444,False,,0,,0,,0,,0,,0,,0.003968253968253968
2026-09-05_the-on-share-column_cloud.keep.csv,SMALL439,SMALL439,1260,IDX260,10.0|25.0,0.0626984126984127,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_the-on-share-column_cloud.keep.csv,U56,U56,1260,IDX260,10.0|25.0,0.1373015873015873,False,,0,,0,,0,,0,,0,,0.0031746031746031746
2026-09-05_the-screen-is-a-book-size-rule_cloud.corpus.csv,broad,B136,372,IDX260,10.0|25.0,0.7580645161290323,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,L1,0.0
2026-09-05_the-screen-is-a-book-size-rule_cloud.corpus.csv,small,SMALL484,196,IDX260,10.0|25.0,0.061224489795918366,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_the-screen-is-a-book-size-rule_cloud.corpus.csv,u56,U56,435,IDX260,10.0|25.0,0.01839080459770115,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_the-share-at-which-ranking-stops-paying_cloud.grid.csv,u56,U56,98,IDX260,10.0,0.01020408163265306,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_the-sign-is-the-parameter-not-the-share_B.grid.csv,broad,B136,162,IDX260,0.0|10.0|25.0,0.7530864197530864,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,L1,0.0
2026-09-05_the-sign-is-the-parameter-not-the-share_B.grid.csv,small,SMALL484,162,IDX260,0.0|10.0|25.0,0.030864197530864196,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_the-sign-is-the-parameter-not-the-share_B.grid.csv,u56,U56,162,IDX260,0.0|10.0|25.0,0.024691358024691357,False,,0,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,L1,0.0
2026-09-05_the-sign-is-the-parameter-not-the-share_cloud.grid.csv,broad,B136,176,IDX260,10.0|25.0,0.7102272727272727,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,L1,0.0
2026-09-05_the-sign-is-the-parameter-not-the-share_cloud.grid.csv,u56,U56,176,IDX260,10.0|25.0,0.022727272727272728,False,,0,,0,,0,,0,,0,,0.0
