file,panel_label,canon,n,win,cost_rungs,pub_rate,degenerate,ident_L0,nhit_L0,ident_L1,nhit_L1,ident_L2,nhit_L2,ident_L3,nhit_L3,ident_L4,nhit_L4,first_level,rate_canonical
2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,broad,B136,176,IDX260,10.0|25.0,0.7102272727272727,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,L1,0.0
2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,u56,U56,176,IDX260,10.0|25.0,0.022727272727272728,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_cagr-floor-calibration_B.grid.csv,broad,B136,102,SPY0,10.0|25.0,0.47058823529411764,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260|SAMEv1@g0.75@SPY0,2,SAMEv1@g0.75@IDX260|SAMEv1@g0.75@SPY0,2,SAMEv1@g0.75@IDX260|SAMEv1@g0.75@SPY0,2,L1,0.0
2026-09-05_cagr-floor-calibration_B.grid.csv,small,SMALL484,102,SPY0,10.0|25.0,0.4019607843137255,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_cagr-floor-calibration_B.grid.csv,u56,U56,102,SPY0,10.0|25.0,0.0784313725490196,False,,0,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,L1,0.0
2026-09-05_clause-11b-draw-count-by-enumeration_cloud.exact.csv,BROAD136,B136,60,IDX260,10.0|25.0,0.48333333333333334,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,L1,0.0
2026-09-05_clause-11b-draw-count-by-enumeration_cloud.exact.csv,SMALL439,SMALL439,60,IDX260,10.0|25.0,0.016666666666666666,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_clause-11b-draw-count-by-enumeration_cloud.exact.csv,U56,U56,60,IDX260,10.0|25.0,0.11666666666666667,False,,0,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,L1,0.0
2026-09-05_crisis-depth-as-the-price-denominator_B.grid.csv,broad,B136,102,IDX260,10.0|25.0,0.47058823529411764,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,L1,0.0
2026-09-05_crisis-depth-as-the-price-denominator_B.grid.csv,small,SMALL484,102,IDX260,10.0|25.0,0.4019607843137255,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_crisis-depth-as-the-price-denominator_B.grid.csv,u56,U56,102,IDX260,10.0|25.0,0.0784313725490196,False,,0,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,L1,0.0
2026-09-05_de-gross-vs-reweight-across-gates_cloud.grid.csv,broad,B136,308,IDX260,10.0|25.0,0.5292207792207793,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,L1,0.0
2026-09-05_de-gross-vs-reweight-across-gates_cloud.grid.csv,small,SMALL484,308,IDX260,10.0|25.0,0.38311688311688313,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_de-gross-vs-reweight-across-gates_cloud.grid.csv,u56,U56,308,IDX260,10.0|25.0,0.18506493506493507,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_defensive-class-census_B.grid.csv,broad,B136,816,IDX260,10.0|25.0,0.6556372549019608,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,L1,0.02696078431372549
2026-09-05_defensive-class-census_B.grid.csv,small,SMALL484,612,IDX260,10.0|25.0,0.4395424836601307,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_defensive-class-census_B.grid.csv,u56,U56,816,IDX260,10.0|25.0,0.30514705882352944,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.arms.csv,BROAD136,B136,36,IDX260,10.0|25.0,0.5,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,L1,0.0
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.arms.csv,SMALL439,SMALL439,36,IDX260,10.0|25.0,0.027777777777777776,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.arms.csv,U56,U56,36,IDX260,10.0|25.0,0.1388888888888889,False,,0,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,L1,0.0
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.arms.csv,broad,B136,60,IDX260,10.0|25.0,0.8,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,L1,0.0
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.arms.csv,small,SMALL484,60,IDX260,10.0|25.0,0.18333333333333332,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.arms.csv,u56,U56,60,IDX260,10.0|25.0,0.05,False,,0,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,L1,0.0
2026-09-05_does-a-random-screen-de-concentrate-just-as-well_B.corpus.csv,broad,B136,372,IDX260,10.0|25.0,0.7580645161290323,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,L1,0.0
2026-09-05_does-a-random-screen-de-concentrate-just-as-well_B.corpus.csv,small,SMALL484,196,IDX260,10.0|25.0,0.061224489795918366,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_does-a-random-screen-de-concentrate-just-as-well_B.corpus.csv,u56,U56,435,IDX260,10.0|25.0,0.01839080459770115,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_does-book-share-price-a-tilt_C.grid.csv,broad,B136,63,IDX260,10.0|25.0,0.746031746031746,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,L1,0.0
2026-09-05_does-book-share-price-a-tilt_C.grid.csv,small,SMALL484,63,IDX260,10.0|25.0,0.015873015873015872,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_does-book-share-price-a-tilt_C.grid.csv,u56,U56,63,IDX260,10.0|25.0,0.06349206349206349,False,,0,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,L1,0.0
2026-09-05_does-share-price-any-key-or-only-vol_B.grid.csv,broad,B136,247,IDX260,10.0|25.0,0.7327935222672065,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,L1,0.0
2026-09-05_does-share-price-any-key-or-only-vol_B.grid.csv,small,SMALL484,247,IDX260,10.0|25.0,0.020242914979757085,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_does-share-price-any-key-or-only-vol_B.grid.csv,u56,U56,247,IDX260,10.0|25.0,0.06072874493927125,False,,0,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,L1,0.0
2026-09-05_four-way-gate-spread-is-a-weighting-convention_cloud.grid.csv,small,SMALL484,480,IDX260,10.0|25.0,0.03333333333333333,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_gross-as-the-missing-third-bar_B.grid.csv,broad,B136,102,SPY0,10.0|25.0,0.47058823529411764,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260|SAMEv1@g0.75@SPY0,2,SAMEv1@g0.75@IDX260|SAMEv1@g0.75@SPY0,2,SAMEv1@g0.75@IDX260|SAMEv1@g0.75@SPY0,2,L1,0.0
2026-09-05_gross-as-the-missing-third-bar_B.grid.csv,small,SMALL484,102,SPY0,10.0|25.0,0.4019607843137255,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_gross-as-the-missing-third-bar_B.grid.csv,u56,U56,102,SPY0,10.0|25.0,0.0784313725490196,False,,0,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,L1,0.0
2026-09-05_gross-dispersion-not-gross-level_cloud.grid.csv,broad,B136,102,IDX260,10.0|25.0,0.47058823529411764,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,L1,0.0
2026-09-05_gross-dispersion-not-gross-level_cloud.grid.csv,small,SMALL484,102,IDX260,10.0|25.0,0.4019607843137255,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_gross-dispersion-not-gross-level_cloud.grid.csv,u56,U56,102,IDX260,10.0|25.0,0.0784313725490196,False,,0,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,L1,0.0
2026-09-05_how-many-draws-does-clause-11b-need_cloud.keep.csv,BROAD136,B136,60,IDX260,10.0|25.0,0.48333333333333334,False,,0,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,SAMEv1@g0.75@IDX260,1,L1,0.0
2026-09-05_how-many-draws-does-clause-11b-need_cloud.keep.csv,SMALL439,SMALL439,60,IDX260,10.0|25.0,0.016666666666666666,False,,0,,0,,0,,0,,0,,0.0
2026-09-05_how-many-draws-does-clause-11b-need_cloud.keep.csv,U56,U56,60,IDX260,10.0|25.0,0.11666666666666667,False,,0,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,SAMEv1@g0.75@IDX260|CROSSv1@g0.75@IDX260,2,L1,0.0
2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,SMALL,SMALL484,160,IDX260,10.0,0.05625,False,,0,,0,,0,,0,,0,,0.0
