conv,etf_share,panels,gross,gross_sd,Sharpe10,Sharpe0,cost_drag_Sharpe,cost_drag_CAGR
GATED,0.0,6,0.744548476825526,0.05394511130981449,1.0744958484084013,1.146576171976246,0.07208032356784466,0.009909120049884867
GATED,0.125,6,0.7475243155972899,0.028596021125423466,1.0434936213525035,1.1209264865021094,0.0774328651496059,0.009733399059586922
GATED,0.25,6,0.7497881467464408,0.009728352201736824,1.0465796053865997,1.1275454572345425,0.0809658518479428,0.009677615309830578
GATED,0.375,6,0.7492234490131852,0.01257625369007958,0.98642466546762,1.072555156892203,0.08613049142458296,0.009848686271967999
GATED,0.5,6,0.7488128660971839,0.013153140842947945,0.9366385249884082,1.0223804023311842,0.08574187734277605,0.009293465372193221
GATED,0.625,6,0.7498743543688235,0.006275963729926344,0.8812594554472459,0.9734326055766312,0.09217315012938532,0.009559074786928967
GATED,0.75,6,0.7499909897797987,0.004460088710031821,0.8571442419110358,0.9508442161800971,0.09369997426906129,0.009158647511707363
GATED,0.875,6,0.7501120780696745,0.001919675488777357,0.736782787327305,0.833081668180626,0.09629888085332106,0.00910102582293204
GATED,1.0,1,0.7500911400300903,0.00185177668833784,0.6286991144056556,0.7284482263279793,0.09974911192232372,0.008921839071640791
UNGATED,0.0,6,0.7502576563346034,0.0029683895698510566,1.1658205327349764,1.1725204681396582,0.006699935404681723,0.0010827552835683818
UNGATED,0.125,6,0.7502460972941921,0.0027565325050548906,1.179236029500055,1.1860710084807413,0.0068349789806863015,0.0010286782129509398
UNGATED,0.25,6,0.7502378738553456,0.0027587302746629894,1.1463955757229138,1.1532667771308003,0.00687120140788644,0.0010150455630140165
UNGATED,0.375,6,0.7502016172278764,0.0026878227563245784,1.0657286003085562,1.072536615998588,0.006808015690031866,0.0009573378758445106
UNGATED,0.5,6,0.7501947502960066,0.0025670226067420815,1.0526936281597796,1.0595375288955233,0.006843900735743702,0.0009205207435996066
UNGATED,0.625,6,0.7501819577854032,0.0024685089220147127,0.9978912050129839,1.0048082834911813,0.006917078478197447,0.0008766962074675533
UNGATED,0.75,6,0.7501467105240299,0.00237926110523338,0.9454873518397857,0.9521757112777277,0.006688359437941993,0.000800811189523909
UNGATED,0.875,6,0.7501326607691093,0.002282676207805658,0.8767771468625334,0.883559940723966,0.006782793861432657,0.0007717146205568071
UNGATED,1.0,1,0.7501165497620284,0.0021906422065675877,0.8233005794587804,0.8299642186517451,0.006663639192964643,0.0007158907169400042
