s,tol,arm,nadm,price,se,t,null,t_null,edge
0.01,0,CH_BOTH,78,-0.008321449423708775,0.02365421804475756,-0.35179558284121937,0.004698868589173981,0.18791586474297428,-0.013020318012882755
0.01,0,CH_EITHER,127,-0.021079000426988743,0.02821575919047747,-0.7470647975370689,0.018629766782248876,0.6047920731016035,-0.03970876720923762
0.01,0,CH_ALL,168,-0.021102051945540466,0.028266307333525104,-0.746544346827804,0.018184180692132495,0.5885174952411448,-0.03928623263767296
0.01,1,CH_ANCHOR,0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,1,CH_SPREAD,125,-0.02096263498940479,0.028226273841851876,-0.7426639133048767,0.018776375961225885,0.6090473979564349,-0.03973901095063068
0.01,1,CH_MONO,54,-0.0037058859871998066,0.019490012220729627,-0.1901428252188686,0.007042501158556157,0.3591489499260264,-0.010748387145755964
0.01,1,CH_BOTH,54,-0.0037058859871998066,0.019490012220729627,-0.1901428252188686,0.007042501158556157,0.3591489499260264,-0.010748387145755964
0.01,1,CH_EITHER,125,-0.02096263498940479,0.028226273841851876,-0.7426639133048767,0.018776375961225885,0.6090473979564349,-0.03973901095063068
0.01,1,CH_ALL,168,-0.021102051945540466,0.028266307333525104,-0.746544346827804,0.018184180692132495,0.5885174952411448,-0.03928623263767296
0.01,2,CH_ANCHOR,0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,2,CH_SPREAD,125,-0.02096263498940479,0.028226273841851876,-0.7426639133048767,0.018776375961225885,0.6090473979564349,-0.03973901095063068
0.01,2,CH_MONO,25,-0.015568351362134887,0.006833580690272729,-2.2782128532257886,0.00044039618625365634,0.05252210964673077,-0.016008747548388543
0.01,2,CH_BOTH,25,-0.015568351362134887,0.006833580690272729,-2.2782128532257886,0.00044039618625365634,0.05252210964673077,-0.016008747548388543
0.01,2,CH_EITHER,125,-0.02096263498940479,0.028226273841851876,-0.7426639133048767,0.018776375961225885,0.6090473979564349,-0.03973901095063068
0.01,2,CH_ALL,168,-0.021102051945540466,0.028266307333525104,-0.746544346827804,0.018184180692132495,0.5885174952411448,-0.03928623263767296
0.02,0,CH_ANCHOR,0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,CH_SPREAD,117,-0.024076579423399632,0.02826753165874994,-0.8517397172861028,0.025565400210312342,0.8588591544740802,-0.049641979633711975
0.02,0,CH_MONO,80,-0.008437814861292728,0.023646646331568297,-0.35682924094095475,0.0045522594101969705,0.18210530429989916,-0.0129900742714897
0.02,0,CH_BOTH,77,-0.010130103589554311,0.024496643798065185,-0.413530264515436,0.005817289403848182,0.23517898664009257,-0.015947392993402493
0.02,0,CH_EITHER,120,-0.02238429069513805,0.0271660923140641,-0.8239790410912181,0.024300370216661125,0.8093740319594055,-0.046684660911799174
0.02,0,CH_ALL,168,-0.021102051945540466,0.028266307333525104,-0.746544346827804,0.018184180692132495,0.5885174952411448,-0.03928623263767296
0.02,1,CH_ANCHOR,0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,1,CH_SPREAD,117,-0.024076579423399632,0.02826753165874994,-0.8517397172861028,0.025565400210312342,0.8588591544740802,-0.049641979633711975
0.02,1,CH_MONO,54,-0.0037058859871998066,0.019490012220729627,-0.1901428252188686,0.007042501158556157,0.3591489499260264,-0.010748387145755964
0.02,1,CH_BOTH,53,-0.005514540153045343,0.020409591705679166,-0.2701935556854314,0.008160921973230359,0.4220569928783071,-0.013675462126275701
0.02,1,CH_EITHER,118,-0.022267925257554097,0.027177442994371852,-0.8193532136987847,0.02444697939563814,0.8136059079383114,-0.04671490465319224
0.02,1,CH_ALL,168,-0.021102051945540466,0.028266307333525104,-0.746544346827804,0.018184180692132495,0.5885174952411448,-0.03928623263767296
0.02,2,CH_ANCHOR,0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,2,CH_SPREAD,117,-0.024076579423399632,0.02826753165874994,-0.8517397172861028,0.025565400210312342,0.8588591544740802,-0.049641979633711975
0.02,2,CH_MONO,25,-0.015568351362134887,0.006833580690272729,-2.2782128532257886,0.00044039618625365634,0.05252210964673077,-0.016008747548388543
0.02,2,CH_BOTH,25,-0.015568351362134887,0.006833580690272729,-2.2782128532257886,0.00044039618625365634,0.05252210964673077,-0.016008747548388543
0.02,2,CH_EITHER,117,-0.024076579423399632,0.02826753165874994,-0.8517397172861028,0.025565400210312342,0.8588591544740802,-0.049641979633711975
0.02,2,CH_ALL,168,-0.021102051945540466,0.028266307333525104,-0.746544346827804,0.018184180692132495,0.5885174952411448,-0.03928623263767296
0.05,0,CH_ANCHOR,0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0,CH_SPREAD,90,-0.0250284414691005,0.030773220560248307,-0.8133188861432106,0.019015565078688672,0.8032177618425317,-0.04404400654778917
0.05,0,CH_MONO,80,-0.008437814861292728,0.023646646331568297,-0.35682924094095475,0.0045522594101969705,0.18210530429989916,-0.0129900742714897
0.05,0,CH_BOTH,71,-0.012449054842829318,0.027031137072135947,-0.46054499333888427,0.014593992480425562,0.6373606293992096,-0.027043047323254882
0.05,0,CH_EITHER,99,-0.021017201487563912,0.0268344540240908,-0.783217033918245,0.008973832008460084,0.34268168064237614,-0.029991033496023996
0.05,0,CH_ALL,168,-0.021102051945540466,0.028266307333525104,-0.746544346827804,0.018184180692132495,0.5885174952411448,-0.03928623263767296
0.05,1,CH_ANCHOR,0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,1,CH_SPREAD,90,-0.0250284414691005,0.030773220560248307,-0.8133188861432106,0.019015565078688672,0.8032177618425317,-0.04404400654778917
0.05,1,CH_MONO,54,-0.0037058859871998066,0.019490012220729627,-0.1901428252188686,0.007042501158556157,0.3591489499260264,-0.010748387145755964
0.05,1,CH_BOTH,49,-0.006560522151196425,0.023029672182944803,-0.2848725808635254,0.01627971667586192,0.8731177421898858,-0.022840238827058348
0.05,1,CH_EITHER,95,-0.02217380530510388,0.027040511968195527,-0.8200216523704964,0.009778349561382908,0.37361526055235406,-0.03195215486648679
0.05,1,CH_ALL,168,-0.021102051945540466,0.028266307333525104,-0.746544346827804,0.018184180692132495,0.5885174952411448,-0.03928623263767296
0.05,2,CH_ANCHOR,0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,2,CH_SPREAD,90,-0.0250284414691005,0.030773220560248307,-0.8133188861432106,0.019015565078688672,0.8032177618425317,-0.04404400654778917
0.05,2,CH_MONO,25,-0.015568351362134887,0.006833580690272729,-2.2782128532257886,0.00044039618625365634,0.05252210964673077,-0.016008747548388543
0.05,2,CH_BOTH,25,-0.015568351362134887,0.006833580690272729,-2.2782128532257886,0.00044039618625365634,0.05252210964673077,-0.016008747548388543
0.05,2,CH_EITHER,90,-0.0250284414691005,0.030773220560248307,-0.8133188861432106,0.019015565078688672,0.8032177618425317,-0.04404400654778917
0.05,2,CH_ALL,168,-0.021102051945540466,0.028266307333525104,-0.746544346827804,0.018184180692132495,0.5885174952411448,-0.03928623263767296
0.1,0,CH_ANCHOR,0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0,CH_SPREAD,57,-0.0012560210840029448,0.024173398916958657,-0.05195881176319781,0.009138676190550967,0.5280497728536752,-0.010394697274553912
0.1,0,CH_MONO,80,-0.008437814861292728,0.023646646331568297,-0.35682924094095475,0.0045522594101969705,0.18210530429989916,-0.0129900742714897
0.1,0,CH_BOTH,52,-0.0012560210840029448,0.024173398916958657,-0.05195881176319781,0.003334482269038947,0.17824379256623835,-0.004590503353041892
0.1,0,CH_EITHER,85,-0.008437814861292728,0.023646646331568297,-0.35682924094095475,0.010356453331708992,0.42203166576177686,-0.01879426819300172
0.1,0,CH_ALL,168,-0.021102051945540466,0.028266307333525104,-0.746544346827804,0.018184180692132495,0.5885174952411448,-0.03928623263767296
0.1,1,CH_ANCHOR,0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,1,CH_SPREAD,57,-0.0012560210840029448,0.024173398916958657,-0.05195881176319781,0.009138676190550967,0.5280497728536752,-0.010394697274553912
0.1,1,CH_MONO,54,-0.0037058859871998066,0.019490012220729627,-0.1901428252188686,0.007042501158556157,0.3591489499260264,-0.010748387145755964
0.1,1,CH_BOTH,40,0.0026466836002841335,0.022575601512760227,0.11723645984751146,0.009727653563291154,0.5320382071944773,-0.007080969963007021
0.1,1,CH_EITHER,71,-0.007608590671486892,0.021275974360479403,-0.3576142057033129,0.00645352378581597,0.30786283563508393,-0.014062114457302863
0.1,1,CH_ALL,168,-0.021102051945540466,0.028266307333525104,-0.746544346827804,0.018184180692132495,0.5885174952411448,-0.03928623263767296
0.1,2,CH_ANCHOR,0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,2,CH_SPREAD,57,-0.0012560210840029448,0.024173398916958657,-0.05195881176319781,0.009138676190550967,0.5280497728536752,-0.010394697274553912
0.1,2,CH_MONO,25,-0.015568351362134887,0.006833580690272729,-2.2782128532257886,0.00044039618625365634,0.05252210964673077,-0.016008747548388543
0.1,2,CH_BOTH,20,-0.010238121066844304,0.00531502776972674,-1.9262591862940865,-0.004883805343741438,-0.7232673224510958,-0.005354315723102866
0.1,2,CH_EITHER,62,-0.0065862513792935284,0.02363445702158036,-0.27867157571166945,0.014462877720546061,0.7969166148203464,-0.021049129099839588
0.1,2,CH_ALL,168,-0.021102051945540466,0.028266307333525104,-0.746544346827804,0.018184180692132495,0.5885174952411448,-0.03928623263767296
