panel,cost,q,key,null,premium,null_mean,null_sd,excess,z,null_beats
U56,0.0,0.75,COMP,SHUF-W,-0.009436469163837335,-0.014196547211273614,0.03269223618815056,0.004760078047436278,0.14560270579354218,0.375
U56,0.0,0.75,MOM,SHUF-W,-0.027450494582596185,-0.014196547211273614,0.03269223618815056,-0.013253947371322572,-0.4054157474895071,0.625
U56,0.0,0.75,R6,SHUF-W,0.00904048866485141,-0.014196547211273614,0.03269223618815056,0.023237035876125023,0.7107814755280456,0.25
U56,0.0,0.75,R3,SHUF-W,-0.004616429355694285,-0.014196547211273614,0.03269223618815056,0.009580117855579329,0.2930395400438127,0.375
U56,0.0,0.75,VOL20,SHUF-W,-0.09119180394766957,-0.014196547211273614,0.03269223618815056,-0.07699525673639596,-2.3551541807440883,1.0
U56,0.0,0.75,COMP-REV,SHUF-W,-0.10548221879694086,-0.014196547211273614,0.03269223618815056,-0.09128567158566725,-2.7922737086658556,1.0
U56,0.0,0.75,COMP,SHUF-S,-0.009436469163837335,0.00036178466280017973,0.05188420185638824,-0.009798253826637515,-0.18884850255109215,0.75
U56,0.0,0.75,MOM,SHUF-S,-0.027450494582596185,0.00036178466280017973,0.05188420185638824,-0.027812279245396365,-0.5360452363202727,0.75
U56,0.0,0.75,R6,SHUF-S,0.00904048866485141,0.00036178466280017973,0.05188420185638824,0.00867870400205123,0.1672706467774769,0.625
U56,0.0,0.75,R3,SHUF-S,-0.004616429355694285,0.00036178466280017973,0.05188420185638824,-0.0049782140184944645,-0.09594855158943766,0.625
U56,0.0,0.75,VOL20,SHUF-S,-0.09119180394766957,0.00036178466280017973,0.05188420185638824,-0.09155358861046975,-1.7645754456025657,1.0
U56,0.0,0.75,COMP-REV,SHUF-S,-0.10548221879694086,0.00036178466280017973,0.05188420185638824,-0.10584400345974104,-2.040004465187875,1.0
U56,0.0,0.8,COMP,SHUF-W,0.02039862517045221,-0.016523167685427914,0.02331619213001892,0.036921792855880126,1.5835258454721854,0.0
U56,0.0,0.8,MOM,SHUF-W,-0.0463519654083111,-0.016523167685427914,0.02331619213001892,-0.029828797722883188,-1.2793168608556575,0.875
U56,0.0,0.8,R6,SHUF-W,-0.012167807234406247,-0.016523167685427914,0.02331619213001892,0.004355360451021667,0.1867955293357815,0.5
U56,0.0,0.8,R3,SHUF-W,0.005685041903704002,-0.016523167685427914,0.02331619213001892,0.022208209589131916,0.9524801247687221,0.125
U56,0.0,0.8,VOL20,SHUF-W,-0.0723294427732375,-0.016523167685427914,0.02331619213001892,-0.05580627508780958,-2.3934557914351986,1.0
U56,0.0,0.8,COMP-REV,SHUF-W,-0.11626835343596631,-0.016523167685427914,0.02331619213001892,-0.0997451857505384,-4.2779363454515105,1.0
U56,0.0,0.8,COMP,SHUF-S,0.02039862517045221,-0.0012598646470811103,0.04283934628864716,0.021658489817533322,0.505574703955579,0.375
U56,0.0,0.8,MOM,SHUF-S,-0.0463519654083111,-0.0012598646470811103,0.04283934628864716,-0.04509210076122999,-1.0525861075797935,0.875
U56,0.0,0.8,R6,SHUF-S,-0.012167807234406247,-0.0012598646470811103,0.04283934628864716,-0.010907942587325137,-0.2546243939818439,0.75
U56,0.0,0.8,R3,SHUF-S,0.005685041903704002,-0.0012598646470811103,0.04283934628864716,0.006944906550785113,0.16211513835881244,0.5
U56,0.0,0.8,VOL20,SHUF-S,-0.0723294427732375,-0.0012598646470811103,0.04283934628864716,-0.07106957812615639,-1.6589790527450348,0.875
U56,0.0,0.8,COMP-REV,SHUF-S,-0.11626835343596631,-0.0012598646470811103,0.04283934628864716,-0.1150084887888852,-2.6846462131791107,1.0
U56,0.0,0.85,COMP,SHUF-W,0.03694703807348487,-0.011619554188288223,0.024974332561527833,0.048566592261773095,1.9446602683824428,0.0
U56,0.0,0.85,MOM,SHUF-W,-0.03358314145213881,-0.011619554188288223,0.024974332561527833,-0.021963587263850587,-0.879446416024939,0.875
U56,0.0,0.85,R6,SHUF-W,-0.021420328530833643,-0.011619554188288223,0.024974332561527833,-0.00980077434254542,-0.39243388460531686,0.5
