panel,cadence,book,gross,phi,cal,alive_at_0,death_rung,survives_ladder
U56,W,CAP0.015,0.75,0.0,SELF,False,0.0,False
U56,W,CAP0.015,0.75,0.0,PANEL,False,0.0,False
U56,W,CAP0.015,0.75,0.25,SELF,False,0.0,False
U56,W,CAP0.015,0.75,0.25,PANEL,False,0.0,False
U56,W,CAP0.015,0.75,0.5,SELF,False,0.0,False
U56,W,CAP0.015,0.75,0.5,PANEL,False,0.0,False
U56,W,CAP0.015,0.75,0.75,SELF,False,0.0,False
U56,W,CAP0.015,0.75,0.75,PANEL,False,0.0,False
U56,W,CAP0.015,0.75,1.0,SELF,False,0.0,False
U56,W,CAP0.015,0.75,1.0,PANEL,False,0.0,False
U56,W,CAP0.015,1.0,0.0,SELF,False,0.0,False
U56,W,CAP0.015,1.0,0.0,PANEL,False,0.0,False
U56,W,CAP0.015,1.0,0.25,SELF,False,0.0,False
U56,W,CAP0.015,1.0,0.25,PANEL,False,0.0,False
U56,W,CAP0.015,1.0,0.5,SELF,False,0.0,False
U56,W,CAP0.015,1.0,0.5,PANEL,False,0.0,False
U56,W,CAP0.015,1.0,0.75,SELF,False,0.0,False
U56,W,CAP0.015,1.0,0.75,PANEL,False,0.0,False
U56,W,CAP0.015,1.0,1.0,SELF,False,0.0,False
U56,W,CAP0.015,1.0,1.0,PANEL,False,0.0,False
U56,W,CAP2,0.75,0.0,SELF,True,36.0,False
U56,W,CAP2,0.75,0.0,PANEL,True,36.0,False
U56,W,CAP2,0.75,0.25,SELF,True,36.0,False
U56,W,CAP2,0.75,0.25,PANEL,True,36.0,False
U56,W,CAP2,0.75,0.5,SELF,True,36.0,False
U56,W,CAP2,0.75,0.5,PANEL,True,36.0,False
U56,W,CAP2,0.75,0.75,SELF,True,36.0,False
U56,W,CAP2,0.75,0.75,PANEL,True,36.0,False
U56,W,CAP2,0.75,1.0,SELF,True,36.0,False
U56,W,CAP2,0.75,1.0,PANEL,True,36.0,False
U56,W,CAP2,1.0,0.0,SELF,True,56.0,False
U56,W,CAP2,1.0,0.0,PANEL,True,56.0,False
U56,W,CAP2,1.0,0.25,SELF,True,56.0,False
U56,W,CAP2,1.0,0.25,PANEL,True,58.0,False
U56,W,CAP2,1.0,0.5,SELF,True,56.0,False
U56,W,CAP2,1.0,0.5,PANEL,True,60.0,False
U56,W,CAP2,1.0,0.75,SELF,True,56.0,False
U56,W,CAP2,1.0,0.75,PANEL,True,62.0,False
U56,W,CAP2,1.0,1.0,SELF,True,56.0,False
U56,W,CAP2,1.0,1.0,PANEL,True,64.0,False
U56,W,CAP0.030,0.75,0.0,SELF,True,46.0,False
U56,W,CAP0.030,0.75,0.0,PANEL,True,46.0,False
U56,W,CAP0.030,0.75,0.25,SELF,True,46.0,False
U56,W,CAP0.030,0.75,0.25,PANEL,True,46.0,False
U56,W,CAP0.030,0.75,0.5,SELF,True,46.0,False
U56,W,CAP0.030,0.75,0.5,PANEL,True,48.0,False
U56,W,CAP0.030,0.75,0.75,SELF,True,46.0,False
U56,W,CAP0.030,0.75,0.75,PANEL,True,50.0,False
U56,W,CAP0.030,0.75,1.0,SELF,True,46.0,False
U56,W,CAP0.030,0.75,1.0,PANEL,True,50.0,False
U56,W,CAP0.030,1.0,0.0,SELF,False,0.0,False
U56,W,CAP0.030,1.0,0.0,PANEL,False,0.0,False
U56,W,CAP0.030,1.0,0.25,SELF,False,0.0,False
U56,W,CAP0.030,1.0,0.25,PANEL,False,0.0,False
U56,W,CAP0.030,1.0,0.5,SELF,False,0.0,False
U56,W,CAP0.030,1.0,0.5,PANEL,False,0.0,False
U56,W,CAP0.030,1.0,0.75,SELF,False,0.0,False
U56,W,CAP0.030,1.0,0.75,PANEL,False,0.0,False
U56,W,CAP0.030,1.0,1.0,SELF,False,0.0,False
U56,W,CAP0.030,1.0,1.0,PANEL,False,0.0,False
U56,W,CAND,0.75,0.0,SELF,True,50.0,False
U56,W,CAND,0.75,0.0,PANEL,True,50.0,False
U56,W,CAND,0.75,0.25,SELF,True,50.0,False
U56,W,CAND,0.75,0.25,PANEL,True,54.0,False
U56,W,CAND,0.75,0.5,SELF,True,50.0,False
U56,W,CAND,0.75,0.5,PANEL,True,56.0,False
U56,W,CAND,0.75,0.75,SELF,True,50.0,False
U56,W,CAND,0.75,0.75,PANEL,True,60.0,False
U56,W,CAND,0.75,1.0,SELF,True,50.0,False
U56,W,CAND,0.75,1.0,PANEL,True,62.0,False
U56,W,CAND,1.0,0.0,SELF,False,0.0,False
U56,W,CAND,1.0,0.0,PANEL,False,0.0,False
U56,W,CAND,1.0,0.25,SELF,False,0.0,False
U56,W,CAND,1.0,0.25,PANEL,False,0.0,False
U56,W,CAND,1.0,0.5,SELF,False,0.0,False
U56,W,CAND,1.0,0.5,PANEL,False,0.0,False
U56,W,CAND,1.0,0.75,SELF,False,0.0,False
U56,W,CAND,1.0,0.75,PANEL,False,0.0,False
U56,W,CAND,1.0,1.0,SELF,False,0.0,False
U56,W,CAND,1.0,1.0,PANEL,False,0.0,False
U56,M,CAP0.015,0.75,0.0,SELF,False,0.0,False
U56,M,CAP0.015,0.75,0.0,PANEL,False,0.0,False
U56,M,CAP0.015,0.75,0.25,SELF,False,0.0,False
U56,M,CAP0.015,0.75,0.25,PANEL,False,0.0,False
U56,M,CAP0.015,0.75,0.5,SELF,False,0.0,False
U56,M,CAP0.015,0.75,0.5,PANEL,False,0.0,False
U56,M,CAP0.015,0.75,0.75,SELF,False,0.0,False
U56,M,CAP0.015,0.75,0.75,PANEL,False,0.0,False
U56,M,CAP0.015,0.75,1.0,SELF,False,0.0,False
U56,M,CAP0.015,0.75,1.0,PANEL,False,0.0,False
U56,M,CAP0.015,1.0,0.0,SELF,False,0.0,False
U56,M,CAP0.015,1.0,0.0,PANEL,False,0.0,False
U56,M,CAP0.015,1.0,0.25,SELF,False,0.0,False
U56,M,CAP0.015,1.0,0.25,PANEL,False,0.0,False
U56,M,CAP0.015,1.0,0.5,SELF,False,0.0,False
U56,M,CAP0.015,1.0,0.5,PANEL,False,0.0,False
U56,M,CAP0.015,1.0,0.75,SELF,False,0.0,False
U56,M,CAP0.015,1.0,0.75,PANEL,False,0.0,False
U56,M,CAP0.015,1.0,1.0,SELF,False,0.0,False
U56,M,CAP0.015,1.0,1.0,PANEL,False,0.0,False
U56,M,CAP2,0.75,0.0,SELF,True,58.0,False
U56,M,CAP2,0.75,0.0,PANEL,True,58.0,False
U56,M,CAP2,0.75,0.25,SELF,True,58.0,False
U56,M,CAP2,0.75,0.25,PANEL,True,58.0,False
U56,M,CAP2,0.75,0.5,SELF,True,58.0,False
U56,M,CAP2,0.75,0.5,PANEL,True,58.0,False
U56,M,CAP2,0.75,0.75,SELF,True,58.0,False
U56,M,CAP2,0.75,0.75,PANEL,True,58.0,False
U56,M,CAP2,0.75,1.0,SELF,True,58.0,False
U56,M,CAP2,0.75,1.0,PANEL,True,58.0,False
U56,M,CAP2,1.0,0.0,SELF,True,6.0,False
U56,M,CAP2,1.0,0.0,PANEL,True,6.0,False
U56,M,CAP2,1.0,0.25,SELF,True,6.0,False
U56,M,CAP2,1.0,0.25,PANEL,True,6.0,False
U56,M,CAP2,1.0,0.5,SELF,True,8.0,False
U56,M,CAP2,1.0,0.5,PANEL,True,8.0,False
U56,M,CAP2,1.0,0.75,SELF,True,8.0,False
U56,M,CAP2,1.0,0.75,PANEL,True,10.0,False
U56,M,CAP2,1.0,1.0,SELF,True,10.0,False
U56,M,CAP2,1.0,1.0,PANEL,True,12.0,False
