panel,lam,pick_p,pick_L,IS_Sharpe,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,pick_p_over_n,best_OOS_Sharpe,best_p,best_L,regret,v2_OOS_Sharpe,v2_OOS_CAGR,v2_OOS_MaxDD,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,beats_v2,beats_spy,pass4a,pass4b
U56,0.01,1,4,0.8188754988913606,0.7751736108711487,0.13232452437852937,-0.33002994954014553,0.0046611211276839865,0.9815739792026232,2,4,-0.20640036833147457,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.8757783801289708,0.15315660628921846,-0.33717235283398284,False,False,False,False
U56,0.1,1,4,0.8188754988913606,0.7751736108711487,0.13232452437852937,-0.33002994954014553,0.0046611211276839865,0.9779798043516477,2,4,-0.202806193480499,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.8757783801289708,0.15315660628921846,-0.33717235283398284,False,False,False,False
U56,1.0,1,4,0.8188754988913606,0.7751736108711487,0.13232452437852937,-0.33002994954014553,0.0046611211276839865,0.9714816694807475,2,13,-0.19630805860959888,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.8757783801289708,0.15315660628921846,-0.33717235283398284,False,False,False,False
B136,0.01,32,13,0.8375831465148249,0.7284434319522671,0.13644344391658736,-0.32979754166431996,0.018977951701739253,0.8204840513827513,2,4,-0.09204061943048414,1.1185082795688426,0.07983337481604336,-0.12240793860208021,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False
B136,0.1,32,13,0.8186472626994239,0.7613316340406355,0.1436738484285367,-0.33748589010994257,0.018977951701739253,0.826715443521294,64,104,-0.06538380948065847,1.1185082795688426,0.07983337481604336,-0.12240793860208021,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False
B136,1.0,32,13,0.8503971693955495,0.7663596278450788,0.14476150583365155,-0.3421047973012571,0.018977951701739253,0.8462763331345947,2,4,-0.07991670528951589,1.1185082795688426,0.07983337481604336,-0.12240793860208021,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False
SMALL439,0.01,32,13,0.8166477471160637,0.37402291093844753,0.07092525855814369,-0.6288659649561775,0.007450536810482182,0.8207093783861207,1,52,-0.44668646744767315,0.5680478246931872,0.038484818306812274,-0.14684660581330033,0.8820107009842559,0.15450723909089614,-0.33717235283398284,False,False,False,False
SMALL439,0.1,32,13,0.8609205271819853,0.38584908798030126,0.07508902216279068,-0.618755867969746,0.007450536810482182,0.8207093783861207,1,52,-0.4348602904058194,0.5680478246931872,0.038484818306812274,-0.14684660581330033,0.8820107009842559,0.15450723909089614,-0.33717235283398284,False,False,False,False
SMALL439,1.0,32,13,0.9404176162398894,0.39736661049933597,0.07913173193427858,-0.6170322220421238,0.007450536810482182,0.8207093783861207,1,52,-0.4233427678867847,0.5680478246931872,0.038484818306812274,-0.14684660581330033,0.8820107009842559,0.15450723909089614,-0.33717235283398284,False,False,False,False
