panel,book,gross,family,level,is_carrier,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,turnover,mean_gross,m_H1,m_H2,m_OOS,m_DD,m_CAGR,m_min,m_bind,pass4b,pass4a,both,carrier4b,carrier4a,carrier_bind,carrier_gross,carrier_Sharpe,carrier_OOS_Sharpe,carrier_MaxDD,k,ctl_mean_gross,ctl_Sharpe,ctl_OOS_Sharpe,ctl_MaxDD,ctl_m_min,ctl_m_bind,ctl_pass4b,ctl_pass4a
u56,EWALL,0.75,GATE,0.0,False,0.08952421688807766,1.0901219835371554,-0.152727384682816,0.9842009512859677,1.191194946405117,0.843178346226196,0.06805486030629249,1.2955333098070492,0.10756638175718658,-0.152727384682816,2.68952647937304,0.618568373784471,0.02758104384085458,0.35717877185354585,0.413522325217366,0.049576350521226775,-0.017072098017889017,-0.017072098017889017,CAGR,False,False,False,False,False,DD,0.7502297496579479,1.124034844549441,1.1357457661990906,-0.22525890947548466,0.8245052586444284,0.61867367840909,1.1236885672723282,1.135847631414039,-0.18856464986099264,0.0026051212299854493,CAGR,True,False
u56,EWALL,0.75,GATE,0.5,False,0.11175051043932105,1.2011933710865204,-0.15591424501961393,1.181822182376241,1.2209127573126959,1.0706101269394086,0.09740426660149182,1.3066838368934979,0.12373084274846713,-0.15591424501961437,1.732759831053615,0.6844398399115273,0.22520227493112777,0.3868965827611247,0.4246728523038147,0.04638949018442884,0.005154195533354375,0.005154195533354375,CAGR,True,False,False,False,False,DD,0.7502297496579479,1.124034844549441,1.1357457661990906,-0.22525890947548466,0.9123069835921381,0.6844975326976697,1.1238709243315115,1.1358065811354794,-0.20706918042947242,-0.004765445225429654,DD,False,False
u56,EWALL,0.75,DDCTL,0.1,False,0.11994555322074141,1.121164809236686,-0.18373958512167043,1.195444045397531,1.0617753772242082,1.1023934829657218,0.11329778774301391,1.1365544539934749,0.12546148559331494,-0.18373958512167043,1.2144885133242869,0.7239671499834451,0.23882413795241786,0.22775920267263705,0.2545434694037917,0.018564150082372333,0.013349238314774733,0.013349238314774733,CAGR,True,False,False,False,False,DD,0.7502297496579479,1.124034844549441,1.1357457661990906,-0.22525890947548466,0.9649939239459957,0.7239913758480736,1.1239716151112884,1.1357723722012618,-0.2180325943831608,-0.015728859179118038,DD,False,False
u56,EWALL,0.75,DDCTL,0.2,False,0.12877404924586866,1.1302720239814035,-0.22259003123803778,1.2350640179115693,1.053661488159387,1.148819519303277,0.12238238725039685,1.1198750219432687,0.13407615155567743,-0.222590031238037,0.8733196857310082,0.744234357836844,0.2784441104664561,0.21964531360781592,0.23786403735358552,-0.02028629603399501,0.022177734339901986,-0.02028629603399501,DD,False,False,False,False,False,DD,0.7502297496579479,1.124034844549441,1.1357457661990906,-0.22525890947548466,0.9920085922694517,0.7442400269031665,1.1240206713859597,1.1357521206244283,-0.22361330663661017,-0.021309571432567398,DD,False,False
u56,EWALL,0.75,BUDGET,0.25,False,0.13269561149760745,1.124034844549441,-0.22525890947548466,1.1901343237555244,1.071956832491129,1.1099711173381261,0.12609226212029023,1.1357457661990906,0.13817415675493705,-0.22525890947548444,0.828443130785896,0.7502297496579479,0.23351441631041125,0.23794065793955788,0.25373478160940743,-0.02295517427144189,0.026099296591640772,-0.02295517427144189,DD,False,False,False,False,False,DD,0.7502297496579479,1.124034844549441,1.1357457661990906,-0.22525890947548466,1.0,0.7502297496579479,1.124034844549441,1.1357457661990906,-0.22525890947548466,-0.02295517427144189,DD,False,False
u56,EWALL,0.75,BUDGET,0.5,False,0.13269561149760745,1.124034844549441,-0.22525890947548466,1.1901343237555244,1.071956832491129,1.1099711173381261,0.12609226212029023,1.1357457661990906,0.13817415675493705,-0.22525890947548444,0.828443130785896,0.7502297496579479,0.23351441631041125,0.23794065793955788,0.25373478160940743,-0.02295517427144189,0.026099296591640772,-0.02295517427144189,DD,False,False,False,False,False,DD,0.7502297496579479,1.124034844549441,1.1357457661990906,-0.22525890947548466,1.0,0.7502297496579479,1.124034844549441,1.1357457661990906,-0.22525890947548466,-0.02295517427144189,DD,False,False
u56,EWALL,0.75,STOP,0.15,False,0.0811326854857981,1.0942558738832582,-0.13153548524156922,1.1813112648431696,1.0093754419563643,1.0705166647701905,0.08074471122979787,1.1146051242328894,0.08145296485793296,-0.13153548524156944,1.7002151122817104,0.6061772293378968,0.22469135739805646,0.17535926740479313,0.2325941396432062,0.07076824996247355,-0.025463629420168568,-0.025463629420168568,CAGR,False,False,False,False,False,DD,0.7502297496579479,1.124034844549441,1.1357457661990906,-0.22525890947548466,0.8079887922523348,0.606290329968448,1.123652184683709,1.135852948906377,-0.18505085415017397,0.00039691328044565155,CAGR,True,False
u56,EWALL,0.75,STOP,0.25,False,0.10786837248085579,1.1276742637025883,-0.16434766974599224,1.1603884430134261,1.0980790834613565,1.0636628450313916,0.10136022073200701,1.1804540940316055,0.11326815753701691,-0.1643476697459928,1.1713378888110941,0.7015475138149818,0.20376853556831298,0.26406290890978534,0.2984431094419223,0.037956065458050525,0.0012720575748891155,0.0012720575748891155,CAGR,True,False,False,False,False,DD,0.7502297496579479,1.124034844549441,1.1357457661990906,-0.22525890947548466,0.9351102300793034,0.7015911669843148,1.1239152987380008,1.1357926123114477,-0.21182711752704264,-0.009523382322999874,DD,False,False
u56,EWALL,0.75,VOLTGT,0.1,False,0.10886802651882088,1.2116375546559541,-0.1382387631825026,1.2657148402618443,1.1629108718223098,1.1557685265409228,0.10282376786324177,1.2570671780808265,0.11388097226602834,-0.1382387631825025,1.634519874930664,0.6685094906080855,0.30909493281673117,0.3288946972707386,0.3750561934911433,0.06406497202154016,0.0022717116128542075,0.0022717116128542075,CAGR,True,False,False,False,False,DD,0.7502297496579479,1.124034844549441,1.1357457661990906,-0.22525890947548466,0.8910730225146083,0.6685796408355419,1.1238285346249821,1.1358183541300042,-0.20262092131539922,-0.0003171861113564489,DD,False,False
u56,EWALL,0.75,VOLTGT,0.15,False,0.12411809062566292,1.1838766097264286,-0.16099581320451717,1.257877634059011,1.1203793424655693,1.1679604767265483,0.11998834224067201,1.1966415488562692,0.12753761799953622,-0.16099581320451717,1.1474040969687465,0.7249431358519066,0.3012577266138978,0.2863631679139981,0.314630564266586,0.0413079219995256,0.01752177571969625,0.01752177571969625,CAGR,True,False,False,False,False,DD,0.7502297496579479,1.124034844549441,1.1357457661990906,-0.22525890947548466,0.966294839923943,0.7249664896639108,1.1239740185217126,1.1357714381906854,-0.21830196881624198,-0.01599823361219921,DD,False,False
u56,EWALL,0.75,LAM,0.25,False,0.1328242887429263,1.1249202250784662,-0.22525890947548455,1.192288102994759,1.0717395940008663,1.112274683533929,0.1264004560753207,1.1355337889979935,0.13815311759645965,-0.22525890947548466,0.827674632976654,0.7502302593619086,0.2356681955496458,0.2377234194492951,0.2535228044083103,-0.02295517427144178,0.026227973836959614,-0.02295517427144178,DD,False,False,False,False,False,DD,0.7502297496579479,1.124034844549441,1.1357457661990906,-0.22525890947548466,1.0000006793971592,0.7502302588764751,1.1240348457445193,1.1357457656473873,-0.22525904927573626,-0.02295531407169349,DD,False,False
u56,EWALL,0.75,LAM,0.5,False,0.13277566626267756,1.124598995891518,-0.22525890947548477,1.1914237965596801,1.0718887234764343,1.111349838160193,0.12627627805402475,1.1356793549325384,0.13816750272277134,-0.22525890947548466,0.8281680456270906,0.750230035738467,0.23480388911456695,0.2378725489248631,0.25366837034285517,-0.022955174271442003,0.026179351356710887,-0.022955174271442003,DD,False,False,False,False,False,DD,0.7502297496579479,1.124034844549441,1.1357457661990906,-0.22525890947548466,1.0000003813238802,0.7502300354660089,1.1240348452202005,1.1357457658894374,-0.2252589879408936,-0.02295525273685084,DD,False,False
u56,EWALL,1.0,GATE,0.0,False,0.11941002872562922,1.0896589066141584,-0.19935562544334506,0.9843616920970347,1.1901357197831213,0.8433290370347601,0.09015263629464032,1.2945598236613127,0.14414504830261876,-0.19935562544334395,3.5906034262522573,0.824510024780356,0.027741784651921564,0.3561195452315501,0.41254883907162954,0.0029481097606977036,0.01281371381966255,0.0029481097606977036,DD,True,False,False,False,False,DD,1.0,1.1244751918745803,1.1353160287711217,-0.29179000341006256,0.824510024780356,0.8246853844146612,1.1241971897972178,1.1356513216231112,-0.2455168041226956,-0.04321306891865284,DD,False,False
u56,EWALL,1.0,GATE,0.5,False,0.1495890562797566,1.2011323964235288,-0.20400036960163792,1.182379297155746,1.2202947065448062,1.0711810611178718,0.1299681159013053,1.306089646767922,0.16603750993384114,-0.20400036960163825,2.3111278861742965,0.9123191342451539,0.22575938971063292,0.38627853199323503,0.42407866217823875,-0.0016966343975951537,0.04299274137378993,-0.0016966343975951537,DD,False,False,False,False,False,DD,1.0,1.1244751918745803,1.1353160287711217,-0.29179000341006256,0.9123191342451539,0.912414816720011,1.1243551853323288,1.1355037337299636,-0.2689207376145617,-0.06661700241051893,DD,False,False
