panel,book,gross,cost_bps,Q_FULL_pctile,Q_BLOCK0_pctile,Q_MPOS_pctile,Q_blk0_m0_pctile,Q_blk0_meanCAGR,Q_blk1_m0_pctile,Q_blk1_meanCAGR,Q_blk2_m0_pctile,Q_blk2_meanCAGR,Q_CANON_CAGR,Q_FMEAN_CAGR,Q_d_pp,M_FULL_pctile,M_CANON_CAGR,M_FMEAN_CAGR,M_d_pp
B136,BAND03,CORE,0.0,0.03968253968253968,0.023809523809523808,0.5476190476190477,0.023809523809523808,0.0853365588502713,0.8809523809523809,0.08900535648130259,0.8333333333333334,0.08560095371258918,0.07913010290548828,0.08664762301472101,-0.7517520109232734,0.9285714285714286,0.08492921646179608,0.08266437784709735,0.22648386146987276
B136,BAND03,CORE,5.0,0.03968253968253968,0.023809523809523808,0.5476190476190477,0.023809523809523808,0.08485662671582167,0.8809523809523809,0.08853834533380622,0.8333333333333334,0.08512434966460876,0.07864482611629198,0.08617310723807887,-0.7528281121786897,0.9285714285714286,0.08417527543067793,0.08191661287443289,0.22586625562450446
B136,BAND03,CORE,10.0,0.03968253968253968,0.023809523809523808,0.5476190476190477,0.023809523809523808,0.08437684567466935,0.8809523809523809,0.0880714771036413,0.8333333333333334,0.08464789261941716,0.07815970228175306,0.0856987384659093,-0.7539036184156231,0.9285714285714286,0.08342180442618718,0.08116931027273132,0.22524941534558668
B136,BAND03,CORE,25.0,0.03968253968253968,0.023809523809523808,0.5476190476190477,0.023809523809523808,0.08293840880523898,0.8809523809523809,0.08667172963571111,0.8333333333333334,0.08321940321311608,0.07670524820192526,0.08427651388468872,-0.7571265682763464,0.9285714285714286,0.08116420896334864,0.0789301741472223,0.2234034816126343
B136,BAND03,CORE,50.0,0.03968253968253968,0.023809523809523808,0.5476190476190477,0.023809523809523808,0.08054403303550191,0.8809523809523809,0.08434167290954252,0.8333333333333334,0.08084152490915122,0.07428421432361865,0.08190907695139855,-0.7624862627779907,0.9285714285714286,0.07741092605847077,0.07520750427815136,0.22034217803194173
B136,BAND03,EXT,0.0,0.03968253968253968,0.023809523809523808,0.5476190476190477,0.023809523809523808,0.11398580748910765,0.8809523809523809,0.11915189875297238,0.8333333333333334,0.11430215149175722,0.10536244092139091,0.11581328591127908,-1.0450844989888173,0.9285714285714286,0.11374207658129842,0.11036102656522118,0.3381050016077247
B136,BAND03,EXT,5.0,0.03968253968253968,0.023809523809523808,0.5476190476190477,0.023809523809523808,0.11333203920775266,0.8809523809523809,0.11851544038771317,0.8333333333333334,0.11365246350545674,0.10470146744116926,0.11516664770030753,-1.0465180259138271,0.9285714285714286,0.11271372894501486,0.10934064521084655,0.33730837341683084
B136,BAND03,EXT,10.0,0.03968253968253968,0.023809523809523808,0.5476190476190477,0.023809523809523808,0.11267854314856629,0.8809523809523809,0.11787923964759572,0.8333333333333334,0.11300304074480064,0.10404076973432841,0.11452027451365424,-1.0479504779325826,0.9285714285714286,0.11168623276553302,0.10832110239957612,0.33651303659568976
B136,BAND03,EXT,25.0,0.03968253968253968,0.023809523809523808,0.5476190476190477,0.023809523809523808,0.1107196875748975,0.8809523809523809,0.11597218250735782,0.8333333333333334,0.11105636313081911,0.1020603305278116,0.11258274440435816,-1.0522413876546552,0.9285714285714286,0.1086088466932491,0.10526749908984676,0.33413476034023504
B136,BAND03,EXT,50.0,0.03968253968253968,0.023809523809523808,0.5476190476190477,0.023809523809523808,0.10746036592500786,0.8809523809523809,0.1127989001841246,0.8333333333333334,0.10781719855337728,0.09876510720719822,0.10935882155416994,-1.0593714346971719,0.9285714285714286,0.10349684053993635,0.10019487390597961,0.3301966633956738
