panel,cap,gross,cost_bps,CAGR,Sharpe,MaxDD,Calmar,H1,H2,IS_Sharpe,IS_Calmar,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass4a,pass4b,L_H1,L_H2,L_OOS,L_DD,L_CAGR
U56,DG,0.75,0.0,0.09424965642401761,1.307003972323144,-0.11442361597338391,0.8236905958813698,1.3180233533278016,1.3021650571522752,1.1948195826516086,1.1064364750905624,0.10450943700081305,1.393923779634452,-0.11442361597338391,True,False,True,True,True,True,False
U56,DG,0.75,10.0,0.09120080054794433,1.2674973138616104,-0.11482428333345751,0.7942640519957874,1.2774126163714412,1.2634758277434406,1.1532388419929334,1.031748489096877,0.10144876453505147,1.355954081712345,-0.11482428333345729,True,False,True,True,True,True,False
U56,DG,0.75,25.0,0.0866428181346155,1.208128237935922,-0.11542517542216846,0.750640558419935,1.2163784033113374,1.205339785832952,1.0907623336309085,0.9064451060712104,0.09687305209960417,1.2988896811976116,-0.11542517542216868,False,False,True,True,True,True,False
U56,DG,0.75,50.0,0.07908680947083191,1.108943071545525,-0.1164263717148365,0.6792860440978055,1.1144019690864533,1.108222142007914,0.9864194318264754,0.7200033206750066,0.08928748028572775,1.2035359179987464,-0.11642637171483661,False,False,True,True,True,True,False
U56,0.015,0.75,0.0,0.10114170632188735,1.2979872101550711,-0.12696794647131338,0.7965924403190918,1.3228739420591786,1.287009536872792,1.1954374585833127,1.1077154186856701,0.11407551805090699,1.3765001386647473,-0.1269679464713135,False,False,True,True,True,True,False
U56,0.015,0.75,10.0,0.09784249628159758,1.2586391737814018,-0.12740569638981525,0.7679601387855925,1.2822192187445902,1.248441341436364,1.1537965313430658,1.0330291256439608,0.11067868648099011,1.3386611205029848,-0.12740569638981492,False,False,True,True,True,True,False
U56,0.015,0.75,25.0,0.09291148276617034,1.199509227141052,-0.12806219060807789,0.7255184557206042,1.2211212986906208,1.1904864917231466,1.0912324453881492,0.9059342756592851,0.10560210765413558,1.2817925474607772,-0.128062190608078,False,False,True,True,True,True,False
U56,0.015,0.75,50.0,0.08474037880466567,1.1007254160216282,-0.1291559992330925,0.6561087313623863,1.119044582045687,1.0936700731001483,0.9867507968424019,0.7201899643573578,0.0971906916669254,1.186764863850176,-0.12915599923309284,False,False,True,True,True,True,False
U56,0.020,0.75,0.0,0.1197181516119108,1.3035420682079293,-0.14764991089059787,0.810824408154345,1.3446062752826227,1.2747546067133473,1.2287343520150316,1.188421129903883,0.1309040143564142,1.3618155641594047,-0.1476499108905982,False,True,True,True,True,True,True
U56,0.020,0.75,10.0,0.1157981818827667,1.2643361588263755,-0.1480906743567273,0.781941080258889,1.3042370278384625,1.23634145939871,1.187182409747418,1.1058304226522178,0.1269552160475933,1.3242966750305414,-0.14809067435672707,False,True,True,True,True,True,True
U56,0.020,0.75,25.0,0.10994284270708166,1.2054145446378486,-0.14875166079214075,0.7391032955303344,1.2435612087956907,1.1786156321225678,1.1247449208278724,0.9835021823901163,0.12105675856507037,1.2679045820399604,-0.14875166079214053,False,True,True,True,True,True,True
U56,0.020,0.75,50.0,0.10024923416352527,1.1069699739482135,-0.1498528815064456,0.6689843608994149,1.1421761165395614,1.082176372234605,1.020460823987097,0.7785725857582333,0.11129161715744318,1.1736655499949264,-0.1498528815064456,False,False,True,True,True,True,False
U56,0.030,0.75,0.0,0.12569556350728694,1.2773267157882704,-0.15311580653760903,0.8209182732313989,1.3089258252350615,1.255516654185869,1.2020514984866923,1.1322110012383901,0.13679564625709761,1.3360454804713982,-0.15311580653760903,False,True,True,True,True,True,True
U56,0.030,0.75,10.0,0.12124024893158714,1.2358594549153303,-0.1535858187295136,0.7893974192051442,1.2660755633769338,1.215073452557602,1.1578412947686767,1.0438306133693338,0.1323734558499401,1.2966114655712315,-0.15358581872951382,False,True,True,True,True,True,True
